solver,precision_decimal_digits,tolerance,degree,point,initial_x,initial_y,time,component,value,flowstar_lo,flowstar_hi,contained,signed_slack
mpmath_taylor_odefun,70,1e-45,40,edge_xlo_ymid,1.1,2.4,4.74,y,0.661565769408310519982672438001877654910620422153369995927517,0.65115524795128565,0.6774278488867459,True,0.0104105214570248699826724380018776549106204221533699959275167
mpmath_taylor_odefun,70,1e-45,40,edge_xlo_ymid,1.1,2.4,6.32,x,0.393195962952697624361419559652091795312018031523218644942241,0.32935059414903739,0.48242614977279946,True,0.0638453688036602343614195596520917953120180315232186449422405
mpmath_taylor_odefun,70,1e-45,40,edge_xlo_ymid,1.1,2.4,6.32,y,2.51335295560186996311689077168388429526772484975124977754033,2.46007918255104,2.5823748105380391,True,0.0532737730508299631168907716838842952677248497512497775403307
mpmath_taylor_odefun,70,1e-45,40,center,1.25,2.4,3.97,x,-2.00799523914931607196840221057604597734506322957883460575961,-2.0120453511878109,-2.0034332393764056,True,0.00405011203849482803159778942395402265493677042116539424038831
mpmath_taylor_odefun,70,1e-45,40,center,1.25,2.4,3.97,y,0.00303944524046548584220603138731653831036710979759692534734835,-0.073363797734292177,0.050730988741166307,True,0.0476915435007008211577939686126834616896328902024030746526517
mpmath_taylor_odefun,70,1e-45,40,center,1.25,2.4,4.74,x,-1.68208797802912802280337928966016238836890919594208084265332,-1.7070195623009676,-1.6660536401302644,True,0.0160343378988636228033792896601623883689091959420808426533228
mpmath_taylor_odefun,70,1e-45,40,center,1.25,2.4,4.74,y,0.667410474423546636666366199710718395011605603372470142836952,0.65115524795128565,0.6774278488867459,True,0.0100173744631992633336338002892816049883943966275298571630482
mpmath_taylor_odefun,70,1e-45,40,center,1.25,2.4,6.32,x,0.42278732757378995214955768275205410541430900612830867800927,0.32935059414903739,0.48242614977279946,True,0.0596388221990095078504423172479458945856909938716913219907296
mpmath_taylor_odefun,70,1e-45,40,center,1.25,2.4,6.32,y,2.53336355343211740371635057859276700874659059117658829621917,2.46007918255104,2.5823748105380391,True,0.0490112571059216962836494214072329912534094088234117037808254
mpmath_taylor_odefun,70,1e-45,40,edge_xhi_ymid,1.4,2.4,3.97,x,-2.00941268536085758072500521752405387215349781091348780144635,-2.0120453511878109,-2.0034332393764056,True,0.00263266582695331927499478247594612784650218908651219855364533
mpmath_taylor_odefun,70,1e-45,40,edge_xhi_ymid,1.4,2.4,3.97,y,-0.0231668841366896964446546138986068235706309607842260540980105,-0.073363797734292177,0.050730988741166307,True,0.0501969135976024805553453861013931764293690392157739459019895
mpmath_taylor_odefun,70,1e-45,40,edge_xhi_ymid,1.4,2.4,4.74,x,-1.69225870241843946602316955705383156954714682086736905095469,-1.7070195623009676,-1.6660536401302644,True,0.0147608598825281339768304429461684304528531791326309490453056
mpmath_taylor_odefun,70,1e-45,40,edge_xhi_ymid,1.4,2.4,4.74,y,0.661010738001558834450384135276640912042998211991587173426299,0.65115524795128565,0.6774278488867459,True,0.00985549005027318445038413527664091204299821199158717342629885
mpmath_taylor_odefun,70,1e-45,40,edge_xhi_ymid,1.4,2.4,6.32,x,0.385181142785708360985971618454996757969371345302094653680802,0.32935059414903739,0.48242614977279946,True,0.0558305486366709709859716184549967579693713453020946536808022
mpmath_taylor_odefun,70,1e-45,40,edge_xhi_ymid,1.4,2.4,6.32,y,2.50806917654814847227579718263360801045465533616206982036584,2.46007918255104,2.5823748105380391,True,0.0479899939971084722757971826336080104546553361620698203658442
mpmath_taylor_odefun,70,1e-45,40,corner_lh,1.1,2.45,3.97,x,-2.00622139972396955595972279589258686408655431675387359206114,-2.0120453511878109,-2.0034332393764056,True,0.00278816034756395595972279589258686408655431675387359206113556
mpmath_taylor_odefun,70,1e-45,40,corner_lh,1.1,2.45,3.97,y,-0.0639315702704669794628944553839239169448411010365604067917708,-0.073363797734292177,0.050730988741166307,True,0.00943222746382519753710554461607608305515889896343959320822918
mpmath_taylor_odefun,70,1e-45,40,corner_lh,1.1,2.45,4.74,x,-1.7023023883886604083848253994386756455785967120414200869884,-1.7070195623009676,-1.6660536401302644,True,0.0047171739123071916151746005613243544214032879585799130116015
mpmath_taylor_odefun,70,1e-45,40,corner_lh,1.1,2.45,4.74,y,0.652908668920642437388541182003921805062808351389922385342185,0.65115524795128565,0.6774278488867459,True,0.0017534209693567873885411820039218050628083513899223853421846
mpmath_taylor_odefun,70,1e-45,40,corner_lh,1.1,2.45,6.32,x,0.345492024620332714664108587698568894609014844063283923301762,0.32935059414903739,0.48242614977279946,True,0.0161414304712953246641085876985688946090148440632839233017624
mpmath_taylor_odefun,70,1e-45,40,corner_lh,1.1,2.45,6.32,y,2.47927664482869426918831798483799679344014800084802497510517,2.46007918255104,2.5823748105380391,True,0.019197462277654269188317984837996793440148000848024975105172
mpmath_taylor_odefun,70,1e-45,40,edge_xmid_yhi,1.25,2.45,3.97,x,-2.00813866825496859963652863438701624063925523454876906656504,-2.0120453511878109,-2.0034332393764056,True,0.00390668293284230036347136561298375936074476545123093343496229
mpmath_taylor_odefun,70,1e-45,40,edge_xmid_yhi,1.25,2.45,3.97,y,-0.0358991561345107213848606938648849822291404757313925388769514,-0.073363797734292177,0.050730988741166307,True,0.0374646415997814556151393061351150177708595242686074611230486
mpmath_taylor_odefun,70,1e-45,40,edge_xmid_yhi,1.25,2.45,4.74,x,-1.69511133079895929894829991926659501617432400330370036261501,-1.7070195623009676,-1.6660536401302644,True,0.0119082315020083010517000807334049838256759966962996373849942
mpmath_taylor_odefun,70,1e-45,40,edge_xmid_yhi,1.25,2.45,4.74,y,0.65854355185756895427565225582314653031035234116494884829186,0.65115524795128565,0.6774278488867459,True,0.00738830390628330427565225582314653031035234116494884829186015
mpmath_taylor_odefun,70,1e-45,40,edge_xmid_yhi,1.25,2.45,6.32,x,0.373640015480818386710664088987264519666694985390126239641823,0.32935059414903739,0.48242614977279946,True,0.044289421331780996710664088987264519666694985390126239641823
mpmath_taylor_odefun,70,1e-45,40,edge_xmid_yhi,1.25,2.45,6.32,y,2.4998367888416933584773335999622921309064839348511865221349,2.46007918255104,2.5823748105380391,True,0.0397576062906533584773335999622921309064839348511865221349009
mpmath_taylor_odefun,70,1e-45,40,corner_hh,1.4,2.45,3.97,x,-2.0088823108292144020772977045548773595456765294109747037516,-2.0120453511878109,-2.0034332393764056,True,0.00316304035859649792270229544512264045432347058902529624839821
mpmath_taylor_odefun,70,1e-45,40,corner_hh,1.4,2.45,3.97,y,-0.0645400077606735630903085112133492064169114520211650945824231,-0.073363797734292177,0.050730988741166307,True,0.00882378997361861390969148878665079358308854797883490541757686
mpmath_taylor_odefun,70,1e-45,40,corner_hh,1.4,2.45,4.74,x,-1.70526817887318899651814441698813139609073403861005425101386,-1.7070195623009676,-1.6660536401302644,True,0.00175138342777860348185558301186860390926596138994574898614283
mpmath_taylor_odefun,70,1e-45,40,corner_hh,1.4,2.45,4.74,y,0.652019054442474450191284329076717692659119852161303720872635,0.65115524795128565,0.6774278488867459,True,0.000863806491188800191284329076717692659119852161303720872635421
mpmath_taylor_odefun,70,1e-45,40,corner_hh,1.4,2.45,6.32,x,0.336036752240273498650343793875985850788867518343911355825842,0.32935059414903739,0.48242614977279946,True,0.0066861580912361086503437938759858507888675183439113558258416
mpmath_taylor_odefun,70,1e-45,40,corner_hh,1.4,2.45,6.32,y,2.47246902453553859437964291020776994583226720892081872622358,2.46007918255104,2.5823748105380391,True,0.0123898419844985943796429102077699458322672089208187262235796
