step,time,endpoint_max_abs,endpoint_max_rel,endpoint_max_ulp,tube_max_abs,tube_max_rel,tube_max_ulp
247,2.47,2.7755575615628914e-15,4.4600207754918785e-15,25,2.6645352591003757e-15,4.443231753802268e-15,24
248,2.48,2.7755575615628914e-15,4.751185138017405e-15,25,2.7755575615628914e-15,4.751185138017405e-15,25
249,2.49,2.6645352591003757e-15,4.6867996413595564e-15,24,2.6645352591003757e-15,4.6867996413595564e-15,24
250,2.5,2.7755575615628914e-15,5.021882546731097e-15,25,2.7755575615628914e-15,5.021882546731097e-15,25
251,2.5100000000000002,2.6645352591003757e-15,4.964660965879394e-15,24,2.6645352591003757e-15,4.964660965879394e-15,24
252,2.52,2.7755575615628914e-15,5.33207495097615e-15,25,2.7755575615628914e-15,5.33207495097615e-15,25
253,2.5300000000000002,2.886579864025407e-15,5.7249689011868134e-15,26,2.886579864025407e-15,5.7249689011868134e-15,26
254,2.54,2.831068712794149e-15,5.804880886478577e-15,51,2.831068712794149e-15,5.804880886478577e-15,51
255,2.5500000000000003,2.886579864025407e-15,6.128286101534412e-15,52,2.886579864025407e-15,6.128286101534412e-15,52
256,2.56,2.831068712794149e-15,6.2335172004294244e-15,51,2.831068712794149e-15,6.2335172004294244e-15,51
257,2.57,2.886579864025407e-15,6.603453365920029e-15,52,2.886579864025407e-15,6.603453365920029e-15,52
258,2.58,2.886579864025407e-15,6.742042229113166e-15,52,2.886579864025407e-15,6.742042229113166e-15,51
259,2.59,2.942091015256665e-15,7.309384070569884e-15,53,2.942091015256665e-15,7.309384070569884e-15,53
260,2.6,2.9976021664879227e-15,7.7876403876321e-15,54,2.9976021664879227e-15,7.7876403876321e-15,54
261,2.61,2.9976021664879227e-15,8.164787211398032e-15,54,2.9976021664879227e-15,8.164787211398032e-15,54
262,2.62,3.1086244689504383e-15,8.426045891552652e-15,54,2.942091015256665e-15,8.426045891552652e-15,53
263,2.63,3.1086244689504383e-15,8.888464241165289e-15,53,3.1086244689504383e-15,8.888464241165289e-15,53
264,2.64,3.3306690738754696e-15,9.943143469309835e-15,56,3.3306690738754696e-15,9.943143469309835e-15,56
265,2.65,3.552713678800501e-15,1.0193116099610159e-14,54,3.552713678800501e-15,1.0193116099610159e-14,54
266,2.66,3.1086244689504383e-15,1.0887619435669918e-14,55,3.1086244689504383e-15,1.0887619435669918e-14,54
267,2.67,3.3306690738754696e-15,1.2342490677416823e-14,57,3.3306690738754696e-15,1.2342490677416823e-14,57
268,2.68,3.552713678800501e-15,1.2988681615426935e-14,111,3.552713678800501e-15,1.2988681615426935e-14,111
269,2.69,3.3306690738754696e-15,1.4271141114652408e-14,112,3.3306690738754696e-15,1.4271141114652408e-14,112
270,2.7,3.3306690738754696e-15,1.5820495722644983e-14,113,3.3306690738754696e-15,1.5820495722644983e-14,113
271,2.71,3.3306690738754696e-15,1.773015161943653e-14,114,3.3306690738754696e-15,1.773015161943653e-14,114
272,2.72,3.552713678800501e-15,2.0142835959478942e-14,115,3.552713678800501e-15,2.0142835959478942e-14,115
273,2.73,3.552713678800501e-15,2.3488859192513154e-14,117,3.552713678800501e-15,2.3488859192513154e-14,117
274,2.74,3.247402347028583e-15,2.756017766334072e-14,234,3.247402347028583e-15,2.756017766334072e-14,234
275,2.75,3.2751579226442118e-15,3.369794558372425e-14,236,3.2751579226442118e-15,3.369794558372425e-14,236
276,2.7600000000000002,3.3029134982598407e-15,4.326684925734214e-14,238,3.3029134982598407e-15,4.326684925734214e-14,238
277,2.77,3.344546861683284e-15,6.051459328408947e-14,482,3.344546861683284e-15,6.051459328408947e-14,482
278,2.7800000000000002,3.372302437298913e-15,9.923887270842236e-14,486,3.372302437298913e-15,9.923887270842236e-14,486
279,2.79,3.3931191190106347e-15,3.7519448578205296e-13,3052,3.3931191190106347e-15,3.7519448578205296e-13,3052
280,2.8000000000000003,3.4312830354821244e-15,6.703679003627832e-13,4972,3.4312830354821244e-15,5.19458370721027e-13,3342
281,2.81,3.4555691641457997e-15,4.43073910109651e-12,31440,3.4555691641457997e-15,1.3449676878274163e-12,10688
282,2.82,3.490263633665336e-15,9.384464844845412e-13,5744,3.490263633665336e-15,4.1303834966495344e-12,31480
283,2.83,3.524958103184872e-15,9.140116939799627e-13,5312,3.524958103184872e-15,5.223043449719586e-13,2794
284,2.84,3.552713678800501e-15,1.4193511694703809e-12,7480,3.552713678800501e-15,3.3255054882175197e-12,20224
285,2.85,3.58046925441613e-15,4.010257736424319e-14,258,3.58046925441613e-15,1.5786247090399654e-12,7464
286,2.86,3.608224830031759e-15,3.1995266324461264e-14,255,3.608224830031759e-15,3.997114070022463e-14,253
287,2.87,3.635980405647388e-15,2.6814922020545606e-14,131,3.635980405647388e-15,3.2012151183116766e-14,255
288,2.88,3.635980405647388e-15,2.30325174387003e-14,131,3.635980405647388e-15,2.6826668511077546e-14,131
289,2.89,3.6914915568786455e-15,2.0199781365767198e-14,133,3.6914915568786455e-15,2.3041127139103782e-14,133
290,2.9,3.7192471324942744e-15,1.799897651912925e-14,134,3.7192471324942744e-15,2.020635393863075e-14,134
291,2.91,3.774758283725532e-15,1.6239913804658995e-14,133,3.774758283725532e-15,1.800415054427442e-14,132
292,2.92,3.7192471324942744e-15,1.458086650238122e-14,67,3.7192471324942744e-15,1.624408546999972e-14,133
293,2.93,3.83026943495679e-15,1.3503413863193292e-14,69,3.83026943495679e-15,1.4584243484330255e-14,69
294,2.94,3.83026943495679e-15,1.2591501072510734e-14,69,3.83026943495679e-15,1.3707839461087601e-14,69
295,2.95,3.885780586188048e-15,1.1809637089020287e-14,70,3.885780586188048e-15,1.2779123663408884e-14,70
296,2.96,3.941291737419306e-15,1.0972793611113927e-14,71,3.941291737419306e-15,1.1811717106316998e-14,71
297,2.97,3.885780586188048e-15,1.0390132793311663e-14,70,3.885780586188048e-15,1.1133624274208101e-14,70
298,2.98,3.9968028886505635e-15,9.59768811146235e-15,72,3.9968028886505635e-15,1.0243234782977376e-14,72
299,2.99,3.941291737419306e-15,9.157049355463802e-15,71,3.941291737419306e-15,9.738132454700451e-15,71
300,3.0,4.052314039881821e-15,8.639305229926867e-15,73,4.052314039881821e-15,9.158222973516433e-15,73
301,3.0100000000000002,3.9968028886505635e-15,8.40781092473788e-15,72,3.9968028886505635e-15,8.887198226377922e-15,72
302,3.02,3.9968028886505635e-15,7.975950787576551e-15,36,3.9968028886505635e-15,8.29194912357013e-15,71
303,3.0300000000000002,4.107825191113079e-15,7.794910191152057e-15,37,3.9968028886505635e-15,7.976765361623012e-15,36
304,3.04,3.9968028886505635e-15,7.227446099876914e-15,36,3.9968028886505635e-15,7.58495453290019e-15,36
305,3.0500000000000003,3.9968028886505635e-15,6.901226930150856e-15,36,3.9968028886505635e-15,7.228078857844141e-15,36
306,3.06,3.9968028886505635e-15,6.601925401237139e-15,36,3.9968028886505635e-15,6.901785015267813e-15,36
307,3.0700000000000003,3.9968028886505635e-15,6.326450474446761e-15,36,3.9968028886505635e-15,6.60241737340385e-15,36
308,3.08,3.9968028886505635e-15,6.072169686420422e-15,36,3.9968028886505635e-15,6.326883599499134e-15,36
309,3.09,3.9968028886505635e-15,5.836827133015916e-15,36,3.9968028886505635e-15,6.072550174457844e-15,36
310,3.1,3.9968028886505635e-15,5.6184784418216644e-15,36,3.9968028886505635e-15,5.837160326601144e-15,36
311,3.11,3.9968028886505635e-15,5.415438764459598e-15,36,3.9968028886505635e-15,5.618768965763725e-15,36
312,3.12,3.9968028886505635e-15,5.226240847188795e-15,36,3.9968028886505635e-15,5.415690647896623e-15,36
313,3.13,4.107825191113079e-15,4.941911085033724e-15,37,4.107825191113079e-15,5.081278247449181e-15,37
314,3.14,3.9968028886505635e-15,4.8844111675450276e-15,36,3.9968028886505635e-15,5.049785847178617e-15,36
315,3.15,3.9968028886505635e-15,4.729685108322544e-15,36,3.9968028886505635e-15,4.884550324553994e-15,36
316,3.16,3.9968028886505635e-15,4.584564226070314e-15,36,3.9968028886505635e-15,4.729777847815372e-15,36
317,3.17,4.107825191113079e-15,4.377392082299742e-15,37,3.9968028886505635e-15,4.457212449415185e-15,36
318,3.18,3.9968028886505635e-15,4.199914123994238e-15,36,3.9968028886505635e-15,4.448114147222655e-15,36
319,3.19,3.9968028886505635e-15,4.199053744436371e-15,36,3.9968028886505635e-15,4.319736798207893e-15,36
320,3.2,3.9968028886505635e-15,3.971597729746224e-15,35,3.9968028886505635e-15,4.198803630564876e-15,36
321,3.21,4.218847493575595e-15,4.038459207624211e-15,22,4.218847493575595e-15,4.084753023311809e-15,36
322,3.22,3.9968028886505635e-15,3.875765662311351e-15,18,3.9968028886505635e-15,3.977079550440168e-15,22
323,3.23,3.9968028886505635e-15,3.643076846788893e-15,18,3.9968028886505635e-15,3.875326722865845e-15,18
324,3.24,3.9968028886505635e-15,3.6885070972216084e-15,18,3.9968028886505635e-15,3.779081280756583e-15,18
325,3.25,3.9968028886505635e-15,3.602228475062601e-15,18,3.9968028886505635e-15,3.687968152203458e-15,18
326,3.2600000000000002,3.9968028886505635e-15,3.520425784212286e-15,18,3.9968028886505635e-15,3.601646116148811e-15,18
327,3.27,4.440892098500626e-15,3.442814880614152e-15,18,4.440892098500626e-15,3.5198039987559074e-15,18
328,3.2800000000000002,4.884981308350689e-15,3.3691354849056994e-15,18,4.440892098500626e-15,3.442157383415657e-15,18
329,3.29,5.773159728050814e-15,3.299148679438412e-15,18,5.773159728050814e-15,3.3684457446727155e-15,18
330,3.3000000000000003,5.773159728050814e-15,3.232634716067035e-15,18,5.773159728050814e-15,3.2984299448749824e-15,18
331,3.31,5.773159728050814e-15,3.1693910825478813e-15,18,5.329070518200751e-15,3.2318900327025808e-15,18
332,3.3200000000000003,6.661338147750939e-15,2.9364957598266094e-15,17,6.661338147750939e-15,2.9925886857210025e-15,17
333,3.33,6.661338147750939e-15,2.882426497359298e-15,17,6.217248937900877e-15,2.935751445543883e-15,17
334,3.34,7.105427357601002e-15,3.0626500032950887e-15,16,7.105427357601002e-15,3.0626500032950887e-15,16
335,3.35,6.661338147750939e-15,2.914887966477931e-15,16,6.661338147750939e-15,2.914887966477931e-15,16
336,3.36,7.549516567451064e-15,3.3565700414598195e-15,17,7.549516567451064e-15,3.3565700414598195e-15,17
337,3.37,7.105427357601002e-15,3.1302191487432057e-15,16,6.661338147750939e-15,3.0117637575538243e-15,16
338,3.38,7.105427357601002e-15,3.269660783878248e-15,16,7.105427357601002e-15,3.269660783878248e-15,16
339,3.39,7.993605777301127e-15,3.746985045397245e-15,18,7.993605777301127e-15,3.746985045397245e-15,18
340,3.4,8.43769498715119e-15,4.032429203011189e-15,19,8.43769498715119e-15,4.032429203011189e-15,19
341,3.41,8.43769498715119e-15,3.98761647517384e-15,19,7.993605777301127e-15,3.89824884661979e-15,18
342,3.42,8.43769498715119e-15,4.202598459668363e-15,19,8.43769498715119e-15,4.202598459668363e-15,19
343,3.43,8.43769498715119e-15,4.151477068532092e-15,36,7.993605777301127e-15,4.069963450315862e-15,36
344,3.44,8.43769498715119e-15,4.3955669884699486e-15,38,8.43769498715119e-15,4.3955669884699486e-15,38
345,3.45,8.659739592076221e-15,4.5014346384877255e-15,39,8.43769498715119e-15,4.5014346384877255e-15,38
346,3.46,8.881784197001252e-15,4.7354797250006755e-15,40,8.659739592076221e-15,4.7354797250006755e-15,39
347,3.47,8.881784197001252e-15,4.982998157821246e-15,40,8.881784197001252e-15,4.982998157821246e-15,40
348,3.48,8.881784197001252e-15,4.9891847594788054e-15,40,8.659739592076221e-15,4.9891847594788054e-15,39
349,3.49,8.881784197001252e-15,5.2597591872038425e-15,40,8.881784197001252e-15,5.2597591872038425e-15,40
350,3.5,8.659739592076221e-15,5.276209694996271e-15,39,8.659739592076221e-15,5.276209694996271e-15,39
351,3.5100000000000002,8.881784197001252e-15,5.572937022628467e-15,40,8.881784197001252e-15,5.572937022628467e-15,40
352,3.52,8.881784197001252e-15,5.74474394655999e-15,40,8.881784197001252e-15,5.74474394655999e-15,40
353,3.5300000000000002,8.659739592076221e-15,5.779456689629007e-15,39,8.659739592076221e-15,5.779456689629007e-15,39
354,3.54,8.659739592076221e-15,5.969441484067756e-15,39,8.659739592076221e-15,5.969441484067756e-15,39
355,3.5500000000000003,8.659739592076221e-15,6.17210723671899e-15,39,8.659739592076221e-15,6.1722088441593744e-15,39
356,3.56,8.659739592076221e-15,6.388251374751915e-15,39,8.659739592076221e-15,6.388524903127704e-15,39
357,3.5700000000000003,8.659739592076221e-15,6.618875209462218e-15,39,8.659739592076221e-15,6.619338388383158e-15,39
358,3.58,8.659739592076221e-15,6.865134970522848e-15,39,8.659739592076221e-15,6.689761007833804e-15,39
359,3.59,8.43769498715119e-15,6.9455375637213804e-15,38,8.43769498715119e-15,6.946417607827275e-15,38
360,3.6,8.215650382226158e-15,6.839856996127802e-15,37,8.215650382226158e-15,6.840925936654209e-15,37
361,3.61,8.215650382226158e-15,7.315870024869283e-15,37,8.215650382226158e-15,7.317235748532627e-15,37
362,3.62,8.43769498715119e-15,7.416492002501644e-15,38,8.43769498715119e-15,7.624166798801669e-15,38
363,3.63,7.549516567451064e-15,7.306935451343079e-15,34,7.771561172376096e-15,7.523726136344084e-15,35
364,3.64,7.771561172376096e-15,7.856550557403397e-15,70,7.771561172376096e-15,7.858774686901383e-15,70
365,3.65,7.993605777301127e-15,7.864740958144445e-15,67,7.993605777301127e-15,7.867234984822556e-15,67
366,3.66,7.549516567451064e-15,8.359616078148193e-15,68,7.549516567451064e-15,8.362560218063531e-15,68
367,3.67,7.66053886991358e-15,8.380647788291862e-15,69,7.771561172376096e-15,8.383902779341644e-15,70
368,3.68,7.438494264988549e-15,8.667235756802467e-15,67,7.549516567451064e-15,8.941893124352462e-15,68
369,3.69,7.327471962526033e-15,8.975567532425755e-15,66,7.438494264988549e-15,8.979738254990094e-15,67
370,3.7,7.105427357601002e-15,9.308027766042555e-15,64,7.327471962526033e-15,9.462933993940389e-15,66
371,3.71,6.772360450213455e-15,9.508925266511736e-15,61,6.994405055138486e-15,9.514127927190507e-15,63
372,3.72,6.772360450213455e-15,1.0056974134404863e-14,61,6.8833827526759706e-15,1.0062919735628787e-14,62
373,3.73,6.5503158452884236e-15,1.0480575803413032e-14,59,6.661338147750939e-15,1.0487257104504976e-14,60
374,3.74,6.661338147750939e-15,1.0565447154428815e-14,60,6.772360450213455e-15,1.0572699074224488e-14,61
375,3.75,6.5503158452884236e-15,1.1047356313806859e-14,59,6.661338147750939e-15,1.1055512216190751e-14,60
376,3.7600000000000002,6.439293542825908e-15,1.136289018440919e-14,58,6.5503158452884236e-15,1.1586472760048318e-14,59
377,3.77,6.106226635438361e-15,1.2392344467262073e-14,108,6.217248937900877e-15,1.2402917361379028e-14,108
378,3.7800000000000002,6.217248937900877e-15,1.2936676382120018e-14,105,6.328271240363392e-15,1.3071866565136243e-14,106
379,3.79,5.9396931817445875e-15,1.3673601168406506e-14,107,6.106226635438361e-15,1.3819993698218936e-14,104
380,3.8000000000000003,5.773159728050814e-15,1.4503385443543192e-14,104,5.9396931817445875e-15,1.4375084600745006e-14,107
381,3.81,5.6066262743570405e-15,1.52892319622793e-14,101,5.773159728050814e-15,1.5306834730678313e-14,104
382,3.8200000000000003,5.551115123125783e-15,1.635385442459829e-14,100,5.662137425588298e-15,1.6374265486018674e-14,102
383,3.83,5.551115123125783e-15,1.7212229282701286e-14,100,5.662137425588298e-15,1.7422952411114963e-14,102
384,3.84,5.2735593669694936e-15,1.882441235315279e-14,95,5.440092820663267e-15,1.8852379526580833e-14,98
385,3.85,5.162537064506978e-15,2.0750194000037635e-14,180,5.329070518200751e-15,2.0668660882426422e-14,179
386,3.86,5.10702591327572e-15,2.270191932719429e-14,175,5.2735593669694936e-15,2.2743117759746473e-14,175
387,3.87,4.9682480351975755e-15,2.5111587062612835e-14,179,5.10702591327572e-15,2.516268473674454e-14,170
388,3.88,4.85722573273506e-15,2.850964954155033e-14,175,4.9682480351975755e-15,2.857558235387468e-14,179
389,3.89,4.746203430272544e-15,3.2785297408407906e-14,171,4.85722573273506e-15,3.2873039380691725e-14,175
390,3.9,4.6074255521944e-15,3.8307532768203446e-14,315,4.718447854656915e-15,3.842916512280217e-14,315
391,3.91,4.524158825347513e-15,4.685184233318276e-14,307,4.6074255521944e-15,4.718803855598423e-14,308
392,3.92,4.385380947269368e-15,6.063350802789864e-14,316,4.496403249731884e-15,6.094175015227978e-14,299
393,3.93,4.274358644806853e-15,8.725765840323793e-14,586,4.371503159461554e-15,8.789578058236956e-14,586
394,3.94,4.15639744844043e-15,1.5495452687152968e-13,1135,4.274358644806853e-15,1.5754854975263724e-13,1139
395,3.95,4.045375145977914e-15,7.885070890058523e-13,4416,4.15639744844043e-15,8.445298804077671e-13,4416
396,3.96,3.941291737419306e-15,3.65124051993503e-13,2858,4.045375145977914e-15,4.362883398651627e-13,3080
397,3.97,3.838943052336674e-15,5.840567594932975e-12,35408,3.937822290467352e-15,7.556958300116846e-11,637952
398,3.98,3.74353326115795e-15,2.038207260403227e-12,10088,3.842412499288628e-15,2.618371963862693e-12,17720
399,3.99,3.635980405647388e-15,7.626986245657506e-13,3728,3.7365943672540425e-15,1.2206805804854873e-12,9472
400,4.0,3.5318969970887792e-15,4.5376993517964363e-13,2590,3.6290415117434804e-15,4.674148761977517e-13,3728
401,4.01,3.427813588530171e-15,4.9106893301682715e-14,320,3.5318969970887792e-15,3.416156109751374e-13,2594
402,4.0200000000000005,3.344546861683284e-15,3.569544551288235e-14,241,3.427813588530171e-15,4.786060123487515e-14,317
403,4.03,3.2335245592207684e-15,2.9220400484579405e-14,233,3.3306690738754696e-15,3.528375213193464e-14,240
404,4.04,3.1363800445660672e-15,2.4674053643045757e-14,113,3.2335245592207684e-15,2.904234023105992e-14,233
405,4.05,3.0253577421035516e-15,2.1145918498442892e-14,109,3.1086244689504383e-15,2.4329900109426864e-14,112
406,4.0600000000000005,2.942091015256665e-15,1.8556288269568073e-14,106,3.0253577421035516e-15,2.1052299897312504e-14,109
407,4.07,2.858824288409778e-15,1.6471201884144167e-14,103,2.942091015256665e-15,1.8484515751698042e-14,106
408,4.08,2.7755575615628914e-15,1.47532381879541e-14,100,2.858824288409778e-15,1.6414893552026862e-14,103
409,4.09,2.6922908347160046e-15,1.3310666274024635e-14,97,2.7755575615628914e-15,1.4708244383466108e-14,100
410,4.1,2.581268532253489e-15,1.1951405440108506e-14,93,2.6645352591003757e-15,1.3137328350494554e-14,96
411,4.11,2.4980018054066022e-15,1.0894490508388017e-14,90,2.581268532253489e-15,1.1921766722480632e-14,93
412,4.12,2.4147350785597155e-15,9.969602007087459e-15,87,2.4980018054066022e-15,1.0869920288073929e-14,90
413,4.13,2.3869795029440866e-15,9.369818350095356e-15,43,2.4980018054066022e-15,1.0292144094976373e-14,90
414,4.14,2.275957200481571e-15,8.526461460296704e-15,41,2.3869795029440866e-15,9.352190783421773e-15,43
415,4.15,2.220446049250313e-15,7.96558731855385e-15,40,2.275957200481571e-15,8.511703281551155e-15,41
416,4.16,2.1094237467877974e-15,7.26778271913932e-15,38,2.1649348980190553e-15,7.754044035112809e-15,39
417,4.17,2.0539125955565396e-15,6.814442850373757e-15,37,2.1094237467877974e-15,7.257045562820603e-15,38
418,4.18,2.1094237467877974e-15,6.755452603300983e-15,38,2.1649348980190553e-15,7.172953050670563e-15,39
419,4.19,1.9984014443252818e-15,6.190789747003037e-15,36,2.0539125955565396e-15,6.569308598128112e-15,37
420,4.2,1.9984014443252818e-15,6.000137999485901e-15,36,2.0539125955565396e-15,6.355222956970299e-15,37
421,4.21,1.887379141862766e-15,5.501973864226162e-15,34,1.942890293094024e-15,5.827030827457459e-15,35
422,4.22,1.8318679906315083e-15,5.193172613107367e-15,33,1.8318679906315083e-15,5.334653318182804e-15,33
423,4.23,1.7763568394002505e-15,4.90440969897843e-15,32,1.8318679906315083e-15,5.188177274592125e-15,33
424,4.24,1.7208456881689926e-15,4.633426991777662e-15,31,1.7763568394002505e-15,4.899997182224436e-15,32
425,4.25,1.609823385706477e-15,4.23234833512647e-15,29,1.6653345369377348e-15,4.480185200474014e-15,30
426,4.26,1.609823385706477e-15,4.137337871468912e-15,29,1.6653345369377348e-15,4.374836974202423e-15,30
427,4.2700000000000005,1.5543122344752192e-15,3.909124627868989e-15,28,1.609823385706477e-15,4.1342770761270585e-15,29
428,4.28,1.4432899320127035e-15,3.5556438072722054e-15,26,1.4988010832439613e-15,3.766897628374611e-15,27
429,4.29,1.4432899320127035e-15,3.4860660920713797e-15,26,1.4432899320127035e-15,3.5533280448243444e-15,26
430,4.3,1.3877787807814457e-15,3.2891652645018985e-15,25,1.4432899320127035e-15,3.4839346790263434e-15,26
431,4.3100000000000005,1.3322676295501878e-15,2.9716484528379657e-15,23,1.3322676295501878e-15,3.155785150322951e-15,24
432,4.32,1.3322676295501878e-15,3.0473481892601175e-15,24,1.3322676295501878e-15,3.099177891588845e-15,24
433,4.33,1.3322676295501878e-15,2.8719435966203874e-15,23,1.3322676295501878e-15,3.0458035642439526e-15,24
434,4.34,1.3322676295501878e-15,2.580364748070913e-15,21,1.3322676295501878e-15,2.6209604262869755e-15,21
435,4.3500000000000005,1.3322676295501878e-15,2.4197146644272546e-15,20,1.3322676295501878e-15,2.4563906178277547e-15,20
436,4.36,1.5543122344752192e-15,2.145463282852643e-15,18,1.5543122344752192e-15,2.2977624989628144e-15,19
437,4.37,1.3322676295501878e-15,2.2322531652736552e-15,19,1.3322676295501878e-15,2.2637613383203937e-15,19
438,4.38,1.3322676295501878e-15,2.085529764958042e-15,18,1.3322676295501878e-15,2.2314254040751194e-15,19
439,4.39,1.3322676295501878e-15,1.9433302801591554e-15,17,1.3322676295501878e-15,2.084804063508815e-15,18
440,4.4,1.3322676295501878e-15,1.9181743378857405e-15,17,1.3322676295501878e-15,2.0569722236697383e-15,18
441,4.41,1.3322676295501878e-15,2.00553164409761e-15,18,1.3322676295501878e-15,2.0303866831917123e-15,18
442,4.42,1.3322676295501878e-15,1.7610057867504143e-15,8,1.3322676295501878e-15,1.782183805911913e-15,16
443,4.43,1.5543122344752192e-15,1.740206248312953e-15,8,1.5543122344752192e-15,1.7605332357148619e-15,9
444,4.44,1.5543122344752192e-15,1.5052054269339727e-15,7,1.5543122344752192e-15,1.522298344303411e-15,8
445,4.45,1.7763568394002505e-15,1.4884055901433566e-15,8,1.7763568394002505e-15,1.5048524434257253e-15,8
446,4.46,1.5543122344752192e-15,1.4722358087813819e-15,7,1.5543122344752192e-15,1.488079849919792e-15,7
447,4.47,1.5543122344752192e-15,1.4308809087931479e-15,7,1.5543122344752192e-15,1.4719355021501832e-15,7
448,4.48,1.5543122344752192e-15,1.441623460886069e-15,7,1.5543122344752192e-15,1.4563779949525981e-15,7
449,4.49,1.5543122344752192e-15,1.2232348978398469e-15,7,1.5543122344752192e-15,1.4413692162144552e-15,7
450,4.5,1.5543122344752192e-15,1.413073674779064e-15,7,1.5543122344752192e-15,1.4268739813127692e-15,7
451,4.51,1.5543122344752192e-15,1.3768014745002487e-15,7,1.5543122344752192e-15,1.4128599305621822e-15,7
452,4.5200000000000005,1.5543122344752192e-15,1.3863353591040857e-15,7,1.5543122344752192e-15,1.3992969574405704e-15,7
453,4.53,1.5543122344752192e-15,1.352144120262846e-15,7,1.5543122344752192e-15,1.3861572660923759e-15,7
454,4.54,1.5543122344752192e-15,1.3611929928702363e-15,7,1.5543122344752192e-15,1.373415062872919e-15,7
455,4.55,1.5543122344752192e-15,1.349161187840391e-15,7,1.5543122344752192e-15,1.3610463434519123e-15,7
456,4.5600000000000005,1.5543122344752192e-15,1.337460846471743e-15,7,1.5543122344752192e-15,1.349028966492949e-15,7
457,4.57,1.5543122344752192e-15,1.5155113614156622e-15,8,1.5543122344752192e-15,1.5283909050373064e-15,8
458,4.58,1.7763568394002505e-15,1.3149779851004327e-15,8,1.7763568394002505e-15,1.3259663354509024e-15,8
459,4.59,1.7763568394002505e-15,1.304160562931401e-15,8,1.7763568394002505e-15,1.3148837830773552e-15,8
460,4.6000000000000005,1.5543122344752192e-15,1.4784050339128546e-15,8,1.5543122344752192e-15,1.4903743513909263e-15,8
461,4.61,1.7763568394002505e-15,1.2832948040252343e-15,8,1.5543122344752192e-15,1.2935319782391206e-15,7
462,4.62,1.7763568394002505e-15,1.2732178888551944e-15,8,1.5543122344752192e-15,1.28323227234177e-15,7
463,4.63,1.5543122344752192e-15,1.2633607916819411e-15,7,1.5543122344752192e-15,1.2731647416304821e-15,7
464,4.64,1.5543122344752192e-15,1.2537113352785509e-15,7,1.5543122344752192e-15,1.4437902153319248e-15,8
465,4.65,1.7763568394002505e-15,1.2442581308909858e-15,8,1.7763568394002505e-15,1.2536752607332065e-15,8
466,4.66,1.5543122344752192e-15,1.411417819867772e-15,8,1.5543122344752192e-15,1.4219771000820976e-15,8
467,4.67,1.5543122344752192e-15,1.4010269471835159e-15,8,1.5543122344752192e-15,1.4113940426662017e-15,8
468,4.68,1.5543122344752192e-15,1.2169726490393653e-15,7,1.5543122344752192e-15,1.225884723180345e-15,7
469,4.69,1.5543122344752192e-15,1.2082039487143538e-15,7,1.5543122344752192e-15,1.2169653850235118e-15,7
470,4.7,1.7763568394002505e-15,1.2120575796763855e-15,8,1.7763568394002505e-15,1.2082029669319364e-15,8
471,4.71,1.5543122344752192e-15,1.356943840337074e-15,8,1.5543122344752192e-15,1.3569316985363639e-15,8
472,4.72,1.7763568394002505e-15,1.1827618676167472e-15,8,1.7763568394002505e-15,1.1911157863121118e-15,8
473,4.73,1.7763568394002505e-15,1.1745451147623768e-15,8,1.7763568394002505e-15,1.1827758396400205e-15,8
474,4.74,1.7763568394002505e-15,1.1664498249878763e-15,8,1.7763568394002505e-15,1.1745621523320865e-15,8
475,4.75,1.7763568394002505e-15,1.1584683331001204e-15,8,1.7763568394002505e-15,1.166468249152929e-15,8
476,4.76,1.7763568394002505e-15,1.150594473658657e-15,8,1.7763568394002505e-15,1.1584877908046484e-15,8
477,4.7700000000000005,1.7763568394002505e-15,1.1428228002737458e-15,8,1.7763568394002505e-15,1.1506150144714492e-15,8
478,4.78,1.7763568394002505e-15,1.1351479502696085e-15,8,1.7763568394002505e-15,1.1428442577840442e-15,8
479,4.79,1.7763568394002505e-15,1.117946577707554e-15,8,1.7763568394002505e-15,1.117946577707554e-15,8
480,4.8,1.7763568394002505e-15,1.1225879464017101e-15,8,1.7763568394002505e-15,1.0841763699650644e-15,8
481,4.8100000000000005,1.7763568394002505e-15,1.0919134647137823e-15,8,1.7763568394002505e-15,1.0919134647137823e-15,8
482,4.82,1.7763568394002505e-15,1.0966780992060076e-15,8,1.7763568394002505e-15,1.0966780992060076e-15,8
483,4.83,1.9984014443252818e-15,1.2285136157177408e-15,9,1.7763568394002505e-15,1.1015165059662085e-15,8
484,4.84,1.9984014443252818e-15,1.2414281011423766e-15,9,1.9984014443252818e-15,1.2414281011423766e-15,9
485,4.8500000000000005,1.7763568394002505e-15,1.1114207824827966e-15,8,1.7763568394002505e-15,1.1114207824827966e-15,8
486,4.86,1.7763568394002505e-15,1.2258731729553108e-15,8,1.7763568394002505e-15,1.2258731729553108e-15,8
487,4.87,1.9984014443252818e-15,1.2583632561611169e-15,9,1.9984014443252818e-15,1.2583632561611169e-15,9
488,4.88,1.7763568394002505e-15,1.2189047077396677e-15,8,1.7763568394002505e-15,1.2269102175655695e-15,8
489,4.89,1.7763568394002505e-15,1.352259944458034e-15,9,1.7763568394002505e-15,1.352259944458034e-15,9
490,4.9,1.7763568394002505e-15,1.203131261814506e-15,8,1.7763568394002505e-15,1.194177265452132e-15,8
491,4.91,1.7763568394002505e-15,1.143074081691866e-15,8,1.7763568394002505e-15,1.143074081691866e-15,8
