step,time,endpoint_max_abs,endpoint_max_rel,endpoint_max_ulp,tube_max_abs,tube_max_rel,tube_max_ulp
738,7.38,3.635980405647388e-15,3.212707312274398e-14,262,3.760880495917718e-15,3.868562734909157e-14,304
739,7.390000000000001,3.524958103184872e-15,2.7210306175294057e-14,144,3.622102617839573e-15,3.175455046141645e-14,261
740,7.4,3.4416913763379853e-15,2.3666649153852106e-14,142,3.524958103184872e-15,2.703021653017526e-14,146
741,7.41,3.3029134982598407e-15,2.019193647532286e-14,119,3.3861802251067274e-15,2.2772310912056153e-14,142
742,7.42,3.191891195797325e-15,1.815954939080494e-14,115,3.2751579226442118e-15,2.0262573219543575e-14,118
743,7.43,3.1086244689504383e-15,1.6192382609483028e-14,112,3.191891195797325e-15,1.807903135012205e-14,115
744,7.44,2.9976021664879227e-15,1.4534332406667634e-14,108,3.0808688933348094e-15,1.5982923676921668e-14,111
745,7.45,2.942091015256665e-15,1.3242176731013844e-14,106,3.0253577421035516e-15,1.4482482186480956e-14,109
746,7.46,2.886579864025407e-15,1.2123349296695445e-14,102,2.914335439641036e-15,1.3199381507925139e-14,105
747,7.47,2.7200464103316335e-15,1.1143464931990886e-14,98,2.831068712794149e-15,1.1967992698812788e-14,102
748,7.48,2.886579864025407e-15,1.016856229458777e-14,57,2.7755575615628914e-15,1.0886774998185292e-14,96
749,7.49,2.6645352591003757e-15,9.709829676588741e-15,54,2.7200464103316335e-15,1.035939945133863e-14,57
750,7.5,2.886579864025407e-15,8.906392585857514e-15,46,2.886579864025407e-15,9.68785967696945e-15,54
751,7.51,2.6645352591003757e-15,8.367244195857645e-15,45,2.6645352591003757e-15,8.887781271370025e-15,46
752,7.5200000000000005,2.886579864025407e-15,7.822043864590452e-15,44,2.886579864025407e-15,8.278943577320758e-15,45
753,7.53,2.6645352591003757e-15,7.394477224372535e-15,43,2.6645352591003757e-15,7.81428021058444e-15,44
754,7.54,2.6645352591003757e-15,6.846192292410992e-15,41,2.6645352591003757e-15,7.387643727462759e-15,43
755,7.55,2.6645352591003757e-15,6.6371468249949804e-15,40,2.6645352591003757e-15,7.006443246038106e-15,41
756,7.5600000000000005,2.886579864025407e-15,6.137256819485439e-15,39,2.6645352591003757e-15,6.467591239161123e-15,40
757,7.57,2.6645352591003757e-15,6.112922093399386e-15,39,2.6645352591003757e-15,6.436953090546634e-15,40
758,7.58,2.6645352591003757e-15,5.530057761924576e-15,37,2.6645352591003757e-15,5.819740992487435e-15,38
759,7.59,2.6645352591003757e-15,5.2124622966166504e-15,35,2.6645352591003757e-15,5.490075846880432e-15,36
760,7.6000000000000005,2.886579864025407e-15,5.1358097322331676e-15,36,2.886579864025407e-15,5.396373536001103e-15,37
761,7.61,2.886579864025407e-15,4.692594258645238e-15,33,2.886579864025407e-15,4.9399059697035194e-15,34
762,7.62,2.886579864025407e-15,4.7319381297729434e-15,34,2.886579864025407e-15,4.972139257710306e-15,35
763,7.63,2.886579864025407e-15,4.3630604201280466e-15,33,2.886579864025407e-15,4.588558696270326e-15,33
764,7.640000000000001,3.1086244689504383e-15,4.278208705066715e-15,32,3.1086244689504383e-15,4.359309222568371e-15,32
765,7.65,3.3306690738754696e-15,4.067302690762233e-15,31,3.3306690738754696e-15,4.141167290851256e-15,31
766,7.66,3.3306690738754696e-15,3.994626919910204e-15,31,3.3306690738754696e-15,4.0642153832546765e-15,31
767,7.67,3.3306690738754696e-15,3.926088083883737e-15,31,3.3306690738754696e-15,4.1205444537206424e-15,32
768,7.68,3.552713678800501e-15,3.8613295141727634e-15,31,3.552713678800501e-15,4.050018114600211e-15,32
769,7.69,3.3306690738754696e-15,3.800033989993177e-15,31,3.3306690738754696e-15,3.9833753660892044e-15,32
770,7.7,3.3306690738754696e-15,3.621210872849602e-15,31,3.3306690738754696e-15,3.797781967117556e-15,31
771,7.71,3.552713678800501e-15,3.557153990989191e-15,31,3.552713678800501e-15,3.619193603756652e-15,31
772,7.72,3.3306690738754696e-15,3.6342279421904706e-15,31,3.3306690738754696e-15,3.684795558869267e-15,31
773,7.73,3.3306690738754696e-15,3.699837919006376e-15,32,3.3306690738754696e-15,3.749616443555968e-15,32
774,7.74,3.552713678800501e-15,3.313201225225236e-15,29,3.552713678800501e-15,3.466996863370707e-15,30
775,7.75,3.3306690738754696e-15,3.3783183681328206e-15,30,3.3306690738754696e-15,3.4209449126922535e-15,30
776,7.76,3.552713678800501e-15,3.4515103889218858e-15,30,3.552713678800501e-15,3.37694599426275e-15,30
777,7.7700000000000005,3.3306690738754696e-15,3.2956996157109995e-15,15,3.3306690738754696e-15,3.334850999121774e-15,30
778,7.78,3.3306690738754696e-15,3.2569292225735976e-15,15,3.3306690738754696e-15,3.2945245274818772e-15,15
779,7.79,3.3306690738754696e-15,3.2196960595323074e-15,15,3.3306690738754696e-15,3.2558425338506155e-15,15
780,7.8,3.552713678800501e-15,3.1838959436925856e-15,16,3.552713678800501e-15,3.218691858183371e-15,16
781,7.8100000000000005,3.552713678800501e-15,3.1494332725223005e-15,16,3.552713678800501e-15,3.182968831754984e-15,16
782,7.82,3.552713678800501e-15,3.238417050627354e-15,16,3.552713678800501e-15,3.238176451791853e-15,16
783,7.83,3.552713678800501e-15,3.0841752138191218e-15,16,3.552713678800501e-15,3.1154323178313107e-15,16
784,7.84,3.552713678800501e-15,3.053224072175445e-15,16,3.552713678800501e-15,3.083450587093205e-15,16
785,7.8500000000000005,3.774758283725532e-15,3.0232979647741696e-15,17,3.774758283725532e-15,3.0525589718343345e-15,17
786,7.86,3.9968028886505635e-15,2.9943328271560063e-15,18,3.774758283725532e-15,3.0226885230759388e-15,17
787,7.87,3.9968028886505635e-15,2.9662694438198287e-15,18,3.774758283725532e-15,2.99377558494683e-15,17
788,7.88,3.774758283725532e-15,2.939053136460647e-15,17,3.774758283725532e-15,2.965761437546951e-15,17
789,7.890000000000001,3.9968028886505635e-15,2.9126326490392326e-15,18,3.9968028886505635e-15,2.9385911270510515e-15,18
790,7.9,3.774758283725532e-15,2.886960976792031e-15,17,3.774758283725532e-15,2.9122142797463178e-15,17
791,7.91,3.774758283725532e-15,2.861993586101311e-15,17,3.774758283725532e-15,2.886583263265396e-15,17
792,7.92,3.9968028886505635e-15,2.8376894322314645e-15,18,3.9968028886505635e-15,2.8616541991623464e-15,18
793,7.930000000000001,3.774758283725532e-15,2.814010171012276e-15,17,3.774758283725532e-15,2.8373861397231043e-15,17
794,7.94,3.774758283725532e-15,2.790919751166336e-15,17,3.774758283725532e-15,2.8137406350798774e-15,17
795,7.95,3.774758283725532e-15,2.7683849619093445e-15,17,3.774758283725532e-15,2.7906822734298447e-15,17
796,7.96,3.774758283725532e-15,2.746374134558512e-15,17,3.774758283725532e-15,2.7681773465927867e-15,17
797,7.97,3.9968028886505635e-15,2.724858083062085e-15,18,3.9968028886505635e-15,2.7461947928901967e-15,18
798,7.98,3.9968028886505635e-15,2.7038092550048923e-15,18,3.9968028886505635e-15,2.724705322673774e-15,18
799,7.99,3.774758283725532e-15,2.68320174919643e-15,17,3.774758283725532e-15,2.703681425880055e-15,17
800,8.0,3.774758283725532e-15,2.8405456586078743e-15,17,3.774758283725532e-15,2.8619707792330277e-15,17
801,8.01,3.774758283725532e-15,3.110831650178507e-15,18,3.774758283725532e-15,2.937964903552037e-15,17
802,8.02,3.774758283725532e-15,2.9168789958906433e-15,17,3.774758283725532e-15,2.9168423538513592e-15,17
803,8.03,3.774758283725532e-15,2.77837197974253e-15,17,3.774758283725532e-15,2.798668963257544e-15,17
804,8.040000000000001,3.774758283725532e-15,2.930786789746603e-15,17,3.774758283725532e-15,2.778348078222291e-15,17
805,8.05,3.774758283725532e-15,3.0234868551984193e-15,18,3.774758283725532e-15,3.02346564628777e-15,18
806,8.06,3.774758283725532e-15,2.8356777511593107e-15,17,3.774758283725532e-15,2.7387533965866943e-15,17
807,8.07,3.774758283725532e-15,2.700388606379742e-15,17,3.774758283725532e-15,2.719442938784579e-15,17
808,8.08,3.774758283725532e-15,2.6816509009394035e-15,17,3.774758283725532e-15,2.796828551800351e-15,17
809,8.09,3.774758283725532e-15,2.7777926406146793e-15,17,3.774758283725532e-15,2.7777912609331616e-15,17
810,8.1,3.774758283725532e-15,2.8103055669053785e-15,17,3.774758283725532e-15,2.829714421885763e-15,17
811,8.11,3.774758283725532e-15,2.9554181204532465e-15,18,3.774758283725532e-15,2.9756996800395944e-15,18
812,8.120000000000001,3.774758283725532e-15,3.042304668920357e-15,19,3.774758283725532e-15,3.042304668920357e-15,19
813,8.13,3.774758283725532e-15,2.9157869195501822e-15,18,3.774758283725532e-15,2.93557138393813e-15,18
814,8.14,3.774758283725532e-15,3.001955380210539e-15,19,3.774758283725532e-15,3.001955380210539e-15,19
815,8.15,3.774758283725532e-15,3.139050796050957e-15,20,3.774758283725532e-15,3.139050796050957e-15,20
816,8.16,3.9968028886505635e-15,3.1183566712035058e-15,20,3.9968028886505635e-15,3.1183566712035058e-15,20
817,8.17,3.9968028886505635e-15,2.9969806488497646e-15,19,3.774758283725532e-15,3.0169668807089717e-15,19
818,8.18,3.9968028886505635e-15,2.923673076261618e-15,19,3.9968028886505635e-15,2.923673076261618e-15,19
819,8.19,3.774758283725532e-15,3.0574195930557292e-15,20,3.774758283725532e-15,3.0574195930557292e-15,20
820,8.2,3.774758283725532e-15,3.189330525860206e-15,21,3.774758283725532e-15,3.189330525860206e-15,21
821,8.21,3.774758283725532e-15,2.919406896798947e-15,19,3.774758283725532e-15,2.938665289411471e-15,19
822,8.22,3.774758283725532e-15,3.1479086626558317e-15,21,3.774758283725532e-15,3.1479086626558317e-15,21
823,8.23,3.9968028886505635e-15,3.1274299997855592e-15,21,3.9968028886505635e-15,3.1274299997855592e-15,21
824,8.24,4.218847493575595e-15,3.0136540659943955e-15,20,4.218847493575595e-15,3.033447738823499e-15,20
825,8.25,3.9968028886505635e-15,2.9941561078940526e-15,20,3.9968028886505635e-15,3.01380625992496e-15,20
826,8.26,4.218847493575595e-15,3.123537339304844e-15,21,4.218847493575595e-15,3.144026960290629e-15,21
827,8.27,3.9968028886505635e-15,3.1033498735497296e-15,21,3.9968028886505635e-15,3.1237037303346427e-15,21
828,8.28,3.9968028886505635e-15,3.3153600752245452e-15,23,3.9968028886505635e-15,3.3153600752245452e-15,23
829,8.290000000000001,4.218847493575595e-15,3.1505632777621873e-15,22,3.9968028886505635e-15,3.1505632777621873e-15,22
830,8.3,3.9968028886505635e-15,3.1884831288101835e-15,22,3.9968028886505635e-15,3.063538694845527e-15,21
831,8.31,4.218847493575595e-15,3.167846452155621e-15,22,4.218847493575595e-15,3.1886694066627097e-15,22
832,8.32,3.9968028886505635e-15,3.290382268534597e-15,23,3.9968028886505635e-15,3.3120372211126995e-15,23
833,8.33,3.9968028886505635e-15,3.4111684466954665e-15,24,3.9968028886505635e-15,3.433651533988257e-15,24
834,8.34,3.9968028886505635e-15,3.530213544161301e-15,25,3.9968028886505635e-15,3.4113804915480553e-15,24
835,8.35,3.9968028886505635e-15,3.4418332745179882e-15,25,3.9968028886505635e-15,3.4418332745179882e-15,25
836,8.36,3.9968028886505635e-15,3.419130654813917e-15,25,3.9968028886505635e-15,3.419130654813917e-15,25
837,8.370000000000001,4.218847493575595e-15,3.260655830249523e-15,24,4.218847493575595e-15,3.260655830249523e-15,24
838,8.38,4.218847493575595e-15,3.4389046173134927e-15,25,4.218847493575595e-15,3.4618184636032135e-15,25
839,8.39,4.218847493575595e-15,3.619659432740141e-15,27,4.218847493575595e-15,3.619659432740141e-15,27
840,8.4,4.218847493575595e-15,3.529555104716448e-15,26,4.218847493575595e-15,3.462329166878463e-15,26
841,8.41,4.440892098500626e-15,3.641084474490911e-15,27,4.440892098500626e-15,3.529804239589072e-15,26
842,8.42,4.6629367034256575e-15,3.482983067997969e-15,26,4.6629367034256575e-15,3.5064810982145525e-15,26
843,8.43,4.440892098500626e-15,3.784455595861723e-15,29,4.440892098500626e-15,3.784455595861723e-15,29
844,8.44,4.884981308350689e-15,3.4995856900555194e-15,27,4.884981308350689e-15,3.4995856900555194e-15,27
845,8.45,4.440892098500626e-15,3.5449765720430157e-15,27,4.440892098500626e-15,3.569162657486622e-15,27
846,8.46,4.440892098500626e-15,3.78195084214112e-15,29,4.440892098500626e-15,3.7077352047977714e-15,29
847,8.47,4.884981308350689e-15,3.809266920998776e-15,30,4.884981308350689e-15,3.809266920998776e-15,30
848,8.48,4.6629367034256575e-15,3.730920479008837e-15,29,4.6629367034256575e-15,3.6271579216494016e-15,28
849,8.49,4.6629367034256575e-15,3.882034510208101e-15,31,4.6629367034256575e-15,3.882034510208101e-15,31
850,8.5,5.10702591327572e-15,3.807041110391817e-15,30,5.10702591327572e-15,3.833587766872014e-15,30
851,8.51,4.884981308350689e-15,3.9068934283405065e-15,31,4.884981308350689e-15,3.8280608775189165e-15,31
852,8.52,4.884981308350689e-15,3.879902369266045e-15,31,4.884981308350689e-15,3.907220260455197e-15,31
853,8.53,4.884981308350689e-15,4.101545158284689e-15,33,4.884981308350689e-15,4.005400322136816e-15,32
854,8.540000000000001,4.884981308350689e-15,4.072928073171895e-15,33,4.884981308350689e-15,3.9775981173543815e-15,32
855,8.55,4.884981308350689e-15,3.9218086511783475e-15,32,4.884981308350689e-15,3.94985068170659e-15,32
856,8.56,5.10702591327572e-15,3.962442130603822e-15,32,5.10702591327572e-15,3.962442130603822e-15,32
857,8.57,5.329070518200751e-15,4.164938384578396e-15,32,5.329070518200751e-15,4.164938384578396e-15,32
858,8.58,5.10702591327572e-15,4.0209986752343034e-15,33,5.10702591327572e-15,4.0209986752343034e-15,33
859,8.59,5.329070518200751e-15,4.227404176430387e-15,33,5.329070518200751e-15,4.227404176430387e-15,33
860,8.6,5.10702591327572e-15,4.082213365990911e-15,32,5.10702591327572e-15,4.082213365990911e-15,32
861,8.61,5.329070518200751e-15,4.196672436285902e-15,34,5.10702591327572e-15,4.1138759642609774e-15,34
862,8.620000000000001,5.10702591327572e-15,4.146275494103606e-15,36,5.10702591327572e-15,4.146275494103606e-15,36
863,8.63,5.551115123125783e-15,4.4381267243165285e-15,34,5.329070518200751e-15,4.361153274243658e-15,34
864,8.64,5.329070518200751e-15,4.39658405721441e-15,34,5.329070518200751e-15,4.39658405721441e-15,33
865,8.65,5.551115123125783e-15,4.617574234852693e-15,36,5.551115123125783e-15,4.617574234852693e-15,36
866,8.66,5.551115123125783e-15,4.543893003308545e-15,36,5.329070518200751e-15,4.470047016106737e-15,35
867,8.67,5.329070518200751e-15,4.508145065615099e-15,34,5.329070518200751e-15,4.508145065615099e-15,34
868,8.68,5.551115123125783e-15,4.73666762046243e-15,35,5.551115123125783e-15,4.73666762046243e-15,34
869,8.69,5.551115123125783e-15,4.7783874227352225e-15,25,5.551115123125783e-15,4.7783874227352225e-15,34
870,8.700000000000001,5.773159728050814e-15,5.0140322221442994e-15,26,5.773159728050814e-15,5.0140322221442994e-15,26
871,8.71,5.551115123125783e-15,4.8651030178574565e-15,25,5.551115123125783e-15,4.8651030178574565e-15,25
872,8.72,5.773159728050814e-15,5.106595017402634e-15,26,5.773159728050814e-15,5.106595017402634e-15,26
873,8.73,5.773159728050814e-15,5.154745821472165e-15,26,5.773159728050814e-15,5.154745821472165e-15,26
874,8.74,5.551115123125783e-15,5.004050305481129e-15,25,5.551115123125783e-15,5.004050305481129e-15,25
875,8.75,5.551115123125783e-15,5.052932899250389e-15,25,5.551115123125783e-15,5.052932899250389e-15,25
876,8.76,5.995204332975845e-15,5.511446078025872e-15,27,5.995204332975845e-15,5.511446078025872e-15,27
877,8.77,5.995204332975845e-15,5.405883564869021e-15,27,5.773159728050814e-15,5.36107937108701e-15,26
878,8.78,5.995204332975845e-15,5.6247220762550075e-15,27,5.995204332975845e-15,5.6247220762550075e-15,27
879,8.790000000000001,5.995204332975845e-15,5.6838608049901565e-15,27,5.995204332975845e-15,5.6838608049901565e-15,27
880,8.8,6.217248937900877e-15,5.957537215331869e-15,28,6.217248937900877e-15,5.957537215331869e-15,28
881,8.81,6.217248937900877e-15,6.022619159138199e-15,28,6.217248937900877e-15,6.022619159138199e-15,28
882,8.82,6.217248937900877e-15,6.0897102178096836e-15,28,6.217248937900877e-15,6.0897102178096836e-15,28
883,8.83,6.217248937900877e-15,6.158906348850487e-15,28,6.217248937900877e-15,6.158906348850487e-15,28
884,8.84,6.217248937900877e-15,6.230309709658647e-15,56,6.217248937900877e-15,6.230309709658647e-15,56
885,8.85,6.5503158452884236e-15,6.6417450119733154e-15,59,6.5503158452884236e-15,6.6417450119733154e-15,59
886,8.86,6.217248937900877e-15,6.380180838303757e-15,56,6.217248937900877e-15,6.380180838303757e-15,56
887,8.870000000000001,6.439293542825908e-15,6.68956350109159e-15,58,6.439293542825908e-15,6.68956350109159e-15,58
888,8.88,6.328271240363392e-15,6.6570768141342964e-15,57,6.328271240363392e-15,6.6570768141342964e-15,57
889,8.89,6.439293542825908e-15,6.86110379238326e-15,58,6.439293542825908e-15,6.86110379238326e-15,58
890,8.9,6.661338147750939e-15,7.191133874568543e-15,60,6.661338147750939e-15,7.191133874568543e-15,60
891,8.91,6.5503158452884236e-15,7.0450133743639516e-15,59,6.439293542825908e-15,7.0450133743639516e-15,58
892,8.92,6.772360450213455e-15,7.51145276241896e-15,61,6.772360450213455e-15,7.51145276241896e-15,61
893,8.93,6.994405055138486e-15,7.867065788201506e-15,63,6.994405055138486e-15,7.867065788201506e-15,63
894,8.94,6.8833827526759706e-15,7.853902050389786e-15,62,6.8833827526759706e-15,7.853902050389786e-15,62
895,8.950000000000001,7.216449660063518e-15,8.35560779933185e-15,65,7.216449660063518e-15,8.35560779933185e-15,65
896,8.96,7.216449660063518e-15,8.482122623700846e-15,65,7.216449660063518e-15,8.482122623700846e-15,65
897,8.97,6.994405055138486e-15,8.34873127928885e-15,63,6.994405055138486e-15,8.34873127928885e-15,63
898,8.98,7.216449660063518e-15,8.750872022751916e-15,65,7.216449660063518e-15,8.750872022751916e-15,65
899,8.99,7.438494264988549e-15,9.167430322609075e-15,67,7.438494264988549e-15,9.167430322609075e-15,67
900,9.0,7.216449660063518e-15,9.042859650502501e-15,65,7.216449660063518e-15,9.042859650502501e-15,65
901,9.01,7.438494264988549e-15,9.481567554467696e-15,67,7.438494264988549e-15,9.481567554467696e-15,67
902,9.02,7.549516567451064e-15,9.793310641945686e-15,68,7.549516567451064e-15,9.793310641945686e-15,68
903,9.03,7.549516567451064e-15,9.971417081843627e-15,68,7.549516567451064e-15,9.971417081843627e-15,68
904,9.040000000000001,7.549516567451064e-15,1.015796462868701e-14,68,7.549516567451064e-15,1.015796462868701e-14,68
905,9.05,7.438494264988549e-15,1.02013112111283e-14,67,7.438494264988549e-15,1.02013112111283e-14,67
906,9.06,7.549516567451064e-15,1.0558909501197191e-14,68,7.549516567451064e-15,1.0558909501197191e-14,68
907,9.07,7.771561172376096e-15,1.109163478637331e-14,70,7.771561172376096e-15,1.109163478637331e-14,70
908,9.08,7.993605777301127e-15,1.1649026624559628e-14,72,7.993605777301127e-15,1.1649026624559628e-14,72
909,9.09,7.993605777301127e-15,1.1902452555456509e-14,72,7.993605777301127e-15,1.1902452555456509e-14,72
910,9.1,7.993605777301127e-15,1.2169889761694591e-14,72,7.993605777301127e-15,1.2169889761694591e-14,72
911,9.11,7.993605777301127e-15,1.2452533211436708e-14,72,7.993605777301127e-15,1.2452533211436708e-14,72
912,9.120000000000001,8.326672684688674e-15,1.3283038766687755e-14,75,8.326672684688674e-15,1.3283038766687755e-14,75
913,9.13,8.326672684688674e-15,1.3613475334709757e-14,75,8.326672684688674e-15,1.3613475334709757e-14,75
914,9.14,8.215650382226158e-15,1.3778255352587135e-14,74,8.215650382226158e-15,1.3778255352587135e-14,74
915,9.15,8.43769498715119e-15,1.452910210316135e-14,76,8.43769498715119e-15,1.452910210316135e-14,76
916,9.16,8.43769498715119e-15,1.4932635741669906e-14,76,8.43769498715119e-15,1.4932635741669906e-14,76
917,9.17,8.548717289613705e-15,1.5565968610756106e-14,77,8.548717289613705e-15,1.5565968610756106e-14,77
918,9.18,8.770761894538737e-15,1.6450262602672098e-14,79,8.770761894538737e-15,1.6450262602672098e-14,79
919,9.19,8.548717289613705e-15,1.653602109962533e-14,87,8.548717289613705e-15,1.653602109962533e-14,87
920,9.200000000000001,8.881784197001252e-15,1.7520104038619176e-14,87,8.881784197001252e-15,1.7520104038619176e-14,87
921,9.21,8.881784197001252e-15,1.8348004041236797e-14,160,8.881784197001252e-15,1.8348004041236797e-14,160
922,9.22,9.103828801926284e-15,1.8885383958047992e-14,159,9.103828801926284e-15,1.8885383958047992e-14,159
923,9.23,9.103828801926284e-15,1.996324584910867e-14,162,9.103828801926284e-15,1.996324584910867e-14,162
924,9.24,9.103828801926284e-15,2.087772840820621e-14,163,9.103828801926284e-15,2.087772840820621e-14,163
925,9.25,9.103828801926284e-15,2.1743431024178506e-14,163,9.103828801926284e-15,2.1743431024178506e-14,163
926,9.26,9.325873406851315e-15,2.3112265451056452e-14,166,9.325873406851315e-15,2.3112265451056452e-14,166
927,9.27,9.2148511043888e-15,2.4181432586720936e-14,166,9.2148511043888e-15,2.4181432586720936e-14,166
928,9.28,9.270362255620057e-15,2.5520383879816803e-14,167,9.270362255620057e-15,2.5520383879816803e-14,167
929,9.290000000000001,9.325873406851315e-15,2.7012486326805604e-14,168,9.325873406851315e-15,2.7012486326805604e-14,168
930,9.3,9.43689570931383e-15,2.8855602869306226e-14,170,9.43689570931383e-15,2.8855602869306226e-14,170
931,9.31,9.769962616701378e-15,3.111554260727847e-14,173,9.769962616701378e-15,3.111554260727847e-14,173
932,9.32,9.658940314238862e-15,3.3302298066625624e-14,174,9.658940314238862e-15,3.3302298066625624e-14,174
933,9.33,1.021405182655144e-14,3.58151989505393e-14,197,1.021405182655144e-14,3.58151989505393e-14,197
934,9.34,1.021405182655144e-14,3.9173621993950885e-14,201,1.021405182655144e-14,3.9173621993950885e-14,201
935,9.35,1.021405182655144e-14,4.2283337532932424e-14,355,1.021405182655144e-14,4.2283337532932424e-14,355
936,9.36,1.0436096431476471e-14,4.677569740352049e-14,360,1.0436096431476471e-14,4.677569740352049e-14,360
937,9.370000000000001,1.0436096431476471e-14,5.207911696602715e-14,364,1.0436096431476471e-14,5.207911696602715e-14,364
938,9.38,1.021405182655144e-14,5.848728618108074e-14,367,1.021405182655144e-14,5.848728618108074e-14,367
939,9.39,1.0352829704629585e-14,6.717385229397952e-14,423,1.0352829704629585e-14,6.717385229397952e-14,423
940,9.4,1.0436096431476471e-14,7.796012051187165e-14,427,1.0436096431476471e-14,7.796012051187165e-14,427
941,9.41,1.049160758270773e-14,9.252254671653262e-14,756,1.049160758270773e-14,9.252254671653262e-14,756
942,9.42,1.0658141036401503e-14,1.1436266538678292e-13,868,1.0658141036401503e-14,1.1436266538678292e-13,868
943,9.43,1.071365218763276e-14,1.9094950544753913e-13,879,1.071365218763276e-14,1.9094950544753913e-13,879
944,9.44,1.0824674490095276e-14,5.910758862027476e-13,3550,1.0824674490095276e-14,5.910758862027476e-13,3550
945,9.450000000000001,1.0918349557798024e-14,8.291966423435583e-12,69504,1.0918349557798024e-14,8.291966423435583e-12,69504
946,9.46,1.1032841307212493e-14,1.41376877357096e-12,12720,1.1032841307212493e-14,1.41376877357096e-12,12720
947,9.47,1.1133455268819148e-14,6.440646859946216e-12,29584,1.1133455268819148e-14,6.440646859946216e-12,29584
948,9.48,1.1254885912137524e-14,1.5170895565408088e-12,9856,1.1254885912137524e-14,2.3789906282888403e-12,14808
949,9.49,1.1352030426792226e-14,1.0230203677066612e-11,58416,1.1352030426792226e-14,1.953368914373928e-12,10368
950,9.5,1.1463052729254741e-14,8.061585127235863e-13,6394,1.1463052729254741e-14,1.3788661690667535e-11,116704
951,9.51,1.1560197243909442e-14,9.916524765922741e-13,4880,1.1560197243909442e-14,8.278409561145128e-13,6392
952,9.52,1.1657341758564144e-14,1.9492753102882102e-13,1626,1.1657341758564144e-14,1.0486001197510227e-12,4892
953,9.53,1.174060848541103e-14,1.4194930913543286e-13,821,1.174060848541103e-14,1.959222217873167e-13,1628
954,9.540000000000001,1.1823875212257917e-14,1.1143808303796524e-13,826,1.1823875212257917e-14,1.4199821657667743e-13,819
955,9.55,1.1907141939104804e-14,9.209364564223768e-14,429,1.1907141939104804e-14,1.1195056027009906e-13,828
956,9.56,1.201816424156732e-14,7.858078431041195e-14,433,1.201816424156732e-14,9.247826056187604e-14,433
957,9.57,1.2156942119645464e-14,6.860743179174343e-14,438,1.2156942119645464e-14,7.869821818440149e-14,438
958,9.58,1.226796442210798e-14,6.094367713888704e-14,429,1.226796442210798e-14,6.885734669693992e-14,426
959,9.59,1.2323475573339238e-14,5.4870386775747453e-14,433,1.2323475573339238e-14,6.087006627904407e-14,428
960,9.6,1.2434497875801753e-14,4.993899260490686e-14,437,1.2434497875801753e-14,5.492509162361571e-14,433
961,9.61,1.2601031329495527e-14,4.595916808914223e-14,227,1.2601031329495527e-14,5.021225584939953e-14,439
962,9.620000000000001,1.2656542480726785e-14,4.2131904240477025e-14,228,1.2656542480726785e-14,4.5996047987068706e-14,228
963,9.63,1.2712053631958042e-14,3.9572880365510636e-14,229,1.2712053631958042e-14,4.2544079840869614e-14,229
964,9.64,1.2934098236883074e-14,3.7034740982037775e-14,233,1.2934098236883074e-14,3.959903246472369e-14,233
965,9.65,1.2934098236883074e-14,3.4669696999267e-14,233,1.2934098236883074e-14,3.689382726667149e-14,233
966,9.66,1.304512053934559e-14,3.244848771450083e-14,235,1.304512053934559e-14,3.453667698214077e-14,235
967,9.67,1.304512053934559e-14,3.074949916561082e-14,235,1.304512053934559e-14,3.260727627345318e-14,235
968,9.68,1.3100631690576847e-14,2.885562476575593e-14,229,1.3100631690576847e-14,3.049623888344286e-14,228
969,9.69,1.2989609388114332e-14,2.763485932379456e-14,232,1.2989609388114332e-14,2.91200120777184e-14,231
970,9.700000000000001,1.3100631690576847e-14,2.6306683707176805e-14,233,1.3100631690576847e-14,2.7526467218753444e-14,231
971,9.71,1.3211653993039363e-14,2.510316339565828e-14,119,1.3211653993039363e-14,2.631607320107776e-14,233
972,9.72,1.3211653993039363e-14,2.3497071268350024e-14,119,1.3211653993039363e-14,2.4682100606715323e-14,119
973,9.73,1.3211653993039363e-14,2.2617232574252264e-14,119,1.3211653993039363e-14,2.3708445953243485e-14,119
974,9.74,1.3433698597964394e-14,2.1623636164937498e-14,121,1.3433698597964394e-14,2.2623348842878912e-14,121
975,9.75,1.3433698597964394e-14,2.1067136300835678e-14,121,1.3433698597964394e-14,2.1815384168995804e-14,121
976,9.76,1.3322676295501878e-14,2.0038839559757422e-14,120,1.3322676295501878e-14,2.0893202194365682e-14,120
977,9.77,1.3433698597964394e-14,1.94175927790373e-14,121,1.3433698597964394e-14,2.0042785288724384e-14,121
978,9.78,1.3433698597964394e-14,1.884120657896686e-14,121,1.3433698597964394e-14,1.9585566296399615e-14,121
979,9.790000000000001,1.354472090042691e-14,1.8457798326034458e-14,122,1.354472090042691e-14,1.9160797364290812e-14,122
980,9.8,1.354472090042691e-14,1.7953046058092026e-14,122,1.3433698597964394e-14,1.846024116448303e-14,121
981,9.81,1.354472090042691e-14,1.7055495978479596e-14,122,1.354472090042691e-14,1.7660718769695385e-14,122
982,9.82,1.354472090042691e-14,1.6491613754595455e-14,122,1.354472090042691e-14,1.7057087021085576e-14,122
983,9.83,1.3433698597964394e-14,1.609685897748476e-14,121,1.3433698597964394e-14,1.663045193616786e-14,121
984,9.84,1.3433698597964394e-14,1.5469413516471224e-14,121,1.3433698597964394e-14,1.596516839780822e-14,121
985,9.85,1.3322676295501878e-14,1.5005046787980425e-14,120,1.3322676295501878e-14,1.5470146110459473e-14,120
