step,time,channel,flowstar_lo,flowstar_hi,flowstar_width,legacy_lo,legacy_hi,legacy_width,legacy_excess,legacy_ratio,legacy_width_increment,legacy_excess_increment,candidate_lo,candidate_hi,candidate_width,candidate_excess,candidate_ratio,candidate_width_increment,candidate_excess_increment,candidate_width_reduction_vs_legacy
50,0.5,segment_tube_x,1.8624567966051166,2.0498096127564667,0.18735281615135002,1.8600543538690437,2.0502115624560036,0.19015720858695984,0.002804392435609815,1.0149685096451624,-0.0036248585844189662,0.00013707756726866194,1.8600691800952502,2.0502103552697313,0.19014117517448104,0.002788359023131015,1.0148829309343206,-0.003625088930805598,0.00013684722088203038,1.6033412478799747e-05
50,0.5,segment_tube_y,0.2211775998257236,0.6493798161952902,0.42820221636956657,0.20314783125353222,0.6549916435524518,0.45184381229891957,0.023641595929353,1.0552112880913926,-0.008560222420868957,-0.0004805394368123661,0.20316643408703258,0.6549894809069682,0.45182304681993557,0.023620830450369,1.0551627935292671,-0.008559673581871707,-0.00047999059781511644,2.0765478983997276e-05
100,1.0,endpoint_x,1.8690019262741446,1.9485197543373756,0.07951782806323093,1.8613027068611498,1.9492586303852384,0.08795592352408854,0.008438095460857609,1.1061157688329692,-0.0008838645633799658,8.688595108607977e-05,1.8613248122497839,1.949256978659669,0.0879321664098851,0.008414338346654171,1.1058170042064437,-0.0008839730904217635,8.677742404428201e-05,2.3757114203437624e-05
100,1.0,endpoint_y,-0.4798259187847726,-0.3682490032316072,0.1115769155531654,-0.4844914196377939,-0.3701992451075204,0.11429217453027352,0.002715258977108115,1.0243353113289309,-0.0028241919294088036,9.657449056216239e-05,-0.4844794880535117,-0.37019993615941893,0.11427955189409278,0.002702636340927378,1.0242221818691484,-0.0028241350298576218,9.66313901133442e-05,1.262263618073689e-05
100,1.0,segment_tube_x,1.8690016157110836,1.9527541873427086,0.08375257163162497,1.861286971013747,1.953508488674913,0.09222151766116604,0.008468946029541069,1.1011186386824114,-0.0008048938366391756,8.592072978630405e-05,1.861309077842674,1.95350677885612,0.09219770101344604,0.00844512938182107,1.1008342695310407,-0.0008050020782530698,8.581248817240983e-05,2.3816647719998585e-05
100,1.0,segment_tube_y,-0.47991909818221506,-0.3602521051640195,0.11966699301819556,-0.4876760923351735,-0.35911085373999563,0.12856523859517788,0.008898245576982322,1.0743583953482423,-0.003212039163493996,-9.696044727974806e-05,-0.4876638715443446,-0.3591117472803087,0.1285521242640359,0.008885131245840339,1.0742488051361776,-0.003211981534805064,-9.690281859081606e-05,1.311433114198346e-05
200,2.0,endpoint_x,1.1726530179909709,1.2345786829603755,0.06192566496940466,1.1570096947619612,1.2367719359173999,0.07976224115543862,0.01783657618603396,1.2880320493101916,0.00042897563004995476,0.00014836677711205226,1.1570479549105817,1.236770072579589,0.07972211766900728,0.017796452699602616,1.2873841194663833,0.000428674655946093,0.0001480658030081905,4.012348643134267e-05
200,2.0,endpoint_y,-1.016769880425537,-0.9677586328751442,0.04901124755039277,-1.0287047898364676,-0.9657507799667707,0.0629540098696969,0.013942762319304136,1.2844808695181318,0.0006756744393040526,0.00021432638173923824,-1.028675052818771,-0.9657526232499445,0.06292242956882643,0.013911182018433665,1.2838365214868355,0.0006751863657398216,0.00021383830817500726,3.15803008704707e-05
200,2.0,segment_tube_x,1.1726530179909709,1.244512934195795,0.07185991620482413,1.1570082687340066,1.2467076131807742,0.08969934444676753,0.0178394282419434,1.2482528394702719,0.0005043736787901931,0.00014824990164785667,1.1570465294611918,1.2467056106680685,0.08965908120687671,0.017799165002052586,1.2476925376773218,0.0005040706502923431,0.00014794687315000665,4.026323989081426e-05
200,2.0,segment_tube_y,-1.016769880425537,-0.9601554735156093,0.056614406909927695,-1.028992057968885,-0.9578603524748192,0.07113170549406578,0.014517298584138083,1.2564241043315139,0.0007552240393767784,0.00019091673179882918,-1.0289622037828585,-0.9578625029374238,0.07109970084543471,0.014485293935507015,1.2558587950687676,0.0007547427980579835,0.00019043549048003428,3.200464863106767e-05
300,3.0,endpoint_x,-0.503077407780158,-0.3645720810459755,0.13850532673418248,-0.5445128922488317,-0.35725330250818965,0.18725958974064205,0.048754263006459575,1.352002801307621,0.0013663740276785852,0.00035137066297857844,-0.5444098295557578,-0.357260478789313,0.1871493507664448,0.04864402403226231,1.3512068826466093,0.0013654523306393385,0.0003504489659393317,0.00011023897419726314
300,3.0,endpoint_y,-2.59208108087481,-2.4832294094099843,0.10885167146482555,-2.627169907743842,-2.4713056521905576,0.15586425555328454,0.047012584088458986,1.431895840052862,-0.0027485309897867793,2.1214025019311578e-05,-2.6270895356425963,-2.4713256495557085,0.15576388608688774,0.04691221462206219,1.430973764488508,-0.002747330289702976,2.241472510311482e-05,0.00010036946639679911
300,3.0,segment_tube_x,-0.5030785359139389,-0.3391576605244553,0.16392087538948363,-0.5445439710060619,-0.33180893136322054,0.21273503964284135,0.04881416425335772,1.29779101738795,0.0015344972129560097,0.0003544537404925885,-0.5444408880088653,-0.33181643768473157,0.21262445032413368,0.04870357493465005,1.2971163667771302,0.0015335876742871846,0.00035354420182376334,0.00011058931870766564
300,3.0,segment_tube_y,-2.5924216617477276,-2.4667378691820514,0.1256837925656762,-2.6275461977622823,-2.454778402817103,0.17276779494517935,0.047084002379503165,1.3746227052696502,-0.0033594653310582423,2.4615479327305678e-05,-2.6274657504877292,-2.4547971834320244,0.17266856705570488,0.04698477449002869,1.3738332010109955,-0.0033581729223786105,2.590788800693744e-05,9.922788947447359e-05
632,6.32,endpoint_x,0.3293505941490374,0.48242614977279946,0.15307555562376207,-0.035481549136891714,0.8810305537307842,0.9165121028676759,0.7634365472439139,5.987318478989109,0.015269908106902652,0.014203618809671359,-0.034597888174315305,0.8799238804391887,0.914521768613504,0.7614462129897419,5.974316179268154,0.015226484332020118,0.014160195034788936,0.0019903342541719438
632,6.32,endpoint_y,2.46007918255104,2.582374810538039,0.12229562798699911,1.7358648504128245,3.325723578679553,1.5898587282667287,1.4675631002797296,13.000127268946539,0.04942127347585057,0.05169985545474187,1.738091773542294,3.3234490246511683,1.5853572511088743,1.4630616231218752,12.963319108001219,0.04924823873671702,0.051526820715608324,0.004501477157854428
632,6.32,segment_tube_x,0.30409988727215903,0.4824271872378527,0.1783272999656937,-0.060871053665350505,0.881170388847418,0.9420414425127686,0.7637141425470748,5.282654101161162,0.01545932574622999,0.01422079140255783,-0.059986699156377755,0.880063387652683,0.9400500868090608,0.7617227868433671,5.271487242782827,0.015415937751220965,0.014177403407548805,0.0019913557037077867
632,6.32,segment_tube_y,2.4428668370487845,2.5826881460659745,0.13982130901719003,1.7183098083196535,3.3263796107984054,1.6080698024787519,1.4682484934615618,11.500892201495919,0.048927503178056275,0.05176755592699078,1.7205347839969547,3.3241038878468236,1.603569103849869,1.463747794832679,11.468703269347317,0.048754496235849265,0.05159454898478377,0.004500698628882915
