===== brusselator_steps_1_20 =====
         14937532 function calls (14936572 primitive calls) in 42.272 seconds

   Ordered by: cumulative time
   List reduced from 522 to 180 due to restriction <180>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3548    0.007    0.000    0.124    0.000 flowpipe.py:485(_interval_width_value)
       20    0.000    0.000    0.122    0.006 flowpipe.py:4630(_tmvector_range_box_normal)
       20    0.000    0.000    0.121    0.006 flowpipe.py:4636(<listcomp>)
    63808    0.118    0.000    0.118    0.000 {built-in method torch.zeros_like}
      120    0.007    0.000    0.112    0.001 batched_dense_tm.py:300(complete)
    15572    0.030    0.000    0.104    0.000 polynomial.py:107(_coef)
     2788    0.003    0.000    0.102    0.000 flowpipe.py:1356(_interval_width_float)
     3640    0.051    0.000    0.099    0.000 batched_dense_tm.py:2234(__post_init__)
    24051    0.093    0.000    0.093    0.000 {built-in method torch.where}
   235116    0.089    0.000    0.089    0.000 {built-in method torch.is_floating_point}
      540    0.005    0.000    0.088    0.000 batched_dense_tm.py:277(merge)
     1540    0.007    0.000    0.084    0.000 batched_dense_tm.py:2329(_check_domain)
     1444    0.011    0.000    0.082    0.000 interval.py:141(__sub__)
    13560    0.081    0.000    0.081    0.000 {method 'index_select' of 'torch._C.TensorBase' objects}
      380    0.001    0.000    0.080    0.000 batched_dense_tm.py:290(negate)
      380    0.005    0.000    0.080    0.000 batched_dense_tm.py:283(scale)
     4860    0.027    0.000    0.079    0.000 batched_dense_tm.py:348(_interval_add)
       20    0.002    0.000    0.074    0.004 flowpipe.py:1821(_add_right_map_centering_diagnostics)
     3120    0.074    0.000    0.074    0.000 {built-in method torch.allclose}
      124    0.001    0.000    0.072    0.001 taylor_model.py:240(__add__)
        1    0.000    0.000    0.066    0.066 profile_c4_reference_solver.py:154(_vdp_initial)
        1    0.000    0.000    0.064    0.064 run_vdp_dense_backend.py:53(load_contract)
        2    0.000    0.000    0.064    0.032 run_vdp_dense_backend.py:46(_read_yaml)
        2    0.000    0.000    0.064    0.032 __init__.py:117(safe_load)
        2    0.000    0.000    0.064    0.032 __init__.py:74(load)
        2    0.000    0.000    0.063    0.032 constructor.py:47(get_single_data)
     1580    0.018    0.000    0.063    0.000 batched_dense_tm.py:550(_interval_is_valid)
      360    0.009    0.000    0.062    0.000 batched_dense_tm.py:2647(<dictcomp>)
      140    0.001    0.000    0.062    0.000 batched_dense_tm.py:2377(add)
        2    0.000    0.000    0.060    0.030 composer.py:29(get_single_node)
        2    0.000    0.000    0.060    0.030 composer.py:50(compose_document)
    683/2    0.002    0.000    0.060    0.030 composer.py:63(compose_node)
      800    0.001    0.000    0.060    0.000 batched_dense_tm.py:2692(__getitem__)
     79/2    0.001    0.000    0.060    0.030 composer.py:117(compose_mapping_node)
    11600    0.018    0.000    0.059    0.000 _tensor.py:1099(__iter__)
   244196    0.056    0.000    0.056    0.000 {method 'numel' of 'torch._C.TensorBase' objects}
     1180    0.002    0.000    0.055    0.000 symbolic_remainder.py:172(_zero_interval_like_interval)
     2187    0.002    0.000    0.054    0.000 parser.py:94(check_event)
       84    0.000    0.000    0.049    0.001 flowpipe.py:1382(_tm_apply_cutoff_for_horner)
    16191    0.048    0.000    0.048    0.000 {built-in method torch.maximum}
    14911    0.045    0.000    0.045    0.000 {built-in method torch.minimum}
      400    0.001    0.000    0.045    0.000 polynomial_ode.py:52(<listcomp>)
       80    0.000    0.000    0.045    0.001 batched_dense_tm.py:3458(__sub__)
       20    0.002    0.000    0.044    0.002 batched_dense_tm.py:3241(dense_to_sparse_tmvector)
    26581    0.019    0.000    0.044    0.000 {built-in method builtins.any}
      240    0.003    0.000    0.044    0.000 batched_dense_tm.py:293(total)
     1060    0.016    0.000    0.044    0.000 batched_dense_tm.py:427(_interval_scale)
   315299    0.040    0.000    0.042    0.000 {built-in method builtins.isinstance}
     5361    0.005    0.000    0.042    0.000 scanner.py:113(check_token)
