bucket,exclusive_wall_s,filename,function,inclusive_fraction_of_solver,inclusive_wall_s,line,primitive_calls,total_calls,window
Python orchestration/allocation,0.001112614,~,<method 'endswith' of 'str' objects>,2.6258099632293808e-05,0.001112614,0,4706,4706,brusselator_steps_1_20
Python orchestration/allocation,4.918e-06,~,<built-in method __new__ of type object at 0x623bffda5600>,1.1606660889726441e-07,4.918e-06,0,32,32,brusselator_steps_1_20
Python orchestration/allocation,0.022220927,~,<method 'get' of 'dict' objects>,0.0005244220503138802,0.022220927,0,119197,119197,brusselator_steps_1_20
Python orchestration/allocation,4.3316e-05,~,<method 'setdefault' of 'dict' objects>,1.0222735321256415e-06,4.3316e-05,0,140,140,brusselator_steps_1_20
Python orchestration/allocation,1.624e-05,~,<method 'pop' of 'dict' objects>,3.8326997325977513e-07,1.624e-05,0,40,40,brusselator_steps_1_20
Python orchestration/allocation,0.004610483,~,<method 'items' of 'dict' objects>,0.00010880909458895614,0.004610483,0,32959,32959,brusselator_steps_1_20
Python orchestration/allocation,0.002193879,~,<method 'values' of 'dict' objects>,5.1776351334062944e-05,0.002193879,0,11994,11994,brusselator_steps_1_20
Python orchestration/allocation,0.0007900260000000001,~,<method 'update' of 'dict' objects>,1.8644904180697484e-05,0.0007900260000000001,0,960,960,brusselator_steps_1_20
Python orchestration/allocation,0.06389130800000001,~,<method 'append' of 'list' objects>,0.0015078583687618261,0.06389130800000001,0,593314,593314,brusselator_steps_1_20
Python orchestration/allocation,0.0012085560000000002,~,<method 'extend' of 'list' objects>,2.852236612087074e-05,0.0012085560000000002,0,5752,5752,brusselator_steps_1_20
Python orchestration/allocation,3.163e-06,~,<method 'as_integer_ratio' of 'float' objects>,7.464796338797221e-08,3.163e-06,0,6,6,brusselator_steps_1_20
Python orchestration/allocation,0.06302946400000001,~,<method 'hex' of 'float' objects>,0.0014875185333656379,0.06302946400000001,0,95348,95348,brusselator_steps_1_20
other,0.004541784,/srv/local/shengenli/torch_tm_flowpipe_c4_perf_batch_20260829/experiments/profile_c4_reference_solver.py,_run_brusselator_steps,0.9999991603253174,42.372185396000006,117,1,1,brusselator_steps_1_20
other,0.00032105,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/dataclasses.py,replace,1.0978135894168908e-05,0.000465168,1455,20,20,brusselator_steps_1_20
other,0.0031237200000000004,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/json/encoder.py,iterencode,7.372094094033404e-05,0.0031237200000000004,205,40,40,brusselator_steps_1_20
other,1.0485e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,_add,4.093483796915517e-07,1.7345e-05,452,4,4,brusselator_steps_1_20
other,1.2769000000000001e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,_sub,5.07030302063609e-07,2.1484000000000003e-05,468,6,6,brusselator_steps_1_20
other,7.430300000000001e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,__new__,2.6470880548482854e-06,0.000112163,62,32,32,brusselator_steps_1_20
other,1.7655e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,_richcmp,7.528045324532209e-07,3.1898000000000005e-05,699,12,12,brusselator_steps_1_20
other,0.020704026,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,__post_init__,0.0007086606580712563,0.030027526000000002,1847,9224,9224,brusselator_steps_1_20
outward interval/roundoff accounting,0.924350741,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/interval.py,_as_tensor,0.07625733097435447,3.231192479,15,546354,546354,brusselator_steps_1_20
Python orchestration/allocation,9.3397e-05,~,<built-in method torch._C._has_torch_function>,2.2042035524965034e-06,9.3397e-05,0,308,308,brusselator_steps_1_20
Python orchestration/allocation,0.056650165,~,<method 'cpu' of 'torch._C.TensorBase' objects>,0.001336964730585705,0.056650165,0,87762,87762,brusselator_steps_1_20
Python orchestration/allocation,0.017079321,~,<method 'dim' of 'torch._C.TensorBase' objects>,0.0004030782575717436,0.017079321,0,74560,74560,brusselator_steps_1_20
Python orchestration/allocation,0.012278199,~,<method 'item' of 'torch._C.TensorBase' objects>,0.00028977001246355895,0.012278199,0,17922,17922,brusselator_steps_1_20
Python orchestration/allocation,0.15057519800000002,~,<method 'numel' of 'torch._C.TensorBase' objects>,0.0035536300560988516,0.15057519800000002,0,645391,645391,brusselator_steps_1_20
Python orchestration/allocation,0.102367288,~,<method 'to' of 'torch._C.TensorBase' objects>,0.002415905648672149,0.102367288,0,68060,68060,brusselator_steps_1_20
Python orchestration/allocation,0.019333696,~,<method 'tolist' of 'torch._C.TensorBase' objects>,0.0004562823367569348,0.019333696,0,14944,14944,brusselator_steps_1_20
Python orchestration/allocation,0.0018329050000000001,~,<method 'all' of 'torch._C.TensorBase' objects>,4.325723216365198e-05,0.0018329050000000001,0,376,376,brusselator_steps_1_20
Python orchestration/allocation,2.656606217,~,<method 'clone' of 'torch._C.TensorBase' objects>,0.06269688385168365,2.656606217,0,1340229,1340229,brusselator_steps_1_20
Python orchestration/allocation,0.177750765,~,<method 'detach' of 'torch._C.TensorBase' objects>,0.0041949834327866115,0.177750765,0,89482,89482,brusselator_steps_1_20
Python orchestration/allocation,0.015064266000000002,~,<method 'expand' of 'torch._C.TensorBase' objects>,0.0003555222184112155,0.015064266000000002,0,3352,3352,brusselator_steps_1_20
Python orchestration/allocation,0.014325850000000001,~,<method 'expand_as' of 'torch._C.TensorBase' objects>,0.00033809532921327275,0.014325850000000001,0,4136,4136,brusselator_steps_1_20
Python orchestration/allocation,0.6304657210000001,~,<method 'index_select' of 'torch._C.TensorBase' objects>,0.014879222908181949,0.6304657210000001,0,82712,82712,brusselator_steps_1_20
Python orchestration/allocation,1.608755479,~,<method 'pow' of 'torch._C.TensorBase' objects>,0.037967221023266426,1.608755479,0,572286,572286,brusselator_steps_1_20
Python orchestration/allocation,0.000218764,~,<method 'reciprocal' of 'torch._C.TensorBase' objects>,5.16291086392866e-06,0.000218764,0,80,80,brusselator_steps_1_20
Python orchestration/allocation,0.9313479,~,<method 'reshape' of 'torch._C.TensorBase' objects>,0.021980153000526335,0.9313479,0,597899,597899,brusselator_steps_1_20
Python orchestration/allocation,0.049994969,~,<method 'scatter_add_' of 'torch._C.TensorBase' objects>,0.0011798996571276653,0.049994969,0,4136,4136,brusselator_steps_1_20
Python orchestration/allocation,0.022809580000000003,~,<method 'scatter_reduce_' of 'torch._C.TensorBase' objects>,0.00053831447762726,0.022809580000000003,0,3808,3808,brusselator_steps_1_20
Python orchestration/allocation,0.146592098,~,<method 'sum' of 'torch._C.TensorBase' objects>,0.0034596274310686164,0.146592098,0,29120,29120,brusselator_steps_1_20
Python orchestration/allocation,0.20391915500000002,~,<method 'unbind' of 'torch._C.TensorBase' objects>,0.004812567061823026,0.20391915500000002,0,74560,74560,brusselator_steps_1_20
Python orchestration/allocation,0.008573266000000001,~,<method 'unsqueeze' of 'torch._C.TensorBase' objects>,0.00020233223094636327,0.008573266000000001,0,4144,4144,brusselator_steps_1_20
Python orchestration/allocation,0.08949536500000001,~,<method 'view' of 'torch._C.TensorBase' objects>,0.002112123531430038,0.08949536500000001,0,30496,30496,brusselator_steps_1_20
Python orchestration/allocation,0.21377448100000002,~,<built-in method torch.as_tensor>,0.005045156380325881,0.21377448100000002,0,50638,50638,brusselator_steps_1_20
Python orchestration/allocation,0.06952744100000001,~,<built-in method torch.nonzero>,0.0016408731805967116,0.06952744100000001,0,9072,9072,brusselator_steps_1_20
Python orchestration/allocation,0.12470306,~,<built-in method torch.tensor>,0.002943038083227348,0.12470306,0,14784,14784,brusselator_steps_1_20
Python orchestration/allocation,1.9706867890000002,~,<built-in method torch.any>,0.04650893306178708,1.9706867890000002,0,834259,834259,brusselator_steps_1_20
range bounding/subdivision,0.054107874,~,<built-in method torch.arange>,0.0012769657279016798,0.054107874,0,7168,7168,brusselator_steps_1_20
Python orchestration/allocation,0.016018425,~,<built-in method torch.full>,0.0003780407217619281,0.016018425,0,3808,3808,brusselator_steps_1_20
Python orchestration/allocation,0.221328135,~,<built-in method torch.is_floating_point>,0.005223425393047161,0.221328135,0,590195,590195,brusselator_steps_1_20
Python orchestration/allocation,0.08642248500000001,~,<built-in method torch.ones>,0.0020396024331892438,0.08642248500000001,0,14870,14870,brusselator_steps_1_20
Python orchestration/allocation,0.077327856,~,<built-in method torch.zeros>,0.0018249658436795407,0.077327856,0,25628,25628,brusselator_steps_1_20
Python orchestration/allocation,0.32199524500000004,~,<built-in method torch.zeros_like>,0.007599206215574184,0.32199524500000004,0,165084,165084,brusselator_steps_1_20
Python orchestration/allocation,0.00219469,~,<built-in method torch.equal>,5.1795491232358116e-05,0.00219469,0,1448,1448,brusselator_steps_1_20
Python orchestration/allocation,0.684427945,~,<built-in method torch.abs>,0.016152751242511875,0.684427945,0,260937,260937,brusselator_steps_1_20
Python orchestration/allocation,0.026446912000000003,~,<built-in method torch.clamp>,0.0006241568506800263,0.026446912000000003,0,5712,5712,brusselator_steps_1_20
Python orchestration/allocation,0.096122093,~,<built-in method torch.ones_like>,0.0022685167496172176,0.096122093,0,36370,36370,brusselator_steps_1_20
Python orchestration/allocation,2.064058335,~,<built-in method torch.stack>,0.0487125358905213,2.064058335,0,310222,310222,brusselator_steps_1_20
Python orchestration/allocation,0.201908694,~,<built-in method torch.maximum>,0.004765119442752224,0.201908694,0,68393,68393,brusselator_steps_1_20
Python orchestration/allocation,0.17927457900000002,~,<built-in method torch.minimum>,0.00423094600366302,0.17927457900000002,0,57645,57645,brusselator_steps_1_20
Python orchestration/allocation,0.874883665,~,<built-in method torch.all>,0.020647576286327837,0.874883665,0,298055,298055,brusselator_steps_1_20
Python orchestration/allocation,0.21130130900000002,~,<built-in method torch.allclose>,0.0049867886114646235,0.21130130900000002,0,8928,8928,brusselator_steps_1_20
Python orchestration/allocation,0.0009398540000000001,~,<built-in method torch.broadcast_tensors>,2.218090008916827e-05,0.0009398540000000001,0,228,228,brusselator_steps_1_20
Python orchestration/allocation,0.111718591,~,<built-in method torch.cat>,0.0026365998389895166,0.111718591,0,20396,20396,brusselator_steps_1_20
Python orchestration/allocation,0.051355405,~,<built-in method torch.count_nonzero>,0.001212006447111756,0.051355405,0,14784,14784,brusselator_steps_1_20
Python orchestration/allocation,9.421600000000001e-05,~,<built-in method torch.empty>,2.2235322537341734e-06,9.421600000000001e-05,0,20,20,brusselator_steps_1_20
Python orchestration/allocation,6.2718e-05,~,<built-in method torch.empty_like>,1.4801678684055773e-06,6.2718e-05,0,20,20,brusselator_steps_1_20
Python orchestration/allocation,1.533528068,~,<built-in method torch.full_like>,0.03619182645415484,1.533528068,0,580662,580662,brusselator_steps_1_20
Python orchestration/allocation,1.0346155890000002,~,<built-in method torch.isnan>,0.02441730844397639,1.0346155890000002,0,541354,541354,brusselator_steps_1_20
Python orchestration/allocation,1.846222604,~,<built-in method torch.max>,0.043571532516420715,1.846222604,0,287088,287088,brusselator_steps_1_20
Python orchestration/allocation,1.960755934,~,<built-in method torch.min>,0.04627456123110378,1.960755934,0,259110,259110,brusselator_steps_1_20
Python orchestration/allocation,0.030209558,~,<built-in method torch.sum>,0.0007129566802247307,0.030209558,0,5712,5712,brusselator_steps_1_20
Python orchestration/allocation,0.6064630160000001,~,<built-in method torch.where>,0.01431275024170952,0.6064630160000001,0,168325,168325,brusselator_steps_1_20
outward interval/roundoff accounting,1.339675376,~,<built-in method torch.nextafter>,0.0316168316216933,1.339675376,0,580434,580434,brusselator_steps_1_20
Python orchestration/allocation,0.7141243930000001,~,<built-in method torch.isfinite>,0.016853598338008816,0.7141243930000001,0,91054,91054,brusselator_steps_1_20
Python orchestration/allocation,0.047259555,~,<built-in method torch._C._get_tracing_state>,0.001115342880610768,0.047259555,0,74560,74560,brusselator_steps_1_20
other,0.00078383,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,endpoint_tm,0.009285592493092184,0.39345117700000004,291,20,20,brusselator_steps_1_20
other,0.43072803400000004,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,__post_init__,0.021245340468078307,0.9002122610000001,241,27676,27676,brusselator_steps_1_20
Python orchestration/allocation,4.4526e-05,<string>,__init__,1.050829977177632e-06,4.4526e-05,2,20,20,brusselator_steps_1_20
other,0.241617769,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_split_leaf_pair,0.006343404660315982,0.268784144,1011,5712,5712,brusselator_steps_1_20
other,0.107848996,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_identity_dense_cover,0.05837750498059502,2.473584541,1168,7168,7168,brusselator_steps_1_20
other,0.00023769,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,__post_init__,9.105517509424858e-06,0.000385821,152,20,20,brusselator_steps_1_20
range bounding/subdivision,0.706027162,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_range_for_terms,0.27643247822538386,11.713058052000001,515,9072,9072,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.067174782,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,cutoff,0.07267973840279998,3.079601936,252,920,920,brusselator_steps_1_20
other,0.38213774,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,evaluate_interval,0.3361201272041637,14.242156304000002,316,4232,4232,brusselator_steps_1_20
other,1.7371908370000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_power_interval_bounds,0.18558569242008083,7.863677969,456,27216,27216,brusselator_steps_1_20
other,0.00016803300000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,__post_init__,9.533392177848486e-06,0.00040395100000000005,922,20,20,brusselator_steps_1_20
other,0.008328878000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_validated_remainder_decomposition,0.006928288398524832,0.293566967,4157,188,188,brusselator_steps_1_20
other,0.002246983,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,with_remainder,0.000448278696820264,0.018994564000000002,2345,228,228,brusselator_steps_1_20
other,0.000590937,/srv/local/shengenli/c4-gate-smoke.vB8psR/experiments/run_brusselator_sr1000_parity.py,_step,0.999815579082205,42.364406651,158,20,20,brusselator_steps_1_20
outward interval/roundoff accounting,3.0354225620000004,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/interval.py,__init__,0.24015280072367107,10.175807540000001,56,270677,270677,brusselator_steps_1_20
other,0.009772441,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,substitute_const,0.0008359526639162513,0.035421171,394,40,40,brusselator_steps_1_20
other,0.7849171460000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_monomial_interval_bounds_for_exponents,0.24940916954211248,10.568020445,489,9072,9072,brusselator_steps_1_20
other,0.0289468,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_interval_scale,0.0019362466991908731,0.08204307300000001,427,2072,2072,brusselator_steps_1_20
Python orchestration/allocation,0.007424542,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,__init__,0.00023388257145819308,0.009910124000000001,107,2406,2406,brusselator_steps_1_20
other,0.051058281000000004,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,evaluate_interval_normal,0.0414830627604346,1.757729502,57,920,920,brusselator_steps_1_20
range bounding/subdivision,1.425532883,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,validate_dense_subdivision_cover,0.07441766122831471,3.153241586,1100,9072,9072,brusselator_steps_1_20
range bounding/subdivision,0.447822449,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_subdivision_influence_scores,0.020090726150622476,0.851288688,985,1904,1904,brusselator_steps_1_20
range bounding/subdivision,0.09224773600000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,build_dense_subdivision_cover,0.03206920689395866,1.358843521,1024,1904,1904,brusselator_steps_1_20
outward interval/roundoff accounting,0.793131153,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/interval.py,pow_int,0.1013459069692308,4.294251165,175,68236,68236,brusselator_steps_1_20
other,0.013748897000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_merge_coefficients_by_index,0.001553238831616013,0.065814179,1558,1904,1904,brusselator_steps_1_20
other,0.013762133000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_hull_owner_intervals,0.0021430342547734387,0.090805121,1275,1904,1904,brusselator_steps_1_20
other,0.01193396,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,multiplication_plan_for_degree,0.0003320963045185161,0.014071658,1731,1904,1904,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.0019565520000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,integration_plan,5.499725873188156e-05,0.002330356,1764,308,308,brusselator_steps_1_20
range bounding/subdivision,0.197138374,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_range_for_terms_with_policy,0.40524112996529427,17.170966707,1290,7168,7168,brusselator_steps_1_20
Python orchestration/allocation,0.362663436,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,__init__,0.03583082189390137,1.5182315030000002,142,4980,4980,brusselator_steps_1_20
range bounding/subdivision,0.0010753400000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_insert_ctrunc_normal_horner_scalar,0.3829685185400055,16.227226694000002,1501,40,40,brusselator_steps_1_20
other,1.7572e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_exact_fraction,2.2030235341059252e-06,9.3347e-05,426,4,4,brusselator_steps_1_20
other,7.0221e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,from_exact_decimal_box,3.668934420316538e-05,0.0015546090000000002,221,1,1,brusselator_steps_1_20
other,0.000221248,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,diagnostic_widths,0.020787136943379674,0.8807971600000001,380,20,20,brusselator_steps_1_20
other,0.004700271000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_polynomial_max_abs_diff,0.0005062193226245002,0.021449637,1804,40,40,brusselator_steps_1_20
other,8.9985e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,normalized_initial_tm,0.00048042400260462335,0.020356632000000003,323,21,21,brusselator_steps_1_20
other,0.005847047,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_polynomial_part_for_power,0.0010028226989845471,0.042491825000000004,1370,600,600,brusselator_steps_1_20
other,0.001977524,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_normalized_tm_from_center_scale,0.0009386798493186966,0.03977395,813,42,42,brusselator_steps_1_20
other,0.000305835,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_tmvector_rm_constants,0.00041898679350616165,0.017753401000000002,1731,20,20,brusselator_steps_1_20
other,0.000293534,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_tm_shift_polynomial_constant,0.0008139777006366069,0.034490043000000005,1781,40,40,brusselator_steps_1_20
other,0.0008067310000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,insert_ctrunc_normal_dependency_preserving,0.3911220102157146,16.572708245,1234,20,20,brusselator_steps_1_20
range bounding/subdivision,0.015969319000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_tm_mul_ctrunc_horner_stage,0.21905819783443686,9.281982365000001,1403,478,478,brusselator_steps_1_20
range bounding/subdivision,0.017126703,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_append_horner_stage,0.15285530486682636,6.476818755,1455,880,880,brusselator_steps_1_20
range bounding/subdivision,0.021371148000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,horner,0.37380302836590706,15.838864519000001,1520,40,640,brusselator_steps_1_20
normalization/right-map/reset,0.002202293,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_add_right_map_centering_diagnostics,0.002280425920021553,0.096626711,1821,20,20,brusselator_steps_1_20
normalization/right-map/reset,0.0031770970000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_flowstar_normalized_insertion_transition,0.5032211935654803,21.322599613,1987,20,20,brusselator_steps_1_20
other,0.002360342,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,to,6.860936087639553e-05,0.0029071310000000003,1695,1428,1428,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.064644723,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,mul_trunc,0.23081661418687108,9.780212581,1983,1904,1904,brusselator_steps_1_20
range bounding/subdivision,0.012724159,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,range_bound,0.13847799872181354,5.867620362,2057,3996,3996,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.006455424,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,integrate,0.011471927617109356,0.486091052,2101,308,308,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.006792935000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,apply_cutoff,0.03406661439474019,1.443478113,2141,960,960,brusselator_steps_1_20
other,0.023393329,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,constants,0.001100673481988296,0.04663798,1869,1428,1428,brusselator_steps_1_20
other,0.0010889650000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,__mul__,0.00023742321663912274,0.010060149000000001,223,84,84,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.012868168000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,integrate,0.015761671317534056,0.66785702,2561,308,308,brusselator_steps_1_20
other,0.0005797280000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,endpoint,0.0002477163046568254,0.01049629,2610,20,20,brusselator_steps_1_20
other,0.026109829,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,component,0.0038686589994226662,0.16392367400000002,2617,2184,2184,brusselator_steps_1_20
