boundary,component,control,hi,lo,stage,units,width
143,1,L2,0.28100114976486756,-0.4630146290010507,A0,old normalized,0.7440157787659183
143,0,L2,0.8736388441087407,-0.8748610489489043,A1,old normalized,1.748499893057645
143,1,L2,0.5304793468050226,-0.5341823904263927,A1,old normalized,1.0646617372314153
143,0,L2,0.0006687102085487583,-0.0006687102085487583,A2,old normalized,0.0013374204170975167
143,1,L2,0.0028029805725551414,-0.0028029805725551414,A2,old normalized,0.005605961145110283
143,0,L2,0.8743075543172896,-0.8755297591574531,A3,old normalized,1.7498373134747427
143,1,L2,0.5332823273775779,-0.5369853709989479,A3,old normalized,1.0702676983765258
143,0,L2,0.8624604985577842,-0.8637854149850286,B0,new normalized,1.7262459135428128
143,1,L2,0.539822821369722,-0.5435153778401689,B0,new normalized,1.083338199209891
143,0,L2,-1.9000740740774162,-2.063366650951177,B1,endpoint physical,0.16329257687376098
143,1,L2,0.354888439416202,0.19150146296670856,B1,endpoint physical,0.16338697644949346
143,0,L2,0.962672402950683,-0.9993312897914497,B2,old normalized,1.9620036927421327
143,1,L2,0.8114804965698902,-0.9971970194274434,B2,old normalized,1.8086775159973336
143,0,L2,0.0006687102085487583,-0.0006687102085487583,B3,old normalized,0.0013374204170975167
143,1,L2,0.0028029805725551414,-0.0028029805725551414,B3,old normalized,0.005605961145110283
143,0,L2,0.08010853293693705,0.08006771486898112,B4,endpoint physical,4.081806795593057e-05
143,1,L2,0.003400466459835447,0.003360387290544636,B4,endpoint physical,4.0079169290811126e-05
143,0,L2,0.0717898033447186,-0.07190030445704629,B5,endpoint physical,0.1436901078017649
143,1,L2,0.04874292605028982,-0.0490753009191328,B5,endpoint physical,0.09781822696942262
143,0,L2,6.310083519133839e-05,-6.310083519133839e-05,B6,endpoint physical,0.00012620167038267677
143,1,L2,0.0002533009292005358,-0.0002533009292005358,B6,endpoint physical,0.0005066018584010715
143,0,L2,4.674682083166288e-09,-4.674682083166288e-09,B7,endpoint physical,9.349364166332576e-09
143,1,L2,2.570532124324168e-07,-2.570532124324168e-07,B7,endpoint physical,5.141064248648336e-07
143,0,L2,5e-324,-5e-324,B8,physical source,1e-323
143,1,L2,-2.502061496390205e-06,-2.502061496390206e-06,B8,physical source,8.470329472543003e-22
143,0,L2,2e-323,-2e-323,B9,physical source,4e-323
143,1,L2,5.6986957278521026e-05,-5.6986957278521026e-05,B9,physical source,0.00011397391455704205
143,0,L2,3.5985848361593174e-06,-3.5985848361593174e-06,B10,physical source,7.197169672318635e-06
143,1,L2,3.088044008452512e-05,-3.080005850940538e-05,B10,physical source,6.16804985939305e-05
143,0,L2,0.862538061836435,-0.8638644749708091,B11,new normalized,1.7264025368072442
143,1,L2,0.5438417446327866,-0.5475791153110771,B11,new normalized,1.0914208599438635
143,0,L2,1.2276252547434427e-14,-1.2276252547434427e-14,B12,new normalized,2.4552505094868855e-14
143,1,L2,7.781567252764563e-15,-7.781567252764563e-15,B12,new normalized,1.5563134505529125e-14
143,0,L2,0.8625380618364474,-0.8638644749708215,B13,new normalized,1.726402536807269
143,1,L2,0.5438417446327933,-0.5475791153110838,B13,new normalized,1.0914208599438773
143,0,L2,0.8624698749803827,-0.8637961832568433,B14,new normalized,1.726266058237226
143,1,L2,0.5416406591902699,-0.5453629036442966,B14,new normalized,1.0870035628345667
143,0,L2,0.07185650743942935,-0.07196700855175706,B15,endpoint physical,0.14382351599118642
143,1,L2,0.04908184936857021,-0.04941914797883085,B15,endpoint physical,0.09850099734740106
143,0,L2,6.777072058351782e-05,-6.777072058351782e-05,B16,tube physical,0.00013554144116703564
143,1,L2,0.0003991844132234934,-0.0004041081546411541,B16,tube physical,0.0008032925678646475
144,0,L2,0.09475804696879456,-0.1362038167431552,A0,old normalized,0.23096186371194977
144,1,L2,0.27594238889910716,-0.4546370963557021,A0,old normalized,0.7305794852548093
144,0,L2,0.8617442629670676,-0.8630705712435282,A1,old normalized,1.7248148342105958
144,1,L2,0.5382555006982066,-0.5419777451522333,A1,old normalized,1.0802332458504398
144,0,L2,0.0007256120133150222,-0.0007256120133150222,A2,old normalized,0.0014512240266300444
144,1,L2,0.003385158492063203,-0.003385158492063203,A2,old normalized,0.006770316984126406
144,0,L2,0.8624698749803827,-0.8637961832568433,A3,old normalized,1.726266058237226
144,1,L2,0.5416406591902699,-0.5453629036442966,A3,old normalized,1.0870035628345667
144,0,L2,0.8568206440434062,-0.8581972694725275,B0,new normalized,1.7150179135159336
144,1,L2,0.54603836827633,-0.5497349693379877,B0,new normalized,1.0957733376143177
144,0,L2,-1.8930270974786745,-2.0591444869117472,B1,endpoint physical,0.16611738943307275
144,1,L2,0.37421256775735307,0.217651943341731,B1,endpoint physical,0.15656062441562207
144,0,L2,0.9565023099358623,-0.9992743879866834,B2,old normalized,1.9557766979225457
144,1,L2,0.8141978895973138,-0.9966148415079354,B2,old normalized,1.810812731105249
144,0,L2,0.0007256120133150222,-0.0007256120133150222,B3,old normalized,0.0014512240266300444
144,1,L2,0.003385158492063203,-0.003385158492063203,B3,old normalized,0.006770316984126406
144,0,L2,0.08332264517827218,0.08331054494000133,B4,endpoint physical,1.2100238270848496e-05
144,1,L2,0.0017484239301855387,0.0017369716780443866,B4,endpoint physical,1.1452252141152044e-05
144,0,L2,0.07274391025559142,-0.07286092983078536,B5,endpoint physical,0.14560484008637678
144,1,L2,0.04704067585820566,-0.04736224578553971,B5,endpoint physical,0.09440292164374536
144,0,L2,6.637860443753341e-05,-6.637860443753341e-05,B6,endpoint physical,0.00013275720887506682
144,1,L2,0.00029206121324375467,-0.00029206121324375467,B6,endpoint physical,0.0005841224264875093
144,0,L2,1.6374896372979959e-09,-1.6374896372979959e-09,B7,endpoint physical,3.2749792745959917e-09
144,1,L2,1.6601797509439644e-07,-1.6601797509439644e-07,B7,endpoint physical,3.3203595018879287e-07
144,0,L2,5e-324,-5e-324,B8,physical source,1e-323
144,1,L2,-7.133122996926029e-07,-7.133122996926031e-07,B8,physical source,2.117582368135751e-22
144,0,L2,2e-323,-2e-323,B9,physical source,4e-323
144,1,L2,1.14543566497162e-05,-1.14543566497162e-05,B9,physical source,2.29087132994324e-05
144,0,L2,1.979223009887625e-06,-1.979223009887625e-06,B10,physical source,3.95844601977525e-06
144,1,L2,1.5993746353611148e-05,-1.601083246111345e-05,B10,physical source,3.20045788147246e-05
144,0,L2,0.8568433841119807,-0.8582204521418798,B11,new normalized,1.7150638362538606
144,1,L2,0.548356907588815,-0.5520969437798319,B11,new normalized,1.1004538513686468
144,0,L2,1.219604615900323e-14,-1.219604615900323e-14,B12,new normalized,2.439209231800646e-14
144,1,L2,7.845769456762241e-15,-7.845769456762241e-15,B12,new normalized,1.5691538913524482e-14
144,0,L2,0.8568433841119931,-0.8582204521418921,B13,new normalized,1.7150638362538853
144,1,L2,0.5483569075888229,-0.5520969437798399,B13,new normalized,1.1004538513686628
144,0,L2,0.8568235206556081,-0.8582005567621344,B14,new normalized,1.7150240774177425
144,1,L2,0.5470647546203704,-0.5507959777577002,B14,new normalized,1.0978607323780705
144,0,L2,0.07281226972052968,-0.07292928929572362,B15,endpoint physical,0.1457415590162533
144,1,L2,0.04735963788012899,-0.04768265151816992,B15,endpoint physical,0.09504228939829891
144,0,L2,6.871036449455662e-05,-6.871036449455662e-05,B16,tube physical,0.00013742072898911324
144,1,L2,0.00035473721552648825,-0.0003561809262333758,B16,tube physical,0.0007109181417598641
145,0,L2,0.09750115707008845,-0.14179944323786425,A0,old normalized,0.2393006003079527
145,1,L2,0.27265184837295575,-0.44920402224229844,A0,old normalized,0.7218558706152542
145,0,L2,0.8560795909169411,-0.8574566270234674,A1,old normalized,1.7135362179404083
145,1,L2,0.5436075399859718,-0.5473387631233015,A1,old normalized,1.0909463031092734
145,0,L2,0.0007439297386668563,-0.0007439297386668563,A2,old normalized,0.0014878594773337125
145,1,L2,0.003457214634398506,-0.003457214634398506,A2,old normalized,0.006914429268797012
145,0,L2,0.8568235206556081,-0.8582005567621344,A3,old normalized,1.7150240774177425
145,1,L2,0.5470647546203704,-0.5507959777577002,A3,old normalized,1.0978607323780705
145,0,L2,0.8512284307510198,-0.8526562445669332,B0,new normalized,1.703884675317953
145,1,L2,0.5526127045476643,-0.5563128007898227,B0,new normalized,1.1089255053374871
145,0,L2,-1.884741011536309,-2.0540260860930397,B1,endpoint physical,0.1692850745567307
145,1,L2,0.39424007602964095,0.244765893428827,B1,endpoint physical,0.14947418260081394
145,0,L2,0.9535807479870296,-0.9992560702613317,B2,old normalized,1.9528368182483613
145,1,L2,0.8162593883589276,-0.9965427853656,B2,old normalized,1.8128021737245277
145,0,L2,0.0007439297386668563,-0.0007439297386668563,B3,old normalized,0.0014878594773337125
145,1,L2,0.003457214634398506,-0.003457214634398506,B3,old normalized,0.006914429268797012
145,0,L2,0.08499049908804579,0.08497598955537425,B4,endpoint physical,1.4509532671541647e-05
145,1,L2,0.0018333411547799573,0.0018198979958430899,B4,endpoint physical,1.3443158936867492e-05
145,0,L2,0.07375524976622588,-0.07387912535711715,B5,endpoint physical,0.14763437512334304
145,1,L2,0.04540719575724141,-0.0457141923160892,B5,endpoint physical,0.09112138807333062
145,0,L2,6.956521364588595e-05,-6.956521364588595e-05,B6,endpoint physical,0.0001391304272917719
145,1,L2,0.0002838995340564521,-0.0002838995340564521,B6,endpoint physical,0.0005677990681129042
145,0,L2,2.028285040196322e-09,-2.028285040196322e-09,B7,endpoint physical,4.056570080392644e-09
145,1,L2,1.859222570081121e-07,-1.859222570081121e-07,B7,endpoint physical,3.718445140162242e-07
145,0,L2,5e-324,-5e-324,B8,physical source,1e-323
145,1,L2,-8.708571691146597e-07,-8.708571691146599e-07,B8,physical source,2.117582368135751e-22
145,0,L2,2e-323,-2e-323,B9,physical source,4e-323
145,1,L2,1.4189831146277883e-05,-1.4189831146277883e-05,B9,physical source,2.8379662292555766e-05
145,0,L2,2.177145010876387e-06,-2.177145010876387e-06,B10,physical source,4.354290021752774e-06
145,1,L2,1.7810989165956163e-05,-1.7836357260107504e-05,B10,physical source,3.5647346426063664e-05
145,0,L2,0.8512553766679574,-0.8526837127934311,B11,new normalized,1.7039390894613886
145,1,L2,0.5552665182568799,-0.5590162354665734,B11,new normalized,1.1142827537234532
145,0,L2,1.2117364360526484e-14,-1.2117364360526484e-14,B12,new normalized,2.4234728721052967e-14
145,1,L2,7.94409850565463e-15,-7.94409850565463e-15,B12,new normalized,1.588819701130926e-14
145,0,L2,0.8512553766679697,-0.8526837127934433,B13,new normalized,1.703939089461413
145,1,L2,0.5552665182568879,-0.5590162354665815,B13,new normalized,1.1142827537234694
145,0,L2,0.851231994834721,-0.8526602917274121,B14,new normalized,1.703892286562133
145,1,L2,0.553769438753232,-0.5575090461785346,B14,new normalized,1.1112784849317667
145,0,L2,0.07382699415316892,-0.07395086974406016,B15,endpoint physical,0.14777786389722908
145,1,L2,0.04572241117669879,-0.046031174817978956,B15,endpoint physical,0.09175358599467776
145,0,L2,7.215539960960379e-05,-7.215539960960379e-05,B16,tube physical,0.00014431079921920758
145,1,L2,0.0003533575765848516,-0.0003551246590172323,B16,tube physical,0.0007084822356020839
146,0,L2,0.10021632501253602,-0.14733970827258655,A0,old normalized,0.24755603328512257
146,1,L2,0.26857875777538565,-0.44249095382146386,A0,old normalized,0.7110697115968495
146,0,L2,0.8504733291938505,-0.8519016260865416,A1,old normalized,1.7023749552803922
146,1,L2,0.5502202125820131,-0.5539598200073157,A1,old normalized,1.104180032589329
146,0,L2,0.0007586656408703484,-0.0007586656408703484,A2,old normalized,0.0015173312817406968
146,1,L2,0.0035492261712188286,-0.0035492261712188286,A2,old normalized,0.007098452342437657
146,0,L2,0.851231994834721,-0.8526602917274121,A3,old normalized,1.703892286562133
146,1,L2,0.553769438753232,-0.5575090461785346,A3,old normalized,1.1112784849317667
146,0,L2,0.8457326793224798,-0.8472120347412704,B0,new normalized,1.6929447140637501
146,1,L2,0.5606922064024631,-0.5643948862598794,B0,new normalized,1.1250870926623424
146,0,L2,-1.8751284831549988,-2.0477459775895555,B1,endpoint physical,0.17261749443455665
146,1,L2,0.4151207047200727,0.2725289344311604,B1,endpoint physical,0.1425917702889123
146,0,L2,0.9506896542063866,-0.9992413343591283,B2,old normalized,1.949930988565515
146,1,L2,0.8187989703573989,-0.9964507738287797,B2,old normalized,1.8152497441861786
146,0,L2,0.0007586656408703484,-0.0007586656408703484,B3,old normalized,0.0015173312817406968
146,1,L2,0.0035492261712188286,-0.0035492261712188286,B3,old normalized,0.007098452342437657
146,0,L2,0.08674531718045991,0.08672790109201955,B4,endpoint physical,1.7416088440358468e-05
146,1,L2,0.001918909688248442,0.0019031549482902243,B4,endpoint physical,1.575473995821773e-05
146,0,L2,0.07483040159103603,-0.07496147562693906,B5,endpoint physical,0.1497918772179751
146,1,L2,0.04389527853822103,-0.044187877433572054,B5,endpoint physical,0.08808315597179309
146,0,L2,7.262133613695202e-05,-7.262133613695202e-05,B6,endpoint physical,0.00014524267227390404
146,1,L2,0.00027691580450608314,-0.00027691580450608314,B6,endpoint physical,0.0005538316090121663
146,0,L2,2.503412664404208e-09,-2.503412664404208e-09,B7,endpoint physical,5.006825328808416e-09
146,1,L2,2.0740272952018e-07,-2.0740272952018e-07,B7,endpoint physical,4.1480545904036e-07
146,0,L2,5e-324,-5e-324,B8,physical source,1e-323
146,1,L2,-1.0831922273574713e-06,-1.0831922273574718e-06,B8,physical source,4.235164736271502e-22
146,0,L2,2e-323,-2e-323,B9,physical source,4e-323
146,1,L2,1.7626196473370048e-05,-1.7626196473370048e-05,B9,physical source,3.5252392946740095e-05
146,0,L2,2.3948592119640265e-06,-2.3948592119640265e-06,B10,physical source,4.789718423928053e-06
146,1,L2,1.984887953700769e-05,-1.9888077786989608e-05,B10,physical source,3.97369573239973e-05
146,0,L2,0.8457647245279825,-0.8472446948083626,B11,new normalized,1.6930094193363452
146,1,L2,0.563742372653227,-0.5675016649180584,B11,new normalized,1.1312440375712853
146,0,L2,1.2040071266147304e-14,-1.2040071266147304e-14,B12,new normalized,2.4080142532294608e-14
146,1,L2,8.06468371078578e-15,-8.06468371078578e-15,B12,new normalized,1.612936742157156e-14
146,0,L2,0.8457647245279946,-0.8472446948083747,B13,new normalized,1.6930094193363692
146,1,L2,0.5637423726532353,-0.5675016649180669,B13,new normalized,1.1312440375713022
146,0,L2,0.8457371026974662,-0.8472170246434962,B14,new normalized,1.6929541273409625
146,1,L2,0.5619963743115444,-0.5657440234599831,B14,new normalized,1.1277403977715275
146,0,L2,0.07490542028979884,-0.07503649432570185,B15,endpoint physical,0.1499419146155007
146,1,L2,0.04420879362924043,-0.044503598107296156,B15,endpoint physical,0.08871239173653658
146,0,L2,7.550109311711938e-05,-7.550109311711938e-05,B16,tube physical,0.00015100218623423877
146,1,L2,0.00035426990113497013,-0.000356475483839667,B16,tube physical,0.0007107453849746371
147,0,L2,0.10288317905707643,-0.15278297535650257,A0,old normalized,0.255666154413579
147,1,L2,0.2635738022795162,-0.4342559765400153,A0,old normalized,0.6978297788195316
147,0,L2,0.8449692969093182,-0.8464492188553483,A1,old normalized,1.6914185157646666
147,1,L2,0.5583309166873404,-0.5620785658357791,A1,old normalized,1.1204094825231194
147,0,L2,0.0007678057881477831,-0.0007678057881477831,A2,old normalized,0.0015356115762955663
147,1,L2,0.003665457624203925,-0.003665457624203925,A2,old normalized,0.00733091524840785
147,0,L2,0.8457371026974662,-0.8472170246434962,A3,old normalized,1.6929541273409625
147,1,L2,0.5619963743115444,-0.5657440234599831,A3,old normalized,1.1277403977715275
147,0,L2,0.8403764117273267,-0.8419075249310382,B0,new normalized,1.6822839366583648
147,1,L2,0.5705306842202734,-0.574235998084917,B0,new normalized,1.1447666823051903
147,0,L2,-1.863984362232899,-2.040108478019234,B1,endpoint physical,0.1761241157863349
147,1,L2,0.43682818243456006,0.3007894031008945,B1,endpoint physical,0.13603877933366554
147,0,L2,0.9478524759663948,-0.9992321942118509,B2,old normalized,1.9470846701782456
147,1,L2,0.8219047189668566,-0.9963345423757944,B2,old normalized,1.818239261342651
147,0,L2,0.0007678057881477831,-0.0007678057881477831,B3,old normalized,0.0015356115762955663
147,1,L2,0.003665457624203925,-0.003665457624203925,B3,old normalized,0.00733091524840785
147,0,L2,0.08859006660560029,0.08856912598808692,B4,endpoint physical,2.094061751337084e-05
147,1,L2,0.002006130101397248,0.0019876862172569544,B4,endpoint physical,1.844388414029346e-05
147,0,L2,0.07597597075139097,-0.07611459540692701,B5,endpoint physical,0.15209056615831798
147,1,L2,0.04254785474041284,-0.0428265068959058,B5,endpoint physical,0.08537436163631865
147,0,L2,7.537335078748909e-05,-7.537335078748909e-05,B6,endpoint physical,0.00015074670157497818
147,1,L2,0.00027141576705573225,-0.00027141576705573225,B6,endpoint physical,0.0005428315341114645
147,0,L2,3.0798353333067365e-09,-3.0798353333067365e-09,B7,endpoint physical,6.159670666613473e-09
147,1,L2,2.3054657174424781e-07,-2.3054657174424781e-07,B7,endpoint physical,4.6109314348849563e-07
147,0,L2,5e-324,-5e-324,B8,physical source,1e-323
147,1,L2,-1.3805343429089026e-06,-1.380534342908903e-06,B8,physical source,4.235164736271502e-22
147,0,L2,2e-323,-2e-323,B9,physical source,4e-323
147,1,L2,2.1897726086918547e-05,-2.1897726086918547e-05,B9,physical source,4.379545217383709e-05
147,0,L2,2.634344833160429e-06,-2.634344833160429e-06,B10,physical source,5.268689666320858e-06
147,1,L2,2.213710963341799e-05,-2.2199773155402855e-05,B10,physical source,4.433688278882085e-05
147,0,L2,0.8404146922648941,-0.8419465278753878,B11,new normalized,1.6823612201402818
147,1,L2,0.5740506870782328,-0.5778204794601307,B11,new normalized,1.1518711665383634
147,0,L2,1.1964779785605912e-14,-1.1964779785605912e-14,B12,new normalized,2.3929559571211824e-14
147,1,L2,8.211322885076283e-15,-8.211322885076283e-15,B12,new normalized,1.6422645770152565e-14
147,0,L2,0.8404146922649062,-0.8419465278753999,B13,new normalized,1.6823612201403062
147,1,L2,0.574050687078241,-0.577820479460139,B13,new normalized,1.15187116653838
147,0,L2,0.8403819148958351,-0.8419136907625601,B14,new normalized,1.6822956056583953
147,1,L2,0.5720003624324804,-0.5757566903270013,B14,new normalized,1.1477570527594816
147,0,L2,0.0760539815268482,-0.07619260618238426,B15,endpoint physical,0.15224658770923244
147,1,L2,0.042862155355418485,-0.043143631243119256,B15,endpoint physical,0.08600578659853775
147,0,L2,7.85787228735997e-05,-7.85787228735997e-05,B16,tube physical,0.0001571574457471994
147,1,L2,0.0003579917308528113,-0.00036081546306061395,B16,tube physical,0.0007188071939134253
148,0,L2,0.1054806710661501,-0.15808630923743872,A0,old normalized,0.2635669803035888
148,1,L2,0.2574786687029546,-0.42424330967299706,A0,old normalized,0.6817219783759516
148,0,L2,0.8396127362088424,-0.8411445120755673,A1,old normalized,1.6807572482844098
148,1,L2,0.5681897309270609,-0.5719460588215818,A1,old normalized,1.1401357897486428
148,0,L2,0.0007691786869926115,-0.0007691786869926115,A2,old normalized,0.001538357373985223
148,1,L2,0.0038106315054194356,-0.0038106315054194356,A2,old normalized,0.007621263010838871
148,0,L2,0.8403819148958351,-0.8419136907625601,A3,old normalized,1.6822956056583953
148,1,L2,0.5720003624324804,-0.5757566903270013,A3,old normalized,1.1477570527594816
148,0,L2,0.835203265148341,-0.8367862778563941,B0,new normalized,1.6719895430047351
148,1,L2,0.5823759737572001,-0.5860863097853956,B0,new normalized,1.1684622835425955
148,0,L2,-1.8510742094564985,-2.0308934524207074,B1,endpoint physical,0.17981924296420893
148,1,L2,0.4593404283217759,0.3293855793629234,B1,endpoint physical,0.1299548489588525
148,0,L2,0.9450934072749926,-0.9992308213130061,B2,old normalized,1.9443242285879987
148,1,L2,0.8256683996300156,-0.996189368494579,B2,old normalized,1.8218577681245947
148,0,L2,0.0007691786869926115,-0.0007691786869926115,B3,old normalized,0.001538357373985223
148,1,L2,0.0038106315054194356,-0.0038106315054194356,B3,old normalized,0.007621263010838871
148,0,L2,0.09052935320951025,0.0905041098377643,B4,endpoint physical,2.5243371745947707e-05
148,1,L2,0.0020967542503018736,0.002075168557804335,B4,endpoint physical,2.158569249753866e-05
148,0,L2,0.07720095218875286,-0.07734749896370778,B5,endpoint physical,0.15454845115246063
148,1,L2,0.04141251481384119,-0.041678024892510046,B5,endpoint physical,0.08309053970635125
148,0,L2,7.762320684130392e-05,-7.762320684130392e-05,B6,endpoint physical,0.00015524641368260783
148,1,L2,0.00026773365256933926,-0.00026773365256933926,B6,endpoint physical,0.0005354673051386785
148,0,L2,3.7797377243064505e-09,-3.7797377243064505e-09,B7,endpoint physical,7.559475448612901e-09
148,1,L2,2.5557978269545616e-07,-2.5557978269545616e-07,B7,endpoint physical,5.111595653909123e-07
148,0,L2,5e-324,-5e-324,B8,physical source,1e-323
148,1,L2,-1.8105766825120202e-06,-1.8105766825120206e-06,B8,physical source,4.235164736271502e-22
148,0,L2,2e-323,-2e-323,B9,physical source,4e-323
148,1,L2,2.719611180927998e-05,-2.719611180927998e-05,B9,physical source,5.439222361855996e-05
148,0,L2,2.8977790164764723e-06,-2.8977790164764723e-06,B10,physical source,5.7955580329529445e-06
148,1,L2,2.471043406795229e-05,-2.4813160309954874e-05,B10,physical source,4.952359437790716e-05
148,0,L2,0.8352492414322449,-0.8368331019825258,B11,new normalized,1.6720823434147707
148,1,L2,0.5864528029968867,-0.5902364296266167,B11,new normalized,1.1766892326235034
148,0,L2,1.1892113633145498e-14,-1.1892113633145498e-14,B12,new normalized,2.3784227266290995e-14
148,1,L2,8.387764149043403e-15,-8.387764149043403e-15,B12,new normalized,1.6775528298086807e-14
148,0,L2,0.8352492414322569,-0.8368331019825377,B13,new normalized,1.6720823434147944
148,1,L2,0.5864528029968954,-0.5902364296266255,B13,new normalized,1.176689232623521
148,0,L2,0.8352101334476104,-0.8367939198384775,B14,new normalized,1.6720040532860878
148,1,L2,0.5840290126038331,-0.5877970016275543,B14,new normalized,1.1718260142313874
148,0,L2,0.07728147695434966,-0.07742802372930456,B15,endpoint physical,0.15470950068365422
148,1,L2,0.04173060001538868,-0.041999833973664566,B15,endpoint physical,0.08373043398905325
148,0,L2,8.119635823896242e-05,-8.119635823896242e-05,B16,tube physical,0.00016239271647792484
148,1,L2,0.0003651380300066946,-0.00036886190961372126,B16,tube physical,0.0007339999396204159
149,0,L2,0.10798732940427776,-0.1632060801615213,A0,old normalized,0.27119340956579907
149,1,L2,0.2501380454539038,-0.4122029983724441,A0,old normalized,0.662341043826348
149,0,L2,0.8344499018504669,-0.836033688241334,A1,old normalized,1.6704835900918007
149,1,L2,0.5800393221228229,-0.5838073111465442,A1,old normalized,1.163846633269367
149,0,L2,0.0007602315971434973,-0.0007602315971434973,A2,old normalized,0.0015204631942869946
149,1,L2,0.003989690481010047,-0.003989690481010047,A2,old normalized,0.007979380962020093
149,0,L2,0.8352101334476104,-0.8367939198384775,A3,old normalized,1.6720040532860878
149,1,L2,0.5840290126038331,-0.5877970016275543,A3,old normalized,1.1718260142313874
149,0,L2,0.8302568288605097,-0.8318919177902865,B0,new normalized,1.662148746650796
149,1,L2,0.5964393561700452,-0.6001617810295345,B0,new normalized,1.1966011371995797
149,0,L2,-1.8361301525514582,-2.0198543545679803,B1,endpoint physical,0.18372420201652218
149,1,L2,0.48264670117856756,0.3581536530213227,B1,endpoint physical,0.12449304815724488
149,0,L2,0.9424372312547448,-0.9992397684028553,B2,old normalized,1.9416769996576
149,1,L2,0.8301773675767268,-0.9960103095189884,B2,old normalized,1.826187677095715
149,0,L2,0.0007602315971434973,-0.0007602315971434973,B3,old normalized,0.0015204631942869946
149,1,L2,0.003989690481010047,-0.003989690481010047,B3,old normalized,0.007979380962020093
149,0,L2,0.09257030940990497,0.09253976883668633,B4,endpoint physical,3.054057321864867e-05
149,1,L2,0.0021935296350760777,0.002168246829696601,B4,endpoint physical,2.528280537947682e-05
149,0,L2,0.07851761904394844,-0.07867249583577837,B5,endpoint physical,0.1571901148797268
149,1,L2,0.040541529758618404,-0.040795162954158914,B5,endpoint physical,0.08133669271277733
149,0,L2,7.912637847563628e-05,-7.912637847563628e-05,B6,endpoint physical,0.00015825275695127255
149,1,L2,0.00026623211945692117,-0.00026623211945692117,B6,endpoint physical,0.0005324642389138423
149,0,L2,4.632996553639338e-09,-4.632996553639338e-09,B7,endpoint physical,9.265993107278676e-09
149,1,L2,2.8291905704371136e-07,-2.8291905704371136e-07,B7,endpoint physical,5.658381140874227e-07
149,0,L2,5e-324,-5e-324,B8,physical source,1e-323
149,1,L2,-2.4471573612824197e-06,-2.4471573612824205e-06,B8,physical source,8.470329472543003e-22
149,0,L2,2e-323,-2e-323,B9,physical source,4e-323
149,1,L2,3.429077805112449e-05,-3.429077805112449e-05,B9,physical source,6.858155610224898e-05
149,0,L2,3.1875566181241197e-06,-3.1875566181241197e-06,B10,physical source,6.3751132362482394e-06
149,1,L2,2.761029728991879e-05,-2.7781375986509034e-05,B10,physical source,5.5391673276427826e-05
149,0,L2,0.8303123930241594,-0.8319484772699632,B11,new normalized,1.6622608702941226
149,1,L2,0.601176816295468,-0.6049823732534568,B11,new normalized,1.206159189548925
149,0,L2,1.1822698941016986e-14,-1.1822698941016986e-14,B12,new normalized,2.364539788203397e-14
149,1,L2,8.597316611562987e-15,-8.597316611562987e-15,B12,new normalized,1.7194633223125974e-14
149,0,L2,0.8303123930241714,-0.8319484772699752,B13,new normalized,1.6622608702941466
149,1,L2,0.6011768162954768,-0.6049823732534656,B13,new normalized,1.2061591895489423
149,0,L2,0.8302654336432392,-0.8319014253582029,B14,new normalized,1.662166859001442
149,1,L2,0.5982926912006389,-0.6020799911300383,B14,new normalized,1.200372682330677
149,0,L2,0.07859993761204002,-0.07875481440386996,B15,endpoint physical,0.15735475201590998
149,1,L2,0.040867498715112846,-0.0411261973040725,B15,endpoint physical,0.08199369601918535
149,0,L2,8.311719897405755e-05,-8.311719897405755e-05,B16,tube physical,0.0001662343979481151
149,1,L2,0.0003769383859322635,-0.00038200377935141864,B16,tube physical,0.0007589421652836822
150,0,L2,0.110381500176519,-0.16809857464179567,A0,old normalized,0.27848007481831466
150,1,L2,0.24141747126988714,-0.3979200088699601,A0,old normalized,0.6393374801398473
150,0,L2,0.8295273193923832,-0.8311633111073469,A1,old normalized,1.66069063049973
150,1,L2,0.594077370902674,-0.5978646708320734,A1,old normalized,1.1919420417347473
150,0,L2,0.0007381142508559332,-0.0007381142508559332,A2,old normalized,0.0014762285017118665
150,1,L2,0.004215320297964767,-0.004215320297964767,A2,old normalized,0.008430640595929535
150,0,L2,0.8302654336432392,-0.8319014253582029,A3,old normalized,1.662166859001442
150,1,L2,0.5982926912006389,-0.6020799911300383,A3,old normalized,1.200372682330677
150,0,L2,0.825580015790115,-0.8272675762766846,B0,new normalized,1.6528475920667995
150,1,L2,0.6128466035710141,-0.6165966109548469,B0,new normalized,1.229443214525861
150,0,L2,-1.8188458693055745,-2.006715949475909,B1,endpoint physical,0.18787008017033435
150,1,L2,0.5067571626302573,0.3869381621873596,B1,endpoint physical,0.11981900044289767
150,0,L2,0.9399088195689024,-0.9992618857491427,B2,old normalized,1.9391707053180451
150,1,L2,0.8354948421725612,-0.9957846797020335,B2,old normalized,1.8312795218745948
150,0,L2,0.0007381142508559332,-0.0007381142508559332,B3,old normalized,0.0014762285017118665
150,1,L2,0.004215320297964767,-0.004215320297964767,B3,old normalized,0.008430640595929535
150,0,L2,0.09472375725648566,0.09468662907503073,B4,endpoint physical,3.71281814549318e-05
150,1,L2,0.002300512811227514,0.002270833224637525,B4,endpoint physical,2.967958658998916e-05
150,0,L2,0.07994262704236935,-0.08010630705645873,B5,endpoint physical,0.1600489340988281
