checkpoint,prestate_sha256,label,family,epsilon,epsilon_hex,accepted,mask_sha256,minimum_target_margin,center_sha256,scale_sha256,inverse_scale_sha256,normalized_polynomial_sha256,normalized_remainder_lo_sha256,normalized_remainder_hi_sha256,raw_remainder_width_max,endpoint_width_max,tube_width_max,symbolic_post_count,inserted_polynomial_sha256,centered_inserted_remainder_width_max,no_state_commit
before_step_0002.npz,f0b14ca18322353e75789b747718cc7046798c1908f3a9a93b154a59f6dac4e8,CNI_reciprocal_with_epsilon,CNI,1e-12,0x1.19799812dea11p-40,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.0090716861047859,e0893a020c2aad16e29fa0f7e50ca0d1d1002fdaf0b7009af2dc6d6addb14dc7,57b7f17ef8df61dd153724ec8c65eeab761efa54bed7bec8042465b3a2df182e,b97d0f9f072d60a7f90f046bee60cc4bf2b0fe0c6a3dc24ca9e2b9e945bba963,8d0e8b7510f6b070e3e565bced677e3601b7f7488067a118f831a885d147db45,2b97770297ba0267ed90289006c36ca9615a7398ab924295942cca043f498c58,28fbeb9d3adc5c30fa6aed31944e16d1107aa134fa085899618e935fd2562521,0.00185602086318674,0.3026415449049815,0.3265140337641257,0,a241d1f0fb2dff0522c49e5c8d56b8102d6616e47ba26e20bf21475b8086eab3,0.0018260478231866208,True
before_step_0002.npz,f0b14ca18322353e75789b747718cc7046798c1908f3a9a93b154a59f6dac4e8,CNI_reciprocal_without_epsilon,CNI,0.0,0x0.0p+0,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.0090716861047859,e0893a020c2aad16e29fa0f7e50ca0d1d1002fdaf0b7009af2dc6d6addb14dc7,57b7f17ef8df61dd153724ec8c65eeab761efa54bed7bec8042465b3a2df182e,97cca599a7a7a04a97f3b22c1236e99403eed6a536da99a562f25fe1bf73a0cd,b351de82031d8c783d153438a5879c4deae152423834a7d3b6b6f0ebcd090477,51709fd5a3c3f3ff8fed3473bad88ad1581c036d19332a7b9e70ab22577eb0c9,e10cfebe6c54b1dce740bdb8bc85f217cae569c12fcb75f9adfd888f450c4744,0.00185602086318674,0.3026415449070028,0.32651403376614696,0,a241d1f0fb2dff0522c49e5c8d56b8102d6616e47ba26e20bf21475b8086eab3,0.0018260478231866208,True
before_step_0101.npz,43581f61af26d0f362bc71280fd8c3d07b37deb65534a51f190f5cbdb7506920,CDR_complete_carry,CDR,1e-12,0x1.19799812dea11p-40,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.009393476034262407,9c719bc77ba4fdd7cfb930124fc971d0faff7481ca8515e70aa0f1f1b41f5c87,d23d4567f5403cda08755f82c4a9c548cc76b5e7528b686e6f9397c2228831ee,47ea654e3dc69e0cb41dce048815dbe7b545ed0a1cb201fc5831ee0329304839,261ed3b1a3ac6a862a68e7424e31879ef66abf7853627f9f5b36ee6a365e1f10,3b92f4156135d3f94ec43fa153264c7c22c3e52e0413fd9a4760ee32fbd8b806,648263d35361bf23c658910badcb087a974c693df64772494592c8a7774a865b,0.001212993883585959,0.1796690757560585,0.1875727944271397,1,,,True
before_step_0101.npz,43581f61af26d0f362bc71280fd8c3d07b37deb65534a51f190f5cbdb7506920,CNI_complete_carry,CNI,0.0,0x0.0p+0,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.009385690478565219,9c719bc77ba4fdd7cfb930124fc971d0faff7481ca8515e70aa0f1f1b41f5c87,b5dc6e761658c2dfc76635fc498295711df916ca09b1225ed08d8e99cb7fa150,acfb9d50681da06f434317c5238803d3b8ecb7f946e5643f1990c1931d1aaa4e,b4d86b84ead1276fea3328952a56ab35af4f3a1fcfc94c578335c2009f972c14,12b27ad47dcee39ea8cb1bfb32ee635f21070084b772ab98995b59bd503ea4a3,d6d89ef8111af028dfcc3f52f04d5d49e300e9af3c441c894115b735a8b0788f,0.0012285539724243605,0.19027843853211512,0.19818215720319632,0,557ffa93627cbe91f16d195fc6e97a1b8a4d663d04e961b4328f54ec0696399a,0.08422458838466586,True
before_step_0101.npz,43581f61af26d0f362bc71280fd8c3d07b37deb65534a51f190f5cbdb7506920,CDR_reciprocal_with_epsilon,CDR,1e-12,0x1.19799812dea11p-40,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.009393476034262407,9c719bc77ba4fdd7cfb930124fc971d0faff7481ca8515e70aa0f1f1b41f5c87,d23d4567f5403cda08755f82c4a9c548cc76b5e7528b686e6f9397c2228831ee,47ea654e3dc69e0cb41dce048815dbe7b545ed0a1cb201fc5831ee0329304839,261ed3b1a3ac6a862a68e7424e31879ef66abf7853627f9f5b36ee6a365e1f10,3b92f4156135d3f94ec43fa153264c7c22c3e52e0413fd9a4760ee32fbd8b806,648263d35361bf23c658910badcb087a974c693df64772494592c8a7774a865b,0.001212993883585959,0.1796690757560585,0.1875727944271397,1,,,True
before_step_0101.npz,43581f61af26d0f362bc71280fd8c3d07b37deb65534a51f190f5cbdb7506920,CDR_reciprocal_without_epsilon,CDR,0.0,0x0.0p+0,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.009393476034262407,9c719bc77ba4fdd7cfb930124fc971d0faff7481ca8515e70aa0f1f1b41f5c87,d23d4567f5403cda08755f82c4a9c548cc76b5e7528b686e6f9397c2228831ee,66a29c634361d3a97558928862f5f40006771c744902f90194c22ab3f7f52db7,b16cbbec04cd1c2e94e1bcf3aac0b02a7620adcd2040cd02a5608657691044eb,d538274bec734013d4f0ed420b8f85a832d3312878dd12aae3ab4e6df9bdbb04,b8c7cf6e5d09cbf1db45ac27c6a76a2807e54f6067291957d9399939edfe805b,0.001212993883585959,0.1796690757581374,0.1875727944292186,1,,,True
before_step_0101.npz,43581f61af26d0f362bc71280fd8c3d07b37deb65534a51f190f5cbdb7506920,CNI_reciprocal_with_epsilon,CNI,1e-12,0x1.19799812dea11p-40,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.009385690478565219,9c719bc77ba4fdd7cfb930124fc971d0faff7481ca8515e70aa0f1f1b41f5c87,b5dc6e761658c2dfc76635fc498295711df916ca09b1225ed08d8e99cb7fa150,8a9739cb0e7a09e82fb852c670d02f3c5f9331dfcae4b5a48e1e149dad58f689,90679e5d12fe8edb06b938fc219573266df30286c90a340e1a82a446d887ba90,1e318ed5310f597c6095374add22efc7e41c0328316268671ca1fb00ed72c410,a1a10f4157ba00859086541dc805e15c6592b4bbf426bbd3a01f1d5a9ade566a,0.0012285539724243605,0.19027843853011273,0.19818215720119392,0,557ffa93627cbe91f16d195fc6e97a1b8a4d663d04e961b4328f54ec0696399a,0.08422458838466586,True
before_step_0101.npz,43581f61af26d0f362bc71280fd8c3d07b37deb65534a51f190f5cbdb7506920,CNI_reciprocal_without_epsilon,CNI,0.0,0x0.0p+0,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.009385690478565219,9c719bc77ba4fdd7cfb930124fc971d0faff7481ca8515e70aa0f1f1b41f5c87,b5dc6e761658c2dfc76635fc498295711df916ca09b1225ed08d8e99cb7fa150,acfb9d50681da06f434317c5238803d3b8ecb7f946e5643f1990c1931d1aaa4e,b4d86b84ead1276fea3328952a56ab35af4f3a1fcfc94c578335c2009f972c14,12b27ad47dcee39ea8cb1bfb32ee635f21070084b772ab98995b59bd503ea4a3,d6d89ef8111af028dfcc3f52f04d5d49e300e9af3c441c894115b735a8b0788f,0.0012285539724243605,0.19027843853211512,0.19818215720319632,0,557ffa93627cbe91f16d195fc6e97a1b8a4d663d04e961b4328f54ec0696399a,0.08422458838466586,True
before_step_0320.npz,d2b608dbe7104095c8b36c7f242c50d60cc881130d35018739ad56567b105589,CDR_complete_carry,CDR,1e-12,0x1.19799812dea11p-40,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.0005439375476625798,01409364e89285c4c9d7f409b160186f799e0011cbffdcddde9b4f5346750ede,318e547042ef32decb26c76e2abfcf30fe3c01d1a74bbe9d2dfdfd5e703e96cb,1a8422671a6ce0a147d090408e7eab2da8eba5db72b2c81d0faa8b53632b8582,3be1e0f866ad7694336edcf9b94b4aa8b475fa34eb14782c175f08ea64deefab,d130000264f873d313c24cea0c019f79b5790c6ce9e2cf1f182d36acd79a196d,a4a3f0de83bb70c2b2d7bbb5133d24335ff2515ba305601356206f2c344e0ffb,0.01844363381128708,7.618744433165343,7.6266319801106555,1,,,True
before_step_0320.npz,d2b608dbe7104095c8b36c7f242c50d60cc881130d35018739ad56567b105589,CNI_complete_carry,CNI,0.0,0x0.0p+0,False,3ae59ac013955cf72af680bbe7ff9014af42406cafa137a9d7d29c3c925dccc9,-0.0004978288426217593,01409364e89285c4c9d7f409b160186f799e0011cbffdcddde9b4f5346750ede,a991981875f94c09021d0bad2d2e4f1c997a65f78d92c6331a0125954f2728ba,4417d2e9ade9586c5a1babddc6bd5c9e3356dd209d4f38be20b550cd57f8ea8f,f94fbefbc32882ccb1fd82fdf912002cf400e208c0f1dfc7b45257ae02775c2b,a7e2796723b2bf4fc218c66d9456c8d1ddf3beca4f3f0cf14a1fe0be03398309,98a6289bcda8bcc76f24b6a8b9b7d44cf5057827ee1384accc44c213c3fa5dee,0.020455822413141492,7.969304739647042,7.977192286592354,0,e90c131281a1e453219a0a3198c022843f8ac376f40314711a54dc777b2cbfb7,7.407163850432577,True
before_step_0320.npz,d2b608dbe7104095c8b36c7f242c50d60cc881130d35018739ad56567b105589,CDR_reciprocal_with_epsilon,CDR,1e-12,0x1.19799812dea11p-40,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.0005439375476625798,01409364e89285c4c9d7f409b160186f799e0011cbffdcddde9b4f5346750ede,318e547042ef32decb26c76e2abfcf30fe3c01d1a74bbe9d2dfdfd5e703e96cb,1a8422671a6ce0a147d090408e7eab2da8eba5db72b2c81d0faa8b53632b8582,3be1e0f866ad7694336edcf9b94b4aa8b475fa34eb14782c175f08ea64deefab,d130000264f873d313c24cea0c019f79b5790c6ce9e2cf1f182d36acd79a196d,a4a3f0de83bb70c2b2d7bbb5133d24335ff2515ba305601356206f2c344e0ffb,0.01844363381128708,7.618744433165343,7.6266319801106555,1,,,True
before_step_0320.npz,d2b608dbe7104095c8b36c7f242c50d60cc881130d35018739ad56567b105589,CDR_reciprocal_without_epsilon,CDR,0.0,0x0.0p+0,True,a29efb7395eef645d4ff735de796eb634e9261102c9806cc112c0193fdd6410b,0.0005439375476625798,01409364e89285c4c9d7f409b160186f799e0011cbffdcddde9b4f5346750ede,318e547042ef32decb26c76e2abfcf30fe3c01d1a74bbe9d2dfdfd5e703e96cb,12c66b70322fb4bb024185835d7c919b5ae07c314f4466d892966a798a286fad,5912ec036a66eb0617fbcc0e244878f8b1130a07204c4112de8813786def3fa8,2dc6bbbcba2295878f1c3076b0dec0809f328a57fad58eddf1b7736f9c6a909d,c85b53f6516b13588d9455de2a01dba280715ed4b84ed827b01bede030fa151d,0.01844363381128708,7.618744433167949,7.626631980113261,1,,,True
before_step_0320.npz,d2b608dbe7104095c8b36c7f242c50d60cc881130d35018739ad56567b105589,CNI_reciprocal_with_epsilon,CNI,1e-12,0x1.19799812dea11p-40,False,3ae59ac013955cf72af680bbe7ff9014af42406cafa137a9d7d29c3c925dccc9,-0.0004978288426217593,01409364e89285c4c9d7f409b160186f799e0011cbffdcddde9b4f5346750ede,a991981875f94c09021d0bad2d2e4f1c997a65f78d92c6331a0125954f2728ba,0bd8cb44bc7f4c955e3a964d0be2a4f9d53de99b026bcf883e46430cd8aae493,9b5a319081622e6e82da42c5e38c8f335fa42843c5075414e535d050f1190426,7f41e2525cceb7018e65f58d0ae1e30e864dfa9f6b142130f829120f1c8040e3,3945a20dac80b0a27e9111d86837fd854e95a83789cf8d730e5b5c8a463f92e8,0.020455822413141492,7.9693047396444125,7.977192286589725,0,e90c131281a1e453219a0a3198c022843f8ac376f40314711a54dc777b2cbfb7,7.407163850432577,True
before_step_0320.npz,d2b608dbe7104095c8b36c7f242c50d60cc881130d35018739ad56567b105589,CNI_reciprocal_without_epsilon,CNI,0.0,0x0.0p+0,False,3ae59ac013955cf72af680bbe7ff9014af42406cafa137a9d7d29c3c925dccc9,-0.0004978288426217593,01409364e89285c4c9d7f409b160186f799e0011cbffdcddde9b4f5346750ede,a991981875f94c09021d0bad2d2e4f1c997a65f78d92c6331a0125954f2728ba,4417d2e9ade9586c5a1babddc6bd5c9e3356dd209d4f38be20b550cd57f8ea8f,f94fbefbc32882ccb1fd82fdf912002cf400e208c0f1dfc7b45257ae02775c2b,a7e2796723b2bf4fc218c66d9456c8d1ddf3beca4f3f0cf14a1fe0be03398309,98a6289bcda8bcc76f24b6a8b9b7d44cf5057827ee1384accc44c213c3fa5dee,0.020455822413141492,7.969304739647042,7.977192286592354,0,e90c131281a1e453219a0a3198c022843f8ac376f40314711a54dc777b2cbfb7,7.407163850432577,True
