build_time_s,candidate_remainder,completed_steps,cutoff,execution_time_s,failure_category,failure_message,h,interval_precision_bits,no_refinement,order,protocol,requested_horizon,requested_steps,revalidate_refinement,sensitivity_label,source,status,stdout_log,system,tool,variant
1.715154197998345,1e-07,0,1e-15,0.0031181923113763332,first_picard_inclusion_failed,Flowpipe::advance fixed-step/fixed-order first Picard image was not a subset; state=0 source_line=1120,0.01,53,False,2,native_representation,1.0,100,False,candidate=1e-07,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r1e-07_c1e-15_p53/repair.cpp,failed,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r1e-07_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7148178280331194,1e-06,0,1e-15,0.0030093477107584476,first_picard_inclusion_failed,Flowpipe::advance fixed-step/fixed-order first Picard image was not a subset; state=0 source_line=1120,0.01,53,False,2,native_representation,1.0,100,False,candidate=1e-06,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r1e-06_c1e-15_p53/repair.cpp,failed,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r1e-06_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.694064665120095,1e-05,0,1e-15,0.003006432205438614,first_picard_inclusion_failed,Flowpipe::advance fixed-step/fixed-order first Picard image was not a subset; state=0 source_line=1120,0.01,53,False,2,native_representation,1.0,100,False,candidate=1e-05,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r1e-05_c1e-15_p53/repair.cpp,failed,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r1e-05_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7260581040754914,0.0001,100,1e-15,0.018155888188630342,,,0.01,53,False,2,native_representation,1.0,100,False,candidate=0.0001,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.713648215867579,0.001,100,1e-15,0.017976609990000725,,,0.01,53,False,2,native_representation,1.0,100,False,candidate=0.001,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.001_c1e-15_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.001_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7185347941704094,0.01,100,1e-15,0.018347409088164568,,,0.01,53,False,2,native_representation,1.0,100,False,candidate=0.01,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.01_c1e-15_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.01_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7305082250386477,0.0001,100,0.0,0.01757087279111147,,,0.01,53,False,2,native_representation,1.0,100,False,cutoff=0.0,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c0_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c0_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.689675868023187,0.0001,100,1e-16,0.018693292047828436,,,0.01,53,False,2,native_representation,1.0,100,False,cutoff=1e-16,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-16_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-16_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7024194840341806,0.0001,100,1e-15,0.018063932191580534,,,0.01,53,False,2,native_representation,1.0,100,False,cutoff=1e-15,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.716848447918892,0.0001,100,1e-12,0.018069363199174404,,,0.01,53,False,2,native_representation,1.0,100,False,cutoff=1e-12,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-12_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-12_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.6944502387195826,0.0001,100,1e-10,0.01809583092108369,,,0.01,53,False,2,native_representation,1.0,100,False,cutoff=1e-10,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-10_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-10_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7165334541350603,0.0001,100,1e-15,0.016708545852452517,,,0.01,53,True,2,native_representation,1.0,100,False,refinement=disabled,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_no_refinement_diagnostic_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_no_refinement_diagnostic_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_no_refinement_diagnostic
1.7158013912849128,0.0001,100,1e-15,0.018267048057168722,,,0.01,53,False,2,native_representation,1.0,100,False,refinement=native,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p53/run.stdout.txt,riccati,flowstar,flowstar_stock
1.7059361361898482,0.0001,100,1e-15,0.018783962819725275,,,0.01,256,False,2,native_representation,1.0,100,False,precision=256,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p256/repair.cpp,success,/srv/local/shengenli/torch_tm_flowpipe_three_way_repair/experiments/three_way_comparison_repair/results/20260728T140456Z/logs/flowstar/flowstar_stock_native_representation_riccati_h0.01_T1_o2_r0.0001_c1e-15_p256/run.stdout.txt,riccati,flowstar,flowstar_stock
