run_id,timestamp,tool,tool_variant,protocol,system,h,requested_horizon,step_index,absolute_time,state_index,interval_kind,lower,upper,width,exact_lower,exact_upper,lower_error,upper_error,exact_width,inflation_ratio,native_validation_status,analytic_reference_status,sampled_trajectory_status,failure_category,failure_message,local_order,local_basis,carried_representation,step_policy,cutoff,configured_candidate_remainder,native_returned_remainder,postprocessed_remainder,remainder_overwrite_applied,endpoint_tightening_applied,endpoint_semantics,polynomial_width,remainder_width,build_time_s,warmup_time_s,steady_runtime_s,dtype,device,repository_sha,environment
torch_tm_flowpipe_beb2e29f7b1138c8,20260728T140517Z,torch_tm_flowpipe,torch_order1,one_step_raw_endpoint,riccati,0.05,0.05,1,0.05,0,endpoint_raw,-6.250000126250035e-05,0.10056250000126254,0.10062500000252504,0.0,0.10050251256281408,-6.250000126250035e-05,-5.998743844846943e-05,0.10050251256281408,1.0012187500251242,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),none_one_step,fixed_0.050000000000000003,,,,,False,False,raw_substitution_tau_equals_h,0.10000000000000005,0.0006250000025250026,0.0,0.011517053004354239,0.011517053004354239,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_beb2e29f7b1138c8,20260728T140517Z,torch_tm_flowpipe,torch_order1,one_step_raw_endpoint,riccati,0.05,0.05,1,0.05,0,endpoint_tightened,-6.267588251644587e-07,0.10050564082132525,0.10050626758015041,0.0,0.10050251256281408,-6.267588251644587e-07,-3.1282585111758188e-06,0.10050251256281408,1.0000373624224965,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),none_one_step,fixed_0.050000000000000003,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10000000000000005,0.0005062675801503622,0.0,0.011517053004354239,0.011517053004354239,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,1,0.01,0,endpoint_raw,-1.2500001252500047e-05,0.10011250000125255,0.10012500000250504,0.0,0.1001001001001001,-1.2500001252500047e-05,-1.2399901152440607e-05,0.1001001001001001,1.0002487500250252,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10000000000000005,0.00012500000250500041,0.0,0.011739550158381462,0.011739550158381462,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,1,0.01,0,endpoint_tightened,-2.5015065006565793e-08,0.10010022512756506,0.10010025014263006,0.0,0.1001001001001001,-2.5015065006565793e-08,-1.2502746495057782e-07,0.1001001001001001,1.0000014989248742,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10000000000000005,0.00010025014263001466,0.0,0.011739550158381462,0.011739550158381462,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,2,0.02,0,endpoint_raw,-2.50281433256289e-05,0.10022525326989072,0.10025028141321635,0.0,0.10020040080160321,-2.50281433256289e-05,-2.4852468287511753e-05,0.10020040080160321,1.0004978085038991,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10012500000250509,0.00012528141071126592,0.0,,0.01165280258283019,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,2,0.02,0,endpoint_tightened,-1.2525100850855976e-05,0.10021295101618273,0.10022547611703359,0.0,0.10020040080160321,-1.2525100850855976e-05,-1.255021457952088e-05,0.10020040080160321,1.0002502516479952,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10012500000250509,0.00010047611452849352,0.0,,0.01165280258283019,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,3,0.03,0,endpoint_raw,-3.7584521319401776e-05,0.10033826066181467,0.10037584518313407,0.0,0.10030090270812438,-3.7584521319401776e-05,-3.7357953690295154e-05,0.10030090270812438,1.0007471764758467,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10025028141321639,0.00012556376991768343,0.0,,0.011650113854557276,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,3,0.03,0,endpoint_tightened,-2.505332783855577e-05,0.10032593093641715,0.1003509842642557,0.0,0.10030090270812438,-2.505332783855577e-05,-2.502822829276996e-05,0.10030090270812438,1.0004993131146294,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10025028141321639,0.00010070285103930969,0.0,,0.011650113854557276,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,4,0.04,0,endpoint_raw,-5.0169230762708116e-05,0.1004515230367844,0.1005016922675471,0.0,0.10040160642570281,-5.0169230762708116e-05,-4.991661108158518e-05,0.10040160642570281,1.0009968549847692,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10037584518313411,0.0001258470844129956,0.0,,0.011666239239275455,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,4,0.04,0,endpoint_tightened,-3.760979113027211e-05,0.10043916574761881,0.10047677553874908,0.0,0.10040160642570281,-3.760979113027211e-05,-3.755932191600031e-05,0.10040160642570281,1.0007486843659408,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10037584518313411,0.00010093035561496678,0.0,,0.011666239239275455,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,5,0.05,0,endpoint_raw,-6.278236761573151e-05,0.10056504125844155,0.10062782362605728,0.0,0.10050251256281408,-6.278236761573151e-05,-6.252869562747843e-05,0.10050251256281408,1.00124684507927,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10050169226754714,0.00012613135851014331,0.0,,0.011796820908784866,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,5,0.05,0,endpoint_tightened,-5.019458625705994e-05,0.10055265631301756,0.10060285089927462,0.0,0.10050251256281408,-5.019458625705994e-05,-5.014375020348516e-05,0.10050251256281408,1.0009983664477824,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10050169226754714,0.00010115863172747251,0.0,,0.011796820908784866,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,6,0.06,0,endpoint_raw,-7.542402827238579e-05,0.10067881619433137,0.10075424022260376,0.0,0.1006036217303823,-7.542402827238579e-05,-7.519446394907425e-05,0.1006036217303823,1.0014971478126813,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10062782362605732,0.0001264165965464293,0.0,,0.011699190363287926,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,6,0.06,0,endpoint_tightened,-6.280780918128309e-05,0.10066640349974451,0.1007292113089258,0.0,0.1006036217303823,-6.280780918128309e-05,-6.278176936221069e-05,0.1006036217303823,1.0012483604107223,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10062782362605732,0.00010138768286847133,0.0,,0.011699190363287926,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,7,0.07,0,endpoint_raw,-8.80943095627678e-05,0.10079284871592471,0.10088094302548747,0.0,0.10070493454179255,-8.80943095627678e-05,-8.791417413216152e-05,0.10070493454179255,1.0017477642430905,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.1007542402226038,0.00012670280288368385,0.0,,0.011683914344757795,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,7,0.07,0,endpoint_tightened,-7.544955629905038e-05,0.10078040817885413,0.10085585773515318,0.0,0.10070493454179255,-7.544955629905038e-05,-7.547363706157662e-05,0.10070493454179255,1.001498667310071,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.1007542402226038,0.00010161751254937759,0.0,,0.011683914344757795,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,8,0.08,0,endpoint_raw,-0.0001007933087556268,0.10090713969864033,0.10100793300739595,0.0,0.10080645161290323,-0.0001007933087556268,-0.00010068808573709953,0.10080645161290323,1.0019986954333677,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10088094302548752,0.0001269899819084311,0.0,,0.011677661910653114,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,8,0.08,0,endpoint_tightened,-8.81199244426686e-05,0.10089467122534636,0.10098279114978903,0.0,0.10080645161290323,-8.81199244426686e-05,-8.821961244312448e-05,0.10080645161290323,1.0017492882059071,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10088094302548752,0.0001018481243015101,0.0,,0.011677661910653114,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,9,0.09,0,endpoint_raw,-0.0001135211235608507,0.10102169002186721,0.10113521114542806,0.0,0.10090817356205853,-0.0001135211235608507,-0.00011351645980868519,0.10090817356205853,1.0022499424511921,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.101007933007396,0.00012727813803205718,0.0,,0.011169704608619213,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,9,0.09,0,endpoint_tightened,-0.00010081901088311202,0.10100919351818911,0.10111001252907223,0.0,0.10090817356205853,-0.00010081901088311202,-0.00010101995613058523,0.10090817356205853,1.0020002241631059,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.101007933007396,0.0001020795216762276,0.0,,0.011169704608619213,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,10,0.1,0,endpoint_raw,-0.00012627785213196912,0.10113650056898711,0.10126277842111908,0.0,0.10101010101010102,-0.00012627785213196912,-0.00012639955888608945,0.10101010101010102,1.0025015063690788,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.1011352111454281,0.0001275672756909793,0.0,,0.011919626966118813,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,10,0.1,0,endpoint_tightened,-0.0001135469133325087,0.10112397594034066,0.10123752285367317,0.0,0.10101010101010102,-0.0001135469133325087,-0.00011387493023963524,0.10101010101010102,1.0022514762513643,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.1011352111454281,0.00010231170824506545,0.0,,0.011919626966118813,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,11,0.11,0,endpoint_raw,-0.00013906359306867358,0.10125157222739727,0.10139063582046594,0.0,0.10111223458038424,-0.00013906359306867358,-0.00013933764701302975,0.10111223458038424,1.002753388264408,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10126277842111912,0.00012785739934681632,0.0,,0.012005921918898821,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,11,0.11,0,endpoint_tightened,-0.00012630372994664374,0.10123901937877235,0.10136532310871899,0.0,0.10111223458038424,-0.00012630372994664374,-0.0001267847983881104,0.10111223458038424,1.0025030455452306,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10126277842111912,0.00010254468759987317,0.0,,0.012005921918898821,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,12,0.12,0,endpoint_raw,-0.00015187844541935479,0.10136690588853318,0.10151878433395253,0.0,0.10121457489878544,-0.00015187844541935479,-0.00015233098974774817,0.10121457489878544,1.003005589219451,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10139063582046598,0.00012814851348656102,0.0,,0.011863265186548233,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,12,0.12,0,endpoint_tightened,-0.00013908955932747942,0.10135432472449145,0.10149341428381893,0.0,0.10121457489878544,-0.00013908955932747942,-0.00013974982570601202,0.10121457489878544,1.002754933124131,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10139063582046598,0.00010277846335295339,0.0,,0.011863265186548233,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,13,0.13,0,endpoint_raw,-0.0001647225086836575,0.10148250244789167,0.10164722495657533,0.0,0.10131712259371835,-0.0001647225086836575,-0.00016537985417332257,0.10131712259371835,1.0032581103213984,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10151878433395257,0.000128440622622753,0.0,,0.011901894118636847,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,13,0.13,0,endpoint_tightened,-0.00015190450052569287,0.1014698928725641,0.1016217973730898,0.0,0.10131712259371835,-0.00015190450052569287,-0.00015277027884574856,0.10131712259371835,1.003007140072396,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10151878433395257,0.00010301303913720156,0.0,,0.011901894118636847,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,14,0.14,0,endpoint_raw,-0.0001775958828150526,0.10159836280505397,0.10177595868786901,0.0,0.10141987829614606,-0.0001775958828150526,-0.00017848450890790846,0.10141987829614606,1.0035109526623884,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,False,raw_substitution_tau_equals_h,0.10164722495657537,0.00012873373129365374,0.0,,0.011803201399743557,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
torch_tm_flowpipe_33f4e89cc2fa2f37,20260728T140517Z,torch_tm_flowpipe,torch_order1_common_box_raw,common_box_raw_endpoint_carry,riccati,0.01,1.0,14,0.14,0,endpoint_tightened,-0.00016474865304323086,0.10158572472213838,0.10175047337518162,0.0,0.10141987829614606,-0.00016474865304323086,-0.00016584642599232202,0.10141987829614606,1.0032596674792906,validated,passed,not_checked,,,1,complete_total_degree_1(state_generators),componentwise_box_from_raw_endpoint,fixed_0.01,,,,,False,True,endpoint_tightened_fixed_time_residual,0.10164722495657537,0.00010324841860624721,0.0,,0.011803201399743557,float64,cpu,04f1f1a5d277f77ab09bad903f05f645a4778419,py11
