segment_index,physical_time,state,enclosure_kind,torch_width_median,xiangru_width_median,torch_over_xiangru_ratio_median,torch_width_max,xiangru_width_max,maximum_lower_abs_difference,maximum_upper_abs_difference
3,0.30000000000000004,x3,tube,0.17992174866054345,0.17539832581844522,1.0257892857233168,0.18169180741390226,0.17724314548656595,0.004760021326690234,0.00019434783268813816
3,0.30000000000000004,x4,tube,0.11107636213359051,0.1078939529396627,1.0259315552843522,0.11596785371413454,0.11139919325061154,0.009642089242530738,0.0038869564669852252
3,0.30000000000000004,u1,tube,0.306278366921803,0.30627836690252064,1.0000000000629687,0.31123684400552953,0.3112368439862152,9.656275778979762e-12,9.666933920016163e-12
4,0.4,x1,endpoint,0.01954976531499994,0.0195854663072432,0.9981776395888495,0.01959031963077479,0.019625930118720547,2.1581077722099273e-06,3.401587820750507e-05
4,0.4,x2,endpoint,0.025147440754741845,0.02529676037039119,0.9941107571505106,0.025182592791751057,0.025332071035655046,1.7211939300820767e-05,0.0001333988498690708
4,0.4,x3,endpoint,0.12049517182171318,0.12049517179401636,1.0000000002298601,0.12119525253919157,0.12119525251148408,1.3862327952196551e-11,1.3862133663167242e-11
4,0.4,x4,endpoint,0.05436999489211519,0.05436999486689148,1.0000000004639271,0.06099485163102725,0.06099485160567253,1.267708160668235e-11,1.2677636718194663e-11
4,0.4,u1,endpoint,0.30627836692588506,0.3062783669005187,1.000000000082827,0.31123684400961515,0.31123684398421503,1.269739868803299e-11,1.2709833185908792e-11
4,0.4,x1,tube,0.10491389457133374,0.10359397918628391,1.012741254551242,0.11038292065850241,0.1090539172174052,2.158107682836974e-06,0.0013309888983591422
4,0.4,x2,tube,0.07539964615268796,0.06956279907470375,1.083918381763185,0.08069581207649201,0.07497622011317429,5.1199065135842936e-05,0.006058887046249906
4,0.4,x3,tube,0.1828650485220467,0.17895218991805995,1.0218695168641192,0.18541835657085806,0.18162080048547066,0.004179760183072284,0.00019434783690887303
4,0.4,x4,tube,0.09963920098555196,0.09648320783007858,1.0290495896546195,0.10553486263586187,0.10164790615186137,0.009642089246308494,0.0038869564707898485
4,0.4,u1,tube,0.30627836692612664,0.3062783669005187,1.0000000000836158,0.31123684400985674,0.31123684398421503,1.2819967309951608e-11,1.283240180782741e-11
5,0.5,x1,endpoint,0.02122599722924029,0.021268703111927273,0.9979851514557403,0.021278665298443522,0.021320913913138173,1.306023485303509e-06,4.448854740340957e-05
5,0.5,x2,endpoint,0.026784846004968943,0.02694833264612323,0.9939382237510721,0.02683121470266059,0.026994846980827325,1.7388972045506712e-05,0.00014769083951449158
5,0.5,x3,endpoint,0.11952370596754394,0.1195237059310546,1.0000000003052896,0.1206175820886054,0.12061758205208259,1.827006601562431e-11,1.8269967136386178e-11
5,0.5,x4,endpoint,0.05313918347825297,0.05313918345525026,1.0000000004328995,0.05561842202010692,0.055618421996937784,1.1584289083543808e-11,1.1585621351173359e-11
5,0.5,u1,endpoint,0.3062783669302105,0.3062783668985185,1.0000000001034746,0.3112368440139459,0.31123684398221485,1.5861090219004836e-11,1.587530107372004e-11
5,0.5,x1,tube,0.11040484314512797,0.10899772452001692,1.0129096199319405,0.11612715632599191,0.11470981808798802,1.3060236930817481e-06,0.0014160322143108028
5,0.5,x2,tube,0.06859027100466936,0.0625352885242198,1.0967975812362418,0.07414294713786862,0.06817645882805745,5.180495068579649e-05,0.006288817297942062
5,0.5,x3,tube,0.18336480048784465,0.18005155925146726,1.0183511326602495,0.18673959244462396,0.18359314220057266,0.003599499039765308,0.00019434784143270052
5,0.5,x4,tube,0.08839335395995951,0.08500704578780455,1.0330199396964899,0.0957835755451441,0.09189661905317398,0.009642089250256891,0.003886956474774772
5,0.5,u1,tube,0.3062783669304503,0.3062783668985185,1.0000000001042575,0.3112368440141875,0.31123684398221485,1.5983658840923454e-11,1.5997869695638656e-11
6,0.6000000000000001,x1,endpoint,0.022837070825446254,0.022878465562351777,0.9982032278318644,0.02290410328333989,0.022943467134904277,9.412102980083104e-06,5.062630423310899e-05
6,0.6000000000000001,x2,endpoint,0.028141205172270867,0.028305417175979508,0.9941844373187126,0.028196269564718546,0.028361746062260162,1.8361222216101147e-05,0.00014796386179594112
6,0.6000000000000001,x3,endpoint,0.11611413658942576,0.11611413654369412,1.0000000003938507,0.11768931820375556,0.11768931815794298,2.2908425156842327e-11,2.2908418217948423e-11
6,0.6000000000000001,x4,endpoint,0.08376702017555235,0.08376702014290208,1.0000000003897835,0.08674210642578284,0.08674210639295987,1.64112057277066e-11,1.6413204129150927e-11
6,0.6000000000000001,u1,endpoint,0.30627836693453414,0.3062783668965219,1.0000000001241158,0.3112368440182731,0.3112368439802182,1.9026558106816083e-11,1.9038992604691884e-11
6,0.6000000000000001,x1,tube,0.11488539869339773,0.11339749994104911,1.0131211189189973,0.12080284866376537,0.11930320655835563,9.412103333689137e-06,0.0014902300020760428
6,0.6000000000000001,x2,tube,0.06107766362023248,0.054866333344464224,1.1132580026921697,0.0668310933181977,0.0606705627102081,5.703500213449786e-05,0.00645596191219
6,0.6000000000000001,x3,tube,0.18235890710836786,0.17917682905821886,1.0178308873212036,0.18718404571075425,0.18392443597020497,0.0033302783178729978,0.0001943478457419462
6,0.6000000000000001,x4,tube,0.0864176923231377,0.08376702014290224,1.0336425118205819,0.09452186360488057,0.08674210639295976,0.009642089249519592,0.003886956473958203
6,0.6000000000000001,u1,tube,0.3062783669347757,0.30627836689652366,1.0000000001249045,0.3112368440185147,0.3112368439802182,1.91491267287347e-11,1.9161561226610502e-11
7,0.7000000000000001,x1,endpoint,0.02436713635017418,0.0243939539690717,0.9989444187219083,0.024449092853729246,0.02447114514150056,2.404100310562929e-05,4.953752393982436e-05
7,0.7000000000000001,x2,endpoint,0.029172467338412222,0.029321193097127496,0.9949000668831545,0.02923658747494673,0.02938696334751023,1.9874782454132323e-05,0.00013535790967778016
7,0.7000000000000001,x3,endpoint,0.1102664636874074,0.11026646363197898,1.0000000005026772,0.11241046088468926,0.11241046082911227,2.7788469442180386e-11,2.7788521483884665e-11
7,0.7000000000000001,x4,endpoint,0.11439485687331716,0.11439485683035394,1.000000000375576,0.11786579083192494,0.11786579078878123,2.157152234616433e-11,2.1573631769911117e-11
7,0.7000000000000001,u1,endpoint,0.30627836693885957,0.3062783668945199,1.000000000144769,0.3112368440226039,0.31123684397821805,2.218847328094853e-11,2.220446049250313e-11
7,0.7000000000000001,x1,tube,0.11830558164905261,0.1167413834267019,1.0133988297602619,0.12436107561499149,0.12278263699604507,2.40410036280031e-05,0.0015543976153184202
7,0.7000000000000001,x2,tube,0.052921021905245336,0.04659869757395835,1.1356646711876266,0.058802476161959216,0.05250288293146088,7.021392226758127e-05,0.006561791868743394
7,0.7000000000000001,x3,tube,0.1821344586189541,0.17745020935555472,1.0263140323520639,0.1880003611533698,0.18323900418545752,0.004844874376479638,0.00019434785088474904
7,0.7000000000000001,x4,tube,0.11697772698638914,0.114394856830354,1.0245691767659881,0.12533515933534378,0.11786579078878123,0.009642089254678576,0.00388695647911641
7,0.7000000000000001,u1,tube,0.30627836693910115,0.3062783668945199,1.0000000001455578,0.31123684402284546,0.31123684397821805,2.2311041902867146e-11,2.2327029114421748e-11
8,0.8,x1,endpoint,0.025798917966282735,0.025788329089870526,1.000320237516668,0.025894015315346235,0.025879102358695658,4.7094664259582364e-05,3.8867831559878836e-05
8,0.8,x2,endpoint,0.029852558549496977,0.029966907200625892,0.9961857949337972,0.029917438716907774,0.030032052972320922,1.9061649256357782e-05,0.00010669055190926091
8,0.8,x3,endpoint,0.10198068726154241,0.10198068719593811,1.0000000006433014,0.10478101013145807,0.10478101006562049,3.291873024169334e-11,3.2918862080677513e-11
8,0.8,x4,endpoint,0.14502269357154512,0.14502269351760586,1.0000000003719425,0.14898947523853145,0.14898947518440275,2.7064017693589904e-11,2.706612711733669e-11
8,0.8,u1,endpoint,0.3062783669431832,0.306278366892518,1.0000000001654223,0.3112368440269311,0.31123684397621787,2.5353941168759775e-11,2.5368152023474977e-11
8,0.8,x1,tube,0.1206321668419277,0.11899311813548355,1.013773854198981,0.12676139876931913,0.12510463307434289,4.709466497111042e-05,0.0016096710300051303
8,0.8,x2,tube,0.0441569571347461,0.03778736634332586,1.1553450459052304,0.05010502149922058,0.04372716766793572,8.646696425063105e-05,0.006602207979533259
8,0.8,x3,tube,0.17942599137039805,0.17333208862511945,1.0354370323680926,0.18641136331295138,0.18014825911713597,0.0063594704353412915,0.000194347856301208
8,0.8,x4,tube,0.1475377616501034,0.145022693517606,1.0193505889876426,0.1561484550662705,0.1489894751844031,0.009642089260169517,0.003886956484606352
8,0.8,u1,tube,0.3062783669434248,0.306278366892518,1.000000000166211,0.31123684402717267,0.31123684397621787,2.5476509790678392e-11,2.5490720645393594e-11
9,0.9,x1,endpoint,0.027108442580409696,0.027043308862616106,1.0024227125617775,0.027218897776298726,0.02714249933599258,8.068420889517647e-05,1.56351843750846e-05
9,0.9,x2,endpoint,0.0301505353753157,0.030206778815040747,0.9980361902374094,0.030210725940167382,0.030267395943696096,1.298909689595451e-05,6.39556279672382e-05
9,0.9,x3,endpoint,0.09125680731186453,0.0912568072355951,1.0000000008357675,0.09480096594410349,0.09480096586749145,3.830592787412712e-11,3.830610828536862e-11
9,0.9,x4,endpoint,0.1756505302702363,0.17565053020465776,1.0000000003733502,0.18011315964560176,0.1801131595798246,3.2888247680773475e-11,3.289080119373011e-11
9,0.9,u1,endpoint,0.3062783669475069,0.3062783668905178,1.0000000001860696,0.31123684403126184,0.31123684397421414,2.851763269973162e-11,2.8531843554446823e-11
9,0.9,x1,tube,0.1222684222476199,0.12018493857500165,1.0160184308007523,0.1282651262693436,0.12631710774054117,0.00014550091399048726,0.0020787470239766875
9,0.9,x2,tube,0.04076117473185609,0.03933912336190931,1.0330614835257337,0.04661525746499806,0.04525167306942335,0.0014267884906188355,0.002852908533415688
9,0.9,x3,tube,0.17428044303148643,0.16680408607479008,1.0455296578125555,0.18241705218951795,0.17465220076526927,0.007874066494460132,0.00019434786199851173
9,0.9,x4,tube,0.17809779631428055,0.1756505302046578,1.0159605745886073,0.18699928992093262,0.18011315957982438,0.009642089265992082,0.0038869564904281395
9,0.9,u1,tube,0.30627836694774846,0.3062783668905178,1.0000000001868585,0.3112368440315034,0.31123684397421414,2.8640201321650238e-11,2.865441217636544e-11
10,1.0,x1,endpoint,0.028283582084431602,0.028129348056804324,1.0053648267236257,0.028405735874634047,0.028238267951865376,0.00012716598094583698,4.030194182283453e-05
10,1.0,x2,endpoint,0.030046460221802407,0.030026670419187274,1.0006066067156096,0.030149875774547086,0.030126390634953593,3.0065792333999752e-05,9.870289648716835e-06
10,1.0,x3,endpoint,0.08601251827204871,0.08601251819504918,1.000000000895215,0.09501964263355231,0.09501964255526285,3.914460422471677e-11,3.914485402489731e-11
10,1.0,x4,endpoint,0.2062783669693905,0.2062783668915095,1.0000000003775553,0.21123684405313597,0.21123684397504622,3.904454537462243e-11,3.904732093218399e-11
10,1.0,u1,endpoint,0.3062783669518305,0.3062783668885194,1.0000000002067169,0.3112368440355926,0.31123684397221396,3.168310058754287e-11,3.169731144225807e-11
10,1.0,x1,tube,0.12314202632831434,0.12065062303542644,1.0206498563750017,0.12931541439322244,0.12676450916273468,0.00018676575225726189,0.002600528217203829
10,1.0,x2,tube,0.05062357074864515,0.04928050605520612,1.0272559917429898,0.05646738535857798,0.0551066754059899,0.0013672906055037792,9.870289986446679e-06
10,1.0,x3,tube,0.1667535495185621,0.15779998067608736,1.057267299103263,0.17601742778311225,0.16675082912988087,0.009388662553843338,0.00019434786798067094
10,1.0,x4,tube,0.2086578309789208,0.20627836689150955,1.0135813048986297,0.2179739742248772,0.2112368439750461,0.009642089272146492,0.0038869564965816616
10,1.0,u1,tube,0.3062783669520721,0.3062783668885194,1.0000000002075056,0.31123684403583063,0.31123684397221396,3.1803892852622084e-11,3.1819880064176687e-11
