plant,step,t_end_exact,metric,component,optimized_width,flowstar_width,ratio,flowstar_data_origin
brusselator,837,4824976496779654695/288230376151711744,endpoint,y,0.019316890980976886,0.020093288729997827,0.9613603447671643,REUSED_MATCHED_REFERENCE
brusselator,837,4824976496779654695/288230376151711744,tube,x,0.01620661813803015,0.016490028161739945,0.9828132480472433,REUSED_MATCHED_REFERENCE
brusselator,837,4824976496779654695/288230376151711744,tube,y,0.03646573001354714,0.037033532274104886,0.9846678881086702,REUSED_MATCHED_REFERENCE
brusselator,838,2415370552151344465/144115188075855872,endpoint,x,0.008078689303296027,0.008776074213575513,0.920535663975959,REUSED_MATCHED_REFERENCE
brusselator,838,2415370552151344465/144115188075855872,endpoint,y,0.019176458337165414,0.019941909013645454,0.961615977890769,REUSED_MATCHED_REFERENCE
brusselator,838,2415370552151344465/144115188075855872,tube,x,0.015613831128360012,0.015887722617509037,0.9827608087236377,REUSED_MATCHED_REFERENCE
brusselator,838,2415370552151344465/144115188075855872,tube,y,0.036190444914830255,0.03675450976015382,0.9846531800041834,REUSED_MATCHED_REFERENCE
brusselator,839,4836505711825723165/288230376151711744,endpoint,x,0.007776071447688826,0.008454595875127868,0.9197449011802967,REUSED_MATCHED_REFERENCE
brusselator,839,4836505711825723165/288230376151711744,endpoint,y,0.01903745058567141,0.019792371985108304,0.9618579622490477,REUSED_MATCHED_REFERENCE
brusselator,839,4836505711825723165/288230376151711744,tube,x,0.015036100495308458,0.01530068687766617,0.9827075487216251,REUSED_MATCHED_REFERENCE
brusselator,839,4836505711825723165/288230376151711744,tube,y,0.03591862156391423,0.036478979959151836,0.98463886885365,REUSED_MATCHED_REFERENCE
brusselator,840,605283789918594675/36028797018963968,endpoint,x,0.007481764847299899,0.008141352074428065,0.9189830852297954,REUSED_MATCHED_REFERENCE
brusselator,840,605283789918594675/36028797018963968,endpoint,y,0.018900035628551137,0.019644830877192376,0.9620869605191692,REUSED_MATCHED_REFERENCE
brusselator,840,605283789918594675/36028797018963968,tube,x,0.014473399771742557,0.014728896707539407,0.9826533554501697,REUSED_MATCHED_REFERENCE
brusselator,840,605283789918594675/36028797018963968,tube,y,0.035650527749989,0.03620721614690714,0.9846249323709553,REUSED_MATCHED_REFERENCE
brusselator,841,4848034926871791635/288230376151711744,endpoint,x,0.0071957024925699,0.00783632309366561,0.9182498483742271,REUSED_MATCHED_REFERENCE
brusselator,841,4848034926871791635/288230376151711744,endpoint,y,0.01876435697858625,0.019499411294723767,0.9623037688149892,REUSED_MATCHED_REFERENCE
brusselator,841,4848034926871791635/288230376151711744,tube,x,0.013925675497890477,0.01417229981124879,0.9825981445042136,REUSED_MATCHED_REFERENCE
brusselator,841,4848034926871791635/288230376151711744,tube,y,0.03538639498767493,0.035939451269024314,0.9846114433631864,REUSED_MATCHED_REFERENCE
brusselator,842,2426899767197412935/144115188075855872,endpoint,x,0.006917805571827473,0.007539473810132147,0.9175448772738986,REUSED_MATCHED_REFERENCE
brusselator,842,2426899767197412935/144115188075855872,endpoint,y,0.01863054804317299,0.019356230792431983,0.9625090877949892,REUSED_MATCHED_REFERENCE
brusselator,842,2426899767197412935/144115188075855872,tube,x,0.013392848523334555,0.013630816908094479,0.982541883853006,REUSED_MATCHED_REFERENCE
brusselator,842,2426899767197412935/144115188075855872,tube,y,0.035126433278710234,0.03567589787208281,0.9845984368678625,REUSED_MATCHED_REFERENCE
brusselator,843,4859564141917860105/288230376151711744,endpoint,x,0.006647985128473921,0.0072507573093743005,0.9168676932379088,REUSED_MATCHED_REFERENCE
brusselator,843,4859564141917860105/288230376151711744,endpoint,y,0.018498736937374805,0.01921540576940206,0.9627034245007485,REUSED_MATCHED_REFERENCE
brusselator,843,4859564141917860105/288230376151711744,tube,x,0.012874816291042035,0.013104345974605802,0.98248446095604,REUSED_MATCHED_REFERENCE
brusselator,843,4859564141917860105/288230376151711744,tube,y,0.03487083634154464,0.035416755401636024,0.9845858533933867,REUSED_MATCHED_REFERENCE
brusselator,844,1216332187360223585/72057594037927936,endpoint,x,0.006386140632964943,0.006970111707219895,0.9162178313942869,REUSED_MATCHED_REFERENCE
brusselator,844,1216332187360223585/72057594037927936,endpoint,y,0.018369027922033432,0.019077026060037916,0.9628873947240875,REUSED_MATCHED_REFERENCE
brusselator,844,1216332187360223585/72057594037927936,tube,x,0.012371451912496778,0.012592759725287561,0.9824257892933211,REUSED_MATCHED_REFERENCE
brusselator,844,1216332187360223585/72057594037927936,tube,y,0.034619763290313355,0.035162185239446586,0.9845737133389333,REUSED_MATCHED_REFERENCE
brusselator,845,4871093356963928575/288230376151711744,endpoint,x,0.0061321651709766445,0.0066974715721973,0.9155940573801957,REUSED_MATCHED_REFERENCE
brusselator,845,4871093356963928575/288230376151711744,endpoint,y,0.018241518363446563,0.018941181908168403,0.9630612520320018,REUSED_MATCHED_REFERENCE
brusselator,845,4871093356963928575/288230376151711744,tube,x,0.011882610271791993,0.012095917715771398,0.9823653360586868,REUSED_MATCHED_REFERENCE
brusselator,845,4871093356963928575/288230376151711744,tube,y,0.03437335620698656,0.03491233815928663,0.9845618488844553,REUSED_MATCHED_REFERENCE
brusselator,846,2438428982243481405/144115188075855872,endpoint,x,0.005885940869454487,0.006432748444544445,0.914996275728192,REUSED_MATCHED_REFERENCE
brusselator,846,2438428982243481405/144115188075855872,endpoint,y,0.01811629310537599,0.018807943411361272,0.9632256280839575,REUSED_MATCHED_REFERENCE
brusselator,846,2438428982243481405/144115188075855872,tube,x,0.01140812384993073,0.011613647557230822,0.9823032594809431,REUSED_MATCHED_REFERENCE
brusselator,846,2438428982243481405/144115188075855872,tube,y,0.0341317349371999,0.03466733428139834,0.98455031644917,REUSED_MATCHED_REFERENCE
brusselator,847,4882622572009997045/288230376151711744,endpoint,x,0.005647340288141178,0.006175844463679581,0.9144239822348896,REUSED_MATCHED_REFERENCE
brusselator,847,4882622572009997045/288230376151711744,endpoint,y,0.01799341243252428,0.018677373405671105,0.9633802377726651,REUSED_MATCHED_REFERENCE
brusselator,847,4882622572009997045/288230376151711744,tube,x,0.010947804867311228,0.011145759247109033,0.9822394889922685,REUSED_MATCHED_REFERENCE
brusselator,847,4882622572009997045/288230376151711744,tube,y,0.033895084606138326,0.034427276489236824,0.984541563046241,REUSED_MATCHED_REFERENCE
brusselator,848,305524198720814455/18014398509481984,endpoint,x,0.005416229877196699,0.0059266533081872574,0.9138766173001136,REUSED_MATCHED_REFERENCE
brusselator,848,305524198720814455/18014398509481984,endpoint,y,0.017872940690167205,0.018549515519889592,0.9635260107469149,REUSED_MATCHED_REFERENCE
brusselator,848,305524198720814455/18014398509481984,tube,x,0.0105014496336851,0.010692046813947309,0.9821739295030412,REUSED_MATCHED_REFERENCE
brusselator,848,305524198720814455/18014398509481984,tube,y,0.03366341879506507,0.03419223903139734,0.984533910287458,REUSED_MATCHED_REFERENCE
brusselator,849,4894151787056065515/288230376151711744,endpoint,x,0.005192469285384138,0.00568505914470635,0.9133536086812944,REUSED_MATCHED_REFERENCE
brusselator,849,4894151787056065515/288230376151711744,endpoint,y,0.017754911921463723,0.018424380492414016,0.9636639847279567,REUSED_MATCHED_REFERENCE
brusselator,849,4894151787056065515/288230376151711744,tube,x,0.01006883852011109,0.010252287967007945,0.982106487109297,REUSED_MATCHED_REFERENCE
brusselator,849,4894151787056065515/288230376151711744,tube,y,0.033436734256610645,0.03396225439611378,0.984526347003535,REUSED_MATCHED_REFERENCE
brusselator,850,2449958197289549875/144115188075855872,endpoint,x,0.004975912620136913,0.0054509386318500885,0.9128542726682747,REUSED_MATCHED_REFERENCE
brusselator,850,2449958197289549875/144115188075855872,endpoint,y,0.017639369341441835,0.01830200503612467,0.9637943660612639,REUSED_MATCHED_REFERENCE
brusselator,850,2449958197289549875/144115188075855872,tube,x,0.009649737997220686,0.00982624679171773,0.9820370077977466,REUSED_MATCHED_REFERENCE
brusselator,850,2449958197289549875/144115188075855872,tube,y,0.03321507661374268,0.03373737287025591,0.9845187632563498,REUSED_MATCHED_REFERENCE
brusselator,851,4905681002102133985/288230376151711744,endpoint,x,0.004766409079221157,0.0052241609037230186,0.9123779238545958,REUSED_MATCHED_REFERENCE
brusselator,851,4905681002102133985/288230376151711744,endpoint,y,0.01752634087116789,0.018182409311961134,0.9639174088792701,REUSED_MATCHED_REFERENCE
brusselator,851,4905681002102133985/288230376151711744,tube,x,0.009243902006578986,0.009413674410975681,0.9819653413762905,REUSED_MATCHED_REFERENCE
brusselator,851,4905681002102133985/288230376151711744,tube,y,0.03299846919260041,0.03351762060109609,0.9845110900121979,REUSED_MATCHED_REFERENCE
brusselator,852,1227861402406292055/72057594037927936,endpoint,x,0.004563803887521534,0.005004588605066473,0.9119238857917903,REUSED_MATCHED_REFERENCE
brusselator,852,1227861402406292055/72057594037927936,endpoint,y,0.01741585105145438,0.01806560955123837,0.9640334029172322,REUSED_MATCHED_REFERENCE
brusselator,852,1227861402406292055/72057594037927936,tube,x,0.008851073646681806,0.009014310680417525,0.9818913459361533,REUSED_MATCHED_REFERENCE
brusselator,852,1227861402406292055/72057594037927936,tube,y,0.03278692463915078,0.03330301186353468,0.984503286774822,REUSED_MATCHED_REFERENCE
brusselator,853,4917210217148202455/288230376151711744,endpoint,x,0.004367938138692629,0.004792078585068804,0.9114913416283039,REUSED_MATCHED_REFERENCE
brusselator,853,4917210217148202455/288230376151711744,endpoint,y,0.01730788266595873,0.01795157156170557,0.9641430337430755,REUSED_MATCHED_REFERENCE
brusselator,853,4917210217148202455/288230376151711744,tube,x,0.008470986205581621,0.0086278855212914,0.9818148588871987,REUSED_MATCHED_REFERENCE
brusselator,853,4917210217148202455/288230376151711744,tube,y,0.03258040798742634,0.033093504338892465,0.9844955570068439,REUSED_MATCHED_REFERENCE
brusselator,854,2461487412335618345/144115188075855872,endpoint,x,0.004178650770510273,0.0045864832594169624,0.9110794772728477,REUSED_MATCHED_REFERENCE
brusselator,854,2461487412335618345/144115188075855872,endpoint,y,0.017202431734435475,0.017840281492911725,0.9642466539146437,REUSED_MATCHED_REFERENCE
brusselator,854,2461487412335618345/144115188075855872,tube,x,0.008103366427839598,0.008254120897682071,0.9817358539193667,REUSED_MATCHED_REFERENCE
brusselator,854,2461487412335618345/144115188075855872,tube,y,0.032378892116009084,0.03288906995183005,0.984487921471535,REUSED_MATCHED_REFERENCE
brusselator,855,4928739432194270925/288230376151711744,endpoint,x,0.003995778032784836,0.00438764977472289,0.9106875520932379,REUSED_MATCHED_REFERENCE
brusselator,855,4928739432194270925/288230376151711744,endpoint,y,0.017099495048605196,0.017731729764384863,0.9643444421846793,REUSED_MATCHED_REFERENCE
brusselator,855,4928739432194270925/288230376151711744,tube,x,0.007747929660348207,0.007892730569887985,0.9816538892012587,REUSED_MATCHED_REFERENCE
brusselator,855,4928739432194270925/288230376151711744,tube,y,0.03218234566271683,0.03268967932293698,0.9844803108893093,REUSED_MATCHED_REFERENCE
brusselator,856,616813004964663145/36028797018963968,endpoint,x,0.003819154810403791,0.00419542220681457,0.9103147721820196,REUSED_MATCHED_REFERENCE
brusselator,856,616813004964663145/36028797018963968,endpoint,y,0.01699904459146717,0.017625875561248616,0.9644368889588916,REUSED_MATCHED_REFERENCE
brusselator,856,616813004964663145/36028797018963968,tube,x,0.007404388146616647,0.0075434228535934955,0.9815687507282432,REUSED_MATCHED_REFERENCE
brusselator,856,616813004964663145/36028797018963968,tube,y,0.03199070774153556,0.0324952667721945,0.9844728454086527,REUSED_MATCHED_REFERENCE
brusselator,857,4940268647240339395/288230376151711744,endpoint,x,0.0036486148807755026,0.00400964172338536,0.9099603237605377,REUSED_MATCHED_REFERENCE
brusselator,857,4940268647240339395/288230376151711744,endpoint,y,0.01690106817341963,0.017522701891744763,0.96452409439106,REUSED_MATCHED_REFERENCE
brusselator,857,4940268647240339395/288230376151711744,tube,x,0.007072449524149094,0.00720590131392701,0.9814802085174285,REUSED_MATCHED_REFERENCE
brusselator,857,4940268647240339395/288230376151711744,tube,y,0.031803929328899194,0.03230578586579025,0.9844654286084868,REUSED_MATCHED_REFERENCE
brusselator,858,2473016627381686815/144115188075855872,endpoint,x,0.0034839913559623903,0.003830147115925997,0.9096233775135506,REUSED_MATCHED_REFERENCE
brusselator,858,2473016627381686815/144115188075855872,endpoint,y,0.016805531430214238,0.017422163979949,0.9646064317587391,REUSED_MATCHED_REFERENCE
brusselator,858,2473016627381686815/144115188075855872,tube,x,0.006751817860756237,0.0068798657983387135,0.9813880181189877,REUSED_MATCHED_REFERENCE
brusselator,858,2473016627381686815/144115188075855872,tube,y,0.03162193542479397,0.03212115827799744,0.9844581304047981,REUSED_MATCHED_REFERENCE
brusselator,859,4951797862286407865/288230376151711744,endpoint,x,0.003325117068706973,0.0036567757768233844,0.909302968418665,REUSED_MATCHED_REFERENCE
brusselator,859,4951797862286407865/288230376151711744,endpoint,y,0.016712396167844368,0.01732421442134635,0.9646842137471977,REUSED_MATCHED_REFERENCE
brusselator,859,4951797862286407865/288230376151711744,tube,x,0.006442194602993334,0.006565013886437321,0.9812918471204274,REUSED_MATCHED_REFERENCE
brusselator,859,4951797862286407865/288230376151711744,tube,y,0.03144464395121993,0.03194129939453294,0.9844509943951116,REUSED_MATCHED_REFERENCE
brusselator,860,1239390617452360525/72057594037927936,endpoint,x,0.003171826192631455,0.0034893640847215024,0.9089983491604056,REUSED_MATCHED_REFERENCE
brusselator,860,1239390617452360525/72057594037927936,endpoint,y,0.016621637895328334,0.017228824875747062,0.9647574930502972,REUSED_MATCHED_REFERENCE
brusselator,860,1239390617452360525/72057594037927936,tube,x,0.006143280798021233,0.006261041708370163,0.9811914828499706,REUSED_MATCHED_REFERENCE
brusselator,860,1239390617452360525/72057594037927936,tube,y,0.031271983801281156,0.031766140430980805,0.9844439197524384,REUSED_MATCHED_REFERENCE
brusselator,861,4963327077332476335/288230376151711744,endpoint,x,0.0030239524838056586,0.00332746854817928,0.908784693234832,REUSED_MATCHED_REFERENCE
brusselator,861,4963327077332476335/288230376151711744,endpoint,y,0.01653320436363126,0.017135932876955362,0.9648266296529056,REUSED_MATCHED_REFERENCE
brusselator,861,4963327077332476335/288230376151711744,tube,x,0.00585477570070414,0.005967365494340238,0.9811324119927154,REUSED_MATCHED_REFERENCE
brusselator,861,4963327077332476335/288230376151711744,tube,y,0.03110385346986133,0.03159557564507853,0.9844369926745172,REUSED_MATCHED_REFERENCE
brusselator,862,2484545842427755285/144115188075855872,endpoint,x,0.002881330992634712,0.0031715137075041255,0.9085034019614004,REUSED_MATCHED_REFERENCE
brusselator,862,2484545842427755285/144115188075855872,endpoint,y,0.016447047961438255,0.01704548595694222,0.9648917022949273,REUSED_MATCHED_REFERENCE
brusselator,862,2484545842427755285/144115188075855872,tube,x,0.005576379043632063,0.0056842698600908514,0.9810194063416503,REUSED_MATCHED_REFERENCE
brusselator,862,2484545842427755285/144115188075855872,tube,y,0.030940154028707756,0.031429506840272126,0.9844301466755012,REUSED_MATCHED_REFERENCE
brusselator,863,4974856292378544805/288230376151711744,endpoint,x,0.002743798546024856,0.0030210244653579577,0.9082344673099979,REUSED_MATCHED_REFERENCE
brusselator,863,4974856292378544805/288230376151711744,endpoint,y,0.016363136797679978,0.0169574476326817,0.9649528131900983,REUSED_MATCHED_REFERENCE
brusselator,863,4974856292378544805/288230376151711744,tube,x,0.0053077919592653955,0.005411140479393783,0.9809007878243134,REUSED_MATCHED_REFERENCE
brusselator,863,4974856292378544805/288230376151711744,tube,y,0.030780800610709758,0.03126784970859786,0.9844233261184514,REUSED_MATCHED_REFERENCE
brusselator,864,155644403121924345/9007199254740992,endpoint,x,0.002611193729058381,0.0028758376827342502,0.9079767417804141,REUSED_MATCHED_REFERENCE
brusselator,864,155644403121924345/9007199254740992,endpoint,y,0.016281427852754327,0.01687177087220082,0.9650100144247936,REUSED_MATCHED_REFERENCE
brusselator,864,155644403121924345/9007199254740992,tube,x,0.00504871734475193,0.005147675995709866,0.9807760529138956,REUSED_MATCHED_REFERENCE
brusselator,864,155644403121924345/9007199254740992,tube,y,0.0306256956924833,0.031110507629532602,0.984416456882591,REUSED_MATCHED_REFERENCE
brusselator,865,4986385507424613275/288230376151711744,endpoint,x,0.0024833576398483603,0.002735791227086559,0.9077292211704969,REUSED_MATCHED_REFERENCE
brusselator,865,4986385507424613275/288230376151711744,endpoint,y,0.016201843872893473,0.01678836354868496,0.9650639162006098,REUSED_MATCHED_REFERENCE
brusselator,865,4986385507424613275/288230376151711744,tube,x,0.004798861018882328,0.00489357735702034,0.9806447653265087,REUSED_MATCHED_REFERENCE
brusselator,865,4986385507424613275/288230376151711744,tube,y,0.030474706292054954,0.03095733743394824,0.9844097980673227,REUSED_MATCHED_REFERENCE
brusselator,866,2496075057473823755/144115188075855872,endpoint,x,0.002360132660708558,0.0026007246801459383,0.9074903924763464,REUSED_MATCHED_REFERENCE
brusselator,866,2496075057473823755/144115188075855872,endpoint,y,0.016124330154612565,0.01670716522592741,0.9651146640717744,REUSED_MATCHED_REFERENCE
brusselator,866,2496075057473823755/144115188075855872,tube,x,0.00455793073479005,0.004648548782372086,0.9805061640042002,REUSED_MATCHED_REFERENCE
brusselator,866,2496075057473823755/144115188075855872,tube,y,0.030327721557208864,0.030808226476877643,0.9844033566804175,REUSED_MATCHED_REFERENCE
brusselator,867,4997914722470681745/288230376151711744,endpoint,x,0.002241364279862268,0.002470479296717787,0.9072588800238419,REUSED_MATCHED_REFERENCE
brusselator,867,4997914722470681745/288230376151711744,endpoint,y,0.016048843545632963,0.016628131377948385,0.9651621809361182,REUSED_MATCHED_REFERENCE
brusselator,867,4997914722470681745/288230376151711744,tube,x,0.004325638412766397,0.004412297952541611,0.9803595449112191,REUSED_MATCHED_REFERENCE
brusselator,867,4997914722470681745/288230376151711744,tube,y,0.030184640381935246,0.030663077122506266,0.9843969755983866,REUSED_MATCHED_REFERENCE
brusselator,868,1250919832498428995/72057594037927936,endpoint,x,0.0021269006620949216,0.0023448982628369586,0.9070332371357152,REUSED_MATCHED_REFERENCE
brusselator,868,1250919832498428995/72057594037927936,endpoint,y,0.015975313709706285,0.016551181332130405,0.9652068567875453,REUSED_MATCHED_REFERENCE
brusselator,868,1250919832498428995/72057594037927936,tube,x,0.004101699952562543,0.004184536474397038,0.9802041343548257,REUSED_MATCHED_REFERENCE
brusselator,868,1250919832498428995/72057594037927936,tube,y,0.03004533464445247,0.030521754931384315,0.9843907964007024,REUSED_MATCHED_REFERENCE
brusselator,869,5009443937516750215/288230376151711744,endpoint,x,0.00201659305556795,0.002223827207592677,0.906811936054573,REUSED_MATCHED_REFERENCE
brusselator,869,5009443937516750215/288230376151711744,endpoint,y,0.01590368275343801,0.016476251641683426,0.9652488381036334,REUSED_MATCHED_REFERENCE
brusselator,869,5009443937516750215/288230376151711744,tube,x,0.003885835904075041,0.003964980574532095,0.980039077375204,REUSED_MATCHED_REFERENCE
brusselator,869,5009443937516750215/288230376151711744,tube,y,0.029909688534608847,0.030384142257212865,0.9843848242090366,REUSED_MATCHED_REFERENCE
brusselator,870,2507604272519892225/144115188075855872,endpoint,x,0.001910295377074045,0.0021071144332393543,0.9065930862318041,REUSED_MATCHED_REFERENCE
brusselator,870,2507604272519892225/144115188075855872,endpoint,y,0.01583389183563133,0.01640327860139701,0.9652882341633101,REUSED_MATCHED_REFERENCE
brusselator,870,2507604272519892225/144115188075855872,tube,x,0.0036777712415226316,0.0037533514880940255,0.9798632643888692,REUSED_MATCHED_REFERENCE
brusselator,870,2507604272519892225/144115188075855872,tube,y,0.02977758526672325,0.03025012096610835,0.9843790476106022,REUSED_MATCHED_REFERENCE
brusselator,871,5020973152562818685/288230376151711744,endpoint,x,0.0018078649506958477,0.0019946106806561503,0.9063748470960407,REUSED_MATCHED_REFERENCE
brusselator,871,5020973152562818685/288230376151711744,endpoint,y,0.015765890400806448,0.016332209492259775,0.9653250166965027,REUSED_MATCHED_REFERENCE
brusselator,871,5020973152562818685/288230376151711744,tube,x,0.003477236339279599,0.0035493753611983703,0.979675572578941,REUSED_MATCHED_REFERENCE
brusselator,871,5020973152562818685/288230376151711744,tube,y,0.029648916536790804,0.03011958386259561,0.9843733788636665,REUSED_MATCHED_REFERENCE
brusselator,872,628342220010731615/36028797018963968,endpoint,x,0.0017091623073459683,0.00188616968180233,0.9061551162845423,REUSED_MATCHED_REFERENCE
brusselator,872,628342220010731615/36028797018963968,endpoint,y,0.01569961364253869,0.016262972675752607,0.9653594060295101,REUSED_MATCHED_REFERENCE
brusselator,872,628342220010731615/36028797018963968,tube,x,0.0032839669298355134,0.0033527839199202214,0.9794746718761568,REUSED_MATCHED_REFERENCE
brusselator,872,628342220010731615/36028797018963968,tube,y,0.02952356000888967,0.0299924049565643,0.9843678775225387,REUSED_MATCHED_REFERENCE
brusselator,873,5032502367608887155/288230376151711744,endpoint,x,0.0016140513177789195,0.0017816481990977628,0.9059315518048314,REUSED_MATCHED_REFERENCE
brusselator,873,5032502367608887155/288230376151711744,endpoint,y,0.015634999253327564,0.01619550008583781,0.965391569908954,REUSED_MATCHED_REFERENCE
brusselator,873,5032502367608887155/288230376151711744,tube,x,0.003097704391753109,0.0031633146071273766,0.9792590293654514,REUSED_MATCHED_REFERENCE
brusselator,873,5032502367608887155/288230376151711744,tube,y,0.029401396304005623,0.029868462103319615,0.9843625762284532,REUSED_MATCHED_REFERENCE
brusselator,874,2519133487565960695/144115188075855872,endpoint,x,0.0015223998301486796,0.0016809061365961608,0.9057018693688293,REUSED_MATCHED_REFERENCE
brusselator,874,2519133487565960695/144115188075855872,endpoint,y,0.015571988930169312,0.016129728358782902,0.9654216477669388,REUSED_MATCHED_REFERENCE
brusselator,874,2519133487565960695/144115188075855872,tube,x,0.0029181965342174876,0.002980710773347661,0.9790270697549218,REUSED_MATCHED_REFERENCE
brusselator,874,2519133487565960695/144115188075855872,tube,y,0.02928231063723441,0.029747638267645815,0.9843574933167886,REUSED_MATCHED_REFERENCE
brusselator,875,5044031582654955625/288230376151711744,endpoint,x,0.0014340779402989279,0.0015838066141214968,0.9054627803119637,REUSED_MATCHED_REFERENCE
brusselator,875,5044031582654955625/288230376151711744,endpoint,y,0.015510523507828111,0.016065594680104045,0.9654496964893964,REUSED_MATCHED_REFERENCE
brusselator,875,5044031582654955625/288230376151711744,tube,x,0.0027451958893876527,0.002804721814135769,0.9787765316160391,REUSED_MATCHED_REFERENCE
brusselator,875,5044031582654955625/288230376151711744,tube,y,0.02916618802999693,0.029629817489964516,0.9843526049350586,REUSED_MATCHED_REFERENCE
brusselator,876,1262449047544497465/72057594037927936,endpoint,x,0.001348959847536635,0.0014902160886680615,0.9052109004824395,REUSED_MATCHED_REFERENCE
brusselator,876,1262449047544497465/72057594037927936,endpoint,y,0.015450550484070735,0.0160030443020438,0.9654757052754953,REUSED_MATCHED_REFERENCE
brusselator,876,1262449047544497465/72057594037927936,tube,x,0.002578461765401552,0.00263510333950856,0.9785049894409182,REUSED_MATCHED_REFERENCE
brusselator,876,1262449047544497465/72057594037927936,tube,y,0.02905292097554435,0.029514892508933244,0.9843478497084457,REUSED_MATCHED_REFERENCE
brusselator,877,5055560797701024095/288230376151711744,endpoint,x,0.0012669232160438804,0.001400004344969008,0.9049423457838813,REUSED_MATCHED_REFERENCE
brusselator,877,5055560797701024095/288230376151711744,endpoint,y,0.015392011138619655,0.01594201406445528,0.9654997841795959,REUSED_MATCHED_REFERENCE
brusselator,877,5055560797701024095/288230376151711744,tube,x,0.002417759640483408,0.0024716171985794677,0.9782095875821653,REUSED_MATCHED_REFERENCE
brusselator,877,5055560797701024095/288230376151711744,tube,y,0.028942396565063255,0.029402748374303123,0.9843432388231368,REUSED_MATCHED_REFERENCE
brusselator,878,2530662702612029165/144115188075855872,endpoint,x,0.0011878491871726293,0.0013130445555971648,0.9046526122126927,REUSED_MATCHED_REFERENCE
brusselator,878,2530662702612029165/144115188075855872,endpoint,y,0.01533484422561715,0.01588243731558947,0.9655220997198694,REUSED_MATCHED_REFERENCE
brusselator,878,2530662702612029165/144115188075855872,tube,x,0.002262861233278457,0.0023140315609443407,0.9778869361466265,REUSED_MATCHED_REFERENCE
brusselator,878,2530662702612029165/144115188075855872,tube,y,0.028834500273931862,0.02929326744743843,0.984338818660986,REUSED_MATCHED_REFERENCE
brusselator,879,5067090012747092565/288230376151711744,endpoint,x,0.0011116224038053013,0.0012292133383693948,0.9043364313634255,REUSED_MATCHED_REFERENCE
brusselator,879,5067090012747092565/288230376151711744,endpoint,y,0.0152789939404121,0.015824254559940965,0.9655427295192034,REUSED_MATCHED_REFERENCE
brusselator,879,5067090012747092565/288230376151711744,tube,x,0.0021135445716521928,0.002162120983634497,0.9775329815722672,REUSED_MATCHED_REFERENCE
brusselator,879,5067090012747092565/288230376151711744,tube,y,0.02872912403535688,0.029186340117540066,0.9843345866476622,REUSED_MATCHED_REFERENCE
brusselator,880,317053413766882925/18014398509481984,endpoint,x,0.001038130958427086,0.001148390765948304,0.9039875530258474,REUSED_MATCHED_REFERENCE
brusselator,880,317053413766882925/18014398509481984,endpoint,y,0.015224409394881455,0.015767412744381204,0.9655616708775985,REUSED_MATCHED_REFERENCE
brusselator,880,317053413766882925/18014398509481984,tube,x,0.001969593968247252,0.0020156664198214824,0.977142819307219,REUSED_MATCHED_REFERENCE
brusselator,880,317053413766882925/18014398509481984,tube,y,0.028626165762597022,0.02908186414565961,0.9843304961201877,REUSED_MATCHED_REFERENCE
brusselator,881,5078619227793161035/288230376151711744,endpoint,x,0.0009672663888956601,0.0010704603603054474,0.9035985121575714,REUSED_MATCHED_REFERENCE
brusselator,881,5078619227793161035/288230376151711744,endpoint,y,0.015171043465066258,0.015711863645115898,0.9655788649732996,REUSED_MATCHED_REFERENCE
brusselator,881,5078619227793161035/288230376151711744,tube,x,0.0018308000350002462,0.0018744552027263328,0.9767104769094553,REUSED_MATCHED_REFERENCE
brusselator,881,5078619227793161035/288230376151711744,tube,y,0.028525528231064357,0.028979743099868394,0.9843264701402373,REUSED_MATCHED_REFERENCE
brusselator,882,2542191917658097635/144115188075855872,endpoint,x,0.0008989235743131485,0.000995309000443867,0.9031602988742847,REUSED_MATCHED_REFERENCE
brusselator,882,2542191917658097635/144115188075855872,endpoint,y,0.015118831811620215,0.015657535784169507,0.9655945878090251,REUSED_MATCHED_REFERENCE
brusselator,882,2542191917658097635/144115188075855872,tube,x,0.0016969595822500794,0.001738280934229397,0.9762286111723155,REUSED_MATCHED_REFERENCE
brusselator,882,2542191917658097635/144115188075855872,tube,y,0.028427098012802077,0.028879858311061657,0.9843226274387169,REUSED_MATCHED_REFERENCE
brusselator,883,5090148442839229505/288230376151711744,endpoint,x,0.0008330009201246158,0.0009228271850493242,0.9026618782151424,REUSED_MATCHED_REFERENCE
brusselator,883,5090148442839229505/288230376151711744,endpoint,y,0.01506772976102111,0.01560438390472818,0.9656087579629169,REUSED_MATCHED_REFERENCE
brusselator,883,5090148442839229505/288230376151711744,tube,x,0.0015678758115300062,0.0016069437207315018,0.9756880662978593,REUSED_MATCHED_REFERENCE
brusselator,883,5090148442839229505/288230376151711744,tube,y,0.02833078259572952,0.02878211837949385,0.9843188823764311,REUSED_MATCHED_REFERENCE
brusselator,884,1273978262590565935/72057594037927936,endpoint,x,0.0007694000042990923,0.0008529083966523077,0.9020898461300317,REUSED_MATCHED_REFERENCE
brusselator,884,1273978262590565935/72057594037927936,endpoint,y,0.015017680022204605,0.015552345274678636,0.9656215674850956,REUSED_MATCHED_REFERENCE
brusselator,884,1273978262590565935/72057594037927936,tube,x,0.001443357931797562,0.0014802495037081198,0.975077463753143,REUSED_MATCHED_REFERENCE
brusselator,884,1273978262590565935/72057594037927936,tube,y,0.028236477927019443,0.028686415502074958,0.9843153085814096,REUSED_MATCHED_REFERENCE
