plant,step,t_end_exact,metric,component,optimized_width,flowstar_width,ratio,flowstar_data_origin
brusselator,233,1343153552866976755/288230376151711744,tube,y,0.02202355161148528,0.021989454764080207,1.0015505999476062,REUSED_MATCHED_REFERENCE
brusselator,234,674459080195005495/144115188075855872,endpoint,x,0.001115178874420919,0.0010960309667288337,1.0174702250879217,REUSED_MATCHED_REFERENCE
brusselator,234,674459080195005495/144115188075855872,endpoint,y,0.011052278318548048,0.011091140279430256,0.9964961257451336,REUSED_MATCHED_REFERENCE
brusselator,234,674459080195005495/144115188075855872,tube,x,0.002267767534183951,0.0022190718227750317,1.0219441799535913,REUSED_MATCHED_REFERENCE
brusselator,234,674459080195005495/144115188075855872,tube,y,0.02193886517315935,0.021904777964617317,1.0015561540316498,REUSED_MATCHED_REFERENCE
brusselator,235,1354682767913045225/288230376151711744,endpoint,x,0.0011367624471616544,0.0011179434745541839,1.0168335636244714,REUSED_MATCHED_REFERENCE
brusselator,235,1354682767913045225/288230376151711744,endpoint,y,0.011009100329812505,0.011048103138372234,0.9964697280545595,REUSED_MATCHED_REFERENCE
brusselator,235,1354682767913045225/288230376151711744,tube,x,0.0023098248629755957,0.002261704954409305,1.0212759442704844,REUSED_MATCHED_REFERENCE
brusselator,235,1354682767913045225/288230376151711744,tube,y,0.02185303776140657,0.0218189595209326,1.0015618636828798,REUSED_MATCHED_REFERENCE
brusselator,236,340111843859019865/72057594037927936,endpoint,x,0.0011585438639884482,0.0011400428389738981,1.016228359480949,REUSED_MATCHED_REFERENCE
brusselator,236,340111843859019865/72057594037927936,endpoint,y,0.01096533804241595,0.011004482700442075,0.9964428443306516,REUSED_MATCHED_REFERENCE
brusselator,236,340111843859019865/72057594037927936,tube,x,0.0023522499497379834,0.0023047296941858253,1.0206185808565915,REUSED_MATCHED_REFERENCE
brusselator,236,340111843859019865/72057594037927936,tube,y,0.02176602768120972,0.02173195788970972,1.0015677276604762,REUSED_MATCHED_REFERENCE
brusselator,237,1366211982959113695/288230376151711744,endpoint,x,0.0011805416144332614,0.0011623479657022484,1.0156524975892405,REUSED_MATCHED_REFERENCE
brusselator,237,1366211982959113695/288230376151711744,endpoint,y,0.010920970074222325,0.010960257556277497,0.9964154599603665,REUSED_MATCHED_REFERENCE
brusselator,237,1366211982959113695/288230376151711744,tube,x,0.0023950781425876033,0.002348182337939708,1.0199711086699688,REUSED_MATCHED_REFERENCE
brusselator,237,1366211982959113695/288230376151711744,tube,y,0.02167779226647415,0.02164373055585944,1.001573744901638,REUSED_MATCHED_REFERENCE
brusselator,238,685988295241073965/144115188075855872,endpoint,x,0.001202773766776133,0.0011848770545266896,1.0151042778498165,REUSED_MATCHED_REFERENCE
brusselator,238,685988295241073965/144115188075855872,endpoint,y,0.010875974581481707,0.0109154057918035,0.9963875634975107,REUSED_MATCHED_REFERENCE
brusselator,238,685988295241073965/144115188075855872,tube,x,0.002438344508376211,0.0023920987030890406,1.0193327328957835,REUSED_MATCHED_REFERENCE
brusselator,238,685988295241073965/144115188075855872,tube,y,0.021588287845161425,0.021554233959007796,1.0015799163272698,REUSED_MATCHED_REFERENCE
brusselator,239,1377741198005182165/288230376151711744,endpoint,x,0.0012252587133594894,0.0012076493422716328,1.014581526666286,REUSED_MATCHED_REFERENCE
brusselator,239,1377741198005182165/288230376151711744,endpoint,y,0.01083032909536108,0.01086990492700135,0.9963591372780122,REUSED_MATCHED_REFERENCE
brusselator,239,1377741198005182165/288230376151711744,tube,x,0.002482084628194825,0.0024365159046777496,1.0187024116812002,REUSED_MATCHED_REFERENCE
brusselator,239,1377741198005182165/288230376151711744,tube,y,0.021497469537882452,0.021463423395808867,1.0015862400627213,REUSED_MATCHED_REFERENCE
brusselator,240,86469112845513525/18014398509481984,endpoint,x,0.0012480159222016396,0.0012306840172853217,1.0140831478047054,REUSED_MATCHED_REFERENCE
brusselator,240,86469112845513525/18014398509481984,endpoint,y,0.010784010624807827,0.010823731922821267,0.9963301661296978,REUSED_MATCHED_REFERENCE
brusselator,240,86469112845513525/18014398509481984,tube,x,0.002526335396710877,0.002481471303862226,1.018079633957009,REUSED_MATCHED_REFERENCE
brusselator,240,86469112845513525/18014398509481984,tube,y,0.021405291323131515,0.021371252988949152,1.0015927158880185,REUSED_MATCHED_REFERENCE
brusselator,241,1389270413051250635/288230376151711744,endpoint,x,0.0012710647740265535,0.0012540007088180927,1.0136076998110661,REUSED_MATCHED_REFERENCE
brusselator,241,1389270413051250635/288230376151711744,endpoint,y,0.010736995563506824,0.010776863114570823,0.9963006349212976,REUSED_MATCHED_REFERENCE
brusselator,241,1389270413051250635/288230376151711744,tube,x,0.002571133862352859,0.002527003032314401,1.017463702842509,REUSED_MATCHED_REFERENCE
brusselator,241,1389270413051250635/288230376151711744,tube,y,0.021311705903779732,0.02127767558102356,1.0015993439991406,REUSED_MATCHED_REFERENCE
brusselator,242,697517510287142435/144115188075855872,endpoint,x,0.00129442489778836,0.001277619221188242,1.0131539008817414,REUSED_MATCHED_REFERENCE
brusselator,242,697517510287142435/144115188075855872,endpoint,y,0.010689259654822258,0.010729274146858536,0.9962705313063518,REUSED_MATCHED_REFERENCE
brusselator,242,697517510287142435/144115188075855872,tube,x,0.002616517603928392,0.0025731497625533506,1.0168539903919185,REUSED_MATCHED_REFERENCE
brusselator,242,697517510287142435/144115188075855872,tube,y,0.02121666463014993,0.02118264262826397,1.0016061264160008,REUSED_MATCHED_REFERENCE
brusselator,243,1400799628097319105/288230376151711744,endpoint,x,0.00131811664905368,0.0013015602089102574,1.0127204565951542,REUSED_MATCHED_REFERENCE
brusselator,243,1400799628097319105/288230376151711744,endpoint,y,0.010640777943115687,0.010680939680192125,0.9962398685622279,REUSED_MATCHED_REFERENCE
brusselator,243,1400799628097319105/288230376151711744,tube,x,0.002662525252528025,0.0026199514204971464,1.0162498555117485,REUSED_MATCHED_REFERENCE
brusselator,243,1400799628097319105/288230376151711744,tube,y,0.02112011740746489,0.021086103864062622,1.0016130786237962,REUSED_MATCHED_REFERENCE
brusselator,244,351641058905088335/72057594037927936,endpoint,x,0.001342160475995724,0.0013258439406469424,1.0123065278262084,REUSED_MATCHED_REFERENCE
brusselator,244,351641058905088335/72057594037927936,endpoint,y,0.010591524731903945,0.010631834261098483,0.9962086006793739,REUSED_MATCHED_REFERENCE
brusselator,244,351641058905088335/72057594037927936,tube,x,0.002709195878566828,0.002667447988226379,1.015650873240909,REUSED_MATCHED_REFERENCE
brusselator,244,351641058905088335/72057594037927936,tube,y,0.021022012608264085,0.020988008124045443,1.0016201863472542,REUSED_MATCHED_REFERENCE
brusselator,245,1412328843143387575/288230376151711744,endpoint,x,0.0013665773272120707,0.0013505018981009864,1.0119032999018283,REUSED_MATCHED_REFERENCE
brusselator,245,1412328843143387575/288230376151711744,endpoint,y,0.010541473540597757,0.01058193131735674,0.9961767114578958,REUSED_MATCHED_REFERENCE
brusselator,245,1412328843143387575/288230376151711744,tube,x,0.002756569444306245,0.002715691143208132,1.015052632623687,REUSED_MATCHED_REFERENCE
brusselator,245,1412328843143387575/288230376151711744,tube,y,0.02092229713546523,0.020888302294085115,1.001627458321002,REUSED_MATCHED_REFERENCE
brusselator,246,709046725333210905/144115188075855872,endpoint,x,0.0013913887988175055,0.001375547810528177,1.0115161306412503,REUSED_MATCHED_REFERENCE
brusselator,246,709046725333210905/144115188075855872,endpoint,y,0.010490597053286699,0.010531203425651725,0.9961441849783171,REUSED_MATCHED_REFERENCE
brusselator,246,709046725333210905/144115188075855872,tube,x,0.002804686990590499,0.002764715334807877,1.0144577835118782,REUSED_MATCHED_REFERENCE
brusselator,246,709046725333210905/144115188075855872,tube,y,0.020820915889534497,0.02078693152845812,1.0016348907018744,REUSED_MATCHED_REFERENCE
brusselator,247,1423858058189456045/288230376151711744,endpoint,x,0.0014166171544406359,0.0014010022251173537,1.0111455421292954,REUSED_MATCHED_REFERENCE
brusselator,247,1423858058189456045/288230376151711744,endpoint,y,0.010438867065571067,0.010479622258828591,0.9961110055065974,REUSED_MATCHED_REFERENCE
brusselator,247,1423858058189456045/288230376151711744,tube,x,0.0028535906952573686,0.0028145623984878188,1.013866559430524,REUSED_MATCHED_REFERENCE
brusselator,247,1423858058189456045/288230376151711744,tube,y,0.020717812041773698,0.02068383914509031,1.0016424850553651,REUSED_MATCHED_REFERENCE
brusselator,248,178702833214061285/36028797018963968,endpoint,x,0.0014422851483233412,0.001426888308278862,1.0107905012292455,REUSED_MATCHED_REFERENCE
brusselator,248,178702833214061285/36028797018963968,endpoint,y,0.01038625443687291,0.010427158543654613,0.9960771569157165,REUSED_MATCHED_REFERENCE
brusselator,248,178702833214061285/36028797018963968,tube,x,0.0029033237331790307,0.002865277402897992,1.0132784107544204,REUSED_MATCHED_REFERENCE
brusselator,248,178702833214061285/36028797018963968,tube,y,0.020612926849300273,0.02057896652865221,1.0016502442239157,REUSED_MATCHED_REFERENCE
brusselator,249,1435387273235524515/288230376151711744,endpoint,x,0.0014684161593793155,0.0014532293623115144,1.010450378626843,REUSED_MATCHED_REFERENCE
brusselator,249,1435387273235524515/288230376151711744,endpoint,y,0.010332728652830525,0.010373782006618093,0.9960425856489583,REUSED_MATCHED_REFERENCE
brusselator,249,1435387273235524515/288230376151711744,tube,x,0.0029539304548253376,0.002916906214505688,1.012692982769048,REUSED_MATCHED_REFERENCE
brusselator,249,1435387273235524515/288230376151711744,tube,y,0.02050619913537499,0.02047225301881106,1.001658152453115,REUSED_MATCHED_REFERENCE
brusselator,250,720575940379279375/144115188075855872,endpoint,x,0.0014950346297109007,0.0014800499804472622,1.0101244211084752,REUSED_MATCHED_REFERENCE
brusselator,250,720575940379279375/144115188075855872,endpoint,y,0.010278258892761905,0.010319461296544041,0.9960073105951824,REUSED_MATCHED_REFERENCE
brusselator,250,720575940379279375/144115188075855872,tube,x,0.0030054568765504053,0.0029694967029518238,1.0121098546978804,REUSED_MATCHED_REFERENCE
brusselator,250,720575940379279375/144115188075855872,tube,y,0.02039756630323364,0.020363635772215005,1.001666231482343,REUSED_MATCHED_REFERENCE
brusselator,251,1446916488281592985/288230376151711744,endpoint,x,0.0015221655026661507,0.0015073752098710425,1.0098119517279136,REUSED_MATCHED_REFERENCE
brusselator,251,1446916488281592985/288230376151711744,endpoint,y,0.010222812854164154,0.010264163935310933,0.9959713152081952,REUSED_MATCHED_REFERENCE
brusselator,251,1446916488281592985/288230376151711744,tube,x,0.0030579501532034814,0.0030230979569337846,1.011528636109776,REUSED_MATCHED_REFERENCE
brusselator,251,1446916488281592985/288230376151711744,tube,y,0.020286963087488452,0.020253049649238797,1.0016744855138855,REUSED_MATCHED_REFERENCE
brusselator,252,363170273951156805/72057594037927936,endpoint,x,0.001549834515615467,0.0015352542059177687,1.0094970003283477,REUSED_MATCHED_REFERENCE
brusselator,252,363170273951156805/72057594037927936,endpoint,y,0.010166357058505326,0.010207856252452352,0.9959345828427927,REUSED_MATCHED_REFERENCE
brusselator,252,363170273951156805/72057594037927936,tube,x,0.0031114589220577193,0.003077783994034411,1.0109412902557748,REUSED_MATCHED_REFERENCE
brusselator,252,363170273951156805/72057594037927936,tube,y,0.02017432179374623,0.020140427081054568,1.0016829192625982,REUSED_MATCHED_REFERENCE
brusselator,253,1458445703327661455/288230376151711744,endpoint,x,0.0015780684058324113,0.0015636961679910688,1.0091911959212683,REUSED_MATCHED_REFERENCE
brusselator,253,1458445703327661455/288230376151711744,endpoint,y,0.010108856772371944,0.01015050330620415,0.9958970966684232,REUSED_MATCHED_REFERENCE
brusselator,253,1458445703327661455/288230376151711744,tube,x,0.0031660335667017536,0.0031335897552767222,1.0103535605994367,REUSED_MATCHED_REFERENCE
brusselator,253,1458445703327661455/288230376151711744,tube,y,0.020059572146926996,0.020025697919289875,1.001691537931594,REUSED_MATCHED_REFERENCE
brusselator,254,732105155425347845/144115188075855872,endpoint,x,0.0016068948902693836,0.0015927232712753536,1.0088977283434066,REUSED_MATCHED_REFERENCE
brusselator,254,732105155425347845/144115188075855872,endpoint,y,0.010050276000566072,0.010092068904935303,0.9958588367991826,REUSED_MATCHED_REFERENCE
brusselator,254,732105155425347845/144115188075855872,tube,x,0.0032217262473825947,0.0031905640987279216,1.0097669715104918,REUSED_MATCHED_REFERENCE
brusselator,254,732105155425347845/144115188075855872,tube,y,0.01994264120788536,0.019908789381939407,1.0017003457767584,REUSED_MATCHED_REFERENCE
brusselator,255,1469974918373729925/288230376151711744,endpoint,x,0.0016363427102449868,0.0016223645229949124,1.0086159349837547,REUSED_MATCHED_REFERENCE
brusselator,255,1469974918373729925/288230376151711744,endpoint,y,0.009990577232609432,0.010032515266750863,0.9958197886545541,REUSED_MATCHED_REFERENCE
brusselator,255,1469974918373729925/288230376151711744,tube,x,0.003278591002195186,0.003248763721179937,1.009181117364982,REUSED_MATCHED_REFERENCE
brusselator,255,1469974918373729925/288230376151711744,tube,y,0.019823453077499664,0.019789625632991914,1.0017093524220768,REUSED_MATCHED_REFERENCE
brusselator,256,5764607523034235/1125899906842624,endpoint,x,0.0016664417626715555,0.0016526498201192008,1.0083453508326161,REUSED_MATCHED_REFERENCE
brusselator,256,5764607523034235/1125899906842624,endpoint,y,0.00992972134137382,0.009971803192986961,0.9957799155479987,REUSED_MATCHED_REFERENCE
brusselator,256,5764607523034235/1125899906842624,tube,x,0.00333668393885328,0.0033082472850996525,1.008595685661621,REUSED_MATCHED_REFERENCE
brusselator,256,5764607523034235/1125899906842624,tube,y,0.01970192861868192,0.019668127871155683,1.0017185543915346,REUSED_MATCHED_REFERENCE
brusselator,257,1481504133419798395/288230376151711744,endpoint,x,0.001697223073615195,0.0016836102843674206,1.0080854752279498,REUSED_MATCHED_REFERENCE
brusselator,257,1481504133419798395/288230376151711744,endpoint,y,0.009867668021330545,0.009909891889246403,0.9957392201259353,REUSED_MATCHED_REFERENCE
brusselator,257,1481504133419798395/288230376151711744,tube,x,0.0033960632705229976,0.0033690758270210064,1.008010340190489,REUSED_MATCHED_REFERENCE
brusselator,257,1481504133419798395/288230376151711744,tube,y,0.019577985840448342,0.019544214060969622,1.0017279681533044,REUSED_MATCHED_REFERENCE
brusselator,258,743634370471416315/144115188075855872,endpoint,x,0.0017287190246709216,0.0017152784842701663,1.0078357774110798,REUSED_MATCHED_REFERENCE
brusselator,258,743634370471416315/144115188075855872,endpoint,y,0.009804375120873843,0.009846738886643891,0.995697685674644,REUSED_MATCHED_REFERENCE
brusselator,258,743634370471416315/144115188075855872,tube,x,0.003456803778479567,0.0034313130574824546,1.0074288532028655,REUSED_MATCHED_REFERENCE
brusselator,258,743634370471416315/144115188075855872,tube,y,0.01945153916982978,0.019417798758567528,1.0017376022731395,REUSED_MATCHED_REFERENCE
brusselator,259,1493033348465866865/288230376151711744,endpoint,x,0.0017609633404359615,0.001747688251608981,1.0075957990875999,REUSED_MATCHED_REFERENCE
brusselator,259,1493033348465866865/288230376151711744,endpoint,y,0.009739798742995909,0.009782299942963313,0.9956552957673337,REUSED_MATCHED_REFERENCE
brusselator,259,1493033348465866865/288230376151711744,tube,x,0.0035189608344537993,0.0034950252602039544,1.0068484696011748,REUSED_MATCHED_REFERENCE
brusselator,259,1493033348465866865/288230376151711744,tube,y,0.019322499424993644,0.01928879291135921,1.0017474661991206,REUSED_MATCHED_REFERENCE
brusselator,260,374699488997225275/72057594037927936,endpoint,x,0.001794033827611119,0.0017808747400523406,1.0073891146091452,REUSED_MATCHED_REFERENCE
brusselator,260,374699488997225275/72057594037927936,endpoint,y,0.009673893877122808,0.009716528913482847,0.9956121124385399,REUSED_MATCHED_REFERENCE
brusselator,260,374699488997225275/72057594037927936,tube,x,0.0035826368373310657,0.003560281438728996,1.0062791099486927,REUSED_MATCHED_REFERENCE
brusselator,260,374699488997225275/72057594037927936,tube,y,0.019190774336668603,0.01915710362094103,1.00175760993905,REUSED_MATCHED_REFERENCE
