case_name,dim,order,monomial_profile,monomial_count,multiplication_pair_count,batch,operation,implementation,device,dtype,warmup,repeats,status,skip_reason,min_ms,median_ms,mean_ms,samples_per_second,speedup_vs_torch_cpu,output_shape,notes
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,poly_coeff_mul_trunc,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,tm_range_bound,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,fixed_picard_tm_step,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,interval_affine_map,torch_dense,cpu,float64,3,7,ok,,0.0599734485,0.0604167581,0.0605020406,33897879.8,1,"lo_hi=(2048,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,poly_coeff_add,torch_dense,cpu,float64,3,7,ok,,0.0538313761,0.0540250912,0.0546039747,37908311.7,1,"coeffs=(2048,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,poly_coeff_mul_trunc,torch_dense,cpu,float64,3,7,ok,,3.58483382,3.60356085,3.61990011,568326.743,1,"coeffs=(2048,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,tm_range_bound,torch_dense,cpu,float64,3,7,ok,,6.00620359,6.19329512,6.17283237,330680.189,1,"lo_hi=(2048,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,fixed_picard_tm_step,torch_dense,cpu,float64,3,7,ok,,2.13381834,2.13877764,2.14215328,957556.3,1,"coeffs=(2048,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,interval_affine_map,torch_dense,cuda,float64,3,7,ok,,0.111716799,0.115897506,0.11779022,17670785.7,0.521294719,"lo_hi=(2048,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,poly_coeff_add,torch_dense,cuda,float64,3,7,ok,,0.0179912895,0.0185687095,0.0190430188,110293071,2.90946936,"coeffs=(2048,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.0717798248,0.0725183636,0.0753933564,28241122.6,49.6917011,"coeffs=(2048,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,1.37759466,1.386052,1.38676765,1477578.04,4.46829926,"lo_hi=(2048,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.204236247,0.211133622,0.214396045,9700018.33,10.1299718,"coeffs=(2048,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,poly_coeff_add,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,poly_coeff_mul_trunc,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,tm_range_bound,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,2048,fixed_picard_tm_step,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,interval_affine_map,torch_dense,cpu,float64,3,7,ok,,0.149612315,0.150736421,0.152966274,54346520.4,1,"lo_hi=(8192,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,poly_coeff_add,torch_dense,cpu,float64,3,7,ok,,0.22934936,0.229649246,0.231409711,35671791.4,1,"coeffs=(8192,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,poly_coeff_mul_trunc,torch_dense,cpu,float64,3,7,ok,,27.4051456,27.7124066,27.7118751,295607.672,1,"coeffs=(8192,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,tm_range_bound,torch_dense,cpu,float64,3,7,ok,,17.7242951,22.9775719,21.6734149,356521.569,1,"lo_hi=(8192,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,fixed_picard_tm_step,torch_dense,cpu,float64,3,7,ok,,14.852101,15.1294013,15.1554631,541462.27,1,"coeffs=(8192,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,interval_affine_map,torch_dense,cuda,float64,3,7,ok,,0.114536844,0.115606003,0.118061368,70861372.4,1.30388058,"lo_hi=(8192,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,poly_coeff_add,torch_dense,cuda,float64,3,7,ok,,0.0192327425,0.0203894451,0.0217236312,401776505,11.2631435,"coeffs=(8192,2,15)",
