window,plant,execution_mode,stage,category,exclusive_seconds,calls,exclusive_fraction,scoped_solve_seconds,production_speed_denominator
brusselator_0101_0120,brusselator,prepared_remainder_replay,history,python_objects_and_small_tensor_validation,7.442903339397162,225790,0.274397921605301,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,other_solve,initial_remainder,0.12089502159506083,20,0.004457043326428521,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,other_solve,polynomial_multiply_truncate_range,1.8702113879844546,1160,0.06894918480387853,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,other_solve,python_objects_and_small_tensor_validation,0.3872245508246124,11880,0.014275828543734104,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,other_solve,unwrapped_dispatch_and_other,0.44558932865038514,20,0.016427565977374395,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,post_accept,fixed_plan_operation_dispatch,0.01615907670930028,6120,0.0005957375585710289,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,post_accept,plan_binding_checks,0.0010248036123812199,180,3.7781490430290525e-05,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,post_accept,plan_snapshot_and_binding,0.02256610570475459,20,0.0008319458444843535,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,post_accept,python_objects_and_small_tensor_validation,0.8244250961579382,32300,0.030394124791000097,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,post_accept,refinement_dynamic,1.0112388269044459,200,0.03728139674747373,27.12448875652626,False
brusselator_0101_0120,brusselator,prepared_remainder_replay,post_accept,refinement_fixed_polynomial,1.3406733539886773,780,0.049426677347646074,27.12448875652626,False
brusselator_0101_0120,brusselator,reference,boundary,boundary_endpoint,1.4950681123882532,40,0.03979997824897791,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,boundary,python_objects_and_small_tensor_validation,1.2258456409908831,36140,0.03263304824962492,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,candidate,candidate_polynomial,0.3315089978277683,20,0.008825050038562585,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,candidate,polynomial_multiply_truncate_range,3.634084761608392,2160,0.09674241144499476,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,candidate,python_objects_and_small_tensor_validation,0.2305980697274208,12280,0.0061387157436906545,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,history,cross_step_history,6.73647175449878,40,0.17933057837453215,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,history,python_objects_and_small_tensor_validation,7.455629549454898,225790,0.1984751674134317,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,other_solve,initial_remainder,0.1227199756540358,20,0.003266909595137787,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,other_solve,polynomial_multiply_truncate_range,1.9038890837691724,1160,0.05068313844339531,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,other_solve,python_objects_and_small_tensor_validation,0.38961902912706137,11880,0.010371988243314211,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,other_solve,unwrapped_dispatch_and_other,0.44772127410396934,20,0.011918719169575315,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,post_accept,python_objects_and_small_tensor_validation,0.8577207047492266,36900,0.022833250946798427,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,post_accept,refinement_dynamic,1.1291043069213629,200,0.030057712076082,37.56454596621916,False
brusselator_0101_0120,brusselator,reference,post_accept,refinement_fixed_polynomial,11.604564705397934,7020,0.30892333201188227,37.56454596621916,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,boundary,boundary_endpoint,4.322387801948935,40,0.1334446678127859,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,boundary,python_objects_and_small_tensor_validation,1.3018810455687344,38260,0.04019284978995844,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,candidate,candidate_polynomial,0.33342254301533103,20,0.010293722482261628,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,candidate,polynomial_multiply_truncate_range,3.64457473391667,2160,0.1125186093823167,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,candidate,python_objects_and_small_tensor_validation,0.23117735190317035,12280,0.007137116414368999,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,history,cross_step_history,8.440247738268226,40,0.26057496626817644,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,history,python_objects_and_small_tensor_validation,8.17751516867429,248579,0.2524636486170268,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,other_solve,initial_remainder,0.12182178534567356,20,0.003760992401117732,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,other_solve,polynomial_multiply_truncate_range,1.89601882500574,1160,0.058535608988068484,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,other_solve,python_objects_and_small_tensor_validation,0.34934491012245417,10908,0.01078529220870895,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,other_solve,unwrapped_dispatch_and_other,0.403575980104506,20,0.012459562878180997,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,post_accept,fixed_plan_operation_dispatch,0.016213194001466036,6120,0.0005005483975163802,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,post_accept,plan_binding_checks,0.0010336912237107754,180,3.1913050908315104e-05,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,post_accept,plan_snapshot_and_binding,0.022825504187494516,20,0.0007046896214601951,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,post_accept,python_objects_and_small_tensor_validation,0.8257495095022023,32300,0.025493286128192277,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,post_accept,refinement_dynamic,1.0132401785813272,200,0.03128166773568701,32.39086186653003,False
brusselator_0981_1000,brusselator,prepared_remainder_replay,post_accept,refinement_fixed_polynomial,1.2898319051600993,780,0.03982085782326472,32.39086186653003,False
brusselator_0981_1000,brusselator,reference,boundary,boundary_endpoint,4.380325565580279,40,0.10144766381288138,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,boundary,python_objects_and_small_tensor_validation,1.3192306170240045,38260,0.030553177412004057,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,candidate,candidate_polynomial,0.3315764577127993,20,0.007679259567971869,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,candidate,polynomial_multiply_truncate_range,3.6266811019741,2160,0.08399337439222034,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,candidate,python_objects_and_small_tensor_validation,0.23056608764454722,12280,0.005339874992354993,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,history,cross_step_history,8.651494591031224,40,0.20036727900923235,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,history,python_objects_and_small_tensor_validation,8.162261363118887,248579,0.18903671298433766,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,other_solve,initial_remainder,0.1219033938832581,20,0.002823263781462725,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,other_solve,polynomial_multiply_truncate_range,1.88680673064664,1160,0.04369815257445711,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,other_solve,python_objects_and_small_tensor_validation,0.3479228741489351,10908,0.008057840048881574,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,other_solve,unwrapped_dispatch_and_other,0.4026887365616858,20,0.00932620896696569,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,post_accept,python_objects_and_small_tensor_validation,0.8657638868317008,36900,0.020050957952254565,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,post_accept,refinement_dynamic,1.1405222727917135,200,0.026414319750671197,43.17818075791001,False
brusselator_0981_1000,brusselator,reference,post_accept,refinement_fixed_polynomial,11.71043707896024,7020,0.27121191475430445,43.17818075791001,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,boundary,boundary_endpoint,0.6309408373199403,40,0.05004206925169733,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,boundary,python_objects_and_small_tensor_validation,0.6006607334129512,17958,0.0476404509587705,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,candidate,candidate_polynomial,0.1636571348644793,20,0.012980205420226671,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,candidate,polynomial_multiply_truncate_range,1.140950369182974,880,0.0904926643041997,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,candidate,python_objects_and_small_tensor_validation,0.1188065237365663,6040,0.009422950515666008,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,history,cross_step_history,2.389781188685447,60,0.18954169498456266,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,history,python_objects_and_small_tensor_validation,2.781361556611955,85156,0.22059926921389866,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,other_solve,initial_remainder,0.11446406319737434,20,0.009078535162955505,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,other_solve,polynomial_multiply_truncate_range,0.855868523940444,680,0.06788185105802168,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,other_solve,python_objects_and_small_tensor_validation,0.2516911383718252,8400,0.01996248242536029,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,other_solve,refinement_dynamic,0.842895308509469,20,0.06685290110485066,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,other_solve,unwrapped_dispatch_and_other,0.6212485018186271,20,0.049273337073213457,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,post_accept,python_objects_and_small_tensor_validation,0.18419076735153794,6640,0.01460879783036613,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,post_accept,refinement_dynamic,0.5566761218942702,180,0.0441518814361883,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,post_accept,refinement_fixed_polynomial,1.3550156196579337,460,0.10747090926002245,12.608208388555795,False
van_der_pol_0001_0020,van_der_pol,reference,boundary,boundary_endpoint,0.6390204061754048,40,0.050265014703662445,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,boundary,python_objects_and_small_tensor_validation,0.609722871799022,17958,0.04796048579976745,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,candidate,candidate_polynomial,0.16404626658186316,20,0.012903794498786151,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,candidate,polynomial_multiply_truncate_range,1.1424450790509582,880,0.08986413914434621,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,candidate,python_objects_and_small_tensor_validation,0.11961355386301875,6040,0.009408740293078557,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,history,cross_step_history,2.4150426061823964,60,0.18996600255111176,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,history,python_objects_and_small_tensor_validation,2.8123456249013543,85156,0.22121765255278042,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,other_solve,initial_remainder,0.11512139718979597,20,0.009055389572117826,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,other_solve,polynomial_multiply_truncate_range,0.8630798538215458,680,0.06788941499133708,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,other_solve,python_objects_and_small_tensor_validation,0.2528700791299343,8400,0.0198906296618226,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,other_solve,refinement_dynamic,0.8563398388214409,20,0.06735924889678174,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,other_solve,unwrapped_dispatch_and_other,0.6275159851647913,20,0.04936008289605929,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,post_accept,python_objects_and_small_tensor_validation,0.1843503317795694,6640,0.014500901767730993,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,post_accept,refinement_dynamic,0.5574965346604586,180,0.04385238912739336,12.713025350589305,False
van_der_pol_0001_0020,van_der_pol,reference,post_accept,refinement_fixed_polynomial,1.3540149214677513,460,0.10650611354322413,12.713025350589305,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,boundary,boundary_endpoint,0.7923587490804493,40,0.0570656317240196,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,boundary,python_objects_and_small_tensor_validation,0.676971239503473,20160,0.0487554298934559,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,candidate,candidate_polynomial,0.16256514750421047,20,0.011707932611840579,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,candidate,polynomial_multiply_truncate_range,1.1294072847813368,880,0.08133984795971876,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,candidate,python_objects_and_small_tensor_validation,0.11841821111738682,6040,0.008528472781911428,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,history,cross_step_history,2.921916952356696,60,0.21043629154705967,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,history,python_objects_and_small_tensor_validation,3.340226807631552,102609,0.24056294336398712,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,other_solve,initial_remainder,0.1127770533785224,20,0.008122196924672859,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,other_solve,polynomial_multiply_truncate_range,0.8439559326507151,680,0.06078165792936471,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,other_solve,python_objects_and_small_tensor_validation,0.24787725508213043,8400,0.017852105713092252,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,other_solve,refinement_dynamic,0.8436008631251752,20,0.060756085842473016,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,other_solve,unwrapped_dispatch_and_other,0.6203579055145383,20,0.0446781408222735,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,post_accept,python_objects_and_small_tensor_validation,0.1834091329947114,6640,0.013209115252963867,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,post_accept,refinement_dynamic,0.5529737588949502,180,0.03982513844236246,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,prepared_remainder_replay,post_accept,refinement_fixed_polynomial,1.3382266848348081,460,0.09637900919080428,13.885042978450656,False
van_der_pol_0091_0110,van_der_pol,reference,boundary,boundary_endpoint,0.7864105221815407,40,0.056541457282594514,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,boundary,python_objects_and_small_tensor_validation,0.6729383394122124,20160,0.048383017900302465,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,candidate,candidate_polynomial,0.16093343263491988,20,0.01157081517859962,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,candidate,polynomial_multiply_truncate_range,1.1255197552964091,880,0.0809227818929378,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,candidate,python_objects_and_small_tensor_validation,0.11733702337369323,6040,0.008436314250153096,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,history,cross_step_history,2.9165990338660777,60,0.2096980584979082,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,history,python_objects_and_small_tensor_validation,3.3325798958539963,102609,0.23960631058133744,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,other_solve,initial_remainder,0.11418952280655503,20,0.008210014799873483,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,other_solve,polynomial_multiply_truncate_range,0.8551022820174694,680,0.061480267350464905,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,other_solve,python_objects_and_small_tensor_validation,0.25032031955197453,8400,0.01799756648175428,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,other_solve,refinement_dynamic,0.8544390415772796,20,0.061432581593523286,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,other_solve,unwrapped_dispatch_and_other,0.6159329134970903,20,0.0442844335561933,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,post_accept,python_objects_and_small_tensor_validation,0.1851905263029039,6640,0.013314855201898797,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,post_accept,refinement_dynamic,0.5583969880826771,180,0.04014770728247922,13.908564794342965,False
van_der_pol_0091_0110,van_der_pol,reference,post_accept,refinement_fixed_polynomial,1.3626751978881657,460,0.09797381814997957,13.908564794342965,False
