plant,step,t_end_exact,view,kind,component,reference_lo_hex,reference_hi_hex,optimized_lo_hex,optimized_hi_hex,bit_identical,width_ratio
van_der_pol,181,1043393961669196535/576460752303423488,common,endpoint,y,-0x1.c9a2e029c9dcdp-1,-0x1.af86481b03826p-1,-0x1.c9a2e029c9dcdp-1,-0x1.af86481b03826p-1,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,common,tube,x,0x1.569bb3fa5a00ep+0,0x1.6ae82c7916119p+0,0x1.569bb3fa5a00ep+0,0x1.6ae82c7916119p+0,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,common,tube,y,-0x1.c9dfb53b94e1ep-1,-0x1.ac36b5e24721ap-1,-0x1.c9dfb53b94e1ep-1,-0x1.ac36b5e24721ap-1,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,published,endpoint,x,0x1.5458d134b6e7ep+0,0x1.667ddc73168c2p+0,0x1.5458d134b6e7ep+0,0x1.667ddc73168c2p+0,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,published,endpoint,y,-0x1.ccd2a2af1ed37p-1,-0x1.b28d7cb849663p-1,-0x1.ccd2a2af1ed37p-1,-0x1.b28d7cb849663p-1,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,published,tube,x,0x1.5458ab434fb01p+0,0x1.68b90f8782dfap+0,0x1.5458ab434fb01p+0,0x1.68b90f8782dfap+0,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,published,tube,y,-0x1.cd0e3a2113409p-1,-0x1.af36673bca265p-1,-0x1.cd0e3a2113409p-1,-0x1.af36673bca265p-1,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,common,endpoint,x,0x1.5458d134b6e85p+0,0x1.667ddc73168bcp+0,0x1.5458d134b6e85p+0,0x1.667ddc73168bcp+0,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,common,endpoint,y,-0x1.ccd2a2af1ed30p-1,-0x1.b28d7cb84966ap-1,-0x1.ccd2a2af1ed30p-1,-0x1.b28d7cb84966ap-1,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,common,tube,x,0x1.5458ab434fb0fp+0,0x1.68b90f8782decp+0,0x1.5458ab434fb0fp+0,0x1.68b90f8782decp+0,True,1.0
van_der_pol,182,524579284596115385/288230376151711744,common,tube,y,-0x1.cd0e3a21133f8p-1,-0x1.af36673bca277p-1,-0x1.cd0e3a21133f8p-1,-0x1.af36673bca277p-1,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,published,endpoint,x,0x1.521184ed20ccbp+0,0x1.64470e8c83d87p+0,0x1.521184ed20ccbp+0,0x1.64470e8c83d87p+0,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,published,endpoint,y,-0x1.d00c81b864f4fp-1,-0x1.b59c90c03c65ap-1,-0x1.d00c81b864f4fp-1,-0x1.b59c90c03c65ap-1,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,published,tube,x,0x1.52115fc67eb9ap+0,0x1.668640cbda964p+0,0x1.52115fc67eb9ap+0,0x1.668640cbda964p+0,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,published,tube,y,-0x1.d046db7ec587ep-1,-0x1.b23dbae49983dp-1,-0x1.d046db7ec587ep-1,-0x1.b23dbae49983dp-1,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,common,endpoint,x,0x1.521184ed20cd1p+0,0x1.64470e8c83d82p+0,0x1.521184ed20cd1p+0,0x1.64470e8c83d82p+0,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,common,endpoint,y,-0x1.d00c81b864f47p-1,-0x1.b59c90c03c662p-1,-0x1.d00c81b864f47p-1,-0x1.b59c90c03c662p-1,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,common,tube,x,0x1.52115fc67eba8p+0,0x1.668640cbda957p+0,0x1.52115fc67eba8p+0,0x1.668640cbda957p+0,True,1.0
van_der_pol,183,1054923176715265005/576460752303423488,common,tube,y,-0x1.d046db7ec586bp-1,-0x1.b23dbae499850p-1,-0x1.d046db7ec586bp-1,-0x1.b23dbae499850p-1,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,published,endpoint,x,0x1.4fc5e9ed2b8d4p+0,0x1.620c781eec244p+0,0x1.4fc5e9ed2b8d4p+0,0x1.620c781eec244p+0,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,published,endpoint,y,-0x1.d350bb3d2ced8p-1,-0x1.b8b3c1b266d82p-1,-0x1.d350bb3d2ced8p-1,-0x1.b8b3c1b266d82p-1,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,published,tube,x,0x1.4fc5c59196eb0p+0,0x1.644fb532f462dp+0,0x1.4fc5c59196eb0p+0,0x1.644fb532f462dp+0,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,published,tube,y,-0x1.d389d6e90a2f5p-1,-0x1.b54cee2a6e746p-1,-0x1.d389d6e90a2f5p-1,-0x1.b54cee2a6e746p-1,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,common,endpoint,x,0x1.4fc5e9ed2b8d9p+0,0x1.620c781eec23ep+0,0x1.4fc5e9ed2b8d9p+0,0x1.620c781eec23ep+0,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,common,endpoint,y,-0x1.d350bb3d2ced0p-1,-0x1.b8b3c1b266d89p-1,-0x1.d350bb3d2ced0p-1,-0x1.b8b3c1b266d89p-1,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,common,tube,x,0x1.4fc5c59196ebep+0,0x1.644fb532f4620p+0,0x1.4fc5c59196ebep+0,0x1.644fb532f4620p+0,True,1.0
van_der_pol,184,132585973029787405/72057594037927936,common,tube,y,-0x1.d389d6e90a2e5p-1,-0x1.b54cee2a6e756p-1,-0x1.d389d6e90a2e5p-1,-0x1.b54cee2a6e756p-1,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,published,endpoint,x,0x1.4d75f3ea8fc7ap+0,0x1.5fce0d81a6ad9p+0,0x1.4d75f3ea8fc7ap+0,0x1.5fce0d81a6ad9p+0,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,published,endpoint,y,-0x1.d69f8dfe52ffap-1,-0x1.bbd34d7f7dc60p-1,-0x1.d69f8dfe52ffap-1,-0x1.bbd34d7f7dc60p-1,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,published,tube,x,0x1.4d75d05a8fed8p+0,0x1.6215616351876p+0,0x1.4d75d05a8fed8p+0,0x1.6215616351876p+0,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,published,tube,y,-0x1.d6d76abe6477dp-1,-0x1.b8643ec315f0ap-1,-0x1.d6d76abe6477dp-1,-0x1.b8643ec315f0ap-1,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,common,endpoint,x,0x1.4d75f3ea8fc80p+0,0x1.5fce0d81a6ad3p+0,0x1.4d75f3ea8fc80p+0,0x1.5fce0d81a6ad3p+0,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,common,endpoint,y,-0x1.d69f8dfe52ff2p-1,-0x1.bbd34d7f7dc68p-1,-0x1.d69f8dfe52ff2p-1,-0x1.bbd34d7f7dc68p-1,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,common,tube,x,0x1.4d75d05a8fee5p+0,0x1.6215616351869p+0,0x1.4d75d05a8fee5p+0,0x1.6215616351869p+0,True,1.0
van_der_pol,185,1066452391761333475/576460752303423488,common,tube,y,-0x1.d6d76abe6476bp-1,-0x1.b8643ec315f1bp-1,-0x1.d6d76abe6476bp-1,-0x1.b8643ec315f1bp-1,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,published,endpoint,x,0x1.4b2196428daedp+0,0x1.5d8bc2c414165p+0,0x1.4b2196428daedp+0,0x1.5d8bc2c414165p+0,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,published,endpoint,y,-0x1.d9f9398f279b1p-1,-0x1.befb72905ca99p-1,-0x1.d9f9398f279b1p-1,-0x1.befb72905ca99p-1,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,published,tube,x,0x1.4b21737ee87f8p+0,0x1.5fd739bc4ba1ep+0,0x1.4b21737ee87f8p+0,0x1.5fd739bc4ba1ep+0,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,published,tube,y,-0x1.da2fd63096883p-1,-0x1.bb83ead3a6429p-1,-0x1.da2fd63096883p-1,-0x1.bb83ead3a6429p-1,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,common,endpoint,x,0x1.4b2196428daf3p+0,0x1.5d8bc2c414160p+0,0x1.4b2196428daf3p+0,0x1.5d8bc2c414160p+0,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,common,endpoint,y,-0x1.d9f9398f279aap-1,-0x1.befb72905caa0p-1,-0x1.d9f9398f279aap-1,-0x1.befb72905caa0p-1,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,common,tube,x,0x1.4b21737ee8806p+0,0x1.5fd739bc4ba11p+0,0x1.4b21737ee8806p+0,0x1.5fd739bc4ba11p+0,True,1.0
van_der_pol,186,536108499642183855/288230376151711744,common,tube,y,-0x1.da2fd63096870p-1,-0x1.bb83ead3a643cp-1,-0x1.da2fd63096870p-1,-0x1.bb83ead3a643cp-1,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,published,endpoint,x,0x1.48c8c3f925106p+0,0x1.5b458bacb4f76p+0,0x1.48c8c3f925106p+0,0x1.5b458bacb4f76p+0,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,published,endpoint,y,-0x1.dd5dfe588068fp-1,-0x1.c22c6fd2c0480p-1,-0x1.dd5dfe588068fp-1,-0x1.c22c6fd2c0480p-1,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,published,tube,x,0x1.48c8a202de93bp+0,0x1.5d953255355e6p+0,0x1.48c8a202de93bp+0,0x1.5d953255355e6p+0,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,published,tube,y,-0x1.dd9359478bfcfp-1,-0x1.beac30fd8c973p-1,-0x1.dd9359478bfcfp-1,-0x1.beac30fd8c973p-1,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,common,endpoint,x,0x1.48c8c3f92510ap+0,0x1.5b458bacb4f71p+0,0x1.48c8c3f92510ap+0,0x1.5b458bacb4f71p+0,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,common,endpoint,y,-0x1.dd5dfe5880689p-1,-0x1.c22c6fd2c0488p-1,-0x1.dd5dfe5880689p-1,-0x1.c22c6fd2c0488p-1,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,common,tube,x,0x1.48c8a202de949p+0,0x1.5d953255355d8p+0,0x1.48c8a202de949p+0,0x1.5d953255355d8p+0,True,1.0
van_der_pol,187,1077981606807401945/576460752303423488,common,tube,y,-0x1.dd9359478bfbep-1,-0x1.beac30fd8c985p-1,-0x1.dd9359478bfbep-1,-0x1.beac30fd8c985p-1,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,published,endpoint,x,0x1.466b6fb8427b5p+0,0x1.58fb5bb837711p+0,0x1.466b6fb8427b5p+0,0x1.58fb5bb837711p+0,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,published,endpoint,y,-0x1.e0ce1da05213cp-1,-0x1.c56684c11db0fp-1,-0x1.e0ce1da05213cp-1,-0x1.c56684c11db0fp-1,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,published,tube,x,0x1.466b4e909c829p+0,0x1.5b4f3efc71fc9p+0,0x1.466b4e909c829p+0,0x1.5b4f3efc71fc9p+0,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,published,tube,y,-0x1.e10234e8e33a4p-1,-0x1.c1dd5066a1dd3p-1,-0x1.e10234e8e33a4p-1,-0x1.c1dd5066a1dd3p-1,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,common,endpoint,x,0x1.466b6fb8427bap+0,0x1.58fb5bb83770dp+0,0x1.466b6fb8427bap+0,0x1.58fb5bb83770dp+0,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,common,endpoint,y,-0x1.e0ce1da052136p-1,-0x1.c56684c11db15p-1,-0x1.e0ce1da052136p-1,-0x1.c56684c11db15p-1,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,common,tube,x,0x1.466b4e909c834p+0,0x1.5b4f3efc71fbep+0,0x1.466b4e909c834p+0,0x1.5b4f3efc71fbep+0,True,1.0
van_der_pol,188,270936553582609045/144115188075855872,common,tube,y,-0x1.e10234e8e3394p-1,-0x1.c1dd5066a1de5p-1,-0x1.e10234e8e3394p-1,-0x1.c1dd5066a1de5p-1,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,published,endpoint,x,0x1.44098bcedf90cp+0,0x1.56ad26187dcc4p+0,0x1.44098bcedf90cp+0,0x1.56ad26187dcc4p+0,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,published,endpoint,y,-0x1.e449d9913cca2p-1,-0x1.c8a9f16a29492p-1,-0x1.e449d9913cca2p-1,-0x1.c8a9f16a29492p-1,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,published,tube,x,0x1.44096b7759640p+0,0x1.5905533685ac7p+0,0x1.44096b7759640p+0,0x1.5905533685ac7p+0,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,published,tube,y,-0x1.e47caadf6a52ep-1,-0x1.c51788c0f04f6p-1,-0x1.e47caadf6a52ep-1,-0x1.c51788c0f04f6p-1,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,common,endpoint,x,0x1.44098bcedf912p+0,0x1.56ad26187dcbfp+0,0x1.44098bcedf912p+0,0x1.56ad26187dcbfp+0,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,common,endpoint,y,-0x1.e449d9913cc9ap-1,-0x1.c8a9f16a2949ap-1,-0x1.e449d9913cc9ap-1,-0x1.c8a9f16a2949ap-1,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,common,tube,x,0x1.44096b775964ep+0,0x1.5905533685abap+0,0x1.44096b775964ep+0,0x1.5905533685abap+0,True,1.0
van_der_pol,189,1089510821853470415/576460752303423488,common,tube,y,-0x1.e47caadf6a51cp-1,-0x1.c51788c0f0508p-1,-0x1.e47caadf6a51cp-1,-0x1.c51788c0f0508p-1,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,published,endpoint,x,0x1.41a30a301916fp+0,0x1.545addb39c882p+0,0x1.41a30a301916fp+0,0x1.545addb39c882p+0,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,published,endpoint,y,-0x1.e7d175406e6c2p-1,-0x1.cbf6f679a6402p-1,-0x1.e7d175406e6c2p-1,-0x1.cbf6f679a6402p-1,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,published,tube,x,0x1.41a2eaaa6f319p+0,0x1.56b7623d1d13cp+0,0x1.41a2eaaa6f319p+0,0x1.56b7623d1d13cp+0,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,published,tube,y,-0x1.e802fde0ecb7fp-1,-0x1.c85b1a53c80f3p-1,-0x1.e802fde0ecb7fp-1,-0x1.c85b1a53c80f3p-1,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,common,endpoint,x,0x1.41a30a3019174p+0,0x1.545addb39c87cp+0,0x1.41a30a3019174p+0,0x1.545addb39c87cp+0,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,common,endpoint,y,-0x1.e7d175406e6b9p-1,-0x1.cbf6f679a640ap-1,-0x1.e7d175406e6b9p-1,-0x1.cbf6f679a640ap-1,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,common,tube,x,0x1.41a2eaaa6f326p+0,0x1.56b7623d1d12ep+0,0x1.41a2eaaa6f326p+0,0x1.56b7623d1d12ep+0,True,1.0
van_der_pol,190,547637714688252325/288230376151711744,common,tube,y,-0x1.e802fde0ecb6ep-1,-0x1.c85b1a53c8105p-1,-0x1.e802fde0ecb6ep-1,-0x1.c85b1a53c8105p-1,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,published,endpoint,x,0x1.3f37dc723e64ep+0,0x1.52047522cc60ap+0,0x1.3f37dc723e64ep+0,0x1.52047522cc60ap+0,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,published,endpoint,y,-0x1.eb6534b3a9f1ep-1,-0x1.cf4dd540ab85fp-1,-0x1.eb6534b3a9f1ep-1,-0x1.cf4dd540ab85fp-1,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,published,tube,x,0x1.3f37bdc06a3c4p+0,0x1.54655efe08926p+0,0x1.3f37bdc06a3c4p+0,0x1.54655efe08926p+0,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,published,tube,y,-0x1.eb95719428cccp-1,-0x1.cba8460448b3fp-1,-0x1.eb95719428cccp-1,-0x1.cba8460448b3fp-1,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,common,endpoint,x,0x1.3f37dc723e654p+0,0x1.52047522cc604p+0,0x1.3f37dc723e654p+0,0x1.52047522cc604p+0,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,common,endpoint,y,-0x1.eb6534b3a9f16p-1,-0x1.cf4dd540ab867p-1,-0x1.eb6534b3a9f16p-1,-0x1.cf4dd540ab867p-1,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,common,tube,x,0x1.3f37bdc06a3d0p+0,0x1.54655efe08919p+0,0x1.3f37bdc06a3d0p+0,0x1.54655efe08919p+0,True,1.0
van_der_pol,191,1101040036899538885/576460752303423488,common,tube,y,-0x1.eb95719428cbap-1,-0x1.cba8460448b50p-1,-0x1.eb95719428cbap-1,-0x1.cba8460448b50p-1,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,published,endpoint,x,0x1.3cc7ef53ceb10p+0,0x1.4fa9e32b5d711p+0,0x1.3cc7ef53ceb10p+0,0x1.4fa9e32b5d711p+0,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,published,endpoint,y,-0x1.ef055d088c680p-1,-0x1.d2aecf9ab611ep-1,-0x1.ef055d088c680p-1,-0x1.d2aecf9ab611ep-1,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,published,tube,x,0x1.3cc7d178066f7p+0,0x1.520f409438755p+0,0x1.3cc7d178066f7p+0,0x1.520f409438755p+0,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,published,tube,y,-0x1.ef344ab84ba9cp-1,-0x1.ceff4d3a72015p-1,-0x1.ef344ab84ba9cp-1,-0x1.ceff4d3a72015p-1,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,common,endpoint,x,0x1.3cc7ef53ceb15p+0,0x1.4fa9e32b5d70cp+0,0x1.3cc7ef53ceb15p+0,0x1.4fa9e32b5d70cp+0,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,common,endpoint,y,-0x1.ef055d088c679p-1,-0x1.d2aecf9ab6126p-1,-0x1.ef055d088c679p-1,-0x1.d2aecf9ab6126p-1,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,common,tube,x,0x1.3cc7d17806705p+0,0x1.520f409438747p+0,0x1.3cc7d17806705p+0,0x1.520f409438747p+0,True,1.0
van_der_pol,192,17293822569102705/9007199254740992,common,tube,y,-0x1.ef344ab84ba8ap-1,-0x1.ceff4d3a72028p-1,-0x1.ef344ab84ba8ap-1,-0x1.ceff4d3a72028p-1,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,published,endpoint,x,0x1.3a5335855da98p+0,0x1.4d4b17f2ae236p+0,0x1.3a5335855da98p+0,0x1.4d4b17f2ae236p+0,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,published,endpoint,y,-0x1.f2b234296f84ap-1,-0x1.d61a2849e2db8p-1,-0x1.f2b234296f84ap-1,-0x1.d61a2849e2db8p-1,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,published,tube,x,0x1.3a531882142c4p+0,0x1.4fb4f77bbc635p+0,0x1.3a531882142c4p+0,0x1.4fb4f77bbc635p+0,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,published,tube,y,-0x1.f2dfced9152ccp-1,-0x1.d260723e546bap-1,-0x1.f2dfced9152ccp-1,-0x1.d260723e546bap-1,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,common,endpoint,x,0x1.3a5335855da9ep+0,0x1.4d4b17f2ae230p+0,0x1.3a5335855da9ep+0,0x1.4d4b17f2ae230p+0,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,common,endpoint,y,-0x1.f2b234296f843p-1,-0x1.d61a2849e2dc0p-1,-0x1.f2b234296f843p-1,-0x1.d61a2849e2dc0p-1,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,common,tube,x,0x1.3a531882142d2p+0,0x1.4fb4f77bbc627p+0,0x1.3a531882142d2p+0,0x1.4fb4f77bbc627p+0,True,1.0
van_der_pol,193,1112569251945607355/576460752303423488,common,tube,y,-0x1.f2dfced9152b9p-1,-0x1.d260723e546ccp-1,-0x1.f2dfced9152b9p-1,-0x1.d260723e546ccp-1,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,published,endpoint,x,0x1.37d9a2141c5f3p+0,0x1.4ae80291707f1p+0,0x1.37d9a2141c5f3p+0,0x1.4ae80291707f1p+0,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,published,endpoint,y,-0x1.f66c00fc56511p-1,-0x1.d99022d327421p-1,-0x1.f66c00fc56511p-1,-0x1.d99022d327421p-1,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,published,tube,x,0x1.37d985ec011d3p+0,0x1.4d56732511371p+0,0x1.37d985ec011d3p+0,0x1.4d56732511371p+0,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,published,tube,y,-0x1.f698447e14dbdp-1,-0x1.d5cbf814347cap-1,-0x1.f698447e14dbdp-1,-0x1.d5cbf814347cap-1,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,common,endpoint,x,0x1.37d9a2141c5f9p+0,0x1.4ae80291707ebp+0,0x1.37d9a2141c5f9p+0,0x1.4ae80291707ebp+0,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,common,endpoint,y,-0x1.f66c00fc5650ap-1,-0x1.d99022d327429p-1,-0x1.f66c00fc5650ap-1,-0x1.d99022d327429p-1,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,common,tube,x,0x1.37d985ec011e2p+0,0x1.4d56732511362p+0,0x1.37d985ec011e2p+0,0x1.4d56732511362p+0,True,1.0
van_der_pol,194,559166929734320795/288230376151711744,common,tube,y,-0x1.f698447e14dadp-1,-0x1.d5cbf814347dbp-1,-0x1.f698447e14dadp-1,-0x1.d5cbf814347dbp-1,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,published,endpoint,x,0x1.355b2518646afp+0,0x1.48809462dc7bap+0,0x1.355b2518646afp+0,0x1.48809462dc7bap+0,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,published,endpoint,y,-0x1.fa330b80b5b6fp-1,-0x1.dd11036bdbb83p-1,-0x1.fa330b80b5b6fp-1,-0x1.dd11036bdbb83p-1,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,published,tube,x,0x1.355b09ce63566p+0,0x1.4af3a5445b800p+0,0x1.355b09ce63566p+0,0x1.4af3a5445b800p+0,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,published,tube,y,-0x1.fa5df34898cd9p-1,-0x1.d942226a2df11p-1,-0x1.fa5df34898cd9p-1,-0x1.d942226a2df11p-1,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,common,endpoint,x,0x1.355b2518646b5p+0,0x1.48809462dc7b4p+0,0x1.355b2518646b5p+0,0x1.48809462dc7b4p+0,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,common,endpoint,y,-0x1.fa330b80b5b68p-1,-0x1.dd11036bdbb8bp-1,-0x1.fa330b80b5b68p-1,-0x1.dd11036bdbb8bp-1,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,common,tube,x,0x1.355b09ce63574p+0,0x1.4af3a5445b7f2p+0,0x1.355b09ce63574p+0,0x1.4af3a5445b7f2p+0,True,1.0
van_der_pol,195,1124098466991675825/576460752303423488,common,tube,y,-0x1.fa5df34898cc8p-1,-0x1.d942226a2df22p-1,-0x1.fa5df34898cc8p-1,-0x1.d942226a2df22p-1,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,published,endpoint,x,0x1.32d7ae4879e39p+0,0x1.4614be6f9a844p+0,0x1.32d7ae4879e39p+0,0x1.4614be6f9a844p+0,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,published,endpoint,y,-0x1.fe079cc0e1781p-1,-0x1.e09d0f15274b8p-1,-0x1.fe079cc0e1781p-1,-0x1.e09d0f15274b8p-1,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,published,tube,x,0x1.32d793dfbb5e4p+0,0x1.488c7f3c59c68p+0,0x1.32d793dfbb5e4p+0,0x1.488c7f3c59c68p+0,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,published,tube,y,-0x1.fe3123e4e57c7p-1,-0x1.dcc335b417372p-1,-0x1.fe3123e4e57c7p-1,-0x1.dcc335b417372p-1,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,common,endpoint,x,0x1.32d7ae4879e3ep+0,0x1.4614be6f9a83fp+0,0x1.32d7ae4879e3ep+0,0x1.4614be6f9a83fp+0,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,common,endpoint,y,-0x1.fe079cc0e177bp-1,-0x1.e09d0f15274bfp-1,-0x1.fe079cc0e177bp-1,-0x1.e09d0f15274bfp-1,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,common,tube,x,0x1.32d793dfbb5f2p+0,0x1.488c7f3c59c5ap+0,0x1.32d793dfbb5f2p+0,0x1.488c7f3c59c5ap+0,True,1.0
van_der_pol,196,282465768628677515/144115188075855872,common,tube,y,-0x1.fe3123e4e57b6p-1,-0x1.dcc335b417385p-1,-0x1.fe3123e4e57b6p-1,-0x1.dcc335b417385p-1,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,published,endpoint,x,0x1.304f2cf7635f2p+0,0x1.43a4716c89896p+0,0x1.304f2cf7635f2p+0,0x1.43a4716c89896p+0,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,published,endpoint,y,-0x1.00f4ff6b32444p+0,-0x1.e4348ba310b60p-1,-0x1.00f4ff6b32444p+0,-0x1.e4348ba310b60p-1,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,published,tube,x,0x1.304f13734c36fp+0,0x1.4620f21d3212cp+0,0x1.304f13734c36fp+0,0x1.4620f21d3212cp+0,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,published,tube,y,-0x1.0109100742196p+0,-0x1.e04f7732e3b6dp-1,-0x1.0109100742196p+0,-0x1.e04f7732e3b6dp-1,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,common,endpoint,x,0x1.304f2cf7635f8p+0,0x1.43a4716c8988fp+0,0x1.304f2cf7635f8p+0,0x1.43a4716c8988fp+0,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,common,endpoint,y,-0x1.00f4ff6b3243dp+0,-0x1.e4348ba310b67p-1,-0x1.00f4ff6b3243dp+0,-0x1.e4348ba310b67p-1,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,common,tube,x,0x1.304f13734c37ep+0,0x1.4620f21d3211ep+0,0x1.304f13734c37ep+0,0x1.4620f21d3211ep+0,True,1.0
van_der_pol,197,1135627682037744295/576460752303423488,common,tube,y,-0x1.0109100742188p+0,-0x1.e04f7732e3b81p-1,-0x1.0109100742188p+0,-0x1.e04f7732e3b81p-1,True,1.0
