plant,step,t_end_exact,view,kind,component,reference_lo_hex,reference_hi_hex,optimized_lo_hex,optimized_hi_hex,bit_identical,width_ratio
van_der_pol,165,951160241300648775/576460752303423488,published,tube,y,-0x1.9b9c9355c731cp-1,-0x1.7f8a15bf2c65fp-1,-0x1.9b9c9355c731cp-1,-0x1.7f8a15bf2c65fp-1,True,1.0
van_der_pol,165,951160241300648775/576460752303423488,common,endpoint,x,0x1.78a548aa52934p+0,0x1.8a0a7590e66b5p+0,0x1.78a548aa52934p+0,0x1.8a0a7590e66b5p+0,True,1.0
van_der_pol,165,951160241300648775/576460752303423488,common,endpoint,y,-0x1.9b4a9aa50312cp-1,-0x1.8281e61a86a3fp-1,-0x1.9b4a9aa50312cp-1,-0x1.8281e61a86a3fp-1,True,1.0
van_der_pol,165,951160241300648775/576460752303423488,common,tube,x,0x1.78a514700882fp+0,0x1.8c078f845efcbp+0,0x1.78a514700882fp+0,0x1.8c078f845efcbp+0,True,1.0
van_der_pol,165,951160241300648775/576460752303423488,common,tube,y,-0x1.9b9c9355c7308p-1,-0x1.7f8a15bf2c671p-1,-0x1.9b9c9355c7308p-1,-0x1.7f8a15bf2c671p-1,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,published,endpoint,x,0x1.76a2007f91b0dp+0,0x1.880d247ffeba7p+0,0x1.76a2007f91b0dp+0,0x1.880d247ffeba7p+0,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,published,endpoint,y,-0x1.9df76bcae506cp-1,-0x1.852b0309f3846p-1,-0x1.9df76bcae506cp-1,-0x1.852b0309f3846p-1,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,published,tube,x,0x1.76a1cd3406c8fp+0,0x1.8a0da46a41562p+0,0x1.76a1cd3406c8fp+0,0x1.8a0da46a41562p+0,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,published,tube,y,-0x1.9e47ee799a03bp-1,-0x1.822f87e843775p-1,-0x1.9e47ee799a03bp-1,-0x1.822f87e843775p-1,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,common,endpoint,x,0x1.76a2007f91b12p+0,0x1.880d247ffeba2p+0,0x1.76a2007f91b12p+0,0x1.880d247ffeba2p+0,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,common,endpoint,y,-0x1.9df76bcae5065p-1,-0x1.852b0309f384ep-1,-0x1.9df76bcae5065p-1,-0x1.852b0309f384ep-1,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,common,tube,x,0x1.76a1cd3406c9cp+0,0x1.8a0da46a41554p+0,0x1.76a1cd3406c9cp+0,0x1.8a0da46a41554p+0,True,1.0
van_der_pol,166,478462424411841505/288230376151711744,common,tube,y,-0x1.9e47ee799a028p-1,-0x1.822f87e843788p-1,-0x1.9e47ee799a028p-1,-0x1.822f87e843788p-1,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,published,endpoint,x,0x1.749b066a4840ap+0,0x1.860caa2539c32p+0,0x1.749b066a4840ap+0,0x1.860caa2539c32p+0,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,published,endpoint,y,-0x1.a0aacc4f9fc38p-1,-0x1.87d84398ba02cp-1,-0x1.a0aacc4f9fc38p-1,-0x1.87d84398ba02cp-1,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,published,tube,x,0x1.749ad40908ff3p+0,0x1.881096bf6bc78p+0,0x1.749ad40908ff3p+0,0x1.881096bf6bc78p+0,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,published,tube,y,-0x1.a0f9dff1ee724p-1,-0x1.84d8ddf7fc16ep-1,-0x1.a0f9dff1ee724p-1,-0x1.84d8ddf7fc16ep-1,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,common,endpoint,x,0x1.749b066a4840fp+0,0x1.860caa2539c2dp+0,0x1.749b066a4840fp+0,0x1.860caa2539c2dp+0,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,common,endpoint,y,-0x1.a0aacc4f9fc31p-1,-0x1.87d84398ba032p-1,-0x1.a0aacc4f9fc31p-1,-0x1.87d84398ba032p-1,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,common,tube,x,0x1.749ad40909000p+0,0x1.881096bf6bc6bp+0,0x1.749ad40909000p+0,0x1.881096bf6bc6bp+0,True,1.0
van_der_pol,167,962689456346717245/576460752303423488,common,tube,y,-0x1.a0f9dff1ee711p-1,-0x1.84d8ddf7fc181p-1,-0x1.a0f9dff1ee711p-1,-0x1.84d8ddf7fc181p-1,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,published,endpoint,x,0x1.729053c67c064p+0,0x1.8408ff29e9cd4p+0,0x1.729053c67c064p+0,0x1.8408ff29e9cd4p+0,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,published,endpoint,y,-0x1.a364f1c9e920fp-1,-0x1.8a89e3a864b74p-1,-0x1.a364f1c9e920fp-1,-0x1.8a89e3a864b74p-1,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,published,tube,x,0x1.7290224b672aap+0,0x1.86105f7580a2cp+0,0x1.7290224b672aap+0,0x1.86105f7580a2cp+0,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,published,tube,y,-0x1.a3b29cd52623dp-1,-0x1.87865456d9b6ap-1,-0x1.a3b29cd52623dp-1,-0x1.87865456d9b6ap-1,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,common,endpoint,x,0x1.729053c67c069p+0,0x1.8408ff29e9ccep+0,0x1.729053c67c069p+0,0x1.8408ff29e9ccep+0,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,common,endpoint,y,-0x1.a364f1c9e9207p-1,-0x1.8a89e3a864b7cp-1,-0x1.a364f1c9e9207p-1,-0x1.8a89e3a864b7cp-1,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,common,tube,x,0x1.7290224b672b8p+0,0x1.86105f7580a1ep+0,0x1.7290224b672b8p+0,0x1.86105f7580a1ep+0,True,1.0
van_der_pol,168,121056757983718935/72057594037927936,common,tube,y,-0x1.a3b29cd52622bp-1,-0x1.87865456d9b7cp-1,-0x1.a3b29cd52622bp-1,-0x1.87865456d9b7cp-1,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,published,endpoint,x,0x1.7081e19d782e2p+0,0x1.82021bf8d9bcfp+0,0x1.7081e19d782e2p+0,0x1.82021bf8d9bcfp+0,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,published,endpoint,y,-0x1.a62612151925fp-1,-0x1.8d401edefce0bp-1,-0x1.a62612151925fp-1,-0x1.8d401edefce0bp-1,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,published,tube,x,0x1.7081b104bce4ep+0,0x1.840cf73f9b5e2p+0,0x1.7081b104bce4ep+0,0x1.840cf73f9b5e2p+0,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,published,tube,y,-0x1.a6725a8104833p-1,-0x1.8a382723e6bc9p-1,-0x1.a6725a8104833p-1,-0x1.8a382723e6bc9p-1,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,common,endpoint,x,0x1.7081e19d782e8p+0,0x1.82021bf8d9bc9p+0,0x1.7081e19d782e8p+0,0x1.82021bf8d9bc9p+0,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,common,endpoint,y,-0x1.a626121519257p-1,-0x1.8d401edefce13p-1,-0x1.a626121519257p-1,-0x1.8d401edefce13p-1,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,common,tube,x,0x1.7081b104bce5dp+0,0x1.840cf73f9b5d4p+0,0x1.7081b104bce5dp+0,0x1.840cf73f9b5d4p+0,True,1.0
van_der_pol,169,974218671392785715/576460752303423488,common,tube,y,-0x1.a6725a8104822p-1,-0x1.8a382723e6bdcp-1,-0x1.a6725a8104822p-1,-0x1.8a382723e6bdcp-1,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,published,endpoint,x,0x1.6e6fa8a5e9c6ap+0,0x1.7ff7f8be16c6ep+0,0x1.6e6fa8a5e9c6ap+0,0x1.7ff7f8be16c6ep+0,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,published,endpoint,y,-0x1.a8ee635a9fd14p-1,-0x1.8ffb30b38d6a8p-1,-0x1.a8ee635a9fd14p-1,-0x1.8ffb30b38d6a8p-1,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,published,tube,x,0x1.6e6f78ec05ee4p+0,0x1.8206569228655p+0,0x1.6e6f78ec05ee4p+0,0x1.8206569228655p+0,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,published,tube,y,-0x1.a9394ea3c1680p-1,-0x1.8cee9241d63fcp-1,-0x1.a9394ea3c1680p-1,-0x1.8cee9241d63fcp-1,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,common,endpoint,x,0x1.6e6fa8a5e9c6fp+0,0x1.7ff7f8be16c69p+0,0x1.6e6fa8a5e9c6fp+0,0x1.7ff7f8be16c69p+0,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,common,endpoint,y,-0x1.a8ee635a9fd0cp-1,-0x1.8ffb30b38d6b0p-1,-0x1.a8ee635a9fd0cp-1,-0x1.8ffb30b38d6b0p-1,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,common,tube,x,0x1.6e6f78ec05ef2p+0,0x1.8206569228647p+0,0x1.6e6f78ec05ef2p+0,0x1.8206569228647p+0,True,1.0
van_der_pol,170,489991639457909975/288230376151711744,common,tube,y,-0x1.a9394ea3c1670p-1,-0x1.8cee9241d640dp-1,-0x1.a9394ea3c1670p-1,-0x1.8cee9241d640dp-1,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,published,endpoint,x,0x1.6c5935ac90ffbp+0,0x1.7deaf8fe1d2bbp+0,0x1.6c5935ac90ffbp+0,0x1.7deaf8fe1d2bbp+0,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,published,endpoint,y,-0x1.abbe1f2d1b286p-1,-0x1.92bb514aee393p-1,-0x1.abbe1f2d1b286p-1,-0x1.92bb514aee393p-1,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,published,tube,x,0x1.6c5906ce4c87ap+0,0x1.7ffce13a22a61p+0,0x1.6c5906ce4c87ap+0,0x1.7ffce13a22a61p+0,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,published,tube,y,-0x1.ac07b260c4295p-1,-0x1.8fa9ce2a63728p-1,-0x1.ac07b260c4295p-1,-0x1.8fa9ce2a63728p-1,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,common,endpoint,x,0x1.6c5935ac91001p+0,0x1.7deaf8fe1d2b6p+0,0x1.6c5935ac91001p+0,0x1.7deaf8fe1d2b6p+0,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,common,endpoint,y,-0x1.abbe1f2d1b27ep-1,-0x1.92bb514aee39bp-1,-0x1.abbe1f2d1b27ep-1,-0x1.92bb514aee39bp-1,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,common,tube,x,0x1.6c5906ce4c887p+0,0x1.7ffce13a22a54p+0,0x1.6c5906ce4c887p+0,0x1.7ffce13a22a54p+0,True,1.0
van_der_pol,171,985747886438854185/576460752303423488,common,tube,y,-0x1.ac07b260c4281p-1,-0x1.8fa9ce2a6373dp-1,-0x1.ac07b260c4281p-1,-0x1.8fa9ce2a6373dp-1,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,published,endpoint,x,0x1.6a3e8072a1e6ep+0,0x1.7bdb14b6ffd5ap+0,0x1.6a3e8072a1e6ep+0,0x1.7bdb14b6ffd5ap+0,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,published,endpoint,y,-0x1.ae957c75355c7p-1,-0x1.9580bbda5ebe1p-1,-0x1.ae957c75355c7p-1,-0x1.9580bbda5ebe1p-1,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,published,tube,x,0x1.6a3e526d105f6p+0,0x1.7df08f7e42a05p+0,0x1.6a3e526d105f6p+0,0x1.7df08f7e42a05p+0,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,published,tube,y,-0x1.aeddbc2a6dedep-1,-0x1.926a166436e6fp-1,-0x1.aeddbc2a6dedep-1,-0x1.926a166436e6fp-1,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,common,endpoint,x,0x1.6a3e8072a1e73p+0,0x1.7bdb14b6ffd55p+0,0x1.6a3e8072a1e73p+0,0x1.7bdb14b6ffd55p+0,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,common,endpoint,y,-0x1.ae957c75355bfp-1,-0x1.9580bbda5ebe9p-1,-0x1.ae957c75355bfp-1,-0x1.9580bbda5ebe9p-1,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,common,tube,x,0x1.6a3e526d10604p+0,0x1.7df08f7e429f7p+0,0x1.6a3e526d10604p+0,0x1.7df08f7e429f7p+0,True,1.0
van_der_pol,172,247878123490472105/144115188075855872,common,tube,y,-0x1.aeddbc2a6deccp-1,-0x1.926a166436e81p-1,-0x1.aeddbc2a6deccp-1,-0x1.926a166436e81p-1,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,published,endpoint,x,0x1.681fed96413d2p+0,0x1.79c7d6777e9ffp+0,0x1.681fed96413d2p+0,0x1.79c7d6777e9ffp+0,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,published,endpoint,y,-0x1.b174af6457187p-1,-0x1.984baecb64664p-1,-0x1.b174af6457187p-1,-0x1.984baecb64664p-1,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,published,tube,x,0x1.681fc066c35dfp+0,0x1.7be0ec3622153p+0,0x1.681fc066c35dfp+0,0x1.7be0ec3622153p+0,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,published,tube,y,-0x1.b1bb9fb50a5d6p-1,-0x1.952fa9a6bb587p-1,-0x1.b1bb9fb50a5d6p-1,-0x1.952fa9a6bb587p-1,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,common,endpoint,x,0x1.681fed96413d7p+0,0x1.79c7d6777e9fap+0,0x1.681fed96413d7p+0,0x1.79c7d6777e9fap+0,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,common,endpoint,y,-0x1.b174af645717fp-1,-0x1.984baecb6466cp-1,-0x1.b174af645717fp-1,-0x1.984baecb6466cp-1,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,common,tube,x,0x1.681fc066c35edp+0,0x1.7be0ec3622145p+0,0x1.681fc066c35edp+0,0x1.7be0ec3622145p+0,True,1.0
van_der_pol,173,997277101484922655/576460752303423488,common,tube,y,-0x1.b1bb9fb50a5c1p-1,-0x1.952fa9a6bb59ap-1,-0x1.b1bb9fb50a5c1p-1,-0x1.952fa9a6bb59ap-1,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,published,endpoint,x,0x1.65fd747384092p+0,0x1.77b1357da8dadp+0,0x1.65fd747384092p+0,0x1.77b1357da8dadp+0,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,published,endpoint,y,-0x1.b45befb7a2bd5p-1,-0x1.9b1c6550be82bp-1,-0x1.b45befb7a2bd5p-1,-0x1.9b1c6550be82bp-1,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,published,tube,x,0x1.65fd4817c345fp+0,0x1.79cdeee8f19a5p+0,0x1.65fd4817c345fp+0,0x1.79cdeee8f19a5p+0,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,published,tube,y,-0x1.b4a1944c21b15p-1,-0x1.97fac35ced937p-1,-0x1.b4a1944c21b15p-1,-0x1.97fac35ced937p-1,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,common,endpoint,x,0x1.65fd747384097p+0,0x1.77b1357da8da7p+0,0x1.65fd747384097p+0,0x1.77b1357da8da7p+0,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,common,endpoint,y,-0x1.b45befb7a2bcep-1,-0x1.9b1c6550be832p-1,-0x1.b45befb7a2bcep-1,-0x1.9b1c6550be832p-1,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,common,tube,x,0x1.65fd4817c346dp+0,0x1.79cdeee8f1996p+0,0x1.65fd4817c346dp+0,0x1.79cdeee8f1996p+0,True,1.0
van_der_pol,174,501520854503978445/288230376151711744,common,tube,y,-0x1.b4a1944c21b04p-1,-0x1.97fac35ced949p-1,-0x1.b4a1944c21b04p-1,-0x1.97fac35ced949p-1,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,published,endpoint,x,0x1.63d70c1392d8cp+0,0x1.759728c706b12p+0,0x1.63d70c1392d8cp+0,0x1.759728c706b12p+0,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,published,endpoint,y,-0x1.b74b75a7c58a5p-1,-0x1.9df31aa83a98dp-1,-0x1.b74b75a7c58a5p-1,-0x1.9df31aa83a98dp-1,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,published,tube,x,0x1.63d6e089801b4p+0,0x1.77b78eddabb62p+0,0x1.63d6e089801b4p+0,0x1.77b78eddabb62p+0,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,published,tube,y,-0x1.b78fd1b8c6919p-1,-0x1.9acb9ef0e523fp-1,-0x1.b78fd1b8c6919p-1,-0x1.9acb9ef0e523fp-1,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,common,endpoint,x,0x1.63d70c1392d92p+0,0x1.759728c706b0cp+0,0x1.63d70c1392d92p+0,0x1.759728c706b0cp+0,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,common,endpoint,y,-0x1.b74b75a7c589dp-1,-0x1.9df31aa83a995p-1,-0x1.b74b75a7c589dp-1,-0x1.9df31aa83a995p-1,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,common,tube,x,0x1.63d6e089801c1p+0,0x1.77b78eddabb56p+0,0x1.63d6e089801c1p+0,0x1.77b78eddabb56p+0,True,1.0
van_der_pol,175,1008806316530991125/576460752303423488,common,tube,y,-0x1.b78fd1b8c6907p-1,-0x1.9acb9ef0e5252p-1,-0x1.b78fd1b8c6907p-1,-0x1.9acb9ef0e5252p-1,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,published,endpoint,x,0x1.61acab2c6cadcp+0,0x1.7379a7101d5f4p+0,0x1.61acab2c6cadcp+0,0x1.7379a7101d5f4p+0,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,published,endpoint,y,-0x1.ba4379ef7d2bbp-1,-0x1.a0d00a27b73cep-1,-0x1.ba4379ef7d2bbp-1,-0x1.a0d00a27b73cep-1,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,published,tube,x,0x1.61ac80723f2b8p+0,0x1.759dc31aa5995p+0,0x1.61ac80723f2b8p+0,0x1.759dc31aa5995p+0,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,published,tube,y,-0x1.ba869047eee7fp-1,-0x1.9da277d93371ep-1,-0x1.ba869047eee7fp-1,-0x1.9da277d93371ep-1,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,common,endpoint,x,0x1.61acab2c6cae1p+0,0x1.7379a7101d5eep+0,0x1.61acab2c6cae1p+0,0x1.7379a7101d5eep+0,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,common,endpoint,y,-0x1.ba4379ef7d2b3p-1,-0x1.a0d00a27b73d6p-1,-0x1.ba4379ef7d2b3p-1,-0x1.a0d00a27b73d6p-1,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,common,tube,x,0x1.61ac80723f2c5p+0,0x1.759dc31aa5987p+0,0x1.61ac80723f2c5p+0,0x1.759dc31aa5987p+0,True,1.0
van_der_pol,176,63410682753376585/36028797018963968,common,tube,y,-0x1.ba869047eee6cp-1,-0x1.9da277d933731p-1,-0x1.ba869047eee6cp-1,-0x1.9da277d933731p-1,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,published,endpoint,x,0x1.5f7e4820983c2p+0,0x1.7158a6d3ec4ffp+0,0x1.5f7e4820983c2p+0,0x1.7158a6d3ec4ffp+0,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,published,endpoint,y,-0x1.bd4435d60a92bp-1,-0x1.a3b36f45dd593p-1,-0x1.bd4435d60a92bp-1,-0x1.a3b36f45dd593p-1,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,published,tube,x,0x1.5f7e1e34cc5b3p+0,0x1.7380826518905p+0,0x1.5f7e1e34cc5b3p+0,0x1.7380826518905p+0,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,published,tube,y,-0x1.bd8608d4d1bd0p-1,-0x1.a07f89a1e027cp-1,-0x1.bd8608d4d1bd0p-1,-0x1.a07f89a1e027cp-1,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,common,endpoint,x,0x1.5f7e4820983c8p+0,0x1.7158a6d3ec4fap+0,0x1.5f7e4820983c8p+0,0x1.7158a6d3ec4fap+0,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,common,endpoint,y,-0x1.bd4435d60a924p-1,-0x1.a3b36f45dd59bp-1,-0x1.bd4435d60a924p-1,-0x1.a3b36f45dd59bp-1,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,common,tube,x,0x1.5f7e1e34cc5c2p+0,0x1.73808265188f8p+0,0x1.5f7e1e34cc5c2p+0,0x1.73808265188f8p+0,True,1.0
van_der_pol,177,1020335531577059595/576460752303423488,common,tube,y,-0x1.bd8608d4d1bbdp-1,-0x1.a07f89a1e028ep-1,-0x1.bd8608d4d1bbdp-1,-0x1.a07f89a1e028ep-1,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,published,endpoint,x,0x1.5d4bd8fec6553p+0,0x1.6f341e4b5dbecp+0,0x1.5d4bd8fec6553p+0,0x1.6f341e4b5dbecp+0,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,published,endpoint,y,-0x1.c04de339099cbp-1,-0x1.a69d85a5729a7p-1,-0x1.c04de339099cbp-1,-0x1.a69d85a5729a7p-1,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,published,tube,x,0x1.5d4bafe01ca72p+0,0x1.715fc3409eb77p+0,0x1.5d4bafe01ca72p+0,0x1.715fc3409eb77p+0,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,published,tube,y,-0x1.c08e74d29b0a1p-1,-0x1.a3630ff80c6eap-1,-0x1.c08e74d29b0a1p-1,-0x1.a3630ff80c6eap-1,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,common,endpoint,x,0x1.5d4bd8fec6559p+0,0x1.6f341e4b5dbe7p+0,0x1.5d4bd8fec6559p+0,0x1.6f341e4b5dbe7p+0,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,common,endpoint,y,-0x1.c04de339099c4p-1,-0x1.a69d85a5729aep-1,-0x1.c04de339099c4p-1,-0x1.a69d85a5729aep-1,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,common,tube,x,0x1.5d4bafe01ca7fp+0,0x1.715fc3409eb6ap+0,0x1.5d4bafe01ca7fp+0,0x1.715fc3409eb6ap+0,True,1.0
van_der_pol,178,513050069550046915/288230376151711744,common,tube,y,-0x1.c08e74d29b08ep-1,-0x1.a3630ff80c6fdp-1,-0x1.c08e74d29b08ep-1,-0x1.a3630ff80c6fdp-1,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,published,endpoint,x,0x1.5b1553816eb5ep+0,0x1.6d0c036cad41dp+0,0x1.5b1553816eb5ep+0,0x1.6d0c036cad41dp+0,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,published,endpoint,y,-0x1.c360bc9073a26p-1,-0x1.a98e891fc64f8p-1,-0x1.c360bc9073a26p-1,-0x1.a98e891fc64f8p-1,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,published,tube,x,0x1.5b152b2eeb05fp+0,0x1.6f3b7beea5611p+0,0x1.5b152b2eeb05fp+0,0x1.6f3b7beea5611p+0,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,published,tube,y,-0x1.c3a00e504fc7cp-1,-0x1.a64d46b4aa4dfp-1,-0x1.c3a00e504fc7cp-1,-0x1.a64d46b4aa4dfp-1,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,common,endpoint,x,0x1.5b1553816eb63p+0,0x1.6d0c036cad417p+0,0x1.5b1553816eb63p+0,0x1.6d0c036cad417p+0,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,common,endpoint,y,-0x1.c360bc9073a20p-1,-0x1.a98e891fc64ffp-1,-0x1.c360bc9073a20p-1,-0x1.a98e891fc64ffp-1,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,common,tube,x,0x1.5b152b2eeb06dp+0,0x1.6f3b7beea5603p+0,0x1.5b152b2eeb06dp+0,0x1.6f3b7beea5603p+0,True,1.0
van_der_pol,179,1031864746623128065/576460752303423488,common,tube,y,-0x1.c3a00e504fc6ap-1,-0x1.a64d46b4aa4f1p-1,-0x1.c3a00e504fc6ap-1,-0x1.a64d46b4aa4f1p-1,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,published,endpoint,x,0x1.58daad0e5ef95p+0,0x1.6ae04beac1d5ap+0,0x1.58daad0e5ef95p+0,0x1.6ae04beac1d5ap+0,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,published,endpoint,y,-0x1.c67cfcf30db93p-1,-0x1.ac86b5d0a367cp-1,-0x1.c67cfcf30db93p-1,-0x1.ac86b5d0a367cp-1,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,published,tube,x,0x1.58da858747742p+0,0x1.6d13a26dd2c07p+0,0x1.58da858747742p+0,0x1.6d13a26dd2c07p+0,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,published,tube,y,-0x1.c6bb0ffd164edp-1,-0x1.a93e69e8bfc41p-1,-0x1.c6bb0ffd164edp-1,-0x1.a93e69e8bfc41p-1,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,common,endpoint,x,0x1.58daad0e5ef9ap+0,0x1.6ae04beac1d55p+0,0x1.58daad0e5ef9ap+0,0x1.6ae04beac1d55p+0,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,common,endpoint,y,-0x1.c67cfcf30db8bp-1,-0x1.ac86b5d0a3683p-1,-0x1.c67cfcf30db8bp-1,-0x1.ac86b5d0a3683p-1,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,common,tube,x,0x1.58da85874774ep+0,0x1.6d13a26dd2bfap+0,0x1.58da85874774ep+0,0x1.6d13a26dd2bfap+0,True,1.0
van_der_pol,180,259407338536540575/144115188075855872,common,tube,y,-0x1.c6bb0ffd164dbp-1,-0x1.a93e69e8bfc53p-1,-0x1.c6bb0ffd164dbp-1,-0x1.a93e69e8bfc53p-1,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,published,endpoint,x,0x1.569bdab67da47p+0,0x1.68b0ed343286ap+0,0x1.569bdab67da47p+0,0x1.68b0ed343286ap+0,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,published,endpoint,y,-0x1.c9a2e029c9dd5p-1,-0x1.af86481b0381fp-1,-0x1.c9a2e029c9dd5p-1,-0x1.af86481b0381fp-1,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,published,tube,x,0x1.569bb3fa5a002p+0,0x1.6ae82c7916125p+0,0x1.569bb3fa5a002p+0,0x1.6ae82c7916125p+0,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,published,tube,y,-0x1.c9dfb53b94e33p-1,-0x1.ac36b5e247206p-1,-0x1.c9dfb53b94e33p-1,-0x1.ac36b5e247206p-1,True,1.0
van_der_pol,181,1043393961669196535/576460752303423488,common,endpoint,x,0x1.569bdab67da4cp+0,0x1.68b0ed3432865p+0,0x1.569bdab67da4cp+0,0x1.68b0ed3432865p+0,True,1.0
