step,t_start,t_end,h,h_hex,scheduler_time_hex,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
62,1.22,1.24,0.02,0x1.47ae147ae147bp-6,0x1.3d70a3d70a3d7p+0,351641058905088335/288230376151711744,178702833214061285/144115188075855872,True,62,0,1.5996509860290975,1.63133486027231,1.5374669869067201,1.5640888598437277,1.5996509860291,1.6313348602723075,1.5374669869067226,1.5640888598437253,1.5994370221977368,1.6599723267376645,1.5201523907876917,1.5655735517310607,1.5994370221977456,1.6599723267376556,1.5201523907877001,1.5655735517310523
63,1.24,1.26,0.02,0x1.47ae147ae147bp-6,0x1.428f5c28f5c29p+0,178702833214061285/144115188075855872,363170273951156805/288230376151711744,True,63,0,1.5716201273511647,1.6030434300634144,1.5542662681489707,1.579556404730017,1.571620127351167,1.603043430063412,1.554266268148973,1.579556404730015,1.5714061000026947,1.6314185935361794,1.5367737592194095,1.5809155089469002,1.5714061000027035,1.6314185935361705,1.5367737592194186,1.5809155089468914
64,1.26,1.28,0.02,0x1.47ae147ae147bp-6,0x1.47ae147ae147bp+0,363170273951156805/288230376151711744,5764607523034235/4503599627370496,True,64,0,1.5438704352278978,1.5750189780418171,1.5713247290450103,1.595337626154773,1.5438704352278998,1.5750189780418153,1.5713247290450125,1.5953376261547707,1.5436564960714447,1.6031199787948684,1.5536615809228194,1.5965809436557235,1.5436564960714538,1.6031199787948598,1.5536615809228285,1.5965809436557146
65,1.28,1.3,0.02,0x1.47ae147ae147bp-6,0x1.4cccccccccccdp+0,5764607523034235/4503599627370496,374699488997225275/288230376151711744,True,65,0,1.5164117031052453,1.5472727062944458,1.5886277464553091,1.611414974997977,1.5164117031052473,1.5472727062944438,1.5886277464553114,1.6114149749979747,1.516197968717263,1.5750889298582371,1.570800982776122,1.6125515684036327,1.5161979687172722,1.5750889298582278,1.5708009827761302,1.6125515684036245
66,1.3,1.32,0.02,0x1.47ae147ae147bp-6,0x1.51eb851eb851fp+0,374699488997225275/288230376151711744,190232048260129755/144115188075855872,True,66,0,1.48925273933886,1.5198146649700421,1.6061614532590702,1.627771885048242,1.4892527393388624,1.51981466497004,1.6061614532590724,1.6277718850482399,1.4890392968881965,1.5473365948326143,1.5881779104508378,1.6288101346873363,1.4890392968882054,1.5473365948326048,1.5881779104508464,1.6288101346873278
67,1.32,1.34,0.02,0x1.47ae147ae147bp-6,0x1.570a3d70a3d71p+0,190232048260129755/144115188075855872,386228704043293745/288230376151711744,True,67,0,1.462401483703807,1.4926538866008658,1.6239126306221288,1.6443926700861944,1.4624014837038088,1.492653886600864,1.6239126306221312,1.644392670086192,1.4621883958747948,1.5198729738629504,1.605779010377292,1.6453403268539053,1.4621883958748034,1.5198729738629415,1.6057790103773013,1.645340326853896
68,1.34,1.36,0.02,0x1.47ae147ae147bp-6,0x1.5c28f5c28f5c3p+0,386228704043293745/288230376151711744,97998327891581995/72057594037927936,True,68,0,1.4358632891205356,1.4658003278259844,1.6418685737106926,1.6612624701663368,1.4358632891205378,1.465800327825982,1.6418685737106948,1.6612624701663348,1.4356505946858085,1.4927088797155126,1.6235914859626521,1.6621267057299602,1.435650594685818,1.4927088797155033,1.6235914859626606,1.6621267057299518
69,1.36,1.3800000000000001,0.02,0x1.47ae147ae147bp-6,0x1.6147ae147ae15p+0,97998327891581995/72057594037927936,397757919089362215/288230376151711744,True,69,0,1.409646238661533,1.4392597434393744,1.6600171925523002,1.6783669910375112,1.4096462386615354,1.439259743439372,1.6600171925523022,1.6783669910375092,1.4094339634428685,1.4658508144772897,1.641603198584079,1.6791544369561606,1.4094339634428774,1.465850814477281,1.6416031985840878,1.6791544369561524
70,1.3800000000000001,1.4000000000000001,0.02,0x1.47ae147ae147bp-6,0x1.6666666666667p+0,397757919089362215/288230376151711744,201761263306198225/144115188075855872,True,70,0,1.3837159295560633,1.4130791116564545,1.678121734705311,1.6959175994589164,1.3837159295560655,1.4130791116564525,1.6781217347053135,1.6959175994589142,1.3835034324582935,1.439347071476404,1.659558406422556,1.6966533602500704,1.3835034324583027,1.4393470714763952,1.659558406422565,1.6966533602500613
71,1.4000000000000001,1.42,0.02,0x1.47ae147ae147bp-6,0x1.6b851eb851eb8p+0,201761263306198225/144115188075855872,409287134135430685/288230376151711744,True,71,0,1.3580988491976735,1.387243321369128,1.6960344961987908,1.7140375742418978,1.3580988491976758,1.3872433213691258,1.6960344961987928,1.7140375742418958,1.3578852662535867,1.4131833350818894,1.677300431788338,1.7147552751221766,1.3578852662535952,1.4131833350818808,1.6773004317883473,1.7147552751221673
72,1.42,1.44,0.02,0x1.47ae147ae147bp-6,0x1.70a3d70a3d70ap+0,409287134135430685/288230376151711744,51881467707308115/36028797018963968,True,72,0,1.3328242894008229,1.3617334503716387,1.7141310341252924,1.7323277220976545,1.3328242894008249,1.3617334503716367,1.7141310341252944,1.7323277220976527,1.3326098164739548,1.3873401297819,1.6952383503587496,1.7330270719834169,1.3326098164739641,1.3873401297818908,1.695238350358759,1.7330270719834073
73,1.44,1.46,0.02,0x1.47ae147ae147bp-6,0x1.75c28f5c28f5cp+0,51881467707308115/36028797018963968,420816349181499155/288230376151711744,True,73,0,1.307896409537151,1.33655482627672,1.7323996490337166,1.7507767902423845,1.307896409537153,1.336554826276718,1.732399649033719,1.7507767902423823,1.3076812147951076,1.3618232599053608,1.7133600225612295,1.7514575884184702,1.3076812147951167,1.3618232599053512,1.7133600225612389,1.751457588418461
74,1.46,1.48,0.02,0x1.47ae147ae147bp-6,0x1.7ae147ae147aep+0,420816349181499155/288230376151711744,213290478352266695/144115188075855872,True,74,0,1.283319020692234,1.311712326456574,1.7508289669461554,1.7693738173523026,1.2833190206922358,1.311712326456572,1.7508289669461574,1.7693738173523006,1.2831032489201084,1.336638025462678,1.731653694464993,1.7700359345975138,1.283103248920117,1.336638025462669,1.731653694465002,1.7700359345975047
75,1.48,1.5,0.02,0x1.47ae147ae147bp-6,0x1.8000000000000p+0,213290478352266695/144115188075855872,432345564227567625/288230376151711744,True,75,0,1.2590956231958987,1.287210426064781,1.7694079162936696,1.7881080861682201,1.2590956231959005,1.287210426064779,1.7694079162936716,1.7881080861682181,1.258879399642595,1.311789277624152,1.7501079528459904,1.7887514616864124,1.2588793996426038,1.3117892776241435,1.750107952845999,1.7887514616864035
76,1.5,1.52,0.02,0x1.47ae147ae147bp-6,0x1.851eb851eb852p+0,432345564227567625/288230376151711744,109527542937650465/72057594037927936,True,76,0,1.2352290107240138,1.2630536670544459,1.7881128325362297,1.8069819592643164,1.2352290107240158,1.2630536670544437,1.7881128325362319,1.8069819592643142,1.2350124187203462,1.287281920280168,1.7686979681955188,1.807607453704306,1.2350124187203553,1.2872819202801589,1.7686979681955277,1.807607453704297
77,1.52,1.54,0.02,0x1.47ae147ae147bp-6,0x1.8a3d70a3d70a4p+0,109527542937650465/72057594037927936,443874779273636095/288230376151711744,True,77,0,1.2117225481389162,1.2392454412802463,1.8069440552772984,1.8259742331625273,1.211722548138918,1.2392454412802443,1.8069440552773004,1.8259742331625253,1.2115056823639945,1.2631196231980628,1.7874246085926144,1.8265819598483009,1.2115056823640036,1.2631196231980535,1.7874246085926226,1.8265819598482924
78,1.54,1.56,0.02,0x1.47ae147ae147bp-6,0x1.8f5c28f5c28f6p+0,443874779273636095/288230376151711744,224819693398335165/144115188075855872,True,78,0,1.1885790532112688,1.2157891605263753,1.8258937354701472,1.8450722904147678,1.1885790532112706,1.2157891605263735,1.8258937354701494,1.8450722904147656,1.1883620029797313,1.2393060671777383,1.8062799440618793,1.8456622448384687,1.1883620029797406,1.2393060671777292,1.8062799440618884,1.8456622448384594
79,1.56,1.58,0.02,0x1.47ae147ae147bp-6,0x1.947ae147ae148p+0,224819693398335165/144115188075855872,455403994319704565/288230376151711744,True,79,0,1.165801041190433,1.1926880537657671,1.84495168358465,1.8642662197192734,1.1658010411904351,1.192688053765765,1.8449516835846522,1.8642662197192714,1.1655838875472264,1.2158447321455346,1.8252535495954367,1.864838450001795,1.1655838875472355,1.2158447321455255,1.8252535495954452,1.8648384500017865
80,1.58,1.6,0.02,0x1.47ae147ae147bp-6,0x1.999999999999ap+0,455403994319704565/288230376151711744,28823037615171175/18014398509481984,True,80,0,1.1433907939067376,1.169945131629268,1.8641078843118426,1.8835462770029123,1.1433907939067398,1.1699451316292657,1.864107884311845,1.8835462770029103,1.1431736117211315,1.1927388608015155,1.8443351916097028,1.8841008788017608,1.1431736117211408,1.192738860801506,1.8443351916097124,1.8841008788017517
81,1.6,1.62,0.02,0x1.47ae147ae147bp-6,0x1.9eb851eb851ecp+0,28823037615171175/18014398509481984,466933209365773035/288230376151711744,True,81,0,1.1213504652977546,1.1475631068754724,1.8833524986322772,1.902902866120695,1.1213504652977568,1.1475631068754704,1.8833524986322792,1.902902866120693,1.1211333252582547,1.1699913829364401,1.8635148267189425,1.9034399773822526,1.1211333252582631,1.1699913829364317,1.863514826718952,1.903439977382243
82,1.62,1.6400000000000001,0.02,0x1.47ae147ae147bp-6,0x1.a3d70a3d70a3ep+0,466933209365773035/288230376151711744,236348908444403635/144115188075855872,True,82,0,1.0996819911289706,1.1255445041482721,1.9026758426790915,1.9223265488232195,1.0996819911289728,1.1255445041482701,1.9026758426790933,1.9223265488232175,1.0994649613281724,1.1476050289485091,1.8827825764344719,1.9228463455764508,1.0994649613281806,1.1476050289485007,1.8827825764344805,1.9228463455764424
83,1.6400000000000001,1.6600000000000001,0.02,0x1.47ae147ae147bp-6,0x1.a8f5c28f5c290p+0,236348908444403635/144115188075855872,478462424411841505/288230376151711744,True,83,0,1.0783856481414176,1.103893115614308,1.9220683577329352,1.9418080679462328,1.0783856481414198,1.103893115614306,1.9220683577329376,1.9418080679462304,1.0781687934352129,1.1255837906828368,1.9021286926591672,1.9423107617839208,1.0781687934352224,1.1255837906828277,1.9021286926591756,1.9423107617839122
84,1.6600000000000001,1.68,0.02,0x1.47ae147ae147bp-6,0x1.ae147ae147ae1p+0,478462424411841505/288230376151711744,121056757983718935/72057594037927936,True,84,0,1.0574643116585873,1.0826097475531284,1.941520709045438,1.9613382521963871,1.0574643116585891,1.0826097475531267,1.9415207090454403,1.9613382521963851,1.0572476988737634,1.103928664799346,1.9215436584737953,1.9618240832748928,1.057247698873772,1.1039286647993372,1.9215436584738046,1.9618240832748834
85,1.68,1.7,0.02,0x1.47ae147ae147bp-6,0x1.b333333333333p+0,121056757983718935/72057594037927936,489991639457909975/288230376151711744,True,85,0,1.0369196399984615,1.061696043113641,1.9610236932834326,1.9809081091544745,1.0369196399984637,1.0616960431136386,1.9610236932834344,1.9809081091544725,1.036703337398637,1.0826414835663551,1.9410180886036557,1.9813773439339144,1.0367033373986463,1.0826414835663458,1.9410180886036643,1.9813773439339055
86,1.7,1.72,0.02,0x1.47ae147ae147bp-6,0x1.b851eb851eb85p+0,489991639457909975/288230376151711744,247878123490472105/144115188075855872,True,86,0,1.016752844652512,1.0411537110363611,1.9805682568762675,2.000508815655143,1.0167528446525143,1.041153711036359,1.9805682568762693,2.0005088156551385,1.0165369223450884,1.0617241446239083,1.9605427462020015,2.000961744236948,1.0165369223450977,1.0617241446238994,1.96054274620201,2.000961744236931
87,1.72,1.74,0.02,0x1.47ae147ae147bp-6,0x1.bd70a3d70a3d7p+0,247878123490472105/144115188075855872,501520854503978445/288230376151711744,True,87,0,0.9969649518095046,1.0209842601384467,2.0001455092762632,2.02013171618055,0.996964951809506,1.020984260138445,2.0001455092762677,2.020131716180546,0.9967494825661407,1.0411783467395102,1.9801085546037407,2.0205686494464605,0.9967494825661471,1.0411783467395015,1.9801085546037498,2.020568649446444
88,1.74,1.76,0.02,0x1.47ae147ae147bp-6,0x1.c28f5c28f5c29p+0,501520854503978445/288230376151711744,63410682753376585/36028797018963968,True,88,0,0.9775557874810911,1.001190008470875,2.0197373228463276,2.0397777364478147,0.9775557874810922,1.0011900084708731,2.019737322846331,2.0397777364478107,0.9773408347214773,1.02100661320256,1.9996968045708625,2.040199394388638,0.9773408347214819,1.021006613202551,1.9996968045708732,2.0401993943886194
89,1.76,1.78,0.02,0x1.47ae147ae147bp-6,0x1.c7ae147ae147bp+0,63410682753376585/36028797018963968,513050069550046915/288230376151711744,True,89,0,0.9585251555555543,0.9817728956505055,2.0393427097070065,2.059431024104884,0.9585251555555554,0.9817728956505044,2.0393427097070105,2.05943102410488,0.9583107952927414,1.0012110713251776,2.01930665874177,2.0598377953394658,0.9583107952927459,1.0012110713251705,2.0193066587417867,2.059837795339449
90,1.78,1.8,0.02,0x1.47ae147ae147bp-6,0x1.ccccccccccccdp+0,513050069550046915/288230376151711744,259407338536540575/144115188075855872,True,90,0,0.9398755122450982,0.9627317951660284,2.058955700636342,2.0790810912194826,0.9398755122450991,0.9627317951660274,2.058955700636347,2.0790810912194777,0.9396512169849198,0.9818014036670684,2.0389320433077662,2.0794732787668644,0.9396512169849243,0.9818014036670637,2.038932043307785,2.079473278766845
91,1.8,1.82,0.02,0x1.47ae147ae147bp-6,0x1.d1eb851eb851fp+0,259407338536540575/144115188075855872,524579284596115385/288230376151711744,True,91,0,0.9216070815957565,0.9440673915820362,2.0785681268689893,2.0987200480580457,0.9216070815957577,0.9440673915820351,2.078568126868993,2.0987200480580412,0.9213660655828154,0.9627747645215552,2.0585616449610904,2.09910089921996,0.9213660655828195,0.962774764521551,2.058561644961109,2.0991008992199416
92,1.82,1.84,0.02,0x1.47ae147ae147bp-6,0x1.d70a3d70a3d71p+0,524579284596115385/288230376151711744,132585973029787405/72057594037927936,True,92,0,0.90371986564607,0.9257801559402603,2.0981717245687923,2.118340521656269,0.903719865646071,0.9257801559402593,2.098171724568797,2.1183405216562643,0.9034628543964871,0.9441243314270846,2.0781889116979615,2.11871136104974,0.9034628543964914,0.9441243314270803,2.0781889116979806,2.1187113610497206
93,1.84,1.86,0.02,0x1.47ae147ae147bp-6,0x1.dc28f5c28f5c3p+0,132585973029787405/72057594037927936,536108499642183855/288230376151711744,True,93,0,0.88621364591824,0.9078703313044223,2.117758473744163,2.1379353387081546,0.886213645918241,0.9078703313044213,2.1177584737441673,2.1379353387081506,0.8859413738341804,0.9258505628092178,2.0978066735735874,2.1382964191513847,0.8859413738341849,0.9258505628092132,2.097806673573606,2.1382964191513656
94,1.86,1.8800000000000001,0.02,0x1.47ae147ae147bp-6,0x1.e147ae147ae15p+0,536108499642183855/288230376151711744,270936553582609045/144115188075855872,True,94,0,0.8690879353743046,0.8903379679379941,2.1373214603509667,2.157496685427887,0.8690879353743056,0.8903379679379931,2.1373214603509707,2.1574966854278825,0.8688011557134167,0.907953720778149,2.117407800642628,2.157848242884234,0.8688011557134214,0.9079537207781441,2.1174078006426464,2.157848242884216
95,1.8800000000000001,1.9000000000000001,0.02,0x1.47ae147ae147bp-6,0x1.e666666666667p+0,270936553582609045/144115188075855872,547637714688252325/288230376151711744,True,95,0,0.8523420900258506,0.8731827990960016,2.1568534036518696,2.1770176021440997,0.8523420900258517,0.8731827990960004,2.1568534036518745,2.177017602144095,0.8520415984461471,0.8904337331300439,2.136984767849446,2.17735987322293,0.8520415984461519,0.8904337331300393,2.1369847678494622,2.1773598732229127
96,1.9000000000000001,1.92,0.02,0x1.47ae147ae147bp-6,0x1.eb851eb851eb8p+0,547637714688252325/288230376151711744,17293822569102705/9007199254740992,True,96,0,0.8359752112472415,0.856404327099524,2.1763472708299574,2.1964913898938643,0.8359752112472425,0.856404327099523,2.1763472708299627,2.196491389893859,0.8356618222643881,0.8732903261196517,2.156530287190732,2.19682461207071,0.8356618222643929,0.8732903261196469,2.156530287190751,2.196824612070691
97,1.92,1.94,0.02,0x1.47ae147ae147bp-6,0x1.f0a3d70a3d70ap+0,17293822569102705/9007199254740992,559166929734320795/288230376151711744,True,97,0,0.8199861298816397,0.840001828633518,2.195796290232824,2.2159116175944393,0.8199861298816408,0.8400018286335169,2.195796290232828,2.215911617594435,0.8196606739121002,0.8565230086242732,2.176037323032275,2.216236027794713,0.8196606739121047,0.8565230086242688,2.1760373230322925,2.216236027794696
98,1.94,1.96,0.02,0x1.47ae147ae147bp-6,0x1.f5c28f5c28f5cp+0,559166929734320795/288230376151711744,282465768628677515/144115188075855872,True,98,0,0.8043734258333476,0.8239743259078621,2.215193958028093,2.2352721346530817,0.8043734258333486,0.8239743259078611,2.215193958028097,2.2352721346530777,0.8040367462751353,0.8401310425772929,2.1954990991028653,2.235587968087943,0.8040367462751397,0.8401310425772888,2.1954990991028844,2.2355879680879247
99,1.96,1.98,0.02,0x1.47ae147ae147bp-6,0x1.fae147ae147aep+0,282465768628677515/144115188075855872,570696144780389265/288230376151711744,True,99,0,0.7891354224738818,0.8083205846570405,2.2345340495489414,2.254567077402812,0.789135422473883,0.8083205846570393,2.2345340495489454,2.254567077402808,0.7887883726579061,0.8241134402826522,2.214909110456438,2.2548745665187555,0.7887883726579108,0.8241134402826474,2.214909110456455,2.2548745665187377
100,1.98,2.0,0.02,0x1.47ae147ae147bp-6,0x1.0000000000000p+1,570696144780389265/288230376151711744,144115188075855875/72057594037927936,True,100,0,0.7742701876854619,0.7930391073408951,2.2538106260849147,2.273790878388234,0.7742701876854631,0.793039107340894,2.2538106260849187,2.27379087838823,0.7739136278032118,0.8084689567175991,2.234261130905653,2.274090252028682,0.7739136278032162,0.8084689567175947,2.2342611309056712,2.2740902520286643
