context,cover_validation_s,coverage_valid,depth,device,fallback_reason,finite,horner,horner_hi,horner_lo,horner_range_s,horner_stage_count,horner_stage_sha256,horner_validated,horner_width,hull_s,lane,leaf_count,leaf_counts,leaf_evaluation_s,method_requested,method_used,natural_hi,natural_lo,natural_range_s,natural_validated,natural_width,phase,phase_group,range_attribution_s,range_call_index,selected_hi,selected_lo,selected_width,selection_s,split_variables,tightened_hi,tightened_lo,tightened_width,wall_s
poly_times_remainder,0.0002843094989657402,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.9442221583067478]],[[-0.5857765253845442]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998683691292]],0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,[[1.9442221583067478]],[[-0.5857765253845442]],0.0008084326982498169,True,[[2.529998683691292]],polynomial_range,terminal_ab,0.0011306880041956902,20,[[1.9442221583067478]],[[-0.5857765253845442]],[[2.529998683691292]],0.0,[[]],[[1.9442221583067478]],[[-0.5857765253845442]],[[2.529998683691292]],0.0011306880041956902
remainder_times_poly,0.0002700844779610634,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724116197974]],[[0.8704777223358466]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.5322463938621276]],0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,[[4.402724116197974]],[[0.8704777223358466]],0.0007638121023774147,True,[[3.5322463938621276]],polynomial_range,terminal_ab,0.0010795630514621735,21,[[4.402724116197974]],[[0.8704777223358466]],[[3.5322463938621276]],0.0,[[]],[[4.402724116197974]],[[0.8704777223358466]],[[3.5322463938621276]],0.0010795630514621735
integration_overflow,0.00027090776711702347,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]",0.0008128201588988304,True,"[[1.3326834789169339e-05, 0.00010839498923082412]]",polynomial_range,terminal_ab,0.0011213123798370361,22,"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]","[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0,[[]],"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]","[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0011213123798370361
cutoff,0.00027106236666440964,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0007824189960956573,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,terminal_ab,0.00109087023884058,23,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.00109087023884058
polynomial_truncation,0.001102265901863575,True,1,cpu,validated Horner enclosure is wider than natural,True,"{""fallback_reason"": """", ""orders"": [{""canonical_coefficient_interval_sha256"": ""932e83409ce0b59275795897f2958a4d5dabae4037c0d9f606db715e3c082c76"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[3.251957992135889e-05]], ""lo"": [[-3.2519586962327224e-05]], ""reconstruction_valid"": true, ""selected_mask"": [[true]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [0, 1, 2], ""width"": [[6.503916688368612e-05]]}, {""canonical_coefficient_interval_sha256"": ""932e83409ce0b59275795897f2958a4d5dabae4037c0d9f606db715e3c082c76"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[3.25195799213589e-05]], ""lo"": [[-3.251958696232724e-05]], ""reconstruction_valid"": true, ""selected_mask"": [[false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [1, 0, 2], ""width"": [[6.503916688368614e-05]]}, {""canonical_coefficient_interval_sha256"": ""932e83409ce0b59275795897f2958a4d5dabae4037c0d9f606db715e3c082c76"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[3.252185472382293e-05]], ""lo"": [[-3.252186879938366e-05]], ""reconstruction_valid"": true, ""selected_mask"": [[false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [2, 0, 1], ""width"": [[6.504372352320659e-05]]}], ""per_leaf"": {""fallback_reason"": """", ""horner_selected_mask"": [[true], [true], [true], [true]], ""natural_hi"": [[3.154544285836846e-05], [1.581965365484125e-05], [1.706291770063187e-05], [8.936821254784505e-08]], ""natural_lo"": [[-9.764259473915305e-07], [-1.6702215150918725e-05], [-1.5458951105128107e-05], [-3.243250059321213e-05]], ""natural_width"": [[3.2521868805759997e-05], [3.2521868805759976e-05], [3.2521868805759976e-05], [3.2521868805759976e-05]], ""orders"": [{""canonical_coefficient_interval_sha256"": ""7b2d7c1eb533927d68e9009959e901adf610444cc345d860dc2e63e99c716990"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[3.154510909027604e-05], [1.5819002235153887e-05], [1.7062161069931078e-05], [8.828479302692336e-08]], ""lo"": [[-9.744778720511974e-07], [-1.6700584727173337e-05], [-1.5457425892396156e-05], [-3.2431302169300305e-05]], ""reconstruction_valid"": true, ""selected_mask"": [[false], [false], [false], [true]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [0, 1, 2], ""width"": [[3.251958696232724e-05], [3.2519586962327224e-05], [3.251958696232723e-05], [3.251958696232723e-05]]}, {""canonical_coefficient_interval_sha256"": ""7b2d7c1eb533927d68e9009959e901adf610444cc345d860dc2e63e99c716990"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[3.154510909027603e-05], [1.5819002235153884e-05], [1.7062161069931078e-05], [8.828479302692336e-08]], ""lo"": [[-9.744778720511971e-07], [-1.6700584727173337e-05], [-1.545742589239616e-05], [-3.243130216930031e-05]], ""reconstruction_valid"": true, ""selected_mask"": [[false], [true], [false], [false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [1, 0, 2], ""width"": [[3.2519586962327224e-05], [3.251958696232722e-05], [3.251958696232724e-05], [3.251958696232724e-05]]}, {""canonical_coefficient_interval_sha256"": ""7b2d7c1eb533927d68e9009959e901adf610444cc345d860dc2e63e99c716990"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[3.128531840010637e-05], [1.5819546390009865e-05], [1.6935619544192817e-05], [8.787381895970749e-08]], ""lo"": [[-9.727024953418225e-07], [-1.670157968958024e-05], [-1.5322080359018424e-05], [-3.243250059321175e-05]], ""reconstruction_valid"": true, ""selected_mask"": [[true], [false], [true], [false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [2, 0, 1], ""width"": [[3.2258020895448195e-05], [3.252112607959011e-05], [3.225769990321124e-05], [3.252037441217146e-05]]}], ""requested"": true, ""requested_orders"": [[0, 1, 2], [1, 0, 2], [2, 0, 1]], ""selected_order_index"": [[2], [1], [2], [0]], ""selection_rule"": ""minimum_width_then_lexicographic_variable_order"", ""sound_selection_rule"": ""validated_horner_and_width_not_greater_than_natural_per_leaf"", ""validated"": true}, ""requested"": true, ""requested_orders"": [[0, 1, 2], [1, 0, 2], [2, 0, 1]], ""selected_order_index"": [[0]], ""selection_rule"": ""minimum_width_then_lexicographic_variable_order"", ""validated"": true}",[[3.251957992135889e-05]],[[-3.2519586962327224e-05]],0.04212786164134741,1314,713f4601be050424b099c105306861ded367f921a9a3e371add4e0f2a9340830,True,[[6.503916688368612e-05]],7.21607357263565e-05,D3_subdivision_then_horner,4,[4],0.17898943088948727,subdivision_then_horner,subdivision_then_horner,[[3.21702896179342e-05]],[[-3.243346721049946e-05]],0.018092279322445393,True,[[6.460375682843365e-05]],polynomial_range,terminal_ab,0.24152566585689783,24,[[3.128531840010638e-05]],[[-3.243130216930031e-05]],[[6.371662056940669e-05]],7.065664976835251e-05,"[[0, 1]]",[[3.128531840010638e-05]],[[-3.243130216930031e-05]],[[6.371662056940669e-05]],0.24152566585689783
poly_times_remainder,0.0003694118931889534,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068491545362]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868024952445]],0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,[[1.394386117579791]],[[-0.14000068491545362]],0.0009200461208820343,True,[[1.5343868024952445]],polynomial_range,terminal_ab,0.0013299277052283287,25,[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0,[[]],[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0013299277052283287
remainder_times_poly,0.0002950849011540413,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068491545362]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868024952445]],0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,[[1.394386117579791]],[[-0.14000068491545362]],0.0007860008627176285,True,[[1.5343868024952445]],polynomial_range,terminal_ab,0.0011185621842741966,26,[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0,[[]],[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0011185621842741966
polynomial_truncation,0.0010961368680000305,True,1,cpu,validated Horner enclosure is wider than natural,True,"{""fallback_reason"": """", ""orders"": [{""canonical_coefficient_interval_sha256"": ""8294e01d484c8613fc792a424dd9c37c5a1828157fdbebe156001816c69f630f"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[0.012995261774111]], ""lo"": [[-0.012995261825805729]], ""reconstruction_valid"": true, ""selected_mask"": [[true]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [0, 1, 2], ""width"": [[0.02599052359991673]]}, {""canonical_coefficient_interval_sha256"": ""8294e01d484c8613fc792a424dd9c37c5a1828157fdbebe156001816c69f630f"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[0.012995261774111004]], ""lo"": [[-0.012995261825805732]], ""reconstruction_valid"": true, ""selected_mask"": [[false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [1, 0, 2], ""width"": [[0.025990523599916736]]}, {""canonical_coefficient_interval_sha256"": ""8294e01d484c8613fc792a424dd9c37c5a1828157fdbebe156001816c69f630f"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[0.013002918129736519]], ""lo"": [[-0.013002918232876146]], ""reconstruction_valid"": true, ""selected_mask"": [[false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [2, 0, 1], ""width"": [[0.026005836362612667]]}], ""per_leaf"": {""fallback_reason"": """", ""horner_selected_mask"": [[true], [true], [true], [true]], ""natural_hi"": [[0.002766230443726581], [0.007211478148608032], [0.00951322652340047], [7.632482060943146e-05]], ""natural_lo"": [[-0.010236687789399478], [-0.00579144008451801], [-0.0034896917097255844], [-0.012926593412516613]], ""natural_width"": [[0.013002918233126059], [0.013002918233126042], [0.013002918233126055], [0.013002918233126045]], ""orders"": [{""canonical_coefficient_interval_sha256"": ""3eb564dad83d9532dc7ea6e99888e6371c252bc0bb3f08e242abe4e44e1b3423"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[0.002759638358218173], [0.0072052032913828895], [0.009506185503283967], [6.871572651020212e-05]], ""lo"": [[-0.010235623467587556], [-0.005790058534422839], [-0.003489076322521763], [-0.012926546099295527]], ""reconstruction_valid"": true, ""selected_mask"": [[false], [false], [false], [true]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [0, 1, 2], ""width"": [[0.01299526182580573], [0.012995261825805729], [0.01299526182580573], [0.012995261825805729]]}, {""canonical_coefficient_interval_sha256"": ""3eb564dad83d9532dc7ea6e99888e6371c252bc0bb3f08e242abe4e44e1b3423"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[0.002759638358218173], [0.007205203291382889], [0.009506185503283969], [6.871572651020212e-05]], ""lo"": [[-0.010235623467587555], [-0.005790058534422838], [-0.003489076322521763], [-0.012926546099295529]], ""reconstruction_valid"": true, ""selected_mask"": [[false], [true], [false], [false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [1, 0, 2], ""width"": [[0.012995261825805727], [0.012995261825805727], [0.012995261825805732], [0.01299526182580573]]}, {""canonical_coefficient_interval_sha256"": ""3eb564dad83d9532dc7ea6e99888e6371c252bc0bb3f08e242abe4e44e1b3423"", ""canonical_exponent_sha256"": ""77a00086fcb526af872e75462cd2788261c1ba5674ce20ca7a7fed69f7870881"", ""coefficient_aggregation_safeguard"": ""sequential_original_index_interval_add_nextafter"", ""duplicate_group_count"": 127, ""fallback_reason"": """", ""hi"": [[0.000670338854707333], [0.007211075066449261], [0.0073351692674396484], [6.874885308327903e-05]], ""lo"": [[-0.01001597992661568], [-0.005791425230384007], [-0.003351396012545372], [-0.012926592942180175]], ""reconstruction_valid"": true, ""selected_mask"": [[true], [false], [true], [false]], ""source_term_count"": 1015, ""unique_term_count"": 130, ""validated"": true, ""variable_order"": [2, 0, 1], ""width"": [[0.010686318781323013], [0.013002500296833268], [0.01068656527998502], [0.012995341795263455]]}], ""requested"": true, ""requested_orders"": [[0, 1, 2], [1, 0, 2], [2, 0, 1]], ""selected_order_index"": [[2], [1], [2], [0]], ""selection_rule"": ""minimum_width_then_lexicographic_variable_order"", ""sound_selection_rule"": ""validated_horner_and_width_not_greater_than_natural_per_leaf"", ""validated"": true}, ""requested"": true, ""requested_orders"": [[0, 1, 2], [1, 0, 2], [2, 0, 1]], ""selected_order_index"": [[0]], ""selection_rule"": ""minimum_width_then_lexicographic_variable_order"", ""validated"": true}",[[0.012995261774111]],[[-0.012995261825805729]],0.04167648311704397,1314,ecf3cc8c0f2973ee227f9d0d8f9c669164b69eeaba3bd20142aace9698ec5a8e,True,[[0.02599052359991673]],7.30687752366066e-05,D3_subdivision_then_horner,4,[4],0.07131036277860403,subdivision_then_horner,subdivision_then_horner,[[0.009777527392372079]],[[-0.012996815657325867]],0.018181176856160164,True,[[0.022774343049697946]],polynomial_range,terminal_ab,0.13344301749020815,27,[[0.007335169267439649]],[[-0.012926546099295529]],[[0.020261715366735177]],8.191633969545364e-05,"[[0, 1]]",[[0.007335169267439649]],[[-0.012926546099295529]],[[0.020261715366735177]],0.13344301749020815
poly_times_remainder,0.0003364710137248039,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944222190333796]],[[-0.585776664938176]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998855271972]],0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,[[1.944222190333796]],[[-0.585776664938176]],0.001002216711640358,True,[[2.529998855271972]],polynomial_range,terminal_ab,0.0013793883845210075,28,[[1.944222190333796]],[[-0.585776664938176]],[[2.529998855271972]],0.0,[[]],[[1.944222190333796]],[[-0.585776664938176]],[[2.529998855271972]],0.0013793883845210075
remainder_times_poly,0.0002833530306816101,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323086248]],[[0.8704774300196458]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893066602]],0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,[[4.402724323086248]],[[0.8704774300196458]],0.0007702866569161415,True,[[3.532246893066602]],polynomial_range,terminal_ab,0.0010911040008068085,29,[[4.402724323086248]],[[0.8704774300196458]],[[3.532246893066602]],0.0,[[]],[[4.402724323086248]],[[0.8704774300196458]],[[3.532246893066602]],0.0010911040008068085
integration_overflow,0.0002865782007575035,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]",0.0008451314643025398,True,"[[1.3327209457793334e-05, 0.00010839579333926183]]",polynomial_range,terminal_ab,0.0011692792177200317,30,"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]","[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0,[[]],"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]","[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0011692792177200317
cutoff,0.00029485393315553665,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,D3_subdivision_then_horner,1,[1],0.0,subdivision_then_horner,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0008663106709718704,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,terminal_ab,0.0012004608288407326,31,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0012004608288407326
