run_id,plant,route,batch,steps,successful_tasks,accepted_lane_steps,successful_lane_steps,requests,gpu_completed_requests,cpu_table_fallback,cpu_hardware_fallback,groups,mean_group_size,median_group_size,max_group_size,singleton_request_fraction,wait_p50_s,wait_p95_s,wait_max_s,wall_s,cpu_s,throughput,peak_rss_kib,peak_gpu_allocated_bytes,evaluated_range_service_s,evaluated_range_thread_cpu_s,gpu_h2d_s,gpu_kernel_sync_s,gpu_d2h_checks_s,cold_cuda_startup_s,measured_online
formal-b8-rep0-van_der_pol-G,van_der_pol,G,8,20,8,160,160,17675,17675,0,0,10942,1.6153354048619997,1.0,8,0.3894200848656294,0.006881561,0.0249494688,0.111928459,75.312927502,75.253646358,2.1244692685163655,696036,10240,17.111543374999943,9.187776327999996,2.5533043388277292,2.4859512709081173,1.7581594507209957,0.398316166,True
formal-b8-rep0-brusselator-S,brusselator,S,8,20,8,160,160,26685,0,0,0,26685,1,1,1,1.0,,,,141.562258735,141.45828179,1.1302447518834442,484552,0,48.77800891799992,48.756518481000185,0.0,0.0,0.0,0.0,False
formal-b8-rep0-brusselator-Q,brusselator,Q,8,20,8,160,160,26685,0,0,0,15967,1.6712594726623662,1,8,0.3859846355630504,0.012407574,0.031333783799999994,0.12719328,132.79962205,132.695619281,1.204822706044742,491320,0,70.87251978499991,35.04644722500004,0.0,0.0,0.0,0.0,True
formal-b8-rep0-brusselator-G,brusselator,G,8,20,8,160,160,26685,26685,0,0,14476,1.8433959657363912,1.0,8,0.3010680157391793,0.005131142,0.021697996199999996,0.125507036,112.75710698,112.669858789,1.4189792935036865,687772,10240,24.204769719999994,12.299313807000065,3.373670198954642,3.318577320780605,2.2776942821219563,0.405808923,True
formal-b8-rep1-van_der_pol-G,van_der_pol,G,8,20,8,160,160,17675,17675,0,0,10799,1.6367256227428466,1,8,0.39456859971711455,0.006860602,0.0243910906,0.116135969,75.568494895,75.508544854,2.1172844612336776,695452,10240,17.044820616999992,9.277228253999995,2.5523166353814304,2.610240429174155,1.7389038670808077,0.396024228,True
formal-b8-rep1-van_der_pol-Q,van_der_pol,Q,8,20,8,160,160,17675,0,0,0,11924,1.4823045957732304,1.0,7,0.46574257425742577,0.019029144,0.0365714812,0.116280931,93.584353499,93.510484812,1.7096875067017445,482580,0,59.96835540099999,26.413751064000063,0.0,0.0,0.0,0.0,True
formal-b8-rep1-van_der_pol-S,van_der_pol,S,8,20,8,160,160,17675,0,0,0,17675,1,1,1,1.0,,,,96.030088555,95.960111175,1.6661444595915587,474632,0,33.43362571200002,33.41602752299997,0.0,0.0,0.0,0.0,False
formal-b8-rep1-brusselator-G,brusselator,G,8,20,8,160,160,26685,26685,0,0,14979,1.7814940917284199,1,8,0.3295109612141653,0.00526978,0.0228961438,0.11814757,111.773801939,111.689712144,1.4314624466949708,687852,8192,24.30810411200007,12.830094389999926,3.5800970853306353,3.6129437987692654,2.3601677529513836,0.397399967,True
formal-b8-rep1-brusselator-Q,brusselator,Q,8,20,8,160,160,26685,0,0,0,15535,1.7177341486964919,1,8,0.3400786958965711,0.011746274,0.0314630038,0.145838619,136.127630447,136.024082889,1.1753675537773685,490660,0,71.3957972909999,35.092480397999935,0.0,0.0,0.0,0.0,True
formal-b8-rep1-brusselator-S,brusselator,S,8,20,8,160,160,26685,0,0,0,26685,1,1,1,1.0,,,,140.46988917,140.368733688,1.1390341442240637,484596,0,48.397204975999976,48.37677720699995,0.0,0.0,0.0,0.0,False
formal-b8-rep2-van_der_pol-Q,van_der_pol,Q,8,20,8,160,160,17675,0,0,0,12118,1.4585740221158607,1.0,7,0.49046676096181047,0.018785548,0.0370439882,0.101138979,94.107942052,94.034952276,1.7001753147634542,485984,0,62.371327442999835,26.466666704000012,0.0,0.0,0.0,0.0,True
formal-b8-rep2-van_der_pol-S,van_der_pol,S,8,20,8,160,160,17675,0,0,0,17675,1,1,1,1.0,,,,96.077389707,96.007178583,1.6653241776024514,475036,0,33.479575035,33.46252900200007,0.0,0.0,0.0,0.0,False
formal-b8-rep2-van_der_pol-G,van_der_pol,G,8,20,8,160,160,17675,17675,0,0,10890,1.623048668503214,1.0,8,0.3717114568599717,0.006698085,0.023938527699999997,0.116609672,77.473593424,77.411818609,2.065219811405246,696064,10240,17.798829101999925,9.225226886000014,2.6217645555734634,2.515203366521746,1.7440598607063293,0.394688646,True
formal-b8-rep2-brusselator-Q,brusselator,Q,8,20,8,160,160,26685,0,0,0,16900,1.5789940828402367,1.0,8,0.4331646992692524,0.014200715,0.033497604199999996,0.108215634,135.248714032,135.146936155,1.1830057028279308,493448,0,77.71492482400018,36.68628519799983,0.0,0.0,0.0,0.0,True
formal-b8-rep2-brusselator-S,brusselator,S,8,20,8,160,160,26685,0,0,0,26685,1,1,1,1.0,,,,141.555391569,141.452934673,1.1302995825631221,484984,0,48.75533296200012,48.736845113000015,0.0,0.0,0.0,0.0,False
formal-b8-rep2-brusselator-G,brusselator,G,8,20,8,160,160,26685,26685,0,0,14982,1.7811373648378053,1.0,8,0.3243020423458872,0.005622902,0.022870723799999996,0.110020735,111.458258855,111.372368184,1.435514977926846,687864,10240,23.88210566499989,12.740948301999948,3.536857889033854,3.3508812626823783,2.3340589571744204,0.395634011,True
legacy-b8-van_der_pol-L,van_der_pol,L,8,20,8,160,160,0,0,0,0,0,,,,,,,,78.326374352,78.269593616,2.0427346640731434,452544,0,0,0,0,0,0,0.0,False
legacy-b8-brusselator-L,brusselator,L,8,20,8,160,160,0,0,0,0,0,,,,,,,,114.898771199,114.817783237,1.3925301230844889,451776,0,0,0,0,0,0,0.0,False
formal-b32-rep0-van_der_pol-S,van_der_pol,S,32,20,32,640,640,70704,0,0,0,70704,1,1.0,1,1.0,,,,380.674167618,380.39624977,1.6812278174920159,548940,0,131.41420650400084,131.36297833600062,0.0,0.0,0.0,0.0,False
formal-b32-rep0-van_der_pol-Q,van_der_pol,Q,32,20,32,640,640,70704,0,0,0,21947,3.221579259124254,2,25,0.09867899977370446,0.06616196399999999,0.24039048639999994,0.723281941,336.574444084,336.306840013,1.9015109769899021,553856,0,313.2720637549998,67.31996002999996,0.0,0.0,0.0,0.0,True
formal-b32-rep0-van_der_pol-G,van_der_pol,G,32,20,32,640,640,70704,70704,0,0,27579,2.563689763950832,2,22,0.1669919665082598,0.0404329695,0.15105765449999967,0.580557495,304.43626694,304.190659936,2.1022462482307827,841608,13312,240.25603803400017,25.6000167710001,24.608173724729568,16.04332205839455,16.97787479357794,0.400571735,True
formal-b32-rep0-brusselator-S,brusselator,S,32,20,32,640,640,106919,0,0,0,106919,1,1,1,1.0,,,,579.601399722,579.161878955,1.1042071332246084,595716,0,198.958794384,198.87093527399847,0.0,0.0,0.0,0.0,False
formal-b32-rep0-brusselator-Q,brusselator,Q,32,20,32,640,640,106919,0,0,0,27262,3.9219059496735382,2.0,27,0.08108006995950205,0.047921762,0.20974905169999966,0.963888637,499.855880076,499.462527492,1.2803690533813306,572344,0,431.11420954999596,92.99248375399965,0.0,0.0,0.0,0.0,True
formal-b32-rep0-brusselator-G,brusselator,G,32,20,32,640,640,106919,106919,0,0,31763,3.366149293202783,2,26,0.10215209644684294,0.023283045,0.09290411269999996,0.591698311,428.080941312,427.74527809,1.495044367166877,786232,16384,206.5499652119989,29.381382808000154,23.509272498078644,15.272553402464837,13.709686304908246,0.398182556,True
formal-b32-rep1-van_der_pol-G,van_der_pol,G,32,20,32,640,640,70704,70704,0,0,25584,2.7636022514071295,2.0,22,0.15173116089613034,0.032382697,0.12813203764999964,0.514579601,293.602178748,293.365697949,2.179820336242514,839000,15360,209.68991527799932,22.823554176,29.465166047681123,17.11028479412198,12.375755614601076,0.40792446,True
formal-b32-rep1-van_der_pol-Q,van_der_pol,Q,32,20,32,640,640,70704,0,0,0,19968,3.5408653846153846,2.0,25,0.0857377234668477,0.0564314575,0.23909831664999992,0.714588783,339.632947694,339.36249062,1.8843872608514487,553172,0,305.90806718899825,65.71623268699969,0.0,0.0,0.0,0.0,True
formal-b32-rep1-van_der_pol-S,van_der_pol,S,32,20,32,640,640,70704,0,0,0,70704,1,1.0,1,1.0,,,,389.618935786,389.331357209,1.6426306352613287,548884,0,134.56532361800075,134.50294582700118,0.0,0.0,0.0,0.0,False
formal-b32-rep1-brusselator-G,brusselator,G,32,20,32,640,640,106919,106919,0,0,30901,3.460049836574868,2,25,0.09485685425415502,0.023233992,0.08217337239999997,0.590373062,430.506967031,430.207018272,1.486619379039956,785884,16384,183.29506831300034,28.026399559999923,20.88679066300392,13.88503343379125,11.748090806417167,0.398325516,True
formal-b32-rep1-brusselator-Q,brusselator,Q,32,20,32,640,640,106919,0,0,0,28751,3.718792389829919,2,31,0.096690017676933,0.048557407,0.20018740989999997,0.707902686,479.291473527,478.978713274,1.3353043718687116,576864,0,414.45346447100053,91.30846898799965,0.0,0.0,0.0,0.0,True
formal-b32-rep1-brusselator-S,brusselator,S,32,20,32,640,640,106919,0,0,0,106919,1,1,1,1.0,,,,565.117348378,564.776694096,1.1325081451435322,596036,0,195.12555346200045,195.07427011399966,0.0,0.0,0.0,0.0,False
formal-b32-rep2-van_der_pol-Q,van_der_pol,Q,32,20,32,640,640,70704,0,0,0,21364,3.309492604381202,2.0,27,0.11681093007467754,0.060037744000000004,0.24343503139999978,0.796623588,338.178078204,337.951726957,1.8924940475116523,550792,0,302.7017599480005,67.46960920400016,0.0,0.0,0.0,0.0,True
formal-b32-rep2-van_der_pol-S,van_der_pol,S,32,20,32,640,640,70704,0,0,0,70704,1,1.0,1,1.0,,,,440.445435039,440.125029433,1.453074431213778,548700,0,150.10744742299985,150.05148503400036,0.0,0.0,0.0,0.0,False
formal-b32-rep2-van_der_pol-G,van_der_pol,G,32,20,32,640,640,70704,70704,0,0,24868,2.843171947884832,2.0,25,0.15074111789997738,0.033954846999999996,0.13190903005,0.512120648,327.027444437,326.781969908,1.9570222954890026,836856,16384,211.4835717909994,25.49604205800004,22.536639424040914,20.84475413709879,19.33262487920001,0.403824873,True
formal-b32-rep2-brusselator-Q,brusselator,Q,32,20,32,640,640,106919,0,0,0,26977,3.9633391407495275,2,31,0.09389350816973596,0.047604996,0.23294572559999976,0.80962175,557.758084132,557.361259092,1.1474508719958534,567024,0,458.630784044998,102.33943813800029,0.0,0.0,0.0,0.0,True
formal-b32-rep2-brusselator-S,brusselator,S,32,20,32,640,640,106919,0,0,0,106919,1,1,1,1.0,,,,672.750039749,672.277093958,0.9513191559806984,595704,0,229.30083365599862,229.2151566020005,0.0,0.0,0.0,0.0,False
formal-b32-rep2-brusselator-G,brusselator,G,32,20,32,640,640,106919,106919,0,0,25373,4.213888779411185,2,31,0.0803037813672032,0.044641298,0.19349039539999974,1.14517278,572.208190897,571.798568797,1.1184740277777723,767968,18432,460.5159872379969,97.88227845399987,270.5680918856524,48.88840800663456,21.860005390364677,0.450285806,True
legacy-b32-van_der_pol-L,van_der_pol,L,32,20,32,640,640,0,0,0,0,0,,,,,,,,416.844538873,416.434876962,1.535344571696521,460136,0,0,0,0,0,0,0.0,False
legacy-b32-brusselator-L,brusselator,L,32,20,32,640,640,0,0,0,0,0,,,,,,,,532.54858429,532.072409326,1.2017682872131854,458684,0,0,0,0,0,0,0.0,False
