queue_max_size,step,time,available,endpoint_x_width,endpoint_y_width,segment_x_width,segment_y_width
100,10,0.1,True,0.3033247020932788,0.3005690922824702,0.3246051629761031,0.33913534212079277
100,50,0.5,True,0.18274207059470648,0.3957610808541201,0.18735281615135002,0.42820221636956657
100,99,0.99,True,0.08048857857769698,0.11449768197313637,0.08464338619805045,0.1227820717344098
100,100,1.0,True,0.07951782806323093,0.1115769155531654,0.08375257163162497,0.11966699301819556
100,101,1.01,True,0.07858112591554556,0.10876365886379274,0.08289398139937831,0.11666737753487388
100,199,1.99,True,0.06164505611646676,0.04854989949282795,0.07150379242768179,0.056050099602349746
100,200,2.0,True,0.06192566496940466,0.04901124755039277,0.07185991620482413,0.056614406909927695
100,201,2.0100000000000002,True,0.0622213925087054,0.049493354389294586,0.0722321995502484,0.05720173598051004
100,299,2.99,True,0.13749032336948247,0.11162141647963164,0.1627408319170202,0.12906787337606174
100,300,3.0,True,0.13850532673418248,0.10885167146482555,0.16392087538948363,0.1256837925656762
100,301,3.0100000000000002,True,0.13950583590524723,0.10597478192006271,0.16507953112405765,0.1221428455109459
100,397,3.97,True,0.00861211181140531,0.12409478647545849,0.008888711363604695,0.14501126314186916
100,399,3.99,True,0.010075806611776095,0.11690566782150634,0.010401012840504986,0.13659303923197325
100,400,4.0,True,0.01092387524929972,0.11344502762808771,0.0114371208721189,0.1325425295422277
100,401,4.01,True,0.011757958469568841,0.1100913885371079,0.012453591635703365,0.1286154789624795
100,474,4.74,True,0.04096592217070327,0.026272600935460244,0.047616979307465446,0.030888053869117083
100,499,4.99,True,0.04783474591027148,0.030032728733314196,0.055680948699085686,0.03516429693989498
100,500,5.0,True,0.0481358750559584,0.030313446196362448,0.05603360595253015,0.03548777054946728
100,501,5.01,True,0.04843986211926676,0.030603289340659146,0.056389556817570075,0.035821996672140144
100,599,5.99,True,0.11169595017518302,0.1201161735765639,0.1301466726055594,0.1398912451158909
100,600,6.0,True,0.11290001546993778,0.12129768982979416,0.13154949432915145,0.14127675995514144
100,601,6.01,True,0.1141169900920917,0.12243721142506114,0.13296723078912973,0.1426137280202311
100,632,6.32,True,0.15307555562376207,0.12229562798699911,0.1783272999656937,0.13982130901719003
