run_id,plant,route,batch,steps,lane_steps,requests,dispatches,semantic_device_groups,packets,mean_dispatch_size,p95_dispatch_size,max_dispatch_size,mean_ready_requests,mean_ready_keys,mean_selected_keys,wall_s,cpu_s,throughput,initial_state_s,serialization_s,service_wall_s,service_thread_cpu_s,selection_wall_s,selection_thread_cpu_s,ownership_copy_task_sum_s,ownership_copy_union_s,submit_lock_wait_task_sum_s,submit_lock_wait_union_s,deliver_lock_wait_task_sum_s,future_set_task_sum_s,consume_lock_wait_task_sum_s,future_wait_task_sum_s,future_wait_union_s,validation_and_layout_s,host_packet_build_s,envelope_check_s,host_stage_owned_payload_s,grouping_and_packing_s,device_allocation_s,metadata_h2d_enqueue_s,numeric_h2d_enqueue_s,h2d_sync_s,pure_device_metadata_h2d_s,pure_device_numeric_h2d_s,kernel_enqueue_s,kernel_and_sync_host_s,pure_device_kernel_s,metadata_d2h_enqueue_s,numeric_d2h_enqueue_s,d2h_sync_s,pure_device_metadata_d2h_s,pure_device_numeric_d2h_s,scatter_and_private_wrap_s,actual_kernel_invocations,h2d_copy_operations,d2h_copy_operations,metadata_h2d_bytes,numeric_h2d_bytes,metadata_d2h_bytes,numeric_d2h_bytes,device_allocation_operations,pinned_allocation_operations,scratch_packets,scratch_growth_packets,scratch_last_growth_packet,scratch_no_growth_final_quarter,scratch_final_device_capacity_bytes,scratch_cumulative_device_allocation_bytes,external_cpu_fallback_requests,oversize_parent_requests,peak_rss_kib,peak_gpu_allocated_bytes,cold_startup_s,non_service_wall_s,zero_service_amdahl_upper
continuous-b2-van_der_pol-Gp,van_der_pol,Gp,2,120,240,26655,17806,17806,17806,1.4969673143884084,2.0,2,1.4969673143884084,1.451252386835898,1.451252386835898,149.654530486,149.548279947,1.6036935147944065,0.009845749,20.213607569225132,12.698723310999958,12.381086524,0.998960787,0.99406464,0.786751804,0.786415419,0.03273186,0.03273186,0.199780098,0.244292937,0.165284705,95.952947814,82.167561689,0.38023018138483167,3.6980863455682993,1.0000323518179357,0.6132217384874821,5.691570617258549,0.024739098269492388,0.3317998107522726,0.1983075370080769,0.11187193682417274,0.4179329603258544,0.24594841567697745,2.0156709854491055,2.2619459573179483,2.3970785338358467,0.32051661936566234,0.20409505302086473,0.1045616171322763,0.3624048961680348,0.25032528010197364,0.7320078709162772,71224,35612,35612,22100104,3934160,3631992,630512,7,7,17806,5,5871,True,6144,9472,0,0,3036200,9216,0.632678591,136.95580717500005,1.092721320643043
history-reset-van_der_pol-G0,van_der_pol,G0,1,3,3,338,338,338,0,1,1.0,1,1,1,1,2.174665457,2.173210979,1.3795225331525556,0.039108324,0.23391002463176847,0.3041217700000001,0.306066519,0.014123423,0.013999708,0.009377134,0.009377134,0.000411555,0.000411555,0.000325547,0.003027368,0.00861349,0.37036465,0.37036465,0.0,0.0,0.0,0.0,0.07133284118026495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06555261136963964,0.0,0.0,0.0,0.0,0.0,0.0,0.00906502129510045,1352,2704,2232,44330,69376,12168,61888,5408,0,0,0,0,True,0,0,0,0,3036200,8192,0.405262106,1.870543687,1.1625846924151524
history-reset-van_der_pol-Gp,van_der_pol,Gp,1,3,3,338,338,338,338,1,1.0,1,1,1,1,2.081790673,2.080501554,1.4410670769683096,0.036541718,0.32711864821612835,0.21331394199999992,0.215159003,0.016516764,0.016411046,0.009293063,0.009293063,0.000403074,0.000403074,0.000305616,0.002617749,0.007343517,0.280302509,0.280302509,0.006131249945610762,0.04225499974563718,0.01855181297287345,0.0112150302156806,0.07815309287980199,0.0013167564757168293,0.006176115013659,0.0036871125921607018,0.0021246029064059258,0.00772646399401128,0.004569087998010214,0.03648061817511916,0.04117418546229601,0.04368588843196638,0.005869427230209112,0.0037476173602044582,0.001924807671457529,0.006641216022893788,0.004562624004669484,0.020662567112594843,1352,676,676,373320,69376,67600,61888,9,9,338,4,25,True,5632,9856,0,0,3036200,8704,0.625228831,1.8684767310000001,1.1141646232253775
small-b1-brusselator-S_gpu,brusselator,S_gpu,1,3,3,446,446,446,0,1,1.0,1,,,,2.433484358,2.432110614,1.2328001986688752,0.004606271,0.16287540504708886,0.38239256499999985,0.382317753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088123784866184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833114287815988,0.0,0.0,0.0,0.0,0.0,0.0,0.011742172297090292,1784,3568,2960,26390,45376,16056,35840,7136,0,0,0,0,True,0,0,0,0,3036200,8192,0.401547974,2.051091793,1.1864336673302656
small-b1-brusselator-G0,brusselator,G0,1,3,3,446,446,446,0,1,1.0,1,1,1,1,2.534259407,2.53205739,1.1837777899585005,0.004709751,0.21578441793099046,0.38768979199999964,0.390372852,0.018129489,0.017985355,0.012188891,0.012188891,0.000556583,0.000556583,0.000424823,0.004617996,0.014009718,0.472780699,0.472780699,0.0,0.0,0.0,0.0,0.09135298803448677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08486205385997891,0.0,0.0,0.0,0.0,0.0,0.0,0.011669120285660028,1784,3568,2960,26390,45376,16056,35840,7136,0,0,0,0,True,0,0,0,0,3036200,8192,0.397166201,2.146569615,1.1806090001884237
small-b1-brusselator-Gp,brusselator,Gp,1,3,3,446,446,446,446,1,1.0,1,1,1,1,2.46886134,2.467725328,1.2151350711336424,0.005562872,0.33924478106200695,0.2767644330000001,0.279203699,0.02139585,0.021228023,0.012896469,0.012896469,0.00058991,0.00058991,0.000437439,0.003852507,0.011344931,0.364431677,0.364431677,0.006790321785956621,0.05151490727439523,0.024680456146597862,0.015392087865620852,0.09837777307257056,0.001488089095801115,0.008197912015020847,0.005081908777356148,0.002741387113928795,0.010290207998827105,0.006313983996398706,0.047995127737522125,0.053812552243471146,0.05707059253752241,0.008041460998356342,0.005139702931046486,0.0025687930174171925,0.00911168000474573,0.006305055988952515,0.02396404044702649,1784,892,892,312864,45376,89200,35840,6,6,446,3,187,True,2816,4224,0,0,3036200,5632,0.618514161,2.192096907,1.1262555647591177
small-b2-brusselator-S_gpu,brusselator,S_gpu,2,3,6,892,892,892,0,1,1.0,1,,,,4.943228918,4.939274674,1.213781538247588,0.00889833,0.3291510520502925,0.7655538550000007,0.765612061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1849859724752605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16931134508922696,0.0,0.0,0.0,0.0,0.0,0.0,0.024560754653066397,3568,7136,5920,52780,90752,32112,71680,14272,0,0,0,0,True,0,0,0,0,3036200,8192,0.395886297,4.177675062999999,1.183248779154752
small-b2-brusselator-G0,brusselator,G0,2,3,6,892,816,816,0,1.0931372549019607,2.0,2,1.4669117647058822,1.3737745098039216,1,5.134766232,5.130435951,1.1685049968989514,0.008514116,0.4152777739800513,0.8884875040000002,0.733008969,0.0370039,0.036370478,0.025535332,0.025535332,0.002062106,0.0020608,0.027144332,0.009857163,0.068436449,2.887711206,2.031085015,0.0,0.0,0.0,0.0,0.32922550942748785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16158917406573892,0.0,0.0,0.0,0.0,0.0,0.0,0.024115512613207102,3264,6528,5352,48076,90752,29680,71680,13056,0,0,0,0,True,0,0,0,0,3036200,8192,0.401806846,4.246278727999999,1.2092390916642626
small-b2-brusselator-Gp,brusselator,Gp,2,3,6,892,580,580,580,1.5379310344827586,2.0,2,1.5379310344827586,1.436206896551724,1.436206896551724,4.681264433,4.67759829,1.2817049935704838,0.009628398,0.5498263351619244,0.39743804699999985,0.395121993,0.034464101,0.034263332,0.025511402,0.025483032,0.001102957,0.001102957,0.081348697,0.007698772,0.066894689,2.226457945,1.714878135,0.011965722776949406,0.08402763260528445,0.03428598027676344,0.020156653132289648,0.15043598879128695,0.0014483574777841568,0.010685001034289598,0.006781443487852812,0.0036441204138100147,0.013462335996329792,0.008311808000318659,0.06656907219439745,0.07415323471650481,0.07890022461861368,0.010629900265485048,0.0068731787614524364,0.00335126556456089,0.01205913600698115,0.008380576011724771,0.04040838172659278,2320,1160,1160,565824,90752,118496,71680,4,4,580,2,4,True,3072,3328,0,0,3036200,5120,0.61710748,4.283826386,1.0927764132316076
prefix-b8-brusselator-G0,brusselator,G0,8,20,160,26685,17285,17285,0,1.5438241249638416,4.0,8,5.126641596760197,3.6620769453283195,1,137.960993833,137.86286956,1.1597480965792253,0.032332688,11.453777580987662,27.158423197000097,15.915894162,1.036416495,1.030088697,0.976776315,0.97547288,0.058627513,0.058590747,0.687682861,0.245034616,1.612180125,468.393593062,114.198069886,0.0,0.0,0.0,0.0,14.04802695196122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451078020967543,0.0,0.0,0.0,0.0,0.0,0.0,0.7215966172516346,69140,138280,72980,1369341,3363856,659860,656592,276560,0,0,0,0,True,0,0,0,0,3036200,8192,0.394304969,110.8025706359999,1.245106436079167
prefix-b8-brusselator-Gp,brusselator,Gp,8,20,160,26685,5809,5809,5809,4.593733861249785,8.0,8,4.593733861249785,3.538991220519883,3.538991220519883,126.762820146,126.67177173,1.2621997508079958,0.032370555,11.280331632122397,6.1094676589999874,5.365904444,0.663799343,0.661538016,0.94360823,0.941962961,0.194519074,0.190108198,0.548220551,0.152923414,2.166443919,378.041988098,102.849763694,0.28947866754606366,2.3198223542422056,0.4150950373150408,0.20337805384770036,3.2277741129510105,0.010148081462830305,0.11525197420269251,0.07316938554868102,0.0390429082326591,0.1428139839973299,0.08880537606682319,0.7494304985739291,0.8333690306171775,0.8775331850945942,0.11283590411767364,0.07395583484321833,0.03440024284645915,0.12673648003302546,0.08897209623642262,0.5799117460846901,23236,11618,11618,17484856,3363856,1328808,656592,14,14,5809,8,5175,False,14336,27264,0,0,3036200,17920,0.632781723,120.653352487,1.0506365346098299
prefix-b32-brusselator-G0,brusselator,G0,32,20,640,106919,36960,36960,0,2.8928300865800867,9.0,31,18.838852813852814,7.729247835497835,1,561.468340839,561.050068193,1.1398683655852269,0.128991095,41.97830756008625,370.2060482809988,37.017463799,3.463944514,3.448413484,8.904448615,8.814052954,14.334783115,8.908123816,13.468900757,0.836399262,89.703417194,8305.954077595,532.019035545,0.0,0.0,0.0,0.0,210.92588501051068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.307796163484454,0.0,0.0,0.0,0.0,0.0,0.0,11.493176956661046,147840,295680,154664,2927051,13489872,1610396,2629232,591360,0,0,0,0,True,0,0,0,0,3036200,16384,0.395118257,191.2622925580012,2.935593489598751
prefix-b32-brusselator-Gp,brusselator,Gp,32,20,640,106919,7773,7773,7773,13.755178180882542,30.0,32,13.755178180882542,7.896436382349157,7.896436382349157,513.753192115,513.374100166,1.2457343522582736,0.12281684,39.389318173751235,29.501981649999912,13.245977274,2.080425343,2.075109604,7.560493134,7.456899406,21.354578592,11.187749622,9.110653817,0.634148341,89.409252594,7092.491733277,484.142092932,0.9934178073890507,13.990125630516559,1.3327150396071374,0.4828361589461565,16.799094636458904,0.012298463843762875,0.5121859982609749,0.13108306424692273,0.05090864701196551,0.5976988744586691,0.1527388158403159,1.6648398023098707,1.8376183710061014,1.846065152287505,0.27492055110633373,0.19918810250237584,0.18867205874994397,0.2954456312544635,0.23856547194346847,5.849577322136611,31092,15546,15546,67123312,13489872,2347768,2629232,18,18,7773,10,175,True,49152,96384,0,0,4297356,58880,0.624216677,484.25121046500016,1.0609228867423393
continuous-b2-brusselator-Gp,brusselator,Gp,2,120,240,35122,23701,23701,23701,1.4818784017552002,2.0,2,1.4818784017552002,1.4633559765410742,1.4633559765410742,219.747702348,219.580192599,1.0921615900216686,0.009569705,27.4171539619565,16.457769683000034,15.891456028,1.493101274,1.481183457,1.04078917,1.040383545,0.045224742,0.045224742,0.249156042,0.296770364,0.218849375,140.808424013,123.454474141,0.5140216527506709,4.019846161827445,1.3740694262087345,0.8419657689519227,6.749903009738773,0.034827119670808315,0.46353287994861603,0.27333783684298396,0.15618672873824835,0.5793448000941451,0.34223923226068137,2.8533978587947786,3.184762443881482,3.3695539247916932,0.4490003949031234,0.2860975260846317,0.14408908924087882,0.5129723202604826,0.35182809586077984,0.9915048428811133,94804,47402,47402,29115752,5229168,4831568,803360,7,7,23701,5,5816,True,6144,9472,0,0,4297356,9216,0.625748374,203.28993266499995,1.0809571308684562
history-reset-brusselator-G0,brusselator,G0,1,3,3,424,424,424,0,1,1.0,1,1,1,1,6.323275993,6.318899217,0.4744376179880592,0.335452554,0.8514707121066749,0.4014028349999996,0.403874553,0.018359777,0.018189482,0.012089796,0.012089796,0.000583343,0.000583343,0.000449836,0.007882991,0.011106175,0.496404442,0.496404442,0.0,0.0,0.0,0.0,0.09464759612455964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08553488878533244,0.0,0.0,0.0,0.0,0.0,0.0,0.011437858920544386,1696,3392,2816,71704,110608,15264,99712,6784,0,0,0,0,True,0,0,0,0,4297356,8192,0.405806454,5.921873158,1.067783085569426
history-reset-brusselator-Gp,brusselator,Gp,1,3,3,424,424,424,424,1,1.0,1,1,1,1,6.201605854,6.197325141,0.4837456733992563,0.325406299,0.9741136697120965,0.2836748739999997,0.285771071,0.020809396,0.020668175,0.012006986,0.012006986,0.000543248,0.000543248,0.000405517,0.003265982,0.010454909,0.371501302,0.371501302,0.008750904817134142,0.05824704701080918,0.024013432674109936,0.014648427721112967,0.10565981222316623,0.001690506935119629,0.008064046502113342,0.00475718080997467,0.0026674773544073105,0.010087648000568149,0.005901312008500067,0.04751778533682227,0.05361457588151097,0.056951808176934765,0.007960603572428226,0.0050013926811516285,0.0024316306225955486,0.008996287999674682,0.0060834880070760764,0.028351630084216595,1696,848,848,561016,110608,84800,99712,7,7,424,3,10,True,5632,7296,0,0,4297356,7680,0.637425358,5.91793098,1.0479348060933282
