accepted_boundary_index_after,accepted_boundary_index_before,accepted_mask,active_columns_after,actual_rejections,actual_status,attempt_index,committed_to_frozen_prefix,conservation_mask,endpoint_publication_mask,endpoint_total_width,event_count_after,evicted_width,expected_status,finite_mask,h_actual_hex,h_attempted_hex,lane,materialized_total_width,no_double_count_mask,nonlinear_residual_width,ordinary_width,schedule_match,source_decomposition_mask,structured_incremental_width,t_before_hex,tube_publication_mask,tube_total_width
105,104,True,16,0,accepted,104,True,True,True,0.12329781321017322,194,0.00014068061504877768,accepted,True,0x1.f867a51cd3699p-7,0x1.f867a51cd3699p-7,L2,0.94606493787297,True,1.6651063579035868e-06,0.9417546076509488,True,True,0.004310330222021208,0x1.a63c5a18127e9p+1,True,0.0007224148281817033
106,105,True,16,0,accepted,105,True,True,True,0.12895235822681908,196,0.0002073390489730716,accepted,True,0x1.156c34697446ep-6,0x1.156c34697446ep-6,L2,0.9495576561865455,True,1.7066505448723858e-06,0.9454786848549456,True,True,0.0040789713315999565,0x1.a834c1bd2f520p+1,True,0.0007393877957905767
107,106,True,16,0,accepted,106,True,True,True,0.13528835032986858,198,0.0003076872874716365,accepted,True,0x1.312a39a7331adp-6,0x1.312a39a7331adp-6,L2,0.9589578650457087,True,1.705693742967179e-06,0.955127187602137,True,True,0.003830677443571684,0x1.aa5f9a26023a9p+1,True,0.0007560181785688877
108,107,True,16,0,accepted,107,True,True,True,0.1423631543826496,200,0.0004940340202669178,accepted,True,0x1.4fae729e51d0cp-6,0x1.4fae729e51d0cp-6,L2,0.9753509081580002,True,1.6411135683396936e-06,0.9718472064996831,True,True,0.0035037016583170377,0x1.acc1ee9950a0cp+1,True,0.0007694562063867032
109,108,True,16,0,accepted,108,True,True,True,0.15022833387061174,202,9.529294539418337e-05,accepted,True,0x1.713fe47af398ep-6,0x1.713fe47af398ep-6,L2,1.000088078104722,True,1.4580529557429898e-06,0.9963734921376453,True,True,0.0037145859670766335,0x1.af614b7e8d446p+1,True,0.0007764202386549145
110,109,True,16,0,accepted,109,True,True,True,0.1589241529784493,204,0.0001337490636263721,accepted,True,0x1.962cae873f283p-6,0x1.962cae873f283p-6,L2,1.0348875178144892,True,1.6145854558132025e-06,1.0308502001703483,True,True,0.0040373176441408365,0x1.b243cb47832b9p+1,True,0.000890807191796792
111,110,True,16,1,accepted,110,True,True,True,0.1638514954439306,206,0.0001903214573696593,accepted,True,0x1.becabffb2bdf7p-7,0x1.becabffb2bdf7p-6,L2,1.0580294409761455,True,8.807191698600696e-07,1.0541225647234085,True,True,0.0039068762527370016,0x1.b57024a491a9ep+1,True,0.000818154407583519
112,111,True,16,0,accepted,111,True,True,True,0.16925017825469219,208,0.0002665256208922651,accepted,True,0x1.eb789ffab042ap-7,0x1.eb789ffab042ap-7,L2,1.0860521909053154,True,9.108785001814507e-07,1.0823099510888547,True,True,0.003742239816460602,0x1.b72eef648cd5cp+1,True,0.0008227693355109567
113,112,True,16,0,accepted,112,True,True,True,0.17513986315043598,210,0.00036325839930378116,accepted,True,0x1.0e4f24c9e0f17p-6,0x1.0e4f24c9e0f17p-6,L2,1.1199065501099719,True,9.165019286168156e-07,1.1163720965724573,True,True,0.0035344535375145814,0x1.b91a680487860p+1,True,0.000824401052938687
114,113,True,16,0,accepted,113,True,True,True,0.18152875129541307,212,7.297938157035808e-05,accepted,True,0x1.29570ede1109ap-6,0x1.29570ede1109ap-6,L2,1.1592548201978117,True,8.888230347740512e-07,1.1555779126578325,True,True,0.0036769075399791795,0x1.bb37064e1b47ep+1,True,0.0008221610846813113
115,114,True,16,0,accepted,114,True,True,True,0.1884097612177675,214,9.939596811358713e-05,accepted,True,0x1.4712f6c112bddp-6,0x1.4712f6c112bddp-6,L2,1.206711812820491,True,9.99691487913772e-07,1.2028411223197968,True,True,0.0038706905006942183,0x1.bd89b46bd769fp+1,True,0.0008860598713225546
116,115,True,16,0,accepted,115,True,True,True,0.19574992891431517,216,0.00013690641947250624,accepted,True,0x1.67c80f6dfb040p-6,0x1.67c80f6dfb040p-6,L2,1.2639763431890456,True,1.1242546246588029e-06,1.2598520953868664,True,True,0.004124247802179237,0x1.c017da59598f7p+1,True,0.0009652952326158806
117,116,True,16,0,accepted,116,True,True,True,0.2034843912962265,218,0.00019040846316955857,accepted,True,0x1.8bc2775f60eadp-6,0x1.8bc2775f60eadp-6,L2,1.332833335909093,True,1.2660862433437186e-06,1.328382438732235,True,True,0.004450897176857982,0x1.c2e76a7835858p+1,True,0.001063739069783853
118,117,True,16,1,accepted,117,True,True,True,0.2077267876142523,220,0.000265736240872368,accepted,True,0x1.b355e9b5b768cp-7,0x1.b355e9b5b768cp-6,L2,1.3735215137384131,True,6.135160950979914e-07,1.3692140370034829,True,True,0.00430747673493026,0x1.c5feef66f4475p+1,True,0.0009613445294324997
119,118,True,16,0,accepted,118,True,True,True,0.21223488982307387,222,0.00037862568748728927,accepted,True,0x1.dede8114b0267p-7,0x1.dede8114b0267p-7,L2,1.4190597554957387,True,6.312822347157843e-07,1.4149809147782566,True,True,0.004078840717482102,0x1.c7b24550a9fecp+1,True,0.0009439347753354562
120,119,True,16,0,accepted,119,True,True,True,0.21698866972158729,224,8.522162734309253e-05,accepted,True,0x1.0760c6fe94153p-6,0x1.0760c6fe94153p-6,L2,1.4709317284001822,True,6.284742730778545e-07,1.4667503365750005,True,True,0.004181391825181624,0x1.c99123d1beaeep+1,True,0.0009146122940421101
121,120,True,16,0,accepted,120,True,True,True,0.2219524181526914,226,0.00011781842761319472,accepted,True,0x1.21b7414b3c7dcp-6,0x1.21b7414b3c7dcp-6,L2,1.5306101840079243,True,6.972854168792973e-07,1.5263095873558299,True,True,0.004300596652094368,0x1.cb9fe55fbbd71p+1,True,0.0009414506948788505
122,121,True,16,0,accepted,121,True,True,True,0.2270709112306399,228,0.00016369340776208491,accepted,True,0x1.3eaffb05f5bd9p-6,0x1.3eaffb05f5bd9p-6,L2,1.5991990295233365,True,7.699491726911947e-07,1.594765554262152,True,True,0.0044334752611845385,0x1.cde353e252501p+1,True,0.0009721967946528661
123,122,True,16,0,accepted,122,True,True,True,0.2322655777242396,230,0.00022858971843351533,accepted,True,0x1.5e8e60ecf4b6fp-6,0x1.5e8e60ecf4b6fp-6,L2,1.677825551568266,True,8.462526024062928e-07,1.67325309448854,True,True,0.004572457079726089,0x1.d060b3d85e3b9p+1,True,0.0010063491961886772
124,123,True,16,0,accepted,123,True,True,True,0.23743029008519584,232,0.00032081519634583814,accepted,True,0x1.819c9dd173961p-6,0x1.819c9dd173961p-6,L2,1.7676031874833975,True,9.257565330593716e-07,1.7629007756499238,True,True,0.004702411833473752,0x1.d31dd09a38250p+1,True,0.0010424747972173696
125,124,True,16,0,accepted,124,True,True,True,0.2424278990411989,234,0.00044925230863702585,accepted,True,0x1.a82c473332585p-6,0x1.a82c473332585p-6,L2,1.8695274693023503,True,1.007278908537794e-06,1.864727761613722,True,True,0.004799707688628363,0x1.d62109d5db0c3p+1,True,0.0010777921768224403
126,125,True,16,0,accepted,125,True,True,True,0.24708921383383425,236,0.0006244562768302973,accepted,True,0x1.d2971b1eb7613p-6,0x1.d2971b1eb7613p-6,L2,1.9843273657963851,True,1.0886506824238569e-06,1.9794933249564335,True,True,0.004834040839951648,0x1.d97162644170ep+1,True,0.0011089657102516057
127,126,True,16,1,accepted,126,True,True,True,0.2494568811346545,238,0.00013172919864230112,accepted,True,0x1.009fe884180f1p-6,0x1.009fe884180f1p-5,L2,2.0488697377504455,True,3.8630549493911277e-07,2.0439749143689463,True,True,0.004894823381499158,0x1.dd16909a7edfap+1,True,0.0009253996839810404
128,127,True,16,0,accepted,127,True,True,True,0.2517520241379287,240,0.00017413782431154284,accepted,True,0x1.1a497fc480dd6p-6,0x1.1a497fc480dd6p-6,L2,2.120037995845966,True,4.252796514392494e-07,2.115092551236774,True,True,0.004945444609191885,0x1.df17d06b870fcp+1,True,0.0009216727869557628
129,128,True,16,0,accepted,128,True,True,True,0.25390891703871205,242,0.0002298599037161777,accepted,True,0x1.36840c8b5a8d2p-6,0x1.36840c8b5a8d2p-6,L2,2.1981764743063716,True,4.6526290924397126e-07,2.1931982496298796,True,True,0.004978224676492005,0x1.e14c636b10118p+1,True,0.0009163018782281957
130,129,True,16,0,accepted,129,True,True,True,0.2558491340657148,244,0.00030217987042811107,accepted,True,0x1.559140ffb0681p-6,0x1.559140ffb0681p-6,L2,2.2834817731935875,True,5.055732092490734e-07,2.278492784153353,True,True,0.004988989040234593,0x1.e3b96b8426c6ap+1,True,0.0009097312590022067
131,130,True,16,0,accepted,130,True,True,True,0.2574801321096204,246,0.00039529083702918594,accepted,True,0x1.77b96119420c2p-6,0x1.77b96119420c2p-6,L2,2.375939321498139,True,5.460722921594457e-07,2.3709663882905714,True,True,0.0049729332075676425,0x1.e6648e0626277p+1,True,0.0009026136596420753
132,131,True,16,0,accepted,131,True,True,True,0.25869578116072134,248,0.0005120632894749648,accepted,True,0x1.9d4beacefbda3p-6,0x1.9d4beacefbda3p-6,L2,2.4753335123526914,True,5.871033624017453e-07,2.4704049118034472,True,True,0.004928600549244155,0x1.e95400c858ab9p+1,True,0.0008958858294122432
133,132,True,16,0,accepted,132,True,True,True,0.2593776184899639,250,0.0006651702086728076,accepted,True,0x1.c6a04f16e1d67p-6,0x1.c6a04f16e1d67p-6,L2,2.581064886260625,True,6.300421830542976e-07,2.576215195904843,True,True,0.004849690355781977,0x1.ec8e989df6a34p+1,True,0.0008910197736739946
134,133,True,16,0,accepted,133,True,True,True,0.2593980385043854,252,0.00014025483299246957,accepted,True,0x1.f416bd65f86bfp-6,0x1.f416bd65f86bfp-6,L2,2.692097914686435,True,6.764979359147094e-07,2.68664277961531,True,True,0.005455135071124939,0x1.f01bd93c2466fp+1,True,0.000889190284738463
135,134,True,16,0,accepted,134,True,True,True,0.25863753794025524,254,0.00017842238243405761,accepted,True,0x1.130c81c4e23b6p-5,0x1.130c81c4e23b6p-5,L2,2.806954063862009,True,8.294139972860441e-07,2.800702542176679,True,True,0.006251521685330275,0x1.f40406b6f057cp+1,True,0.0009752606596796282
136,135,True,16,1,accepted,135,True,True,True,0.25796247569484626,256,0.00022383478496385657,accepted,True,0x1.2e8dc1f22c0e2p-6,0x1.2e8dc1f22c0e2p-5,L2,2.8619555595515767,True,2.683281402859247e-07,2.855652448164994,True,True,0.006303111386582572,0x1.f85038be03e0bp+1,True,0.0008704089290398684
137,136,True,16,0,accepted,136,True,True,True,0.2569896165262803,258,0.0002755276565858074,accepted,True,0x1.4ccf2223fd42cp-6,0x1.4ccf2223fd42cp-6,L2,2.868466447420756,True,3.017521409926857e-07,2.862166997771213,True,True,0.0062994496495432095,0x1.faad5441e838dp+1,True,0.0008604741846349874
138,137,True,16,0,accepted,137,True,True,True,0.25568896970895477,260,0.00033579750201170156,accepted,True,0x1.6e170bf463631p-6,0x1.6e170bf463631p-6,L2,2.858603126657604,True,3.374106284981827e-07,2.8523133445165683,True,True,0.006289782141035705,0x1.fd46f28630335p+1,True,0.0008543242090880653
139,138,True,16,0,accepted,138,True,True,True,0.25400910993027237,262,0.0004063232039188188,accepted,True,0x1.92b2f38cd3b9dp-6,0x1.92b2f38cd3b9dp-6,L2,2.845438265494822,True,5.761911763907538e-07,2.8391291564699515,True,True,0.006309109024870363,0x1.0011904f0c7d1p+2,True,0.000852560889150714
140,139,True,16,0,accepted,139,True,True,True,0.2518930637281439,264,0.0004882135290129101,accepted,True,0x1.baf80be7b5b2dp-6,0x1.baf80be7b5b2dp-6,L2,2.8349465380832553,True,9.711828217549448e-07,2.8285527770137042,True,True,0.006393761069551029,0x1.01a443429950dp+2,True,0.0008572964783369215
141,140,True,16,0,accepted,140,True,True,True,0.2492809069950114,266,0.000582107872704523,accepted,True,0x1.e7440d187b119p-6,0x1.e7440d187b119p-6,L2,2.826731506308654,True,1.487992728650861e-06,2.820144754487733,True,True,0.006586751820921055,0x1.035f3b4e81068p+2,True,0.0008711586232709148
142,141,True,16,0,accepted,141,True,True,True,0.24611165948863498,268,0.0006943303495619763,accepted,True,0x1.0bff0733dd49bp-5,0x1.0bff0733dd49bp-5,L2,2.8201050118512683,True,2.186331775906919e-06,2.81316163028906,True,True,0.006943381562208195,0x1.05467f5b99819p+2,True,0.0008973708784477453
143,142,True,16,0,accepted,142,True,True,True,0.24232451333858748,270,0.00014178586412589672,accepted,True,0x1.26cbbb1f736abp-5,0x1.26cbbb1f736abp-5,L2,2.8132696210717927,True,5.808680966852676e-06,2.8050480800610353,True,True,0.008221541010757338,0x1.075e7d6a013c2p+2,True,0.0009388340090316831
144,143,True,16,1,accepted,143,True,True,True,0.2407838484145522,272,0.00017216396132625726,accepted,True,0x1.44468108fef56p-6,0x1.44468108fef56p-5,L2,2.812884809795813,True,3.8830411116689016e-06,2.8044825210496818,True,True,0.008402288746131248,0x1.09ac14e04022fp+2,True,0.0008483388707489774
145,144,True,16,0,accepted,144,True,True,True,0.23953144989190683,274,0.0002093863830353454,accepted,True,0x1.64b3f456b20dfp-6,0x1.64b3f456b20dfp-6,L2,2.8151707714939,True,4.562563940802986e-06,2.8065549878697214,True,True,0.008615783624178697,0x1.0af05b614921ep+2,True,0.0008527930348212915
146,145,True,16,0,accepted,145,True,True,True,0.23865430635203727,276,0.0002624876980880484,accepted,True,0x1.885f8cc5c3dc3p-6,0x1.885f8cc5c3dc3p-6,L2,2.82069452511249,True,5.3460551890581415e-06,2.811827998287786,True,True,0.008866526824704124,0x1.0c550f559fd3fp+2,True,0.0008617475712088758
147,146,True,16,0,accepted,146,True,True,True,0.2382523743077702,278,0.0003354541291841984,accepted,True,0x1.af9c4e0cbdd8ap-6,0x1.af9c4e0cbdd8ap-6,L2,2.830052658417877,True,6.243463073307302e-06,2.8208930380330526,True,True,0.009159620384824319,0x1.0ddd6ee26597dp+2,True,0.0008759646396606247
148,147,True,16,0,accepted,147,True,True,True,0.23843993467270747,280,0.00043432970145517217,accepted,True,0x1.dac5890e0407fp-6,0x1.dac5890e0407fp-6,L2,2.8438300675174752,True,7.265182636268332e-06,2.834330223361168,True,True,0.009499844156307446,0x1.0f8d0b307255bp+2,True,0.0008963926560983408
149,148,True,16,0,accepted,148,True,True,True,0.23934844803509533,282,0.000565771562232662,accepted,True,0x1.051fd82e1bd13p-5,0x1.051fd82e1bd13p-5,L2,2.862539541332119,True,8.421582851708876e-06,2.8526326722344773,True,True,0.009906869097641824,0x1.1167d0b98059bp+2,True,0.0009251765632317973
150,149,True,16,0,accepted,149,True,True,True,0.24112814669453175,284,0.0007383076410197978,accepted,True,0x1.1f3ca0ff84ffcp-5,0x1.1f3ca0ff84ffcp-5,L2,2.886520824745382,True,9.736585840313052e-06,2.8761210544433027,True,True,0.010399770302079503,0x1.13721069dc915p+2,True,0.0009648742344679845
151,150,True,16,0,accepted,150,True,True,True,0.24395265638991653,286,0.0009559234494966201,accepted,True,0x1.3bf5e44c457fcp-5,0x1.3bf5e44c457fcp-5,L2,2.9158258632260283,True,1.1244433049151528e-05,2.904819545036841,True,True,0.011006318189187514,0x1.15b089abdb9b5p+2,True,0.0010187362423190597
152,151,True,16,1,accepted,151,True,True,True,0.24587982019202156,288,0.00018761715910620215,accepted,True,0x1.5b8e7b20b2d96p-6,0x1.5b8e7b20b2d96p-5,L2,2.932904952297397,True,6.60791627394136e-06,2.9218603391352365,True,True,0.011044613162160655,0x1.1828757474265p+2,True,0.0008646772286072593
153,152,True,16,0,accepted,152,True,True,True,0.24828199134940956,290,0.0002362110419079526,accepted,True,0x1.7e4fedd72b226p-6,0x1.7e4fedd72b226p-6,L2,2.9520913823873514,True,7.3931911370422374e-06,2.9409879171972033,True,True,0.011103465190148043,0x1.198403ef94d93p+2,True,0.0008776821858717527
154,153,True,16,0,accepted,153,True,True,True,0.2512533150469108,292,0.0003067700695699457,accepted,True,0x1.a48b1f397c3f7p-6,0x1.a48b1f397c3f7p-6,L2,2.973390324643833,True,8.26213439042451e-06,2.9622053277304237,True,True,0.01118499691340924,0x1.1b0253dd6c045p+2,True,0.0008965832152278463
155,154,True,16,0,accepted,154,True,True,True,0.2549062885938907,294,0.000400974569215014,accepted,True,0x1.ce9908bf3bdf7p-6,0x1.ce9908bf3bdf7p-6,L2,2.9967231656008453,True,9.220244089439355e-06,2.9854260293048736,True,True,0.011297136295971733,0x1.1ca6defca5809p+2,True,0.0009225940804375928
156,155,True,16,0,accepted,155,True,True,True,0.2593764190020559,296,0.0005216459429968859,accepted,True,0x1.fcdb899f2842ap-6,0x1.fcdb899f2842ap-6,L2,3.021902353256292,True,1.0279888355815592e-05,3.010448130363569,True,True,0.01145422289272302,0x1.1e75780564bc7p+2,True,0.0009577102619444661
157,156,True,16,0,accepted,156,True,True,True,0.26482869861362834,298,0.0006720952486976285,accepted,True,0x1.17df254abc8b1p-5,0x1.17df254abc8b1p-5,L2,3.0486152603508354,True,1.1464819864285458e-05,3.0369368169106203,True,True,0.01167844344021507,0x1.2072538f03e4bp+2,True,0.0010049328932309652
158,157,True,16,0,accepted,157,True,True,True,0.271466777685363,300,0.0008550510502201793,accepted,True,0x1.33dbdc389c32ap-5,0x1.33dbdc389c32ap-5,L2,3.0764307281797896,True,1.2817197417960026e-05,3.0644283196517454,True,True,0.012002408528044128,0x1.22a211d9995dcp+2,True,0.0010686787723226242
159,158,True,16,1,accepted,158,True,True,True,0.27544547649557116,302,0.001082901083165589,accepted,True,0x1.52a50bd7df048p-6,0x1.52a50bd7df048p-5,L2,3.091186950766747,True,7.494621207579927e-06,3.080205770814074,True,True,0.010981179952672893,0x1.2509c9920a962p+2,True,0.0009341318115443462
160,159,True,16,0,accepted,159,True,True,True,0.2800595257054036,304,0.00021825901726452163,accepted,True,0x1.748259d3dbb83p-6,0x1.748259d3dbb83p-6,L2,3.1067098383548277,True,7.515697747126327e-06,3.0958028274439595,True,True,0.010907010910868209,0x1.265c6e9de2752p+2,True,0.0008815678145509264
161,160,True,16,0,accepted,160,True,True,True,0.28542578722524237,306,0.0002708180632783204,accepted,True,0x1.99c29602a4e44p-6,0x1.99c29602a4e44p-6,L2,3.122906545157431,True,8.233277642434207e-06,3.112030497973706,True,True,0.010876047183725035,0x1.27d0f0f7b650ep+2,True,0.0009093263859510266
162,161,True,16,0,accepted,161,True,True,True,0.2916879310901946,308,0.0003363633565039608,accepted,True,0x1.c2bc71cfb5618p-6,0x1.c2bc71cfb5618p-6,L2,3.1389400260220466,True,9.038552463792067e-06,3.128038534691491,True,True,0.010901491330555402,0x1.296ab38db8f5cp+2,True,0.0009468065282240572
163,162,True,16,0,accepted,162,True,True,True,0.2990244502138322,310,0.0004168453506764139,accepted,True,0x1.efcf49fe1451bp-6,0x1.efcf49fe1451bp-6,L2,3.1538903695218528,True,9.955433622911858e-06,3.1428882191575482,True,True,0.01100215036430452,0x1.2b2d6fff88ab2p+2,True,0.000997359100289094
164,163,True,16,0,accepted,163,True,True,True,0.30765978075684225,312,0.0005152873967791511,accepted,True,0x1.10b2024bbe602p-5,0x1.10b2024bbe602p-5,L2,3.1684649634976445,True,1.1032572260267887e-05,3.1572512938197375,True,True,0.011213669677907045,0x1.2d1d3f4986bf7p+2,True,0.0010657618685407952
,164,,,1,accepted,164,False,,,,,,accepted,,0x1.2bf70286849cfp-6,0x1.2bf70286849cfp-5,L2,,,,,False,,,0x1.2f3ea34e1e3c3p+2,,
