analytic_reference_contained,basis,carried_basis,carried_max_degree,carry_contract,compile_time_s,directed_rounding_or_mpfr,exact_reference_contained,failure_category,first_call_time_s,floating_point_enclosure_candidate,h,horizon,interval_kind,local_construction_basis,local_construction_order,lower,max_degree,message,mode,monomial_families,native_validation_passed,number_of_discarded_candidates,number_of_retained_coefficients,number_of_steps,numerical_backend,polynomial_width,projection_method,protocol,python_orchestration_time_s,remainder_estimation,remainder_width,reset_method,runtime_s,sampled_trajectory_contained,state_index,steady_step_time_s,step_index,successful_horizon,system,term_count,time,tool,trajectory_sanity_passed,upper,validation_failed,validation_trace_count,validator,variant,width
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,-0.10062500000125629,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000012,,one_step_common_input,,,0.0012500000025125024,,0.031533798202872276,,0,,1,,harmonic,1,0.005,torch_tm_flowpipe,,0.10062500000125629,,2,,complete_total_degree_1,0.20125000000251259
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,-0.10062500000125629,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.0012500000025125024,,0.031533798202872276,,1,,1,,harmonic,1,0.005,torch_tm_flowpipe,,0.10062500000125629,,2,,complete_total_degree_1,0.20125000000251259
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,tube,,,-0.10050156250125632,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20100000000000018,,one_step_common_input,,,3.125002512500005e-06,,0.04551268136128783,,0,,1,,harmonic,2,0.005,torch_tm_flowpipe,,0.10050156250125632,,2,,complete_total_degree_2,0.20100312500251263
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,tube,,,-0.10050156250125632,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2010000000000002,,one_step_common_input,,,3.125002512500005e-06,,0.04551268136128783,,1,,1,,harmonic,2,0.005,torch_tm_flowpipe,,0.10050156250125632,,2,,complete_total_degree_2,0.20100312500251263
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,-0.10050156250125632,1,,,"{""affine_state"": 2}",True,,,,,0.20100000000000012,,one_step_common_input,,,3.125002512500005e-06,,0.04551268136128783,,0,,1,,harmonic,2,0.005,torch_tm_flowpipe,,0.10050156250125632,,2,,complete_total_degree_2,0.20100312500251263
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,-0.10050156250125632,1,,,"{""affine_state"": 2}",True,,,,,0.20100000000000018,,one_step_common_input,,,3.125002512500005e-06,,0.04551268136128783,,1,,1,,harmonic,2,0.005,torch_tm_flowpipe,,0.10050156250125632,,2,,complete_total_degree_2,0.20100312500251263
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,-0.10125000000126255,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.002500000002525005,,0.03142132889479399,,0,,1,,harmonic,1,0.01,torch_tm_flowpipe,,0.10125000000126255,,2,,complete_total_degree_1,0.2025000000025251
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,-0.10125000000126255,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000018,,one_step_common_input,,,0.002500000002525005,,0.03142132889479399,,1,,1,,harmonic,1,0.01,torch_tm_flowpipe,,0.10125000000126255,,2,,complete_total_degree_1,0.2025000000025251
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,-0.10125000000126255,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000012,,one_step_common_input,,,0.002500000002525005,,0.03142132889479399,,0,,1,,harmonic,1,0.01,torch_tm_flowpipe,,0.10125000000126255,,2,,complete_total_degree_1,0.2025000000025251
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,-0.10125000000126255,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.002500000002525005,,0.03142132889479399,,1,,1,,harmonic,1,0.01,torch_tm_flowpipe,,0.10125000000126255,,2,,complete_total_degree_1,0.2025000000025251
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,-0.10100625000126257,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20200000000000018,,one_step_common_input,,,1.250000252500002e-05,,0.04657742194831371,,0,,1,,harmonic,2,0.01,torch_tm_flowpipe,,0.10100625000126257,,2,,complete_total_degree_2,0.20201250000252513
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,-0.10100625000126257,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2020000000000002,,one_step_common_input,,,1.250000252500002e-05,,0.04657742194831371,,1,,1,,harmonic,2,0.01,torch_tm_flowpipe,,0.10100625000126257,,2,,complete_total_degree_2,0.20201250000252513
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,-0.10100625000126257,1,,,"{""affine_state"": 2}",True,,,,,0.20200000000000012,,one_step_common_input,,,1.250000252500002e-05,,0.04657742194831371,,0,,1,,harmonic,2,0.01,torch_tm_flowpipe,,0.10100625000126257,,2,,complete_total_degree_2,0.20201250000252513
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,-0.10100625000126257,1,,,"{""affine_state"": 2}",True,,,,,0.20200000000000018,,one_step_common_input,,,1.250000252500002e-05,,0.04657742194831371,,1,,1,,harmonic,2,0.01,torch_tm_flowpipe,,0.10100625000126257,,2,,complete_total_degree_2,0.20201250000252513
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,tube,,,-0.10250000000127506,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.00500000000255001,,0.031307865865528584,,0,,1,,harmonic,1,0.02,torch_tm_flowpipe,,0.10250000000127506,,2,,complete_total_degree_1,0.20500000000255011
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,tube,,,-0.10250000000127506,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000018,,one_step_common_input,,,0.00500000000255001,,0.031307865865528584,,1,,1,,harmonic,1,0.02,torch_tm_flowpipe,,0.10250000000127506,,2,,complete_total_degree_1,0.20500000000255011
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,endpoint_raw,,,-0.10250000000127506,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000012,,one_step_common_input,,,0.00500000000255001,,0.031307865865528584,,0,,1,,harmonic,1,0.02,torch_tm_flowpipe,,0.10250000000127506,,2,,complete_total_degree_1,0.20500000000255011
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,endpoint_raw,,,-0.10250000000127506,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.00500000000255001,,0.031307865865528584,,1,,1,,harmonic,1,0.02,torch_tm_flowpipe,,0.10250000000127506,,2,,complete_total_degree_1,0.20500000000255011
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,tube,,,-0.10202500000127507,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20400000000000018,,one_step_common_input,,,5.000000255000008e-05,,0.04571351408958435,,0,,1,,harmonic,2,0.02,torch_tm_flowpipe,,0.10202500000127507,,2,,complete_total_degree_2,0.20405000000255014
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,tube,,,-0.10202500000127507,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2040000000000002,,one_step_common_input,,,5.000000255000008e-05,,0.04571351408958435,,1,,1,,harmonic,2,0.02,torch_tm_flowpipe,,0.10202500000127507,,2,,complete_total_degree_2,0.20405000000255014
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,endpoint_raw,,,-0.10202500000127507,1,,,"{""affine_state"": 2}",True,,,,,0.20400000000000013,,one_step_common_input,,,5.000000255000008e-05,,0.04571351408958435,,0,,1,,harmonic,2,0.02,torch_tm_flowpipe,,0.10202500000127507,,2,,complete_total_degree_2,0.20405000000255014
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.02,0.02,endpoint_raw,,,-0.10202500000127507,1,,,"{""affine_state"": 2}",True,,,,,0.20400000000000018,,one_step_common_input,,,5.000000255000008e-05,,0.04571351408958435,,1,,1,,harmonic,2,0.02,torch_tm_flowpipe,,0.10202500000127507,,2,,complete_total_degree_2,0.20405000000255014
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,tube,,,-0.10625000000131256,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.012500000002625019,,0.0318182623013854,,0,,1,,harmonic,1,0.05,torch_tm_flowpipe,,0.10625000000131256,,2,,complete_total_degree_1,0.21250000000262512
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,tube,,,-0.10625000000131256,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000018,,one_step_common_input,,,0.012500000002625019,,0.0318182623013854,,1,,1,,harmonic,1,0.05,torch_tm_flowpipe,,0.10625000000131256,,2,,complete_total_degree_1,0.21250000000262512
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,endpoint_raw,,,-0.10625000000131256,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000012,,one_step_common_input,,,0.012500000002625019,,0.0318182623013854,,0,,1,,harmonic,1,0.05,torch_tm_flowpipe,,0.10625000000131256,,2,,complete_total_degree_1,0.21250000000262512
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,endpoint_raw,,,-0.10625000000131256,1,,,"{""affine_state"": 1}",True,,,,,0.20000000000000015,,one_step_common_input,,,0.012500000002625019,,0.0318182623013854,,1,,1,,harmonic,1,0.05,torch_tm_flowpipe,,0.10625000000131256,,2,,complete_total_degree_1,0.21250000000262512
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,tube,,,-0.10515625000131257,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2100000000000002,,one_step_common_input,,,0.00031250000262500065,,0.04643831728026271,,0,,1,,harmonic,2,0.05,torch_tm_flowpipe,,0.10515625000131257,,2,,complete_total_degree_2,0.21031250000262514
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,tube,,,-0.10515625000131257,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.21000000000000021,,one_step_common_input,,,0.00031250000262500065,,0.04643831728026271,,1,,1,,harmonic,2,0.05,torch_tm_flowpipe,,0.10515625000131257,,2,,complete_total_degree_2,0.21031250000262514
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,endpoint_raw,,,-0.10515625000131257,1,,,"{""affine_state"": 2}",True,,,,,0.21000000000000013,,one_step_common_input,,,0.00031250000262500065,,0.04643831728026271,,0,,1,,harmonic,2,0.05,torch_tm_flowpipe,,0.10515625000131257,,2,,complete_total_degree_2,0.21031250000262514
True,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.05,0.05,endpoint_raw,,,-0.10515625000131257,1,,,"{""affine_state"": 2}",True,,,,,0.2100000000000002,,one_step_common_input,,,0.00031250000262500065,,0.04643831728026271,,1,,1,,harmonic,2,0.05,torch_tm_flowpipe,,0.10515625000131257,,2,,complete_total_degree_2,0.21031250000262514
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,tube,,,0.07999174999874985,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000013,,one_step_common_input,,,8.25000025010627e-05,,0.044306382071226835,,0,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.12007425000125099,,2,,complete_total_degree_1,0.040082500002501145
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,tube,,,0.17937674999874953,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000031,,one_step_common_input,,,0.0007325000025038763,,0.044306382071226835,,1,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.22010925000125356,,2,,complete_total_degree_1,0.04073250000250403
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,endpoint_raw,,,0.07999174999874985,1,,,"{""affine_state"": 1}",True,,,,,0.040000000000000105,,one_step_common_input,,,8.25000025010627e-05,,0.044306382071226835,,0,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.12007425000125099,,2,,complete_total_degree_1,0.040082500002501145
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,endpoint_raw,,,0.17937674999874953,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000026,,one_step_common_input,,,0.0007325000025038763,,0.044306382071226835,,1,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.22010925000125356,,2,,complete_total_degree_1,0.04073250000250403
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,tube,,,0.0799915643737489,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000013,,one_step_common_input,,,8.270625250212516e-05,,0.060626786202192307,,0,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.1200742706262511,,2,,complete_total_degree_2,0.04008270625250221
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,tube,,,0.179445414061246,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.040550000000000364,,one_step_common_input,,,4.585937750775009e-05,,0.060626786202192307,,1,,1,,coupled_quadratic,2,0.0025,torch_tm_flowpipe,,0.220041273438754,,2,,complete_total_degree_2,0.04059585937750798
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,endpoint_raw,,,0.0799915643737489,1,,,"{""affine_state"": 1}",True,,,,,0.040000000000000105,,one_step_common_input,,,8.270625250212516e-05,,0.060626786202192307,,0,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.1200742706262511,,2,,complete_total_degree_2,0.04008270625250221
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.0025,0.0025,endpoint_raw,,,0.17954541406124605,1,,,"{""affine_state"": 1}",True,,,,,0.03990000000000021,,one_step_common_input,,,4.585937750775009e-05,,0.060626786202192307,,1,,1,,coupled_quadratic,1,0.0025,torch_tm_flowpipe,,0.21949127343875396,,2,,complete_total_degree_2,0.039945859377507914
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,tube,,,0.07998349999874975,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000013,,one_step_common_input,,,0.0001650000025021254,,0.0434236298315227,,0,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.12014850000125195,,2,,complete_total_degree_1,0.0401650000025022
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,tube,,,0.17875349999874912,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000031,,one_step_common_input,,,0.0014650000025077528,,0.0434236298315227,,1,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.22021850000125706,,2,,complete_total_degree_1,0.04146500000250794
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,0.07998349999874975,1,,,"{""affine_state"": 1}",True,,,,,0.040000000000000105,,one_step_common_input,,,0.0001650000025021254,,0.0434236298315227,,0,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.12014850000125195,,2,,complete_total_degree_1,0.0401650000025022
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,0.17875349999874912,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000026,,one_step_common_input,,,0.0014650000025077528,,0.0434236298315227,,1,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.22021850000125706,,2,,complete_total_degree_1,0.04146500000250794
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,tube,,,0.07998275749874784,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000013,,one_step_common_input,,,0.00016582500250425034,,0.060790042858570814,,0,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.12014858250125217,,2,,complete_total_degree_2,0.04016582500250433
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,tube,,,0.17889065624874215,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.04110000000000036,,one_step_common_input,,,9.343750251550017e-05,,0.060790042858570814,,1,,1,,coupled_quadratic,2,0.005,torch_tm_flowpipe,,0.22008409375125787,,2,,complete_total_degree_2,0.04119343750251572
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,0.07998275749874784,1,,,"{""affine_state"": 1}",True,,,,,0.040000000000000105,,one_step_common_input,,,0.00016582500250425034,,0.060790042858570814,,0,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.12014858250125217,,2,,complete_total_degree_2,0.04016582500250433
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.005,0.005,endpoint_raw,,,0.17909065624874215,1,,,"{""affine_state"": 1}",True,,,,,0.039800000000000196,,one_step_common_input,,,9.343750251550017e-05,,0.060790042858570814,,1,,1,,coupled_quadratic,1,0.005,torch_tm_flowpipe,,0.21898409375125785,,2,,complete_total_degree_2,0.0398934375025157
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,0.07996699999874954,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000013,,one_step_common_input,,,0.0003300000025042508,,0.04350703023374081,,0,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.12029700000125386,,2,,complete_total_degree_1,0.04033000000250432
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,0.17750699999874836,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000031,,one_step_common_input,,,0.0029300000025155055,,0.04350703023374081,,1,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.22043700000126404,,2,,complete_total_degree_1,0.04293000000251568
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,0.07996699999874954,1,,,"{""affine_state"": 1}",True,,,,,0.040000000000000105,,one_step_common_input,,,0.0003300000025042508,,0.04350703023374081,,0,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.12029700000125386,,2,,complete_total_degree_1,0.04033000000250432
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,0.17750699999874836,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000026,,one_step_common_input,,,0.0029300000025155055,,0.04350703023374081,,1,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.22043700000126404,,2,,complete_total_degree_1,0.04293000000251568
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,0.0799640299987457,1,,,"{""affine_state"": 1}",True,,,,,0.04000000000000013,,one_step_common_input,,,0.00033330000250850065,,0.06072264024987817,,0,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.12029733000125428,,2,,complete_total_degree_2,0.04033330000250858
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,tube,,,0.17778062499873437,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.042200000000000376,,one_step_common_input,,,0.00019375000253100033,,0.06072264024987817,,1,,1,,coupled_quadratic,2,0.01,torch_tm_flowpipe,,0.2201743750012656,,2,,complete_total_degree_2,0.04239375000253123
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,0.0799640299987457,1,,,"{""affine_state"": 1}",True,,,,,0.040000000000000105,,one_step_common_input,,,0.00033330000250850065,,0.06072264024987817,,0,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.12029733000125428,,2,,complete_total_degree_2,0.04033330000250858
,,,,none_one_step,0.0,torch_nextafter_outward,,,,True,0.01,0.01,endpoint_raw,,,0.1781806249987344,1,,,"{""affine_state"": 1}",True,,,,,0.03960000000000022,,one_step_common_input,,,0.00019375000253100033,,0.06072264024987817,,1,,1,,coupled_quadratic,1,0.01,torch_tm_flowpipe,,0.21797437500126557,,2,,complete_total_degree_2,0.03979375000253116
