analytic_reference_contained,basis,carried_basis,carried_max_degree,carry_contract,compile_time_s,directed_rounding_or_mpfr,exact_reference_contained,failure_category,first_call_time_s,floating_point_enclosure_candidate,h,horizon,interval_kind,local_construction_basis,local_construction_order,lower,max_degree,message,mode,monomial_families,native_validation_passed,number_of_discarded_candidates,number_of_retained_coefficients,number_of_steps,numerical_backend,polynomial_width,projection_method,protocol,python_orchestration_time_s,remainder_width,reset_method,runtime_s,sampled_trajectory_contained,state_index,steady_step_time_s,step_index,successful_horizon,system,term_count,time,tool,trajectory_sanity_passed,upper,validation_failed,validation_trace_count,validator,variant,width
,,,,none_one_step,0.0,False,,,,True,0.02,0.02,tube,,,-5.035180895979276e-05,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 1}",True,,,,,0.10025004999799618,,one_step_common_input,,5.090492741861545e-05,,0.5605340851470828,,0,,1,,riccati,5,0.02,diffreach,,0.10020060311645483,,1,,upstream_restricted_quasi_quadratic,0.10025095492541462
True,,,,none_one_step,0.0,False,,,,True,0.02,0.02,endpoint_raw,,,-5.030180895979276e-05,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.10019999999799609,,one_step_common_input,,5.090492741861545e-05,,0.5605340851470828,,0,,1,,riccati,2,0.02,diffreach,,0.10020060311645483,,1,,upstream_restricted_quasi_quadratic,0.10025090492541462
,,,,none_one_step,0.0,False,,,,True,0.05,0.05,tube,,,-0.0002518923898970877,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.10062782899362112,,one_step_common_input,,0.00012881191260971149,,0.35158136393874884,,0,,1,,riccati,3,0.05,diffreach,,0.1005047485163336,,1,,upstream_affine_flag,0.1007566409062307
True,,,,none_one_step,0.0,False,,,,True,0.05,0.05,endpoint_raw,,,-0.00012689160863854363,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.10050282821236252,,one_step_common_input,,0.00012881191260971149,,0.35158136393874884,,0,,1,,riccati,2,0.05,diffreach,,0.1005047485163336,,1,,upstream_affine_flag,0.10063164012497215
,,,,none_one_step,0.0,False,,,,True,0.05,0.05,tube,,,-0.00012721602584135318,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 1}",True,,,,,0.10062531249799017,,one_step_common_input,,0.0001307026616631619,,0.5453314557671547,,0,,1,,riccati,5,0.05,diffreach,,0.10050379913381181,,1,,upstream_restricted_quasi_quadratic,0.10063101515965317
True,,,,none_one_step,0.0,False,,,,True,0.05,0.05,endpoint_raw,,,-0.00012690352584135317,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.10049999999799009,,one_step_common_input,,0.0001307026616631619,,0.5453314557671547,,0,,1,,riccati,2,0.05,diffreach,,0.10050379913381181,,1,,upstream_restricted_quasi_quadratic,0.10063070265965317
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,-0.10050251256212102,1,,,"{""affine_state"": 1}",True,,,,,0.2010050251236172,,one_step_common_input,,6.250000000000001e-13,,3.765772805083543,,0,,1,,harmonic,1,0.005,diffreach,,0.10050251256212102,,1,,upstream_affine_flag,0.20100502512424204
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,-0.10050251256212102,1,,,"{""affine_state"": 1}",True,,,,,0.2010050251236172,,one_step_common_input,,6.250000000000001e-13,,3.765772805083543,,1,,1,,harmonic,1,0.005,diffreach,,0.10050251256212102,,1,,upstream_affine_flag,0.20100502512424204
True,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,-0.10050251256212102,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.20100502512361718,,one_step_common_input,,6.250000000000001e-13,,3.765772805083543,,0,,1,,harmonic,2,0.005,diffreach,,0.10050251256212102,,1,,upstream_affine_flag,0.20100502512424204
True,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,-0.10050251256212102,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.20100502512361718,,one_step_common_input,,6.250000000000001e-13,,3.765772805083543,,1,,1,,harmonic,2,0.005,diffreach,,0.10050251256212102,,1,,upstream_affine_flag,0.20100502512424204
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,-0.10050125628071453,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2009999999979902,,one_step_common_input,,2.5125634390625004e-06,,0.9578429190441966,,0,,1,,harmonic,2,0.005,diffreach,,0.10050125628071453,,1,,upstream_restricted_quasi_quadratic,0.20100251256142906
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,-0.10050125628071453,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20099999999799018,,one_step_common_input,,2.5125634390625004e-06,,0.9578429190441966,,1,,1,,harmonic,2,0.005,diffreach,,0.10050125628071453,,1,,upstream_restricted_quasi_quadratic,0.20100251256142906
True,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,-0.10050125628071453,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20099999999799018,,one_step_common_input,,2.5125634390625004e-06,,0.9578429190441966,,0,,1,,harmonic,3,0.005,diffreach,,0.10050125628071453,,1,,upstream_restricted_quasi_quadratic,0.20100251256142906
True,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,-0.10050125628071453,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20099999999799015,,one_step_common_input,,2.5125634390625004e-06,,0.9578429190441966,,1,,1,,harmonic,3,0.005,diffreach,,0.10050125628071453,,1,,upstream_restricted_quasi_quadratic,0.20100251256142906
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,-0.10101010101908887,1,,,"{""affine_state"": 1}",True,,,,,0.2020202020181779,,one_step_common_input,,2.0000000000000002e-11,,0.47409459901973605,,0,,1,,harmonic,1,0.01,diffreach,,0.10101010101908887,,1,,upstream_affine_flag,0.20202020203817775
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,-0.10101010101908887,1,,,"{""affine_state"": 1}",True,,,,,0.2020202020181779,,one_step_common_input,,2.0000000000000002e-11,,0.47409459901973605,,1,,1,,harmonic,1,0.01,diffreach,,0.10101010101908887,,1,,upstream_affine_flag,0.20202020203817775
True,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,-0.10101010101908887,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.20202020201817789,,one_step_common_input,,2.0000000000000002e-11,,0.47409459901973605,,0,,1,,harmonic,2,0.01,diffreach,,0.10101010101908887,,1,,upstream_affine_flag,0.20202020203817775
True,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,-0.10101010101908887,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.20202020201817789,,one_step_common_input,,2.0000000000000002e-11,,0.47409459901973605,,1,,1,,harmonic,2,0.01,diffreach,,0.10101010101908887,,1,,upstream_affine_flag,0.20202020203817775
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,-0.10100505051403999,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20199999999798018,,one_step_common_input,,1.01010301e-05,,0.8687473549507558,,0,,1,,harmonic,2,0.01,diffreach,,0.10100505051403999,,1,,upstream_restricted_quasi_quadratic,0.20201010102807998
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,-0.10100505051403999,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20199999999798016,,one_step_common_input,,1.01010301e-05,,0.8687473549507558,,1,,1,,harmonic,2,0.01,diffreach,,0.10100505051403999,,1,,upstream_restricted_quasi_quadratic,0.20201010102807998
True,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,-0.10100505051403999,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20199999999798016,,one_step_common_input,,1.01010301e-05,,0.8687473549507558,,0,,1,,harmonic,3,0.01,diffreach,,0.10100505051403999,,1,,upstream_restricted_quasi_quadratic,0.20201010102807998
True,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,-0.10100505051403999,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20199999999798013,,one_step_common_input,,1.01010301e-05,,0.8687473549507558,,1,,1,,harmonic,3,0.01,diffreach,,0.10100505051403999,,1,,upstream_restricted_quasi_quadratic,0.20201010102807998
,,,,none_one_step,0.0,False,,,,True,0.02,0.02,tube,,,-0.10204081664537751,1,,,"{""affine_state"": 1}",True,,,,,0.20408163265075518,,one_step_common_input,,6.400000000000001e-10,,0.48378736013546586,,0,,1,,harmonic,1,0.02,diffreach,,0.10204081664537751,,1,,upstream_affine_flag,0.20408163329075502
,,,,none_one_step,0.0,False,,,,True,0.02,0.02,tube,,,-0.10204081664537751,1,,,"{""affine_state"": 1}",True,,,,,0.20408163265075518,,one_step_common_input,,6.400000000000001e-10,,0.48378736013546586,,1,,1,,harmonic,1,0.02,diffreach,,0.10204081664537751,,1,,upstream_affine_flag,0.20408163329075502
True,,,,none_one_step,0.0,False,,,,True,0.02,0.02,endpoint_raw,,,-0.10204081664537751,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.20408163265075516,,one_step_common_input,,6.400000000000001e-10,,0.48378736013546586,,0,,1,,harmonic,2,0.02,diffreach,,0.10204081664537751,,1,,upstream_affine_flag,0.20408163329075502
True,,,,none_one_step,0.0,False,,,,True,0.02,0.02,endpoint_raw,,,-0.10204081664537751,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.20408163265075516,,one_step_common_input,,6.400000000000001e-10,,0.48378736013546586,,1,,1,,harmonic,2,0.02,diffreach,,0.10204081664537751,,1,,upstream_affine_flag,0.20408163329075502
,,,,none_one_step,0.0,False,,,,True,0.02,0.02,tube,,,-0.10202040848218,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2039999999979602,,one_step_common_input,,4.0816966400000006e-05,,0.8791397092863917,,0,,1,,harmonic,2,0.02,diffreach,,0.10202040848218,,1,,upstream_restricted_quasi_quadratic,0.20404081696436
,,,,none_one_step,0.0,False,,,,True,0.02,0.02,tube,,,-0.10202040848218,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20399999999796017,,one_step_common_input,,4.0816966400000006e-05,,0.8791397092863917,,1,,1,,harmonic,2,0.02,diffreach,,0.10202040848218,,1,,upstream_restricted_quasi_quadratic,0.20404081696436
True,,,,none_one_step,0.0,False,,,,True,0.02,0.02,endpoint_raw,,,-0.10202040848218,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20399999999796017,,one_step_common_input,,4.0816966400000006e-05,,0.8791397092863917,,0,,1,,harmonic,3,0.02,diffreach,,0.10202040848218,,1,,upstream_restricted_quasi_quadratic,0.20404081696436
True,,,,none_one_step,0.0,False,,,,True,0.02,0.02,endpoint_raw,,,-0.10202040848218,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20399999999796015,,one_step_common_input,,4.0816966400000006e-05,,0.8791397092863917,,1,,1,,harmonic,3,0.02,diffreach,,0.10202040848218,,1,,upstream_restricted_quasi_quadratic,0.20404081696436
,,,,none_one_step,0.0,False,,,,True,0.05,0.05,tube,,,-0.10526318906144183,1,,,"{""affine_state"": 1}",True,,,,,0.21052631562288382,,one_step_common_input,,6.250000000000002e-08,,0.5677110501565039,,0,,1,,harmonic,1,0.05,diffreach,,0.10526318906144183,,1,,upstream_affine_flag,0.21052637812288366
,,,,none_one_step,0.0,False,,,,True,0.05,0.05,tube,,,-0.10526318906144183,1,,,"{""affine_state"": 1}",True,,,,,0.21052631562288382,,one_step_common_input,,6.250000000000002e-08,,0.5677110501565039,,1,,1,,harmonic,1,0.05,diffreach,,0.10526318906144183,,1,,upstream_affine_flag,0.21052637812288366
True,,,,none_one_step,0.0,False,,,,True,0.05,0.05,endpoint_raw,,,-0.10526318906144183,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.2105263156228838,,one_step_common_input,,6.250000000000002e-08,,0.5677110501565039,,0,,1,,harmonic,2,0.05,diffreach,,0.10526318906144183,,1,,upstream_affine_flag,0.21052637812288366
True,,,,none_one_step,0.0,False,,,,True,0.05,0.05,endpoint_raw,,,-0.10526318906144183,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.2105263156228838,,one_step_common_input,,6.250000000000002e-08,,0.5677110501565039,,1,,1,,harmonic,2,0.05,diffreach,,0.10526318906144183,,1,,upstream_affine_flag,0.21052637812288366
,,,,none_one_step,0.0,False,,,,True,0.05,0.05,tube,,,-0.1051316101552,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.2099999999979002,,one_step_common_input,,0.00026322031250000004,,0.8826801208779216,,0,,1,,harmonic,2,0.05,diffreach,,0.1051316101552,,1,,upstream_restricted_quasi_quadratic,0.2102632203104
,,,,none_one_step,0.0,False,,,,True,0.05,0.05,tube,,,-0.1051316101552,2,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,,0.20999999999790017,,one_step_common_input,,0.00026322031250000004,,0.8826801208779216,,1,,1,,harmonic,2,0.05,diffreach,,0.1051316101552,,1,,upstream_restricted_quasi_quadratic,0.2102632203104
True,,,,none_one_step,0.0,False,,,,True,0.05,0.05,endpoint_raw,,,-0.1051316101552,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20999999999790017,,one_step_common_input,,0.00026322031250000004,,0.8826801208779216,,0,,1,,harmonic,3,0.05,diffreach,,0.1051316101552,,1,,upstream_restricted_quasi_quadratic,0.2102632203104
True,,,,none_one_step,0.0,False,,,,True,0.05,0.05,endpoint_raw,,,-0.1051316101552,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.20999999999790014,,one_step_common_input,,0.00026322031250000004,,0.8826801208779216,,1,,1,,harmonic,3,0.05,diffreach,,0.1051316101552,,1,,upstream_restricted_quasi_quadratic,0.2102632203104
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,tube,,,0.0799838997912442,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.040080092242083434,,one_step_common_input,,2.0616689346696e-06,,0.7848046603612602,,0,,1,,coupled_quadratic,3,0.0025,diffreach,,0.12006605370226212,,1,,upstream_affine_flag,0.04008215391101791
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,tube,,,0.17946483164631633,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.04059592436890411,,one_step_common_input,,1.016066366496804e-06,,0.7848046603612602,,1,,1,,coupled_quadratic,3,0.0025,diffreach,,0.22006177208158656,,1,,upstream_affine_flag,0.040596940435270235
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,endpoint_raw,,,0.0800338998553068,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.04003009217802078,,one_step_common_input,,2.0616689346696e-06,,0.7848046603612602,,0,,1,,coupled_quadratic,2,0.0025,diffreach,,0.12006605370226212,,1,,upstream_affine_flag,0.04003215384695531
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,endpoint_raw,,,0.17946483164631633,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.04012092359937153,,one_step_common_input,,1.016066366496804e-06,,0.7848046603612602,,1,,1,,coupled_quadratic,2,0.0025,diffreach,,0.2195867713120541,,1,,upstream_affine_flag,0.040121939665737766
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,tube,,,0.07999898374366696,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 2}",True,,,,,0.04008004687299878,,one_step_common_input,,2.0328469935527965e-06,,1.9717752831056714,,0,,1,,coupled_quadratic,6,0.0025,diffreach,,0.12006601658865976,,1,,upstream_restricted_quasi_quadratic,0.0400670328449928
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,tube,,,0.17946492343705656,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 2}",True,,,,,0.04059560624799455,,one_step_common_input,,1.1501209123500445e-06,,1.9717752831056714,,1,,1,,coupled_quadratic,6,0.0025,diffreach,,0.22000107355596596,,1,,upstream_restricted_quasi_quadratic,0.0405361501189094
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,endpoint_raw,,,0.08003393686866771,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.040029999997998666,,one_step_common_input,,2.0328469935527965e-06,,1.9717752831056714,,0,,1,,coupled_quadratic,3,0.0025,diffreach,,0.12006596971365976,,1,,upstream_restricted_quasi_quadratic,0.04003203284499206
,,,,none_one_step,0.0,False,,,,True,0.0025,0.0025,endpoint_raw,,,0.17946552968705656,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.03991999999800433,,one_step_common_input,,1.1501209123500445e-06,,1.9717752831056714,,1,,1,,coupled_quadratic,3,0.0025,diffreach,,0.21958667980596297,,1,,upstream_restricted_quasi_quadratic,0.04012115011890641
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,0.07996759801489785,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.040160370457140646,,one_step_common_input,,4.247758948540937e-06,,0.8761263350024819,,0,,1,,coupled_quadratic,3,0.005,diffreach,,0.12013221623098684,,1,,upstream_affine_flag,0.04016461821608899
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,0.17892931553676836,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.04119371002160391,,one_step_common_input,,2.0677510198039035e-06,,0.8761263350024819,,1,,1,,coupled_quadratic,3,0.005,diffreach,,0.22012509330939167,,1,,upstream_affine_flag,0.041195777772623315
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,0.0800675985274008,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.04006036994463763,,one_step_common_input,,4.247758948540937e-06,,0.8761263350024819,,0,,1,,coupled_quadratic,2,0.005,diffreach,,0.12013221623098684,,1,,upstream_affine_flag,0.04006461770358605
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,0.17892931553676836,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.04024370386531445,,one_step_common_input,,2.0677510198039035e-06,,0.8761263350024819,,1,,1,,coupled_quadratic,2,0.005,diffreach,,0.21917508715310235,,1,,upstream_affine_flag,0.040245771616334
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,0.07999793463985531,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 2}",True,,,,,0.04016018749799728,,one_step_common_input,,4.13218082893637e-06,,2.006847152952105,,0,,1,,coupled_quadratic,6,0.005,diffreach,,0.12013206681868276,,1,,upstream_restricted_quasi_quadratic,0.04013413217882744
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,tube,,,0.17892969088429214,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 2}",True,,,,,0.0411924249979885,,one_step_common_input,,2.604187749089902e-06,,2.006847152952105,,1,,1,,coupled_quadratic,6,0.005,diffreach,,0.22000229507003524,,1,,upstream_restricted_quasi_quadratic,0.0410726041857431
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,0.08006774713985682,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.04005999999799714,,one_step_common_input,,4.13218082893637e-06,,2.006847152952105,,0,,1,,coupled_quadratic,3,0.005,diffreach,,0.12013187931868274,,1,,upstream_restricted_quasi_quadratic,0.04006413217882593
,,,,none_one_step,0.0,False,,,,True,0.005,0.005,endpoint_raw,,,0.17893211588429214,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.0398399999980083,,one_step_common_input,,2.604187749089902e-06,,2.006847152952105,,1,,1,,coupled_quadratic,3,0.005,diffreach,,0.21917472007002925,,1,,upstream_restricted_quasi_quadratic,0.04024260418573711
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,0.0799343827814515,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.040321493775486425,,one_step_common_input,,8.99979412031298e-06,,0.8367106160148978,,0,,1,,coupled_quadratic,3,0.01,diffreach,,0.12026487635105804,,1,,upstream_affine_flag,0.04033049356960654
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,0.1778571734469218,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.042394941095743544,,one_step_common_input,,4.299144390943963e-06,,0.8367106160148978,,1,,1,,coupled_quadratic,3,0.01,diffreach,,0.22025641368705592,,1,,upstream_affine_flag,0.04239924024013411
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,0.080134386881546,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.040121489675391864,,one_step_common_input,,8.99979412031298e-06,,0.8367106160148978,,0,,1,,coupled_quadratic,2,0.01,diffreach,,0.12026487635105804,,1,,upstream_affine_flag,0.04013048946951203
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,0.1778571734469218,1,,,"{""affine_state"": 1, ""constant"": 1}",True,,,,,0.040494891844484626,,one_step_common_input,,4.299144390943963e-06,,0.8367106160148978,,1,,1,,coupled_quadratic,2,0.01,diffreach,,0.21835636443579717,,1,,upstream_affine_flag,0.04049919098887536
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,0.0799957358710494,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 2}",True,,,,,0.04032074999799429,,one_step_common_input,,8.53512702060044e-06,,2.0075575499795377,,0,,1,,coupled_quadratic,6,0.01,diffreach,,0.12026427099606699,,1,,upstream_restricted_quasi_quadratic,0.04026853512501759
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,tube,,,0.1778587405770611,2,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 2, ""time_state"": 2}",True,,,,,0.04238969999797659,,one_step_common_input,,6.446643914750128e-06,,2.0075575499795377,,1,,1,,coupled_quadratic,6,0.01,diffreach,,0.22000518721896392,,1,,upstream_restricted_quasi_quadratic,0.04214644664190281
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,0.0801349858710524,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.04011999999799418,,one_step_common_input,,8.53512702060044e-06,,2.0075575499795377,,0,,1,,coupled_quadratic,3,0.01,diffreach,,0.12026352099606699,,1,,upstream_restricted_quasi_quadratic,0.04012853512501459
,,,,none_one_step,0.0,False,,,,True,0.01,0.01,endpoint_raw,,,0.1778684405770611,1,,,"{""affine_state"": 2, ""constant"": 1}",True,,,,,0.03967999999801636,,one_step_common_input,,6.446643914750128e-06,,2.0075575499795377,,1,,1,,coupled_quadratic,3,0.01,diffreach,,0.2183548872189519,,1,,upstream_restricted_quasi_quadratic,0.0404864466418908
,,,,none_one_step,0.0,False,,,,True,0.02,0.02,tube,,,0.07986545529122575,1,,,"{""affine_state"": 1, ""constant"": 1, ""time_only"": 1}",True,,,,,0.040646071916713114,,one_step_common_input,,2.0070810464722883e-05,,0.8769271429628134,,0,,1,,coupled_quadratic,3,0.02,diffreach,,0.12053159801840338,,1,,upstream_affine_flag,0.040666142727177626
