path,size_bytes,blob_sha1,extension,classification,active_tree_decision
experiments/first_order_followup/results/20260724T043709Z/plots/07_retained_basis_table.png,61647,0739d8aaaef7560eb9e4d1cf0813be0a228b9a84,.png,historical_or_generated,manual_review
experiments/first_order_followup/results/20260724T043709Z/plots/08_runtime_components.png,97928,ec879b0dbfcdb06f66da3b15450c4d56ad2468ba,.png,historical_or_generated,manual_review
experiments/first_order_followup/results/20260724T043709Z/raw_results.csv,25737264,30047e08383555e6f7a7401a85b80413ffa30b49,.csv,historical_or_generated,manual_review
experiments/first_order_followup/results/20260724T043709Z/run_summary.csv,12453,218f1b5cf87452851d4bc0f8f3549ef01c986d56,.csv,historical_or_generated,manual_review
experiments/first_order_followup/results/20260724T043709Z/torch_diagnostics.json.gz,6061160,1ff728c9389bd5351cbe4f703e41d1efb3bbabc2,.gz,historical_or_generated,manual_review
experiments/first_order_followup/results/20260724T043709Z/torch_summary.json,24829,54a92a87b3ac6e1b13ba6b3ca00aac49fddb94b9,.json,historical_or_generated,manual_review
experiments/first_order_three_way/results/.gitignore,14,d6b7ef32c8478a48c3994dcadc86837f4371184d,,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/benchmark_spec_resolved.json,6988,41bc93bfc1814a4dbb53f76fbd645d7800dbae84,.json,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/correctness_checks.json,68489,94c17e3cc96648a0a6cef8eb0d1fe08000dd331c,.json,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/diffreach_manifest_full.json,142,dd43155dec94cfea8490f0e4c1f8b9a6519f7e92,.json,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/environment.json,204899,ffe1e0fc0b76d9a10e7c4484b11934004c8efb9f,.json,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/environment.txt,192765,c69562541d7e810d5f94f2206cdec8477f1a7bde,.txt,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/first_order_three_way_report.md,16684,63c7f5d2f7db5e3737ad2190595b82ac8ffd2da7,.md,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/flowstar_manifest_full.json,107,21fd63f62d02fb3c5fba5f10972f25d13c446483,.json,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/enclosure_primary_harmonic_h0.01_T5_state0.pdf,41032,3360acc2fb43fc37b6adea1d264d8e6bb4a5d26e,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/enclosure_primary_harmonic_h0.01_T5_state0.png,78252,017b5ddc3c0b867c268984c325cce38957470fab,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/enclosure_primary_riccati_h0.01_T1_state0.pdf,21250,3bb81d5f770d6ce84ab38097d119a25312df1e44,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/enclosure_primary_riccati_h0.01_T1_state0.png,68160,9e42c69e4fa80c2dd98360255bae6459d82b6cba,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/enclosure_primary_van_der_pol_h0.01_T1_state0.pdf,20791,c33243f5065aa36c203e5335db64fe90db788bf3,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/enclosure_primary_van_der_pol_h0.01_T1_state0.png,91056,f921684f0eda57a62be0b8deae22653587ed3c32,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/failure_horizon_van_der_pol.pdf,14307,94a70652cd81b880dc643099a63df3b73aa002fa,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/failure_horizon_van_der_pol.png,69515,324d5362307c15940ce132c102736d1045c1b162,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_primary_harmonic.pdf,17236,7c3590486a59c58fa81aa25004890441a6b5bfc5,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_primary_harmonic.png,49476,9503d3a9c8463afd5e81214ae3f6651a98f130fa,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_primary_riccati.pdf,17233,f276fd97633dd12f0cc0fa9da4bcb5b4a7d60f1d,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_primary_riccati.png,53299,dcb83bb07c8c06f916f3a0dd4931df66e3baabb0,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_primary_van_der_pol.pdf,17306,977cd42da6e9bd6ef01fe373df413b595cbaa083,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_primary_van_der_pol.png,55393,0f21cec4fad4803b78bc307e6c6d5c55c5be59f0,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_supplemental_harmonic.pdf,18093,6c4d645de2f4f7cb5633a879cedb0f111eb737ca,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/final_width_bars_supplemental_harmonic.png,51084,1b4c17211ab21bbed8ca7f88c2435ed2b190ab06,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/inflation_ratio_primary_harmonic.pdf,15733,124b1eef72a4997a53f3de70ecee0ce397feef84,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/inflation_ratio_primary_harmonic.png,85893,f6ee78ab449bc87cc9e118494dec26588353d85e,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/inflation_ratio_primary_riccati.pdf,15293,fa0f6491eea12c6f622867c8b981b14cb299d67c,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/inflation_ratio_primary_riccati.png,89411,4f03ea4373a524e027c38ae79a9e2f33c098cf52,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/inflation_ratio_supplemental_harmonic.pdf,16268,d32da0aea5ac91dacbfa59260ec6b790da863ec4,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/inflation_ratio_supplemental_harmonic.png,79265,05f5b5ceffc9619a3eaaa892d161bd3fa2eb4706,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/phase_primary_harmonic_h0.01_T5.pdf,18499,f3cae2580ad7ae5c786ae3d11f04d6c9b52604ee,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/phase_primary_harmonic_h0.01_T5.png,46650,7cb4da4298df6ca7b85ebeac3b35033800b0a34d,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/phase_primary_van_der_pol_h0.01_T0.5.pdf,24514,c114eb65f8a6320dd45363b41c654dc288d0dfec,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/phase_primary_van_der_pol_h0.01_T0.5.png,51357,53a538842fc77f20d91602f7fb35bfd3f8b72d7f,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/representation_semantics.pdf,17320,2bd51a7ba8863b36ea885e527ba98c22dab81f16,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/representation_semantics.png,105266,a31b125e92880aeb63fdf25006b07cfe7e99bea1,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/runtime_primary_build_time_s.pdf,19592,fb14a70e72329caae9d232e6aa95149d7e46f351,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/runtime_primary_build_time_s.png,133194,e47968a35c626101897ccc83c292909caf2c5ac1,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/runtime_primary_steady_runtime_median_s.pdf,21613,b3b47862be029eab37d9365c997d72464868bafc,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/runtime_primary_steady_runtime_median_s.png,142982,8699f14b8fb50f7c1f5e294639137dbeed875c04,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/runtime_primary_warmup_time_s.pdf,20731,a36ff54258effc2892d55a34571b1eadb7665a27,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/runtime_primary_warmup_time_s.png,137127,dd1999191ea5470cf8459fa98268a0183af64d93,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/width_log_primary_harmonic_h0.01_T5_state0.pdf,16769,9b539128ab772f0444a13458dd00760705a5c168,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/width_log_primary_harmonic_h0.01_T5_state0.png,82274,79b3b9a2a53d5ad55edc485d8947c43f43e7caf0,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/width_log_primary_van_der_pol_h0.01_T1_state0.pdf,16675,26a20efa4169a49bc1a354b69bb22bb909d67556,.pdf,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/plots/width_log_primary_van_der_pol_h0.01_T1_state0.png,65054,3c5a87d576dd36b233bbd7db6f4e82bcdd2e5b8e,.png,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/references.csv,671045,2a55b5e8c5b3e5e2febc39be36727fd49fa915fb,.csv,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/run_summary.csv,245176,e764fabf56f92974635b8390a5cbb124c913e689,.csv,historical_or_generated,manual_review
experiments/first_order_three_way/results/20260723T173852Z/torch_manifest_full.json,3164,b0d71b344c2994a497a4ece47b7396b6d7821d4d,.json,historical_or_generated,manual_review
experiments/three_tool_deep_study/RESULTS_MANIFEST.csv,18948,7c5fb2f636196e3a5befdc867bb654b2b46896ec,.csv,historical_or_generated,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/COMPLETE_TEST_RECORD.md,490,2b8af96223448a4542160a9c4b5d1f74eedc7901,.md,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/CURATION.json,36074,8bc4f10023a4945122bfb75a35196be0c785c8a6,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/FINAL_CONCLUSIONS.md,2475,63a45b98a22c23e951221f7061008128b56f1351,.md,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/RUN_COMPLETE,1709,5e73d03638c9c8940e7a23e1a55cd9be1b298494,,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/SHA256SUMS.csv,23603,3829cab79b5d4dbc626bbb82736abf2a436c0edc,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/acceleration_diffreach.csv,3444,0dd9b02df2a8048e212def10ab71017984fdbb08,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/acceleration_flowstar.csv,3234,8a4b2b524bf7873cf12f15984e06bcd87a3045b2,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/acceleration_summary.csv,1578,cb38cafcc7fea18dbd6b37c5793b9fffa30175e9,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/acceleration_torch.csv,6502,9100ea15296529f939a429475fd28c554f90a149,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/affine_carry_summary.csv,66694,8ea04b5c343ee199850bea9c3fbb7809e5bdccc3,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/artifact_quality_audit.json,29523,f3ef580397f8fa64b526c6817a04cabff067ee0d,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/bern_feasibility.csv,3028,08861eae4e181dd43fd008ad762eeebe7e100764,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/bern_feasibility.json,947,d2698f50b7eedd2d5ca313ffa5726388f490fb0b,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/box_carry_summary.csv,49244,7daa3d48825b7dfde412836cefa77608c12e5ac0,.csv,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_coupled_quadratic_h0.0025.json,20414,85bdb5763c2870a938b94d4e13f5445af30ca6ce,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_coupled_quadratic_h0.005.json,20374,96f6720c25629cc4f482cc9b01c75b2833a90b7f,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_coupled_quadratic_h0.01.json,20384,d15a8cedfbd3f1e36f0cf95c57f38c49d659f8d7,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_coupled_quadratic_h0.02.json,20379,e9f7f7878dd25970aacb6d194769206698cc8b64,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_harmonic_h0.005.json,17645,b873811dd220c4a73c6b9965621c5ae49a47db25,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_harmonic_h0.01.json,17631,52e2228994492b46d47698a2a95aa7d9f20b1ed9,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_harmonic_h0.02.json,17625,4243287cd4e329aa59117d5c749082dd02a4d27f,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_harmonic_h0.05.json,17611,d46747f662baee53ba6aa200d422b15baa18130e,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_riccati_h0.005.json,11539,393e0a11d2523159b19d5a624f522d89e30b96af,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_riccati_h0.01.json,11535,fc8adca03b4926a681117baeff060a30298f0ec0,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_riccati_h0.02.json,11503,b46a1a80bb5ad205c5b4948b272dbf9499bfb06f,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_riccati_h0.05.json,11507,fe4d5c2bc031ce2b3c4728e0afeee5994a396143,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_van_der_pol_h0.0025.json,20474,e03433b1edaea68638289fe370ea1bcf8852db6f,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_van_der_pol_h0.005.json,20458,09ca5619d661bf93819739f5313f6c41d6ddb85f,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_van_der_pol_h0.01.json,20402,ba7e4714746429d33c9786bb25ce2e8ebf8a11a8,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_affine_flag_van_der_pol_h0.02.json,20437,4241e9cec02047c11a9ff2c19a3ad863867d72ce,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_coupled_quadratic_h0.0025.json,24991,478803333b059a9af5a0ce926642d1ea679398c4,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_coupled_quadratic_h0.005.json,24974,ba16d163a2711a5b43d9e1a79554f027d804431c,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_coupled_quadratic_h0.01.json,24935,5051fcd684c7223e8e70ff3b2e901007c0450296,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_coupled_quadratic_h0.02.json,24929,1877374286add0958beccbe681e5bb1f6f81c2e2,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_harmonic_h0.005.json,19697,b5931a163828b45e4ac5e8a30b3b8255000d0af9,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_harmonic_h0.01.json,19505,c3f2acb3bc720e6bfa8bd9aba94827af57ff7808,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_harmonic_h0.02.json,19600,9380128d5ec2c187dcc911b7a21c5e8a94d92f0e,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_harmonic_h0.05.json,19601,08b767380c10cfec1fa02124869de4955469ee3e,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_riccati_h0.005.json,12757,4ede88bcd8dad03faad3ee61f3e53247ecde9cec,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_riccati_h0.01.json,12713,0f5b492cfa91ba7ec200e3e7f5d5e2b81c7fe443,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_riccati_h0.02.json,12747,ce98a16b5afd48252529a0389d450feb82b2bead,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_riccati_h0.05.json,12762,ec1f55f64f8bdd90310d0ea431c4c0e6de93b699,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_van_der_pol_h0.0025.json,24501,6a86db498d02c064f315c412b25f8e3dcaa90ae3,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_van_der_pol_h0.005.json,24476,39c498874b380e7d6b60120b5b9b036e01fb954d,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_van_der_pol_h0.01.json,24419,6bdd97641c883f9acbdee539e3621e017667ee45,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/diffreach_upstream_restricted_quasi_quadratic_van_der_pol_h0.02.json,24426,550d83aa4501d026f38c23fa31d488e94c598f13,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.0025_o2.json,38146,4e70c2d7d911ffc443cc350bdba2691d39dc1e8e,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.0025_o4.json,59896,e85f6c4a7bfd622b1153513067173d3c9f3ef98e,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.005_o2.json,38125,056b9a76cbd888a14cf630b866c03951c0d6540d,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.005_o4.json,59863,33214f0d13a62119aa23b89ec42d6b44d59550db,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.01_o2.json,38110,4fa8d947c8eb6d05cffcd2f821a545f5310c7742,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.01_o4.json,59843,e6c73367a4b4cd6821ea9c8e2ad2f6cbc5811a22,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.02_o2.json,38077,d11c78a495c686498abc63cdb2c2fab2a86b6570,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_coupled_quadratic_h0.02_o4.json,59825,4176a952251e624362091d5e50d05096f37f650c,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_harmonic_h0.005_o2.json,30141,1535d0e48e0bdf12bd366db0abdb26a8afe3dfca,.json,provisional_due_to_known_protocol_defects,manual_review
experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/common_segments/flowstar_flowstar_root_cause_patch_harmonic_h0.005_o4.json,40174,ab1fc20d13b20b2c6e8c3ee7870085d403d0b710,.json,provisional_due_to_known_protocol_defects,manual_review
