window,plant,execution_mode,step,history_before,replay_calls,stage,category,exclusive_seconds,inclusive_seconds_diagnostic_only,calls
brusselator_0001_0020,brusselator,reference,2,1,8,boundary,boundary_endpoint,0.03532030899077654,0.5372950998134911,2
brusselator_0001_0020,brusselator,reference,2,1,8,history,python_objects_and_small_tensor_validation,0.2526657823473215,0.2526657823473215,7720
brusselator_0001_0020,brusselator,reference,2,1,8,history,cross_step_history,0.21551320562139153,0.46817898796871305,2
brusselator_0001_0020,brusselator,reference,2,1,8,other_solve,unwrapped_dispatch_and_other,0.02276282012462616,0.02276282012462616,1
brusselator_0001_0020,brusselator,reference,3,2,8,other_solve,python_objects_and_small_tensor_validation,0.020015671383589506,0.020015671383589506,630
brusselator_0001_0020,brusselator,reference,3,2,8,candidate,python_objects_and_small_tensor_validation,0.011167534627020359,0.011167534627020359,614
brusselator_0001_0020,brusselator,reference,3,2,8,candidate,polynomial_multiply_truncate_range,0.17698635114356875,0.17712231259793043,108
brusselator_0001_0020,brusselator,reference,3,2,8,candidate,candidate_polynomial,0.016252680215984583,0.2044065659865737,1
brusselator_0001_0020,brusselator,reference,3,2,8,other_solve,polynomial_multiply_truncate_range,0.09228639118373394,0.09236011607572436,58
brusselator_0001_0020,brusselator,reference,3,2,8,other_solve,initial_remainder,0.005913646426051855,0.0735014802776277,1
brusselator_0001_0020,brusselator,reference,3,2,8,post_accept,python_objects_and_small_tensor_validation,0.03820489952340722,0.03820489952340722,1640
brusselator_0001_0020,brusselator,reference,3,2,8,post_accept,refinement_fixed_polynomial,0.5171377346850932,0.5175496619194746,312
brusselator_0001_0020,brusselator,reference,3,2,8,post_accept,refinement_dynamic,0.05053800158202648,1.2098396625369787,9
brusselator_0001_0020,brusselator,reference,3,2,8,boundary,python_objects_and_small_tensor_validation,0.03416812885552645,0.03416812885552645,1017
brusselator_0001_0020,brusselator,reference,3,2,8,boundary,boundary_endpoint,0.03609136724844575,0.6056390507146716,2
brusselator_0001_0020,brusselator,reference,3,2,8,history,python_objects_and_small_tensor_validation,0.2886517671868205,0.2886517671868205,8634
brusselator_0001_0020,brusselator,reference,3,2,8,history,cross_step_history,0.2467277874238789,0.5353795546106994,2
brusselator_0001_0020,brusselator,reference,3,2,8,other_solve,unwrapped_dispatch_and_other,0.022726489696651697,0.022726489696651697,1
brusselator_0001_0020,brusselator,reference,4,3,8,other_solve,python_objects_and_small_tensor_validation,0.020260948222130537,0.020260948222130537,630
brusselator_0001_0020,brusselator,reference,4,3,8,candidate,python_objects_and_small_tensor_validation,0.011128238402307034,0.011128238402307034,614
brusselator_0001_0020,brusselator,reference,4,3,8,candidate,polynomial_multiply_truncate_range,0.17688727704808116,0.17702774005010724,108
brusselator_0001_0020,brusselator,reference,4,3,8,candidate,candidate_polynomial,0.01625505881384015,0.20427057426422834,1
brusselator_0001_0020,brusselator,reference,4,3,8,other_solve,polynomial_multiply_truncate_range,0.09487841324880719,0.09495514770969748,58
brusselator_0001_0020,brusselator,reference,4,3,8,other_solve,initial_remainder,0.006031693425029516,0.07499189209192991,1
brusselator_0001_0020,brusselator,reference,4,3,8,post_accept,python_objects_and_small_tensor_validation,0.03726199269294739,0.03726199269294739,1640
brusselator_0001_0020,brusselator,reference,4,3,8,post_accept,refinement_fixed_polynomial,0.5060716737061739,0.5064819757826626,312
brusselator_0001_0020,brusselator,reference,4,3,8,post_accept,refinement_dynamic,0.04924779059365392,1.1833606562577188,9
brusselator_0001_0020,brusselator,reference,4,3,8,boundary,python_objects_and_small_tensor_validation,0.034450200386345387,0.034450200386345387,1017
brusselator_0001_0020,brusselator,reference,4,3,8,boundary,boundary_endpoint,0.036533121950924397,0.6195456683635712,2
brusselator_0001_0020,brusselator,reference,4,3,8,history,python_objects_and_small_tensor_validation,0.2959120040759444,0.2959120040759444,8818
brusselator_0001_0020,brusselator,reference,4,3,8,history,cross_step_history,0.25265034195035696,0.5485623460263014,2
brusselator_0001_0020,brusselator,reference,4,3,8,other_solve,unwrapped_dispatch_and_other,0.02313733845949173,0.02313733845949173,1
brusselator_0001_0020,brusselator,reference,5,4,8,other_solve,python_objects_and_small_tensor_validation,0.02001778269186616,0.02001778269186616,630
brusselator_0001_0020,brusselator,reference,5,4,8,candidate,python_objects_and_small_tensor_validation,0.011249482166022062,0.011249482166022062,614
brusselator_0001_0020,brusselator,reference,5,4,8,candidate,polynomial_multiply_truncate_range,0.17860365845263004,0.17874384811148047,108
brusselator_0001_0020,brusselator,reference,5,4,8,candidate,candidate_polynomial,0.01641968498006463,0.20627282559871674,1
brusselator_0001_0020,brusselator,reference,5,4,8,other_solve,polynomial_multiply_truncate_range,0.09223911771550775,0.0923129073344171,58
brusselator_0001_0020,brusselator,reference,5,4,8,other_solve,initial_remainder,0.005909159313887358,0.07328469911590219,1
brusselator_0001_0020,brusselator,reference,5,4,8,post_accept,python_objects_and_small_tensor_validation,0.037113663740456104,0.037113663740456104,1640
brusselator_0001_0020,brusselator,reference,5,4,8,post_accept,refinement_fixed_polynomial,0.5032239821739495,0.5036381711252034,312
brusselator_0001_0020,brusselator,reference,5,4,8,post_accept,refinement_dynamic,0.04921560315415263,1.177305234130472,9
brusselator_0001_0020,brusselator,reference,5,4,8,boundary,python_objects_and_small_tensor_validation,0.03364250482991338,0.03364250482991338,1017
brusselator_0001_0020,brusselator,reference,5,4,8,boundary,boundary_endpoint,0.0357516841031611,0.6070687035098672,2
brusselator_0001_0020,brusselator,reference,5,4,8,history,python_objects_and_small_tensor_validation,0.2902075406163931,0.2902075406163931,8840
brusselator_0001_0020,brusselator,reference,5,4,8,history,cross_step_history,0.24746697396039963,0.5376745145767927,2
brusselator_0001_0020,brusselator,reference,5,4,8,other_solve,unwrapped_dispatch_and_other,0.022674708161503077,0.022674708161503077,1
brusselator_0001_0020,brusselator,reference,6,5,8,other_solve,python_objects_and_small_tensor_validation,0.020220973528921604,0.020220973528921604,630
brusselator_0001_0020,brusselator,reference,6,5,8,candidate,python_objects_and_small_tensor_validation,0.011866129469126463,0.011866129469126463,614
brusselator_0001_0020,brusselator,reference,6,5,8,candidate,polynomial_multiply_truncate_range,0.18540587555617094,0.18555046850815415,108
brusselator_0001_0020,brusselator,reference,6,5,8,candidate,candidate_polynomial,0.017165368888527155,0.21443737391382456,1
brusselator_0001_0020,brusselator,reference,6,5,8,other_solve,polynomial_multiply_truncate_range,0.09624350303784013,0.09631929965689778,58
brusselator_0001_0020,brusselator,reference,6,5,8,other_solve,initial_remainder,0.006007438991218805,0.07408083789050579,1
brusselator_0001_0020,brusselator,reference,6,5,8,post_accept,python_objects_and_small_tensor_validation,0.037460803519934416,0.037460803519934416,1640
brusselator_0001_0020,brusselator,reference,6,5,8,post_accept,refinement_fixed_polynomial,0.5050304057076573,0.505441109649837,312
brusselator_0001_0020,brusselator,reference,6,5,8,post_accept,refinement_dynamic,0.04954548366367817,1.1821494563482702,9
brusselator_0001_0020,brusselator,reference,6,5,8,boundary,python_objects_and_small_tensor_validation,0.038006878923624754,0.038006878923624754,1141
brusselator_0001_0020,brusselator,reference,6,5,8,boundary,boundary_endpoint,0.039639562368392944,0.6404137322679162,2
brusselator_0001_0020,brusselator,reference,6,5,8,history,python_objects_and_small_tensor_validation,0.30359240947291255,0.30359240947291255,9212
brusselator_0001_0020,brusselator,reference,6,5,8,history,cross_step_history,0.25917488150298595,0.5627672909758985,2
brusselator_0001_0020,brusselator,reference,6,5,8,other_solve,unwrapped_dispatch_and_other,0.023019083309918642,0.023019083309918642,1
brusselator_0001_0020,brusselator,reference,7,6,8,other_solve,python_objects_and_small_tensor_validation,0.020332873798906803,0.020332873798906803,630
brusselator_0001_0020,brusselator,reference,7,6,8,candidate,python_objects_and_small_tensor_validation,0.011357113253325224,0.011357113253325224,614
brusselator_0001_0020,brusselator,reference,7,6,8,candidate,polynomial_multiply_truncate_range,0.18003940116614103,0.1801870740018785,108
brusselator_0001_0020,brusselator,reference,7,6,8,candidate,candidate_polynomial,0.016450187657028437,0.2078467020764947,1
brusselator_0001_0020,brusselator,reference,7,6,8,other_solve,polynomial_multiply_truncate_range,0.09414483141154051,0.0942193022929132,58
brusselator_0001_0020,brusselator,reference,7,6,8,other_solve,initial_remainder,0.00609917426481843,0.07526441430673003,1
brusselator_0001_0020,brusselator,reference,7,6,8,post_accept,python_objects_and_small_tensor_validation,0.03816083259880543,0.03816083259880543,1640
brusselator_0001_0020,brusselator,reference,7,6,8,post_accept,refinement_fixed_polynomial,0.5191142642870545,0.5195386428385973,312
brusselator_0001_0020,brusselator,reference,7,6,8,post_accept,refinement_dynamic,0.050489561166614294,1.2136452910490334,9
brusselator_0001_0020,brusselator,reference,7,6,8,boundary,python_objects_and_small_tensor_validation,0.04058313835412264,0.04058313835412264,1221
brusselator_0001_0020,brusselator,reference,7,6,8,boundary,boundary_endpoint,0.04238562239333987,0.7064947779290378,2
brusselator_0001_0020,brusselator,reference,7,6,8,history,python_objects_and_small_tensor_validation,0.33551308140158653,0.33551308140158653,10206
brusselator_0001_0020,brusselator,reference,7,6,8,history,cross_step_history,0.28801293577998877,0.6235260171815753,2
brusselator_0001_0020,brusselator,reference,7,6,8,other_solve,unwrapped_dispatch_and_other,0.023013790138065815,0.023013790138065815,1
brusselator_0001_0020,brusselator,reference,8,7,8,other_solve,python_objects_and_small_tensor_validation,0.019998397212475538,0.019998397212475538,630
brusselator_0001_0020,brusselator,reference,8,7,8,candidate,python_objects_and_small_tensor_validation,0.011117917485535145,0.011117917485535145,614
brusselator_0001_0020,brusselator,reference,8,7,8,candidate,polynomial_multiply_truncate_range,0.1769228526391089,0.17706046206876636,108
brusselator_0001_0020,brusselator,reference,8,7,8,candidate,candidate_polynomial,0.016130159609019756,0.2041709297336638,1
brusselator_0001_0020,brusselator,reference,8,7,8,other_solve,polynomial_multiply_truncate_range,0.09384057531133294,0.09391427785158157,58
brusselator_0001_0020,brusselator,reference,8,7,8,other_solve,initial_remainder,0.005905544385313988,0.07447153283283114,1
brusselator_0001_0020,brusselator,reference,8,7,8,post_accept,python_objects_and_small_tensor_validation,0.03708616364747286,0.03708616364747286,1640
brusselator_0001_0020,brusselator,reference,8,7,8,post_accept,refinement_fixed_polynomial,0.50235990062356,0.5027676071040332,312
brusselator_0001_0020,brusselator,reference,8,7,8,post_accept,refinement_dynamic,0.048848945647478104,1.1748304986394942,9
brusselator_0001_0020,brusselator,reference,8,7,8,boundary,python_objects_and_small_tensor_validation,0.040439064148813486,0.040439064148813486,1221
brusselator_0001_0020,brusselator,reference,8,7,8,boundary,boundary_endpoint,0.04236620478332043,0.7753762733191252,2
brusselator_0001_0020,brusselator,reference,8,7,8,history,python_objects_and_small_tensor_validation,0.37057849299162626,0.37057849299162626,11134
brusselator_0001_0020,brusselator,reference,8,7,8,history,cross_step_history,0.321992511395365,0.6925710043869913,2
brusselator_0001_0020,brusselator,reference,8,7,8,other_solve,unwrapped_dispatch_and_other,0.022777703125029802,0.022777703125029802,1
brusselator_0001_0020,brusselator,reference,9,8,7,other_solve,python_objects_and_small_tensor_validation,0.020404478069394827,0.020404478069394827,630
brusselator_0001_0020,brusselator,reference,9,8,7,candidate,python_objects_and_small_tensor_validation,0.0111734289675951,0.0111734289675951,614
brusselator_0001_0020,brusselator,reference,9,8,7,candidate,polynomial_multiply_truncate_range,0.17655096855014563,0.17668750556185842,108
brusselator_0001_0020,brusselator,reference,9,8,7,candidate,candidate_polynomial,0.016200643498450518,0.20392504101619124,1
brusselator_0001_0020,brusselator,reference,9,8,7,other_solve,polynomial_multiply_truncate_range,0.092316301073879,0.0923899537883699,58
brusselator_0001_0020,brusselator,reference,9,8,7,other_solve,initial_remainder,0.005933975335210562,0.0735514909029007,1
brusselator_0001_0020,brusselator,reference,9,8,7,post_accept,python_objects_and_small_tensor_validation,0.03288344340398908,0.03288344340398908,1435
brusselator_0001_0020,brusselator,reference,9,8,7,post_accept,refinement_fixed_polynomial,0.44120367523282766,0.44156771432608366,273
brusselator_0001_0020,brusselator,reference,9,8,7,post_accept,refinement_dynamic,0.043379145208746195,1.033350275363773,8
brusselator_0001_0020,brusselator,reference,9,8,7,boundary,python_objects_and_small_tensor_validation,0.048432992305606604,0.048432992305606604,1357
brusselator_0001_0020,brusselator,reference,9,8,7,boundary,boundary_endpoint,0.04972991021350026,0.8017224445939064,2
brusselator_0001_0020,brusselator,reference,9,8,7,history,python_objects_and_small_tensor_validation,0.3774883011355996,0.3774883011355996,11428
brusselator_0001_0020,brusselator,reference,9,8,7,history,cross_step_history,0.3260712409391999,0.7035595420747995,2
brusselator_0001_0020,brusselator,reference,9,8,7,other_solve,unwrapped_dispatch_and_other,0.0234030750580132,0.0234030750580132,1
brusselator_0001_0020,brusselator,reference,10,9,7,other_solve,python_objects_and_small_tensor_validation,0.02008824050426483,0.02008824050426483,630
brusselator_0001_0020,brusselator,reference,10,9,7,candidate,python_objects_and_small_tensor_validation,0.011750450823456049,0.011750450823456049,614
brusselator_0001_0020,brusselator,reference,10,9,7,candidate,polynomial_multiply_truncate_range,0.18581677600741386,0.1859584804624319,108
brusselator_0001_0020,brusselator,reference,10,9,7,candidate,candidate_polynomial,0.01688571088016033,0.21445293771103024,1
brusselator_0001_0020,brusselator,reference,10,9,7,other_solve,polynomial_multiply_truncate_range,0.09364035911858082,0.09371436759829521,58
brusselator_0001_0020,brusselator,reference,10,9,7,other_solve,initial_remainder,0.005886416416615248,0.07346870610490441,1
brusselator_0001_0020,brusselator,reference,10,9,7,post_accept,python_objects_and_small_tensor_validation,0.033203118946403265,0.033203118946403265,1435
brusselator_0001_0020,brusselator,reference,10,9,7,post_accept,refinement_fixed_polynomial,0.4483798877336085,0.4487428655847907,273
brusselator_0001_0020,brusselator,reference,10,9,7,post_accept,refinement_dynamic,0.043763740453869104,1.0491099646314979,8
brusselator_0001_0020,brusselator,reference,10,9,7,boundary,python_objects_and_small_tensor_validation,0.0454581412486732,0.0454581412486732,1357
brusselator_0001_0020,brusselator,reference,10,9,7,boundary,boundary_endpoint,0.046914889477193356,0.8508964776992798,2
brusselator_0001_0020,brusselator,reference,10,9,7,history,python_objects_and_small_tensor_validation,0.4056024542078376,0.4056024542078376,12309
brusselator_0001_0020,brusselator,reference,10,9,7,history,cross_step_history,0.35292099276557565,0.7585234469734132,2
brusselator_0001_0020,brusselator,reference,10,9,7,other_solve,unwrapped_dispatch_and_other,0.023026435635983944,0.023026435635983944,1
brusselator_0001_0020,brusselator,reference,11,10,7,other_solve,python_objects_and_small_tensor_validation,0.020275570917874575,0.020275570917874575,630
brusselator_0001_0020,brusselator,reference,11,10,7,candidate,python_objects_and_small_tensor_validation,0.01160579826682806,0.01160579826682806,614
brusselator_0001_0020,brusselator,reference,11,10,7,candidate,polynomial_multiply_truncate_range,0.1804672572761774,0.18060735519975424,108
brusselator_0001_0020,brusselator,reference,11,10,7,candidate,candidate_polynomial,0.016771020367741585,0.20884407591074705,1
brusselator_0001_0020,brusselator,reference,11,10,7,other_solve,polynomial_multiply_truncate_range,0.09397182706743479,0.09404595289379358,58
brusselator_0001_0020,brusselator,reference,11,10,7,other_solve,initial_remainder,0.006154291797429323,0.07509454293176532,1
brusselator_0001_0020,brusselator,reference,11,10,7,post_accept,python_objects_and_small_tensor_validation,0.033392096403986216,0.033392096403986216,1435
brusselator_0001_0020,brusselator,reference,11,10,7,post_accept,refinement_fixed_polynomial,0.4530381988734007,0.4534089174121618,273
brusselator_0001_0020,brusselator,reference,11,10,7,post_accept,refinement_dynamic,0.04405589960515499,1.0593817052431405,8
brusselator_0001_0020,brusselator,reference,11,10,7,boundary,python_objects_and_small_tensor_validation,0.047681231983006,0.047681231983006,1425
brusselator_0001_0020,brusselator,reference,11,10,7,boundary,boundary_endpoint,0.048752347473055124,0.8675133297219872,2
brusselator_0001_0020,brusselator,reference,11,10,7,history,python_objects_and_small_tensor_validation,0.41214848309755325,0.41214848309755325,12510
brusselator_0001_0020,brusselator,reference,11,10,7,history,cross_step_history,0.35893126716837287,0.7710797502659261,2
brusselator_0001_0020,brusselator,reference,11,10,7,other_solve,unwrapped_dispatch_and_other,0.02265259064733982,0.02265259064733982,1
brusselator_0001_0020,brusselator,reference,12,11,7,other_solve,python_objects_and_small_tensor_validation,0.020259083714336157,0.020259083714336157,630
brusselator_0001_0020,brusselator,reference,12,11,7,candidate,python_objects_and_small_tensor_validation,0.011267627123743296,0.011267627123743296,614
brusselator_0001_0020,brusselator,reference,12,11,7,candidate,polynomial_multiply_truncate_range,0.1768401935696602,0.1769770346581936,108
brusselator_0001_0020,brusselator,reference,12,11,7,candidate,candidate_polynomial,0.016261612996459007,0.2043694336898625,1
brusselator_0001_0020,brusselator,reference,12,11,7,other_solve,polynomial_multiply_truncate_range,0.09254839085042477,0.09262153832241893,58
brusselator_0001_0020,brusselator,reference,12,11,7,other_solve,initial_remainder,0.00591442221775651,0.07369422120973468,1
brusselator_0001_0020,brusselator,reference,12,11,7,post_accept,python_objects_and_small_tensor_validation,0.0342111773788929,0.0342111773788929,1435
brusselator_0001_0020,brusselator,reference,12,11,7,post_accept,refinement_fixed_polynomial,0.45252457447350025,0.45288879284635186,273
brusselator_0001_0020,brusselator,reference,12,11,7,post_accept,refinement_dynamic,0.044596349354833364,1.0610569966956973,8
brusselator_0001_0020,brusselator,reference,12,11,7,boundary,python_objects_and_small_tensor_validation,0.049857445526868105,0.049857445526868105,1425
brusselator_0001_0020,brusselator,reference,12,11,7,boundary,boundary_endpoint,0.05144141521304846,0.910407992079854,2
brusselator_0001_0020,brusselator,reference,12,11,7,history,python_objects_and_small_tensor_validation,0.43216071370989084,0.43216071370989084,13078
brusselator_0001_0020,brusselator,reference,12,11,7,history,cross_step_history,0.3769484176300466,0.8091091313399374,2
brusselator_0001_0020,brusselator,reference,12,11,7,other_solve,unwrapped_dispatch_and_other,0.023003801237791777,0.023003801237791777,1
brusselator_0001_0020,brusselator,reference,13,12,7,other_solve,python_objects_and_small_tensor_validation,0.020320774521678686,0.020320774521678686,630
brusselator_0001_0020,brusselator,reference,13,12,7,candidate,python_objects_and_small_tensor_validation,0.011393093038350344,0.011393093038350344,614
brusselator_0001_0020,brusselator,reference,13,12,7,candidate,polynomial_multiply_truncate_range,0.17905498621985316,0.17919288435950875,108
brusselator_0001_0020,brusselator,reference,13,12,7,candidate,candidate_polynomial,0.016467629931867123,0.20691570919007063,1
brusselator_0001_0020,brusselator,reference,13,12,7,other_solve,polynomial_multiply_truncate_range,0.09352672239765525,0.09360070852562785,58
brusselator_0001_0020,brusselator,reference,13,12,7,other_solve,initial_remainder,0.006103502586483955,0.07491939002647996,1
brusselator_0001_0020,brusselator,reference,13,12,7,post_accept,python_objects_and_small_tensor_validation,0.03310115961357951,0.03310115961357951,1435
brusselator_0001_0020,brusselator,reference,13,12,7,post_accept,refinement_fixed_polynomial,0.44707677932456136,0.44743978092446923,273
brusselator_0001_0020,brusselator,reference,13,12,7,post_accept,refinement_dynamic,0.04372705379500985,1.0462139369919896,8
brusselator_0001_0020,brusselator,reference,13,12,7,boundary,python_objects_and_small_tensor_validation,0.04878214607015252,0.04878214607015252,1425
brusselator_0001_0020,brusselator,reference,13,12,7,boundary,boundary_endpoint,0.049925066996365786,0.9243231620639563,2
brusselator_0001_0020,brusselator,reference,13,12,7,history,python_objects_and_small_tensor_validation,0.4403371484950185,0.4403371484950185,13172
brusselator_0001_0020,brusselator,reference,13,12,7,history,cross_step_history,0.38527880050241947,0.825615948997438,2
brusselator_0001_0020,brusselator,reference,13,12,7,other_solve,unwrapped_dispatch_and_other,0.022893213666975498,0.022893213666975498,1
brusselator_0001_0020,brusselator,reference,14,13,7,other_solve,python_objects_and_small_tensor_validation,0.02025885134935379,0.02025885134935379,630
brusselator_0001_0020,brusselator,reference,14,13,7,candidate,python_objects_and_small_tensor_validation,0.01132482336834073,0.01132482336834073,614
brusselator_0001_0020,brusselator,reference,14,13,7,candidate,polynomial_multiply_truncate_range,0.17892665043473244,0.17906472412869334,108
brusselator_0001_0020,brusselator,reference,14,13,7,candidate,candidate_polynomial,0.016328980214893818,0.20658045401796699,1
brusselator_0001_0020,brusselator,reference,14,13,7,other_solve,polynomial_multiply_truncate_range,0.09233601670712233,0.09240953950211406,58
brusselator_0001_0020,brusselator,reference,14,13,7,other_solve,initial_remainder,0.0059717935509979725,0.07308302912861109,1
brusselator_0001_0020,brusselator,reference,14,13,7,post_accept,python_objects_and_small_tensor_validation,0.03250624518841505,0.03250624518841505,1435
brusselator_0001_0020,brusselator,reference,14,13,7,post_accept,refinement_fixed_polynomial,0.4423674223944545,0.4427259489893913,273
brusselator_0001_0020,brusselator,reference,14,13,7,post_accept,refinement_dynamic,0.042999605648219585,1.034200039692223,8
brusselator_0001_0020,brusselator,reference,14,13,7,boundary,python_objects_and_small_tensor_validation,0.05097202630713582,0.05097202630713582,1505
brusselator_0001_0020,brusselator,reference,14,13,7,boundary,boundary_endpoint,0.0526527906768024,0.9486203147098422,2
brusselator_0001_0020,brusselator,reference,14,13,7,history,python_objects_and_small_tensor_validation,0.4510441077873111,0.4510441077873111,13521
brusselator_0001_0020,brusselator,reference,14,13,7,history,cross_step_history,0.3939513899385929,0.844995497725904,2
brusselator_0001_0020,brusselator,reference,14,13,7,other_solve,unwrapped_dispatch_and_other,0.022992022335529327,0.022992022335529327,1
brusselator_0001_0020,brusselator,reference,15,14,7,other_solve,python_objects_and_small_tensor_validation,0.020325704012066126,0.020325704012066126,630
brusselator_0001_0020,brusselator,reference,15,14,7,candidate,python_objects_and_small_tensor_validation,0.011513047851622105,0.011513047851622105,614
brusselator_0001_0020,brusselator,reference,15,14,7,candidate,polynomial_multiply_truncate_range,0.17860862845554948,0.1787471165880561,108
brusselator_0001_0020,brusselator,reference,15,14,7,candidate,candidate_polynomial,0.016586816404014826,0.2067084927111864,1
brusselator_0001_0020,brusselator,reference,15,14,7,other_solve,polynomial_multiply_truncate_range,0.0942668141797185,0.09433959051966667,58
brusselator_0001_0020,brusselator,reference,15,14,7,other_solve,initial_remainder,0.006201235111802816,0.07582360273227096,1
brusselator_0001_0020,brusselator,reference,15,14,7,post_accept,python_objects_and_small_tensor_validation,0.03278023470193148,0.03278023470193148,1435
brusselator_0001_0020,brusselator,reference,15,14,7,post_accept,refinement_fixed_polynomial,0.4465020187199116,0.44685927871614695,273
brusselator_0001_0020,brusselator,reference,15,14,7,post_accept,refinement_dynamic,0.04336107429116964,1.043700038921088,8
brusselator_0001_0020,brusselator,reference,15,14,7,boundary,python_objects_and_small_tensor_validation,0.056786157656461,0.056786157656461,1573
brusselator_0001_0020,brusselator,reference,15,14,7,boundary,boundary_endpoint,0.05808247299864888,1.031246727798134,2
brusselator_0001_0020,brusselator,reference,15,14,7,history,python_objects_and_small_tensor_validation,0.486887133680284,0.486887133680284,14418
brusselator_0001_0020,brusselator,reference,15,14,7,history,cross_step_history,0.4294909634627402,0.9163780971430242,2
brusselator_0001_0020,brusselator,reference,15,14,7,other_solve,unwrapped_dispatch_and_other,0.02270725416019559,0.02270725416019559,1
brusselator_0001_0020,brusselator,reference,16,15,7,other_solve,python_objects_and_small_tensor_validation,0.020142137072980404,0.020142137072980404,630
brusselator_0001_0020,brusselator,reference,16,15,7,candidate,python_objects_and_small_tensor_validation,0.01157594146206975,0.01157594146206975,614
brusselator_0001_0020,brusselator,reference,16,15,7,candidate,polynomial_multiply_truncate_range,0.18331782659515738,0.18346776952967048,108
brusselator_0001_0020,brusselator,reference,16,15,7,candidate,candidate_polynomial,0.0167659311555326,0.21165969921275973,1
brusselator_0001_0020,brusselator,reference,16,15,7,other_solve,polynomial_multiply_truncate_range,0.09303971845656633,0.09311400773003697,58
brusselator_0001_0020,brusselator,reference,16,15,7,other_solve,initial_remainder,0.005983336828649044,0.07403179723769426,1
brusselator_0001_0020,brusselator,reference,16,15,7,post_accept,python_objects_and_small_tensor_validation,0.03260923316702247,0.03260923316702247,1435
brusselator_0001_0020,brusselator,reference,16,15,7,post_accept,refinement_fixed_polynomial,0.4424285953864455,0.44280091067776084,273
brusselator_0001_0020,brusselator,reference,16,15,7,post_accept,refinement_dynamic,0.043145285453647375,1.0348104792647064,8
brusselator_0001_0020,brusselator,reference,16,15,7,boundary,python_objects_and_small_tensor_validation,0.05532962828874588,0.05532962828874588,1653
brusselator_0001_0020,brusselator,reference,16,15,7,boundary,boundary_endpoint,0.05645825481042266,1.0424766959622502,2
brusselator_0001_0020,brusselator,reference,16,15,7,history,python_objects_and_small_tensor_validation,0.49441296607255936,0.49441296607255936,14945
brusselator_0001_0020,brusselator,reference,16,15,7,history,cross_step_history,0.43627584679052234,0.9306888128630817,2
