lane,tool,segment_index,physical_time,controller_period,state,enclosure_kind,margin_min,margin_median,margin_p95,margin_max
common_control_plant_replay,xiangru,1,0.1,1,x4,tube,1.374951262906177,1.3824423629553977,1.3872692130482527,1.3884360727334268
common_control_plant_replay,torch,2,0.2,1,x1,endpoint,1.4333896314388994,1.48453548619988,1.5279127261152503,1.5356811720810408
common_control_plant_replay,xiangru,2,0.2,1,x1,endpoint,1.4333780832810403,1.4845240104491635,1.527901296989847,1.5356697620086968
common_control_plant_replay,torch,2,0.2,1,x2,endpoint,1.1679962579925454,1.2175237833413155,1.2612186174799591,1.2670511237933342
common_control_plant_replay,xiangru,2,0.2,1,x2,endpoint,1.1679876184333946,1.2175151655249208,1.2612099952656284,1.2670424907064293
common_control_plant_replay,torch,2,0.2,1,x3,endpoint,1.6961324319598376,1.697410596903803,1.698495445426234,1.698847088270679
common_control_plant_replay,xiangru,2,0.2,1,x3,endpoint,1.6961324319657591,1.6974105969097242,1.6984954454321552,1.6988470882766005
common_control_plant_replay,torch,2,0.2,1,x4,endpoint,1.349902525806524,1.3648847259049675,1.3745384260906774,1.3768721454610255
common_control_plant_replay,xiangru,2,0.2,1,x4,endpoint,1.3499025258124546,1.3648847259108958,1.3745384260966054,1.3768721454669541
common_control_plant_replay,torch,2,0.2,1,x1,tube,1.3621307651068895,1.4098057128103896,1.4535897124211008,1.4574805550280114
common_control_plant_replay,xiangru,2,0.2,1,x1,tube,1.3632443775245187,1.4109254577357462,1.4547091168203672,1.45860644743779
common_control_plant_replay,torch,2,0.2,1,x2,tube,1.1635615236914545,1.2133259348281122,1.2572364505164166,1.263090474134054
common_control_plant_replay,xiangru,2,0.2,1,x2,tube,1.163630566015184,1.2133951519680752,1.2573057653456785,1.2631596855274412
common_control_plant_replay,torch,2,0.2,1,x3,tube,1.6415211276055877,1.6420586675485223,1.6423063519014813,1.6424007748856986
common_control_plant_replay,xiangru,2,0.2,1,x3,tube,1.6490331079929634,1.649352649228955,1.6496238613595626,1.6497117720706738
common_control_plant_replay,torch,2,0.2,1,x4,tube,1.3499025258065163,1.36488472590496,1.3719326595401697,1.3729851890034395
common_control_plant_replay,xiangru,2,0.2,1,x4,tube,1.3499025258124546,1.3648847259108958,1.3745384260966054,1.3768721454669541
common_control_plant_replay,torch,3,0.30000000000000004,1,x1,endpoint,1.5091811921609697,1.5632801437760375,1.60680529477687,1.6173784720954565
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x1,endpoint,1.5091580071765134,1.5632571548734866,1.6067824398680626,1.6173556525424666
common_control_plant_replay,torch,3,0.30000000000000004,1,x2,endpoint,1.1148128006014184,1.1675427838035746,1.2116035025787557,1.220272592759036
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x2,endpoint,1.114798767135973,1.167528766669385,1.2115894858806644,1.2202585595814814
common_control_plant_replay,torch,3,0.30000000000000004,1,x3,endpoint,1.7412979719114798,1.7441738430354017,1.7466147522108713,1.747405948610873
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x3,endpoint,1.7412979719213966,1.7441738430453184,1.7466147522207882,1.7474059486207896
common_control_plant_replay,torch,3,0.30000000000000004,1,x4,endpoint,1.3248537887089693,1.3473270888566349,1.3618076391351999,1.3653082181907217
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x4,endpoint,1.324853788718832,1.3473270888664934,1.3618076391450584,1.3653082182005811
common_control_plant_replay,torch,3,0.30000000000000004,1,x1,tube,1.4319659631450579,1.4831046490206878,1.5264868660596018,1.5342429495752616
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x1,tube,1.4331916841788863,1.4843356413671487,1.5277167861430998,1.5354792763127214
common_control_plant_replay,torch,3,0.30000000000000004,1,x2,tube,1.1099092139793312,1.1628947583028189,1.2071739989284218,1.2158805273414939
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x2,tube,1.1099828592077015,1.1629687683161372,1.2072482022074387,1.215954589835179
common_control_plant_replay,torch,3,0.30000000000000004,1,x3,tube,1.6870753632029882,1.6885855699326335,1.6896329296696229,1.689995426302578
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x3,tube,1.696132431966759,1.6974105969107243,1.6984954454331553,1.6988470882776003
common_control_plant_replay,torch,3,0.30000000000000004,1,x4,tube,1.3248537887089613,1.347327088856627,1.359201872584692,1.3614212617331356
common_control_plant_replay,xiangru,3,0.30000000000000004,1,x4,tube,1.324853788718832,1.3473270888664937,1.3618076391450584,1.3653082182005811
common_control_plant_replay,torch,4,0.4,1,x1,endpoint,1.5899619705592034,1.6464787603533444,1.690970786448033,1.7029938500979513
common_control_plant_replay,xiangru,4,0.4,1,x1,endpoint,1.589924883971222,1.6464420988933863,1.690934417446086,1.702957554176839
common_control_plant_replay,torch,4,0.4,1,x2,endpoint,1.0709049961874384,1.1263047510775666,1.1702938952723614,1.181704640082067
common_control_plant_replay,xiangru,4,0.4,1,x2,endpoint,1.0708863701961073,1.1262860180862495,1.1702751324264906,1.1816857949787773
common_control_plant_replay,torch,4,0.4,1,x3,endpoint,1.7845297278445544,1.789642387620416,1.7939817817101398,1.7953883530879204
common_control_plant_replay,xiangru,4,0.4,1,x3,endpoint,1.7845297278588863,1.7896423876347471,1.7939817817244712,1.7953883531022514
common_control_plant_replay,torch,4,0.4,1,x4,endpoint,1.299805051611183,1.3297694518080707,1.3490768521794905,1.353744290920186
common_control_plant_replay,xiangru,4,0.4,1,x4,endpoint,1.2998050516253092,1.3297694518221914,1.3490768521936112,1.353744290934308
common_control_plant_replay,torch,4,0.4,1,x1,tube,1.5076180622732667,1.5617129941201098,1.605239463327275,1.615806896889345
common_control_plant_replay,xiangru,4,0.4,1,x1,tube,1.5089505747254293,1.5630499202889396,1.6065776413004413,1.6171484002093057
common_control_plant_replay,torch,4,0.4,1,x2,tube,1.0655789769528043,1.1212505144412575,1.165458770299734,1.1769225901185507
common_control_plant_replay,xiangru,4,0.4,1,x2,tube,1.0656604228918347,1.1213323353141331,1.1655408881423606,1.1770044162993736
common_control_plant_replay,torch,4,0.4,1,x3,tube,1.7306958147818214,1.733818805276544,1.7362072301523952,1.737013621856311
common_control_plant_replay,xiangru,4,0.4,1,x3,tube,1.7412979719223967,1.7441738430463183,1.746614752221788,1.7474059486217897
common_control_plant_replay,torch,4,0.4,1,x4,tube,1.2998050516111745,1.329769451808063,1.3464710856289825,1.3498573344625997
common_control_plant_replay,xiangru,4,0.4,1,x4,tube,1.2998050516253092,1.3297694518221914,1.349076852193611,1.353744290934308
common_control_plant_replay,torch,5,0.5,1,x1,endpoint,1.6748570909464802,1.7332352651891623,1.7788875981800185,1.7916090203496982
common_control_plant_replay,xiangru,5,0.5,1,x1,endpoint,1.674805924728875,1.7331848624574808,1.778837683411484,1.7915592421770752
common_control_plant_replay,torch,5,0.5,1,x2,endpoint,1.036704107122759,1.0942169540226434,1.138834540242558,1.1517206610548911
common_control_plant_replay,xiangru,5,0.5,1,x2,endpoint,1.0366789187253342,1.0941916783998757,1.1388092606845654,1.151695613693732
common_control_plant_replay,torch,5,0.5,1,x3,endpoint,1.8258276997590372,1.833816230658821,1.8405965339240147,1.8427943017017967
common_control_plant_replay,xiangru,5,0.5,1,x3,endpoint,1.825827699778238,1.8338162306780204,1.8405965339432144,1.8427943017209962
common_control_plant_replay,torch,5,0.5,1,x4,endpoint,1.2747563145131648,1.3122118147592756,1.3363460652235497,1.3421803636494185
common_control_plant_replay,xiangru,5,0.5,1,x4,endpoint,1.2747563145318865,1.3122118147779893,1.3363460652422638,1.342180363668135
common_control_plant_replay,torch,5,0.5,1,x1,tube,1.5882649778083349,1.6447810464117893,1.6892731766624765,1.7012947447838895
common_control_plant_replay,xiangru,5,0.5,1,x1,tube,1.5897013386317913,1.6462209607562548,1.6907155299958299,1.7027385483577977
common_control_plant_replay,torch,5,0.5,1,x2,tube,1.0310096630617491,1.088807139668647,1.1336475597297582,1.146597228017997
common_control_plant_replay,xiangru,5,0.5,1,x2,tube,1.0310957487756902,1.088893863375278,1.1337344415124986,1.1466842276124303
common_control_plant_replay,torch,5,0.5,1,x3,tube,1.7723824823420624,1.7777573390738455,1.782029253349774,1.7834553615468727
common_control_plant_replay,xiangru,5,0.5,1,x3,tube,1.7845297278598862,1.789642387635747,1.7939817817254713,1.7953883531032515
common_control_plant_replay,torch,5,0.5,1,x4,tube,1.2747563145131562,1.3122118147592676,1.3337402986730416,1.3382934071918322
common_control_plant_replay,xiangru,5,0.5,1,x4,tube,1.2747563145318865,1.3122118147779893,1.3363460652422638,1.342180363668135
common_control_plant_replay,torch,6,0.6000000000000001,1,x1,endpoint,1.7629477237653792,1.8226153701870704,1.8689796598407558,1.8822742039053584
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x1,endpoint,1.762884872478132,1.8225536109098748,1.8689185823486167,1.882213338443796
common_control_plant_replay,torch,6,0.6000000000000001,1,x2,endpoint,1.0125435836257917,1.071580646601697,1.1167331125131958,1.1306074090765568
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x2,endpoint,1.01249899564916,1.0715359484692013,1.1166892727592754,1.1305636060808928
common_control_plant_replay,torch,6,0.6000000000000001,1,x3,endpoint,1.8651918876549032,1.8766953721505921,1.8864590088524706,1.889623794452477
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x3,endpoint,1.8651918876794618,1.8766953721751483,1.8864590088770279,1.8896237944770335
common_control_plant_replay,torch,6,0.6000000000000001,1,x4,endpoint,1.249707577414915,1.294654177710249,1.3236152782673773,1.3306164363784194
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x4,endpoint,1.249707577438564,1.2946541777338871,1.3236152782910169,1.3306164364020623
common_control_plant_replay,torch,6,0.6000000000000001,1,x1,tube,1.6730317021885543,1.7314127409877154,1.7770674760447405,1.7897879518464188
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x1,tube,1.674571781297034,1.7329553087308533,1.778611980796634,1.791333881083041
common_control_plant_replay,torch,6,0.6000000000000001,1,x2,tube,1.006538461103714,1.065870876832242,1.11125053011184,1.1251946230659184
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x2,tube,1.0066148854353048,1.0659480500035228,1.1113286219432799,1.125272783435045
common_control_plant_replay,torch,6,0.6000000000000001,1,x3,tube,1.8121353658836867,1.8204011713245127,1.8270989992617341,1.8293206453742386
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x3,tube,1.825827699779238,1.8338162306790204,1.8405965339442145,1.842794301721996
common_control_plant_replay,torch,6,0.6000000000000001,1,x4,tube,1.249707577414906,1.2946541777102407,1.3210095117168692,1.3267294799208327
common_control_plant_replay,xiangru,6,0.6000000000000001,1,x4,tube,1.249707577438564,1.2946541777338871,1.3236152782910167,1.3306164364020623
common_control_plant_replay,torch,7,0.7000000000000001,1,x1,endpoint,1.8532805852837717,1.9136571600935905,1.9603383794967713,1.9740178520838871
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x1,endpoint,1.853211568694194,1.9135893648345748,1.9602713853367646,1.9739510601505879
common_control_plant_replay,torch,7,0.7000000000000001,1,x2,endpoint,0.9986559375923316,1.0586174045238002,1.1046526081879686,1.118562373969303
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x2,endpoint,0.9985742674842311,1.0585354648874044,1.1045726985388484,1.1184825948425698
common_control_plant_replay,torch,7,0.7000000000000001,1,x3,endpoint,1.8186305940974992,1.8369837892180922,1.848809571945585,1.85166837817426
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x3,endpoint,1.8186305941279393,1.8369837892485297,1.8488095719760242,1.8516683782047012
common_control_plant_replay,torch,7,0.7000000000000001,1,x4,endpoint,1.2246588403164336,1.2770965406609909,1.3108844913109734,1.3190525091071885
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x4,endpoint,1.2246588403453411,1.2770965406898853,1.3108844913398696,1.3190525091360894
common_control_plant_replay,torch,7,0.7000000000000001,1,x1,tube,1.7609993458596045,1.8206733943157731,1.8670424071449758,1.8803365044005467
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x1,tube,1.7626462904286768,1.8223215649243358,1.8686918683873266,1.881987404661279
common_control_plant_replay,torch,7,0.7000000000000001,1,x2,tube,0.9924010430293193,1.0526654103179403,1.09893479684926,1.112915171162586
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x2,tube,0.9924483962777351,1.0527135142498745,1.0989850229212637,1.1129655685086555
common_control_plant_replay,torch,7,0.7000000000000001,1,x3,tube,1.8186305940974967,1.8369837892180891,1.8486792836180563,1.8500376018049836
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x3,tube,1.8186305941279393,1.8369837892485297,1.8488095719760242,1.8516683782047012
common_control_plant_replay,torch,7,0.7000000000000001,1,x4,tube,1.224658840316424,1.277096540660982,1.308278724760465,1.3151655526496016
common_control_plant_replay,xiangru,7,0.7000000000000001,1,x4,tube,1.2246588403453413,1.2770965406898853,1.3108844913398694,1.3190525091360894
common_control_plant_replay,torch,8,0.8,1,x1,endpoint,1.907448842892488,1.9627148744734928,1.9835184700630755,1.9862835068515647
common_control_plant_replay,xiangru,8,0.8,1,x1,endpoint,1.9074747284575062,1.9626928637351504,1.9835087470778427,1.9862182352485511
common_control_plant_replay,torch,8,0.8,1,x2,endpoint,0.9951636569639104,1.0554254860633892,1.1018823367084642,1.115686556090203
common_control_plant_replay,xiangru,8,0.8,1,x2,endpoint,0.9950197567814165,1.0552826909552016,1.1017420284663249,1.1155465657838919
common_control_plant_replay,torch,8,0.8,1,x3,endpoint,1.7398440412719764,1.763815561429489,1.7792614817266237,1.7829954327191788
common_control_plant_replay,xiangru,8,0.8,1,x3,endpoint,1.7398440413088672,1.763815561466373,1.7792614817635088,1.7829954327560664
common_control_plant_replay,torch,8,0.8,1,x4,endpoint,1.19961010321772,1.2595389036115014,1.2981537043543383,1.3074885818357254
common_control_plant_replay,xiangru,8,0.8,1,x4,endpoint,1.1996101032522186,1.259538903645983,1.2981537043888225,1.3074885818702164
common_control_plant_replay,torch,8,0.8,1,x1,tube,1.8512141358682301,1.9104600956658437,1.935041876670293,1.9397947842617511
common_control_plant_replay,xiangru,8,0.8,1,x1,tube,1.8529746778488396,1.912215960559267,1.9356761579435513,1.941547146763071
common_control_plant_replay,torch,8,0.8,1,x2,tube,0.988722446344243,1.049292421852731,1.0959873006672831,1.1098622270698861
common_control_plant_replay,xiangru,8,0.8,1,x2,tube,0.9887136039750752,1.0492856325413435,1.095983398370711,1.1098586978161809
common_control_plant_replay,torch,8,0.8,1,x3,tube,1.7398440412719733,1.7638155614294861,1.7791311933990963,1.7828010848962974
common_control_plant_replay,xiangru,8,0.8,1,x3,tube,1.7398440413088672,1.763815561466373,1.7792614817635088,1.7829954327560666
common_control_plant_replay,torch,8,0.8,1,x4,tube,1.1996101032177102,1.2595389036114926,1.2955479378038293,1.3036016253781386
common_control_plant_replay,xiangru,8,0.8,1,x4,tube,1.1996101032522186,1.2595389036459832,1.2981537043888225,1.3074885818702164
common_control_plant_replay,torch,9,0.9,1,x1,endpoint,1.814652998168674,1.8746580449743884,1.920708828335025,1.9346816823294146
common_control_plant_replay,xiangru,9,0.9,1,x1,endpoint,1.814691151579912,1.8746880320208474,1.920730397743384,1.9347007253030815
common_control_plant_replay,torch,9,0.9,1,x2,endpoint,1.0020838311508078,1.0620347148662663,1.1084260345732846,1.1219845558792754
common_control_plant_replay,xiangru,9,0.9,1,x2,endpoint,1.0018411365489268,1.0617941928325747,1.1081901841252224,1.1217493787671562
common_control_plant_replay,torch,9,0.9,1,x3,endpoint,1.658552614736553,1.6888915699359055,1.7084403128119665,1.7131660945369185
common_control_plant_replay,xiangru,9,0.9,1,x3,endpoint,1.658552614780488,1.6888915699798313,1.7084403128558938,1.7131660945808496
common_control_plant_replay,torch,9,0.9,1,x4,endpoint,1.174561366118775,1.2419812665617804,1.285422917397471,1.2959246545640308
common_control_plant_replay,xiangru,9,0.9,1,x4,endpoint,1.1745613661591958,1.241981266602181,1.2854229174378753,1.2959246546044434
common_control_plant_replay,torch,9,0.9,1,x1,tube,1.8130508224708306,1.8733472766069355,1.919542311768988,1.9335151783009115
common_control_plant_replay,xiangru,9,0.9,1,x1,tube,1.8131995269937937,1.8734873422864173,1.9195638811780464,1.9335342212752757
common_control_plant_replay,torch,9,0.9,1,x2,tube,0.9926037771892153,1.0528654072688464,1.0993252930818729,1.1131318682489808
common_control_plant_replay,xiangru,9,0.9,1,x2,tube,0.994708558940697,1.0548304923708547,1.1011093458993222,1.1152594477459816
common_control_plant_replay,torch,9,0.9,1,x3,tube,1.658552614736549,1.688891569935902,1.7083100244844378,1.712971746714036
common_control_plant_replay,xiangru,9,0.9,1,x3,tube,1.658552614780488,1.6888915699798313,1.7084403128558938,1.7131660945808496
common_control_plant_replay,torch,9,0.9,1,x4,tube,1.174561366118765,1.241981266561771,1.2828171508469621,1.2920376981064439
common_control_plant_replay,xiangru,9,0.9,1,x4,tube,1.174561366159196,1.241981266602181,1.2854229174378753,1.2959246546044434
common_control_plant_replay,torch,10,1.0,1,x1,endpoint,1.723654487251069,1.7826133844098937,1.8278231165666656,1.8416027094453713
common_control_plant_replay,xiangru,10,1.0,1,x1,endpoint,1.723702837760217,1.7826478678469049,1.8278428126007105,1.8416184749411455
common_control_plant_replay,torch,10,1.0,1,x2,endpoint,1.0193199254423697,1.078343085367499,1.1242424595188736,1.1373648969461465
common_control_plant_replay,xiangru,10,1.0,1,x2,endpoint,1.0189284182174396,1.0779553098347385,1.1238627139451989,1.1369863226720205
common_control_plant_replay,torch,10,1.0,1,x3,endpoint,1.5747563144912047,1.6122118147373197,1.6363460652015918,1.642180363627458
common_control_plant_replay,xiangru,10,1.0,1,x3,endpoint,1.5747563145428116,1.6122118147889144,1.636346065253189,1.6421803636790602
common_control_plant_replay,torch,10,1.0,1,x4,endpoint,1.1495126290195983,1.2244236295118283,1.2726921304403724,1.2843607272921043
common_control_plant_replay,xiangru,10,1.0,1,x4,endpoint,1.1495126290662732,1.224423629558479,1.272692130487028,1.2843607273387705
common_control_plant_replay,torch,10,1.0,1,x1,tube,1.7214860051439766,1.7807303569886133,1.8261558207870954,1.840002825158815
common_control_plant_replay,xiangru,10,1.0,1,x1,tube,1.7216504726866464,1.7808802908242203,1.8262911691214816,1.8401339460287518
common_control_plant_replay,torch,10,1.0,1,x2,tube,0.9993431855351322,1.0592941820570159,1.105689666413049,1.1192510487994936
common_control_plant_replay,xiangru,10,1.0,1,x2,tube,1.0014318396638973,1.0613989276993825,1.107807881165499,1.1213708473678499
common_control_plant_replay,torch,10,1.0,1,x3,tube,1.5747563144911996,1.6122118147373148,1.6362157768740624,1.6419860158045747
common_control_plant_replay,xiangru,10,1.0,1,x3,tube,1.5747563145428114,1.6122118147889144,1.636346065253189,1.6421803636790602
common_control_plant_replay,torch,10,1.0,1,x4,tube,1.149512629019588,1.224423629511819,1.2700863638898632,1.2804737708345173
common_control_plant_replay,xiangru,10,1.0,1,x4,tube,1.1495126290662734,1.224423629558479,1.272692130487028,1.2843607273387705
common_control_plant_replay,torch,11,1.1,2,x1,endpoint,1.6334148118305059,1.6907681998197472,1.735463350590365,1.748139889713503
common_control_plant_replay,xiangru,11,1.1,2,x1,endpoint,1.6334112956849025,1.6907641202891548,1.7354584903375558,1.7481346860587856
common_control_plant_replay,torch,11,1.1,2,x2,endpoint,1.0485268666122622,1.1060708054038297,1.1511087973218224,1.1636528293756125
common_control_plant_replay,xiangru,11,1.1,2,x2,endpoint,1.0484836999057099,1.1060298506065052,1.1510706214849897,1.1636156672416245
common_control_plant_replay,torch,11,1.1,2,x3,endpoint,1.6252553458813306,1.6695199066616693,1.6967325744588424,1.703325503991097
common_control_plant_replay,xiangru,11,1.1,2,x3,endpoint,1.625255345883648,1.669519906663981,1.696732574461153,1.7033255039934077
common_control_plant_replay,torch,11,1.1,2,x4,endpoint,1.3383776411434392,1.3923329085116904,1.4284695192627936,1.4350301561968948
common_control_plant_replay,xiangru,11,1.1,2,x4,endpoint,1.3383776411458592,1.392332908514106,1.4284695192652048,1.4350301561993057
common_control_plant_replay,torch,11,1.1,2,x1,tube,1.6317015261107148,1.689331287058969,1.7342387325903474,1.7469765027298418
common_control_plant_replay,xiangru,11,1.1,2,x1,tube,1.631805057032919,1.689432985234597,1.734339929025255,1.7470775161653336
common_control_plant_replay,torch,11,1.1,2,x2,tube,1.0196357304201156,1.0787167359781864,1.12468099511696,1.1378452163205697
common_control_plant_replay,xiangru,11,1.1,2,x2,tube,1.0219145886883263,1.0809896395989331,1.1269432635890078,1.1400961246689287
common_control_plant_replay,torch,11,1.1,2,x3,tube,1.6193363846203177,1.6643963186312791,1.692242807212971,1.6990388678110457
common_control_plant_replay,xiangru,11,1.1,2,x3,tube,1.620812095279316,1.6660821277648166,1.6939903156357556,1.7007920325500283
common_control_plant_replay,torch,11,1.1,2,x4,tube,1.219998415923262,1.290707446924511,1.337741962068115,1.3492974325959337
common_control_plant_replay,xiangru,11,1.1,2,x4,tube,1.249512629059216,1.3244236295513656,1.3726921304799429,1.3843607273317187
common_control_plant_replay,torch,12,1.2000000000000002,2,x1,endpoint,1.548246886673904,1.6034699570781386,1.647864181795101,1.6587201462595347
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x1,endpoint,1.5482349787889464,1.6034563754042268,1.6478487253245848,1.6587031385766995
common_control_plant_replay,torch,12,1.2000000000000002,2,x2,endpoint,1.0848293199235552,1.1402751883268194,1.1839062236433215,1.1957158134626935
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x2,endpoint,1.084729201336106,1.1401768083313164,1.1838169580288909,1.1956289822331851
common_control_plant_replay,torch,12,1.2000000000000002,2,x3,endpoint,1.5635363605977044,1.6122001450179977,1.642228563980483,1.6493619910518604
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x3,endpoint,1.5635363606036712,1.6122001450239578,1.642228563986444,1.6493619910578228
common_control_plant_replay,torch,12,1.2000000000000002,2,x4,endpoint,1.4272426532274975,1.4603564585714128,1.4887263900170078,1.4897621697298404
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x4,endpoint,1.4272426532336024,1.4603564585775253,1.4887263900231225,1.4897621697359527
common_control_plant_replay,torch,12,1.2000000000000002,2,x1,tube,1.545748882846616,1.6012373841357057,1.6458410331960374,1.6567490461178327
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x1,tube,1.5458577091638377,1.6013429693217431,1.645944765964678,1.6568514408883581
common_control_plant_replay,torch,12,1.2000000000000002,2,x2,tube,1.0457696309906208,1.103324568431307,1.148378931521884,1.1609382291475119
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x2,tube,1.048300516414199,1.1058540341342298,1.1509018503838597,1.163449971170329
common_control_plant_replay,torch,12,1.2000000000000002,2,x3,tube,1.5576173993366906,1.6071520182813648,1.637738796734611,1.6450753548718084
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x3,tube,1.559093109999334,1.6088378274185464,1.6394863051610418,1.6468285196144383
common_control_plant_replay,torch,12,1.2000000000000002,2,x4,tube,1.3088634280073213,1.3591332301767844,1.3935378130484035,1.3999668614609155
common_control_plant_replay,xiangru,12,1.2000000000000002,2,x4,tube,1.338377641146859,1.392332908515106,1.428469519266205,1.4350301562003058
common_control_plant_replay,torch,13,1.3,2,x1,endpoint,1.467757636749012,1.520336400963033,1.5648023875606034,1.572964238257911
common_control_plant_replay,xiangru,13,1.3,2,x1,endpoint,1.4677305428017986,1.5203057561777378,1.5647681624427052,1.5729268916595922
common_control_plant_replay,torch,13,1.3,2,x2,endpoint,1.1304627264038123,1.1831897887953509,1.2256067340644803,1.2359497057137045
common_control_plant_replay,xiangru,13,1.3,2,x2,endpoint,1.1302851792299267,1.1830197316202429,1.225450709213089,1.235795897677046
common_control_plant_replay,torch,13,1.3,2,x3,endpoint,1.5107038765224545,1.561393387652379,1.5934216527407854,1.6004654209990907
common_control_plant_replay,xiangru,13,1.3,2,x3,endpoint,1.5107038765324736,1.5613933876623933,1.5934216527508027,1.6004654210091114
common_control_plant_replay,torch,13,1.3,2,x4,endpoint,1.4995572403229505,1.52806344734734,1.5533460133869519,1.5618991937452025
common_control_plant_replay,xiangru,13,1.3,2,x4,endpoint,1.4995572403331259,1.5280634473575203,1.5533460133971326,1.5618991937553777
common_control_plant_replay,torch,13,1.3,2,x1,tube,1.4645042327674658,1.517335498414743,1.5620124682134056,1.5702111177761904
common_control_plant_replay,xiangru,13,1.3,2,x1,tube,1.4646119361606644,1.5174378709618428,1.5621109639045525,1.570306393610924
common_control_plant_replay,torch,13,1.3,2,x2,tube,1.0817252995063622,1.137172192303482,1.1808294339743026,1.1926562910947132
common_control_plant_replay,xiangru,13,1.3,2,x2,tube,1.0844914555182599,1.1399477629057664,1.1835996914614653,1.1954159805566533
common_control_plant_replay,torch,13,1.3,2,x3,tube,1.5047849152614403,1.556289791720154,1.5888397622721382,1.5961787848190383
common_control_plant_replay,xiangru,13,1.3,2,x3,tube,1.5062606259281315,1.5579686257303025,1.5905863475927395,1.597931949565722
common_control_plant_replay,torch,13,1.3,2,x4,tube,1.3977284400911207,1.4272591520573226,1.4539218102955909,1.4562908849999543
common_control_plant_replay,xiangru,13,1.3,2,x4,tube,1.4272426532346023,1.4603564585785254,1.4887263900241225,1.4897621697369525
common_control_plant_replay,torch,14,1.4000000000000001,2,x1,endpoint,1.3927581148977863,1.442214104786103,1.4863317619398588,1.4917421392565242
common_control_plant_replay,xiangru,14,1.4000000000000001,2,x1,endpoint,1.3927084351446206,1.4421583372365576,1.486270392605244,1.4916756383654257
common_control_plant_replay,torch,14,1.4000000000000001,2,x2,endpoint,1.1848416550621437,1.2343087671941384,1.2762136912163886,1.2838159867293966
