analytic_containment_applicability,analytic_containment_passed,analytic_reference_contained,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,completed_steps,device,dtype,engine_internal_time_s,evaluation_time,failure_category,first_step_time_s,h,measurement_phase,memory_measurement,memory_unavailable_reason,message,native_validation_passed,peak_process_rss_kib,plot_report_time_s,posthoc_validation_time_s,repetition,requested_horizon,requested_steps,reset_discarded_term_count,runtime_boundary_version,steady_full_configuration_time_s,steady_step_time_s,steady_total_configuration_time_s,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.349523416138254,0.25,completed,0.135333291022107,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.874992787837982e-06,3,0.25,25,0,total_configuration_v2,3.4048648751340806,0.13598381250631064,3.4048648751340806,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.3439463721006177,0.25,completed,0.13525666599161923,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.4170149117708206e-06,4,0.25,25,0,total_configuration_v2,3.39979149797,0.13606204200186767,3.39979149797,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.378310080152005,0.25,completed,0.13779750000685453,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.9579969123005867e-06,5,0.25,25,0,total_configuration_v2,3.4346320431213826,0.13722831301856786,3.4346320431213826,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.3839684140402824,0.25,completed,0.13736637501278892,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.374988980591297e-06,6,0.25,25,0,total_configuration_v2,3.4401882090605795,0.1380017290066462,3.4401882090605795,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.3927037531975657,0.25,completed,0.13681787496898323,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.8329668566584587e-06,7,0.25,25,0,total_configuration_v2,3.4494052920490503,0.13791624997975305,3.4494052920490503,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.411512167134788,0.25,completed,0.1381022910354659,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,3.1249946914613247e-06,8,0.25,25,0,total_configuration_v2,3.468502750096377,0.13847756251925603,3.468502750096377,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.471436964115128,0.25,completed,0.13889329199446365,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.333021257072687e-06,9,0.25,25,0,total_configuration_v2,3.528966167010367,0.14087777049280703,3.528966167010367,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,0.0,0.0,True,25,cpu,float64,3.3991754160961136,0.25,completed,0.1421203330392018,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,3.4580007195472717e-06,10,0.25,25,0,total_configuration_v2,3.456389374041464,0.13841349951690063,3.456389374041464,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
not_applicable,False,,14.437842749932315,0.0,True,25,cpu,float64,14.326513250009157,0.25,completed,0.563932416960597,0.01,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.4170149117708206e-06,0,0.25,25,125,total_configuration_v2,14.437842749932315,0.5614184374862816,14.437842749932315,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.797708042140584,0.25,completed,0.5476938749779947,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.5840126909315586e-06,1,0.25,25,125,total_configuration_v2,13.907318996905815,0.5588271039887331,13.907318996905815,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.823075666965451,0.25,completed,0.5603458750410937,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.874992787837982e-06,2,0.25,25,125,total_configuration_v2,13.931578711024486,0.5548847920144908,13.931578711024486,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.87724558491027,0.25,completed,0.5576531249680556,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.541986759752035e-06,3,0.25,25,125,total_configuration_v2,13.988223290012684,0.5598370830120984,13.988223290012684,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.878402166941669,0.25,completed,0.558191416959744,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.9999646358191967e-06,4,0.25,25,125,total_configuration_v2,13.988927210913971,0.5594690204889048,13.988927210913971,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,14.713073336926755,0.25,completed,0.55728554102825,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,8.542032446712255e-06,5,0.25,25,125,total_configuration_v2,14.82654162304243,0.5593817289918661,14.82654162304243,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.742632707813755,0.25,completed,0.5592137089697644,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.1669548004865646e-06,6,0.25,25,125,total_configuration_v2,13.851540873991325,0.5518225419800729,13.851540873991325,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.749851708940696,0.25,completed,0.5448137919884175,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.7909991331398487e-06,7,0.25,25,125,total_configuration_v2,13.859399796056096,0.5560800624953117,13.859399796056096,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.860744503035676,0.25,completed,0.56043429201236,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.0791991371661425e-05,8,0.25,25,125,total_configuration_v2,13.973305832885671,0.5584372085286304,13.973305832885671,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.908558499068022,0.25,completed,0.5555660420213826,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.5830231606960297e-06,9,0.25,25,125,total_configuration_v2,14.019289082149044,0.5591793125204276,14.019289082149044,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,0.0,0.0,True,25,cpu,float64,13.912045999080874,0.25,completed,0.55673900002148,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.125045284628868e-06,10,0.25,25,125,total_configuration_v2,14.022584419115447,0.5566519795102067,14.022584419115447,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
not_applicable,False,,35.9011491293204,0.0,True,200,cpu,float64,35.44671204104088,1.0,completed,0.14719083299860358,0.005,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.8667022231966257e-05,0,1.0,200,0,total_configuration_v2,35.9011491293204,0.18092666694428772,35.9011491293204,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.84001157025341,1.0,completed,0.14651229098672047,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.4040968380868435e-05,1,1.0,200,0,total_configuration_v2,36.32929291779874,0.17994137498317286,36.32929291779874,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.381432924070396,1.0,completed,0.14484966703457758,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,5.542009603232145e-06,2,1.0,200,0,total_configuration_v2,35.83561370935058,0.18113729200558737,35.83561370935058,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.29001349239843,1.0,completed,0.14641208300599828,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.7500209398567677e-06,3,1.0,200,0,total_configuration_v2,35.74192345899064,0.18126012501306832,35.74192345899064,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.31359062570846,1.0,completed,0.14732300001196563,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.1659652702510357e-06,4,1.0,200,0,total_configuration_v2,35.76347508345498,0.17871666699647903,35.76347508345498,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,34.9853163502994,1.0,completed,0.14498949999688193,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.167013008147478e-06,5,1.0,200,0,total_configuration_v2,35.43427654111292,0.1800317500019446,35.43427654111292,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,36.04224057676038,1.0,completed,0.14631516602821648,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.570803578943014e-05,6,1.0,200,0,total_configuration_v2,36.49727353465278,0.1810771250165999,36.49727353465278,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.48771559097804,1.0,completed,0.14703841699520126,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.6249908842146397e-06,7,1.0,200,0,total_configuration_v2,35.99624845798826,0.18142079201061279,35.99624845798826,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,37.40166074538138,1.0,completed,0.146966208005324,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,4.832982085645199e-06,8,1.0,200,0,total_configuration_v2,37.87792159116361,0.18116591696161777,37.87792159116361,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.39049200649606,1.0,completed,0.1481501660309732,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.374988980591297e-06,9,1.0,200,0,total_configuration_v2,35.842233177565504,0.17972316703526303,35.842233177565504,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,0.0,0.0,True,200,cpu,float64,35.89032174355816,1.0,completed,0.14518150000367314,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.6749952919781208e-05,10,1.0,200,0,total_configuration_v2,36.34926062077284,0.18115274998126552,36.34926062077284,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
not_applicable,False,,122.24073221022263,0.0,True,200,cpu,float64,121.24328916729428,1.0,completed,0.607200541999191,0.005,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,5.375011824071407e-06,0,1.0,200,1200,total_configuration_v2,122.24073221022263,0.6046671670046635,122.24073221022263,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,120.94301452970831,1.0,completed,0.6044307499541901,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.749962732195854e-06,1,1.0,200,1200,total_configuration_v2,121.9446922459174,0.6039229999878444,121.9446922459174,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,120.41806953656487,1.0,completed,0.6069447500049137,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,4.816701402887702e-05,2,1.0,200,1200,total_configuration_v2,121.41710895986762,0.6036531249992549,121.41710895986762,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,121.29660536925076,1.0,completed,0.6026167499949224,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.874992787837982e-06,3,1.0,200,1200,total_configuration_v2,122.30023049906595,0.6047609579982236,122.30023049906595,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,121.51820212422172,1.0,completed,0.6049239580170251,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.595797948539257e-05,4,1.0,200,1200,total_configuration_v2,122.57892678841017,0.6000908749992959,122.57892678841017,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,120.22581720759626,1.0,completed,0.5961403750116006,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,3.1249946914613247e-06,5,1.0,200,1200,total_configuration_v2,121.21944616123801,0.6039506249944679,121.21944616123801,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,120.6208705000463,1.0,completed,0.6050487500033341,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,5.582987796515226e-06,6,1.0,200,1200,total_configuration_v2,121.62450770637952,0.6049533750046976,121.62450770637952,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,121.29302333085798,1.0,completed,0.6091295000514947,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,3.1249946914613247e-06,7,1.0,200,1200,total_configuration_v2,122.2953515855479,0.6055203329888172,122.2953515855479,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,121.81451754074078,1.0,completed,0.602541625034064,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.6791047528386116e-05,8,1.0,200,1200,total_configuration_v2,122.84165869449498,0.6027263330179267,122.84165869449498,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,120.16504233016167,1.0,completed,0.5976139580016024,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.6667007002979517e-05,9,1.0,200,1200,total_configuration_v2,121.16017287789145,0.6031216660048813,121.16017287789145,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,0.0,0.0,True,200,cpu,float64,120.83956137218047,1.0,completed,0.5960720829898492,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.650000922381878e-05,10,1.0,200,1200,total_configuration_v2,121.8433893249603,0.6056761250365525,121.8433893249603,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
not_applicable,False,,17.903355125163216,0.0,True,100,cpu,float64,17.678971455141436,1.0,completed,0.14588079100940377,0.01,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.667016815394163e-06,0,1.0,100,0,total_configuration_v2,17.903355125163216,0.18039674998726696,17.903355125163216,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,18.682896998070646,1.0,completed,0.1461026250035502,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.667016815394163e-06,1,1.0,100,0,total_configuration_v2,18.91904004086973,0.1816566669731401,18.91904004086973,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.583090539905243,1.0,completed,0.14774312498047948,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.874992787837982e-06,2,1.0,100,0,total_configuration_v2,17.807687038148288,0.18069620802998543,17.807687038148288,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.392637912009377,1.0,completed,0.14613895898219198,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.4170149117708206e-06,3,1.0,100,0,total_configuration_v2,17.6148332937737,0.17816195904742926,17.6148332937737,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.88568895898061,1.0,completed,0.14496775000588968,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.6249908842146397e-06,4,1.0,100,0,total_configuration_v2,18.111673130013514,0.18014145799679682,18.111673130013514,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.61077845550608,1.0,completed,0.1465164580149576,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.500019036233425e-06,5,1.0,100,0,total_configuration_v2,17.836556122929323,0.1809368749964051,17.836556122929323,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.470371456467547,1.0,completed,0.1466272080433555,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.333021257072687e-06,6,1.0,100,0,total_configuration_v2,17.693717380228918,0.1791147500043735,17.693717380228918,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.97312558721751,1.0,completed,0.1441285409964621,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.2500171326100826e-06,7,1.0,100,0,total_configuration_v2,18.20102691388456,0.18081470800098032,18.20102691388456,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.619684371631593,1.0,completed,0.1460312920389697,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,6.374961230903864e-06,8,1.0,100,0,total_configuration_v2,17.84589125320781,0.18112191703403369,17.84589125320781,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.57172950200038,1.0,completed,0.14674225001363084,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.625049091875553e-06,9,1.0,100,0,total_configuration_v2,17.796097958344035,0.1806456670165062,17.796097958344035,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,0.0,0.0,True,100,cpu,float64,17.69785699492786,1.0,completed,0.14544762496370822,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,3.04199056699872e-06,10,1.0,100,0,total_configuration_v2,17.9241738722194,0.17973208299372345,17.9241738722194,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
not_applicable,False,,72.08246500010137,0.0,True,100,cpu,float64,71.58559900172986,1.0,completed,0.7097227080375887,0.01,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,5.020794924348593e-05,0,1.0,100,600,total_configuration_v2,72.08246500010137,0.7155216670362279,72.08246500010137,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,71.57187737780623,1.0,completed,0.7156484590377659,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.541986759752035e-06,1,1.0,100,600,total_configuration_v2,72.06565883889562,0.7174595419783145,72.06565883889562,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,71.63518683589064,1.0,completed,0.7049992499523796,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.7500209398567677e-06,2,1.0,100,600,total_configuration_v2,72.13202483433997,0.7053549999836832,72.13202483433997,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,70.89388337277342,1.0,completed,0.7090657499502413,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,5.249981768429279e-06,3,1.0,100,600,total_configuration_v2,71.38625395868439,0.706342792022042,71.38625395868439,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,70.56978795281611,1.0,completed,0.7038557080086321,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.4579931050539017e-06,4,1.0,100,600,total_configuration_v2,71.06197262287606,0.7048735410207883,71.06197262287606,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,70.13703150104266,1.0,completed,0.6998095829621889,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.129199517890811e-05,5,1.0,100,600,total_configuration_v2,70.62796941021224,0.7035907920217142,70.62796941021224,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,70.10029358329484,1.0,completed,0.7012029999750666,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.1249870769679546e-06,6,1.0,100,600,total_configuration_v2,70.5913587983814,0.7030564170563594,70.5913587983814,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,69.98010462656384,1.0,completed,0.7021491659688763,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.207991201430559e-06,7,1.0,100,600,total_configuration_v2,70.4708612037939,0.7030579590355046,70.4708612037939,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,70.2948583723628,1.0,completed,0.7014394999714568,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.6669586077332497e-06,8,1.0,100,600,total_configuration_v2,70.79468141798861,0.7024094170192257,70.79468141798861,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,70.13179870514432,1.0,completed,0.7004472090047784,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,8.500006515532732e-06,9,1.0,100,600,total_configuration_v2,70.62335066642845,0.7027952910284512,70.62335066642845,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
not_applicable,False,,0.0,0.0,True,100,cpu,float64,72.06190558214439,1.0,completed,0.69978500000434,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,3.459048457443714e-06,10,1.0,100,600,total_configuration_v2,72.5569254187285,0.7044747499749064,72.5569254187285,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
