all_required_repetitions_present,analytic_containment_applicability,analytic_containment_passed,basis_id,bound_semantics,carry_or_preconditioning,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,config_id,effective_order,engine_internal_time_s,evaluation_time,failure_category,failure_message,failure_step,h,last_valid_step,memory_kib,memory_measurement_reason,native_validation_passed,plot_report_time_s,posthoc_validation_time_s,primary_comparable,remainder_policy,requested_horizon,requested_order,requested_steps,runtime_boundary_version,runtime_max_s,runtime_min_s,runtime_repetitions,runtime_statistic,steady_full_configuration_time_s,steady_total_configuration_time_s,step_policy,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,1.3054584580240771,1.278634208953008,True,39d79ee485748b6588623af25b7f92f1ead14a6ec6b30e0e9f2bcd41ded1c63e,4,1.2867867705062963,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,9.124487405642867e-06,True,validated_interval_candidate,1.0,4,200,total_configuration_v2,1.5399942909716628,1.2876383750117384,10,median_full_configuration,1.2918268750363495,1.2918268750363495,fixed,1.0,van_der_pol,flowstar,True,root_cause_order4_selected,0.11282176719263581
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,0.6498541669570841,1.2646024170098826,True,a3effd8cd5a813cd9e20ed79387aa023e2277b3407a6f1945fdcc0cde2376699,4,0.647058812493924,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,9.666982805356383e-06,True,validated_interval_candidate,1.0,4,100,total_configuration_v2,0.6525892919744365,0.6444506249972619,10,median_full_configuration,0.6496988334984053,0.6496988334984053,fixed,1.0,van_der_pol,flowstar,True,root_cause_order4_selected,0.113239997430433
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,6.897428794181906,0.0,True,3465edfb03bee2e969ef570e7f5d195eccc0d7ed2a21c0b4acfa8cd92f45f67f,2,6.784648520959308,0.25,completed,,,0.005,50,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.395972842350602e-06,True,validated_interval,0.25,2,50,total_configuration_v2,7.307114208757412,6.840282708813902,10,median_full_configuration,6.897314021305647,6.897314021305647,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.043027088479031264
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,3.4414715432794765,0.0,True,62d38f9209929b7bb1e3aa95a7cbb727e720dfb4f7a2a97cd57bcf227ff21481,2,3.391638667671941,0.25,completed,,,0.01,25,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.8539798222482204e-06,True,validated_interval,0.25,2,25,total_configuration_v2,3.528966167010367,3.39979149797,10,median_full_configuration,3.4483343338943087,3.4483343338943087,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
True,required,True,complete_total_degree_2,raw_endpoint,selected_native_practical,15.978396120714024,0.0,True,3df668fc9fe887e73dacbb967a63b8f9401e8554fdc6fe197dd137e1ac85bc25,2,15.388329623849131,4.0,completed,,,0.01,400,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.4354503946378827e-05,True,validated_interval,4.0,2,400,total_configuration_v2,21.434801114781294,15.524568201682996,10,median_full_configuration,16.24013512217789,16.24013512217789,fixed,4.0,harmonic,torch_tm_flowpipe,True,order2_affine_reset_selected,10.973092497064886
True,required,True,complete_total_degree_2,raw_endpoint,selected_native_practical,4.774598410935141,0.0,True,b720c82f5c8b4f0d7b33345a8aa93716ab5866a325def687bd690b8a1eb12097,2,4.361978996137623,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,9.062525350600481e-06,True,validated_interval,1.0,2,100,total_configuration_v2,6.7235817517503165,4.237617287144531,10,median_full_configuration,4.471734417515108,4.471734417515108,fixed,1.0,riccati,torch_tm_flowpipe,True,order2_affine_reset_selected,0.11473790771246169
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,35.9011491293204,0.0,True,1260897d36dcd3692303c9f35fe30b22335ae7ccbf0fe895d652fab6ab4e897b,2,35.43910379873705,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,3.7915015127509832e-06,True,validated_interval,1.0,2,200,total_configuration_v2,37.87792159116361,35.43427654111292,10,median_full_configuration,35.91924081777688,35.91924081777688,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,17.903355125163216,0.0,True,71afad7d86c30572664a0499a5a6c3f2a1599b2416f2cbae2be139ea63a6101d,2,17.615231413568836,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.6250199880450964e-06,True,validated_interval,1.0,2,100,total_configuration_v2,18.91904004086973,17.6148332937737,10,median_full_configuration,17.841223688068567,17.841223688068567,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,27.93059103889391,0.0,True,4136d2274c87d41d17846d254faee47554d3b98b51700e19a4ff4aad9c726a8f,4,27.897256417025346,0.25,completed,,,0.005,50,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.7710048016160727e-06,True,validated_interval,0.25,4,50,total_configuration_v2,29.531892961764243,27.719714002974797,10,median_full_configuration,28.11912177040358,28.11912177040358,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.04296633789350131
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,14.437842749932315,0.0,True,350c520f94bcf97f23c6415b462ac4b61c6dfddd8d74fe772cfe3b54a699ea73,4,13.868995043972973,0.25,completed,,,0.01,25,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.6875059120357037e-06,True,validated_interval,0.25,4,25,total_configuration_v2,14.82654162304243,13.851540873991325,10,median_full_configuration,13.980764561449178,13.980764561449178,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
True,required,True,complete_total_degree_4,raw_endpoint,selected_native_practical,38.329179325606674,0.0,True,01058514092b3f4cbf2135f59c54cb8b00f049ce93d6f563ba7ef06a9bc7ce07,4,27.399996127176564,4.0,completed,,,0.01,400,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.4062999980524182e-05,True,validated_interval,4.0,4,400,total_configuration_v2,32.48560978518799,26.425206130952574,10,median_full_configuration,28.219239792175358,28.219239792175358,fixed,4.0,harmonic,torch_tm_flowpipe,True,order4_affine_reset_selected,10.494236021719196
True,required,True,complete_total_degree_4,raw_endpoint,selected_native_practical,13.339190585189499,0.0,True,f77c5ca16c8e44b0b357fd797ccadde2c95458dc616a137b1bb5c473be8d9dc1,4,13.259764521935722,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,6.771006155759096e-06,True,validated_interval,1.0,4,100,total_configuration_v2,16.052854919515084,12.986125006049406,10,median_full_configuration,13.416039852600079,13.416039852600079,fixed,1.0,riccati,torch_tm_flowpipe,True,order4_affine_reset_selected,0.1139617329824736
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,122.24073221022263,0.0,True,a6d757927e24331d4b754357866f23bc015ddf8d5f567695635c22a4eca36d85,4,120.89128795094439,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.0770483640953898e-05,True,validated_interval,1.0,4,200,total_configuration_v2,122.84165869449498,121.16017287789145,10,median_full_configuration,121.89404078543885,121.89404078543885,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,72.08246500010137,0.0,True,178b26b5538e8b6f581921f6479f8518a8baf43ffef0e627ed7225bb52211ad1,4,70.43232316258946,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.7084897737950087e-06,True,validated_interval,1.0,4,100,total_configuration_v2,72.5569254187285,70.4708612037939,10,median_full_configuration,70.92832702043233,70.92832702043233,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
