schema,step,time,time_hex,both_completed,qualification,flowstar_margin_y,torch_margin_y,eligibility,sample_count
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,63,0.63,0x1.428f5c28f5c29p-1,True,empirical_or_build_qualified_schedule_controlled,9.139505008398525e-05,8.94787123801172e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,64,0.64,0x1.47ae147ae147bp-1,True,empirical_or_build_qualified_schedule_controlled,9.170810798571816e-05,8.974125846120699e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,65,0.65,0x1.4cccccccccccdp-1,True,empirical_or_build_qualified_schedule_controlled,9.200681922021816e-05,8.99962991598582e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,66,0.66,0x1.51eb851eb851fp-1,True,empirical_or_build_qualified_schedule_controlled,9.226558235970856e-05,9.024381402637598e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,67,0.67,0x1.570a3d70a3d71p-1,True,empirical_or_build_qualified_schedule_controlled,9.248498863079308e-05,9.045350698897921e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,68,0.68,0x1.5c28f5c28f5c3p-1,True,empirical_or_build_qualified_schedule_controlled,9.256041351478938e-05,9.052061756347001e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,69,0.6900000000000001,0x1.6147ae147ae15p-1,True,empirical_or_build_qualified_schedule_controlled,9.263125429753956e-05,9.058543586898907e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,70,0.7000000000000001,0x1.6666666666667p-1,True,empirical_or_build_qualified_schedule_controlled,9.269682658161004e-05,9.064771875555577e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,71,0.71,0x1.6b851eb851eb8p-1,True,empirical_or_build_qualified_schedule_controlled,9.27538469912927e-05,9.070265536585962e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,72,0.72,0x1.70a3d70a3d70ap-1,True,empirical_or_build_qualified_schedule_controlled,9.280912344077798e-05,9.075644918869427e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,73,0.73,0x1.75c28f5c28f5cp-1,True,empirical_or_build_qualified_schedule_controlled,9.286285787951537e-05,9.080901803657915e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,74,0.74,0x1.7ae147ae147aep-1,True,empirical_or_build_qualified_schedule_controlled,9.291502290314727e-05,9.086029966297092e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,75,0.75,0x1.8000000000000p-1,True,empirical_or_build_qualified_schedule_controlled,9.296224722699638e-05,9.090852511735511e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,76,0.76,0x1.851eb851eb852p-1,True,empirical_or_build_qualified_schedule_controlled,9.300661251563858e-05,9.095472580280465e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,77,0.77,0x1.8a3d70a3d70a4p-1,True,empirical_or_build_qualified_schedule_controlled,9.304997144920463e-05,9.099970744426333e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,78,0.78,0x1.8f5c28f5c28f6p-1,True,empirical_or_build_qualified_schedule_controlled,9.30922861088788e-05,9.104338083126041e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,79,0.79,0x1.947ae147ae148p-1,True,empirical_or_build_qualified_schedule_controlled,9.31335322441596e-05,9.108589771914902e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,80,0.8,0x1.999999999999ap-1,True,empirical_or_build_qualified_schedule_controlled,9.317369733798365e-05,9.112698146782825e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,81,0.81,0x1.9eb851eb851ecp-1,True,empirical_or_build_qualified_schedule_controlled,9.321277879117735e-05,9.116693628069799e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,82,0.8200000000000001,0x1.a3d70a3d70a3ep-1,True,empirical_or_build_qualified_schedule_controlled,9.325078390640516e-05,9.120576860438522e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,83,0.8300000000000001,0x1.a8f5c28f5c290p-1,True,empirical_or_build_qualified_schedule_controlled,9.328772678256828e-05,9.124350487456218e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,84,0.84,0x1.ae147ae147ae1p-1,True,empirical_or_build_qualified_schedule_controlled,9.332348096850412e-05,9.12799606525784e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,85,0.85,0x1.b333333333333p-1,True,empirical_or_build_qualified_schedule_controlled,9.335813089409679e-05,9.131522885515645e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,86,0.86,0x1.b851eb851eb85p-1,True,empirical_or_build_qualified_schedule_controlled,9.339133958230482e-05,9.134948247916442e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,87,0.87,0x1.bd70a3d70a3d7p-1,True,empirical_or_build_qualified_schedule_controlled,9.342324553873254e-05,9.138278290038391e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,88,0.88,0x1.c28f5c28f5c29p-1,True,empirical_or_build_qualified_schedule_controlled,9.345432632605944e-05,9.141516678033235e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,89,0.89,0x1.c7ae147ae147bp-1,True,empirical_or_build_qualified_schedule_controlled,9.34846125098659e-05,9.14466607012987e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,90,0.9,0x1.ccccccccccccdp-1,True,empirical_or_build_qualified_schedule_controlled,9.351413628777799e-05,9.14763486708241e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,91,0.91,0x1.d1eb851eb851fp-1,True,empirical_or_build_qualified_schedule_controlled,9.354293097046318e-05,9.150532227733161e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,92,0.92,0x1.d70a3d70a3d71p-1,True,empirical_or_build_qualified_schedule_controlled,9.357103081372716e-05,9.153363069187835e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,93,0.93,0x1.dc28f5c28f5c3p-1,True,empirical_or_build_qualified_schedule_controlled,9.35984487947114e-05,9.156130695405146e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,94,0.9400000000000001,0x1.e147ae147ae15p-1,True,empirical_or_build_qualified_schedule_controlled,9.362523585825613e-05,9.15883840864173e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,95,0.9500000000000001,0x1.e666666666667p-1,True,empirical_or_build_qualified_schedule_controlled,9.365143083039668e-05,9.16148948528645e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,96,0.96,0x1.eb851eb851eb8p-1,True,empirical_or_build_qualified_schedule_controlled,9.367610019072318e-05,9.16395875132016e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,97,0.97,0x1.f0a3d70a3d70ap-1,True,empirical_or_build_qualified_schedule_controlled,9.369909902681271e-05,9.166142302546858e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,98,0.98,0x1.f5c28f5c28f5cp-1,True,empirical_or_build_qualified_schedule_controlled,9.372161916063382e-05,9.168290976559254e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,99,0.99,0x1.fae147ae147aep-1,True,empirical_or_build_qualified_schedule_controlled,9.374369819751524e-05,9.17040748112766e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,100,1.0,0x1.0000000000000p+0,True,empirical_or_build_qualified_schedule_controlled,9.376537190095042e-05,9.172494409034905e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,101,1.01,0x1.028f5c28f5c29p+0,True,empirical_or_build_qualified_schedule_controlled,9.378653900346633e-05,9.17455423424532e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,102,1.02,0x1.051eb851eb852p+0,True,empirical_or_build_qualified_schedule_controlled,9.380746405054818e-05,9.17658930198099e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,103,1.03,0x1.07ae147ae147bp+0,True,empirical_or_build_qualified_schedule_controlled,9.382807706064606e-05,9.178601845756636e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,104,1.04,0x1.0a3d70a3d70a4p+0,True,empirical_or_build_qualified_schedule_controlled,9.384840452171029e-05,9.180593973029128e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,105,1.05,0x1.0cccccccccccdp+0,True,empirical_or_build_qualified_schedule_controlled,9.386848047181582e-05,9.182567653240807e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,106,1.06,0x1.0f5c28f5c28f6p+0,True,empirical_or_build_qualified_schedule_controlled,9.38879778986301e-05,9.184524761392699e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,107,1.07,0x1.11eb851eb851fp+0,True,empirical_or_build_qualified_schedule_controlled,9.390715640202068e-05,9.186467113510337e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,108,1.08,0x1.147ae147ae148p+0,True,empirical_or_build_qualified_schedule_controlled,9.392619201537747e-05,9.188396381798196e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,109,1.09,0x1.170a3d70a3d71p+0,True,empirical_or_build_qualified_schedule_controlled,9.394509256743756e-05,9.190313021206848e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,110,1.1,0x1.199999999999ap+0,True,empirical_or_build_qualified_schedule_controlled,9.396384911608724e-05,9.192217661813026e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,111,1.11,0x1.1c28f5c28f5c3p+0,True,empirical_or_build_qualified_schedule_controlled,9.398250452626043e-05,9.194113534886915e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,112,1.12,0x1.1eb851eb851ecp+0,True,empirical_or_build_qualified_schedule_controlled,9.400108323154524e-05,9.196002099869026e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,113,1.1300000000000001,0x1.2147ae147ae15p+0,True,empirical_or_build_qualified_schedule_controlled,9.401959828795407e-05,9.197884157530487e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,114,1.1400000000000001,0x1.23d70a3d70a3ep+0,True,empirical_or_build_qualified_schedule_controlled,9.40379928464122e-05,9.199760850588614e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,115,1.1500000000000001,0x1.2666666666667p+0,True,empirical_or_build_qualified_schedule_controlled,9.405605493306525e-05,9.201633511758038e-05,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_y_margin_figure_row_v1,116,1.16,0x1.28f5c28f5c28fp+0,True,empirical_or_build_qualified_schedule_controlled,9.407408292452328e-05,9.203503069182806e-05,common_prefix_only_flowstar_build_qualification_open,1
