step,category,operation,calls
981,outside_boundary,aten.nextafter.default,5759
981,outside_boundary,aten.unsqueeze.default,614
981,outside_boundary,aten.sum.dim_IntList,735
981,outside_boundary,aten.sub.Tensor,800
981,outside_boundary,aten.eq.Tensor,1150
981,outside_boundary,aten.arange.default,147
981,outside_boundary,aten.min.default,189
981,outside_boundary,aten.nonzero.default,189
981,outside_boundary,aten.lt.Tensor,315
981,outside_boundary,aten.unbind.int,1556
981,outside_boundary,aten.ge.Tensor,326
981,outside_boundary,aten.all.dim,337
981,outside_boundary,aten.count_nonzero.default,315
981,outside_boundary,aten.clamp.default,126
981,outside_boundary,aten.pow.Tensor_Tensor,378
981,outside_boundary,aten._to_copy.default,126
981,outside_boundary,aten.copy_.default,331
981,outside_boundary,aten.full.default,84
981,outside_boundary,aten.scatter_reduce_.two,84
981,outside_boundary,aten.empty.memory_format,92
981,outside_boundary,aten.set_.source_Storage,92
981,outside_boundary,aten.new_empty.default,46
981,outside_boundary,aten.set_.source_Storage_storage_offset,46
981,outside_boundary,aten.div.Tensor,9
981,C,aten.abs.default,153
981,C,aten.ne.Scalar,153
981,C,aten.eq.Tensor,159
981,C,aten.mul.Tensor,393
981,C,aten.all.default,159
981,C,aten._local_scalar_dense.default,231
981,B,aten.lift_fresh.default,14
981,B,aten.expand.default,2
981,B,aten.sum.dim_IntList,1
981,B,aten.view.default,5
981,B,aten.empty.memory_format,5
981,B,aten.slice.Tensor,5
981,B,aten.select.int,1
981,B,aten.unsqueeze.default,3
981,B,aten.pow.Tensor_Tensor,1
981,B,aten.mul.Tensor,75
981,B,aten.detach.default,2
981,B,aten.zeros.default,1
981,B,aten.scatter_add_.default,1
981,C,aten.lift_fresh.default,129
981,C,aten.expand.default,1
981,C,aten.detach.default,4
981,C,aten.gt.Tensor,28
981,C,aten.any.default,72
981,C,aten.slice.Tensor,68
981,C,aten.select.int,230
981,C,aten.lt.Tensor,3
981,C,aten.bitwise_or.Tensor,63
981,C,aten.unsqueeze.default,24
981,C,aten.ones_like.default,18
981,C,aten.stack.default,68
981,C,aten.amin.default,60
981,C,aten.full_like.default,270
981,C,aten.nextafter.default,270
981,C,aten.amax.default,60
981,C,aten.eq.Scalar,768
981,C,aten.bitwise_and.Tensor,387
981,C,aten.where.self,654
981,C,aten.zeros_like.default,231
981,C,aten.index.Tensor,84
981,C,aten.add.Tensor,150
981,C,aten.view.default,96
981,C,aten.index_put_.default,42
981,C,aten.neg.default,6
981,C,aten.cat.default,14
981,C,aten.zeros.default,3
981,C,aten.clone.default,94
981,C,aten.le.Tensor,5
981,C,aten.ge.Tensor,1
981,A,aten.detach.default,162
981,A,aten.unbind.int,4
981,A,aten.isnan.default,10
981,A,aten.any.default,15
981,A,aten.gt.Tensor,5
981,A,aten.ne.Scalar,168
981,A,aten.eq.Scalar,2860
981,A,aten.zeros_like.default,1430
981,A,aten.add.Tensor,1430
981,B,aten.ones_like.default,4
981,B,aten.zeros_like.default,74
981,B,aten.add.Tensor,74
981,B,aten.pow.Tensor_Scalar,70
981,C,aten.isnan.default,44
981,D,aten.zeros.default,284
981,D,aten.clone.default,34232
981,D,aten.view.default,17118
981,D,aten.isnan.default,17116
981,D,aten.any.default,25674
981,D,aten._local_scalar_dense.default,25674
981,D,aten.gt.Tensor,8558
981,D,aten.add.Tensor,3756
981,D,aten.full_like.default,13056
981,D,aten.nextafter.default,13056
981,D,aten.mul.Tensor,11192
981,D,aten.stack.default,3526
981,D,aten.min.dim,3526
981,D,aten.max.dim,3526
981,D,aten.zeros_like.default,1124
981,D,aten.abs.default,4496
981,D,aten.minimum.default,1124
981,D,aten.maximum.default,1124
981,D,aten.le.Scalar,1124
981,D,aten.ge.Scalar,1124
981,D,aten.bitwise_and.Tensor,1124
981,D,aten.pow.Tensor_Scalar,3704
981,D,aten.where.self,1124
981,H,aten.add.Tensor,50
981,H,aten.full_like.default,90
981,H,aten.nextafter.default,90
981,H,aten.clone.default,136
981,H,aten.view.default,72
981,H,aten.isnan.default,68
981,H,aten.any.default,102
981,H,aten._local_scalar_dense.default,198
981,H,aten.gt.Tensor,34
981,H,aten.sub.Tensor,30
981,H,aten.detach.default,96
981,H,aten.lift_fresh.default,48
981,H,aten.abs.default,44
981,H,aten.ne.Scalar,44
981,H,aten.eq.Tensor,44
981,H,aten.mul.Tensor,68
981,F,aten.detach.default,168
981,F,aten._local_scalar_dense.default,184
981,G,aten.lift_fresh.default,29
981,G,aten.abs.default,158
981,G,aten.ne.Scalar,158
981,G,aten.eq.Tensor,158
981,G,aten.mul.Tensor,194
981,G,aten._local_scalar_dense.default,35563
981,G,aten.all.default,180
981,G,aten.view.default,66738
981,G,aten.stack.default,7892
981,G,aten.sub.Tensor,33
981,G,aten.full_like.default,2023
981,G,aten.nextafter.default,2023
981,G,aten.le.Tensor,27
981,G,aten.ge.Tensor,12
981,G,aten.bitwise_and.Tensor,12
981,E,aten.detach.default,376
981,E,aten._local_scalar_dense.default,5310
981,G,aten.clone.default,15760
981,G,aten.isnan.default,7880
981,G,aten.any.default,11822
981,G,aten.gt.Tensor,3940
981,G,aten.min.dim,6
981,G,aten.max.dim,6
981,G,aten.zeros_like.default,4
981,G,aten.select.int,25504
981,G,aten.slice.Tensor,24
981,G,aten.amin.default,4
981,G,aten.amax.default,4
981,G,aten.add.Tensor,1974
981,G,aten.zeros.default,2
981,G,aten.detach.default,47108
981,E,aten.zeros_like.default,968
981,E,aten.add.Tensor,1564
981,E,aten.clone.default,6036
981,E,aten.view.default,2906
981,E,aten.eq.Scalar,12
981,E,aten.all.default,420
981,E,aten.zeros.default,464
981,E,aten.isnan.default,2876
981,E,aten.any.default,4314
981,E,aten.gt.Tensor,1438
981,E,aten.mul.Tensor,2114
981,E,aten.lift_fresh.default,414
981,E,aten.abs.default,814
981,E,aten.le.Tensor,408
981,E,aten.stack.default,202
981,E,aten.min.dim,202
981,E,aten.full_like.default,1508
981,E,aten.nextafter.default,1508
981,E,aten.max.dim,202
981,E,aten.sub.Tensor,508
981,E,aten.ne.Scalar,386
981,E,aten.eq.Tensor,386
981,E,aten.equal.default,24
981,D,aten.lift_fresh.default,342
981,H,aten.div.Tensor,2
981,F,aten.lift_fresh.default,92
981,F,aten.clone.default,20
981,F,aten.view.default,16
981,F,aten.eq.Scalar,8
981,F,aten.all.default,8
981,F,aten.neg.default,2
981,F,aten.abs.default,134
981,F,aten.ne.Scalar,80
981,F,aten.eq.Tensor,78
981,F,aten.mul.Tensor,78
981,F,aten.sub.Tensor,66
981,F,aten.full_like.default,6
981,F,aten.nextafter.default,6
981,F,aten.zeros.default,6
981,F,aten.max.default,56
981,G,aten.le.Scalar,2
981,G,aten.ge.Scalar,2
981,G,aten.reciprocal.default,4
981,F,aten.isnan.default,8
981,F,aten.any.default,14
981,F,aten.gt.Tensor,4
981,F,aten.ones.default,2
981,H,aten.eq.Scalar,4
981,H,aten.all.default,4
981,H,aten.zeros.default,8
981,H,aten.stack.default,6
981,H,aten.min.dim,6
981,H,aten.max.dim,6
982,outside_boundary,aten.lift_fresh.default,552
982,outside_boundary,aten.clone.default,11673
982,outside_boundary,aten.view.default,1388
982,outside_boundary,aten.isnan.default,422
982,outside_boundary,aten.any.default,1148
982,outside_boundary,aten._local_scalar_dense.default,12291
982,outside_boundary,aten.gt.Tensor,526
982,outside_boundary,aten.eq.Scalar,313
982,outside_boundary,aten.all.default,6481
982,outside_boundary,aten.zeros_like.default,2017
982,outside_boundary,aten.add.Tensor,2152
982,outside_boundary,aten.ne.Scalar,1110
982,outside_boundary,aten.ones.default,317
982,outside_boundary,aten.mul.Tensor,7695
982,outside_boundary,aten.zeros.default,133
982,A,aten.zeros.default,1
982,A,aten.empty.memory_format,1
982,A,aten.empty_like.default,1
982,A,aten.select.int,34
982,A,aten.copy_.default,8
982,A,aten.stack.default,2
982,A,aten.view.default,1444
982,A,aten.clone.default,1536
982,A,aten.le.Tensor,3
982,A,aten.all.default,2867
982,A,aten._local_scalar_dense.default,3050
982,outside_boundary,aten.slice.Tensor,5855
982,outside_boundary,aten.select.int,7464
982,outside_boundary,aten.allclose.default,486
982,outside_boundary,aten.full_like.default,5772
982,outside_boundary,aten.le.Tensor,5721
982,outside_boundary,aten.index_select.default,1740
982,outside_boundary,aten.expand.default,168
982,outside_boundary,aten.scatter_add_.default,93
982,outside_boundary,aten.ones_like.default,756
982,outside_boundary,aten.max.default,756
982,outside_boundary,aten.detach.default,3034
982,outside_boundary,aten.abs.default,3853
982,outside_boundary,aten.minimum.default,723
982,outside_boundary,aten.maximum.default,941
982,outside_boundary,aten.le.Scalar,605
982,outside_boundary,aten.ge.Scalar,971
982,outside_boundary,aten.bitwise_and.Tensor,987
982,outside_boundary,aten.pow.Tensor_Scalar,9882
982,outside_boundary,aten.stack.default,4806
982,outside_boundary,aten.min.dim,3546
982,outside_boundary,aten.max.dim,3546
982,outside_boundary,aten.where.self,3007
982,outside_boundary,aten.nextafter.default,5759
982,outside_boundary,aten.unsqueeze.default,614
982,outside_boundary,aten.sum.dim_IntList,735
982,outside_boundary,aten.sub.Tensor,800
982,outside_boundary,aten.eq.Tensor,1150
982,outside_boundary,aten.arange.default,147
982,outside_boundary,aten.min.default,189
982,outside_boundary,aten.nonzero.default,189
982,outside_boundary,aten.lt.Tensor,315
982,outside_boundary,aten.unbind.int,1556
982,outside_boundary,aten.cat.default,632
982,outside_boundary,aten.ge.Tensor,326
982,outside_boundary,aten.all.dim,337
982,outside_boundary,aten.count_nonzero.default,315
982,outside_boundary,aten.clamp.default,126
982,outside_boundary,aten.pow.Tensor_Tensor,378
982,outside_boundary,aten._to_copy.default,126
982,outside_boundary,aten.copy_.default,331
982,outside_boundary,aten.full.default,84
982,outside_boundary,aten.scatter_reduce_.two,84
982,outside_boundary,aten.empty.memory_format,92
982,outside_boundary,aten.set_.source_Storage,92
982,outside_boundary,aten.new_empty.default,46
982,outside_boundary,aten.set_.source_Storage_storage_offset,46
982,outside_boundary,aten.div.Tensor,9
982,outside_boundary,aten.bitwise_not.default,9
982,C,aten.abs.default,153
982,C,aten.ne.Scalar,153
982,C,aten.eq.Tensor,159
982,C,aten.mul.Tensor,393
982,C,aten.all.default,159
982,C,aten._local_scalar_dense.default,231
982,B,aten.lift_fresh.default,4
982,B,aten.expand.default,2
982,B,aten.slice.Tensor,5
982,B,aten.select.int,1
982,B,aten.unsqueeze.default,3
982,B,aten.pow.Tensor_Tensor,1
982,B,aten.mul.Tensor,75
982,B,aten.detach.default,2
982,B,aten.view.default,3
982,B,aten.zeros.default,1
982,B,aten.scatter_add_.default,1
982,C,aten.lift_fresh.default,129
982,C,aten.expand.default,1
982,C,aten.detach.default,4
982,C,aten.gt.Tensor,28
982,C,aten.any.default,72
982,C,aten.slice.Tensor,68
982,C,aten.select.int,230
982,C,aten.lt.Tensor,3
982,C,aten.bitwise_or.Tensor,63
982,C,aten.unsqueeze.default,24
982,C,aten.ones_like.default,18
982,C,aten.stack.default,68
982,C,aten.amin.default,60
982,C,aten.full_like.default,270
982,C,aten.nextafter.default,270
982,C,aten.amax.default,60
982,C,aten.eq.Scalar,768
982,C,aten.bitwise_and.Tensor,387
982,C,aten.where.self,654
982,C,aten.zeros_like.default,231
982,C,aten.index.Tensor,84
982,C,aten.add.Tensor,150
982,C,aten.view.default,96
982,C,aten.index_put_.default,42
982,C,aten.neg.default,6
982,C,aten.cat.default,14
982,C,aten.zeros.default,3
982,C,aten.clone.default,94
982,C,aten.le.Tensor,5
982,C,aten.ge.Tensor,1
982,A,aten.detach.default,162
982,A,aten.unbind.int,4
982,A,aten.isnan.default,10
982,A,aten.any.default,15
982,A,aten.gt.Tensor,5
982,A,aten.ne.Scalar,168
982,A,aten.eq.Scalar,2864
982,A,aten.zeros_like.default,1432
982,A,aten.add.Tensor,1432
982,B,aten.ones_like.default,4
982,B,aten.zeros_like.default,74
982,B,aten.add.Tensor,74
982,B,aten.pow.Tensor_Scalar,70
982,C,aten.isnan.default,44
982,D,aten.zeros.default,284
982,D,aten.clone.default,34344
982,D,aten.view.default,17174
982,D,aten.isnan.default,17172
982,D,aten.any.default,25758
982,D,aten._local_scalar_dense.default,25758
982,D,aten.gt.Tensor,8586
982,D,aten.add.Tensor,3770
982,D,aten.full_like.default,13092
982,D,aten.nextafter.default,13092
982,D,aten.mul.Tensor,11220
982,D,aten.stack.default,3533
982,D,aten.min.dim,3533
982,D,aten.max.dim,3533
982,D,aten.zeros_like.default,1128
982,D,aten.abs.default,4512
982,D,aten.minimum.default,1128
982,D,aten.maximum.default,1128
982,D,aten.le.Scalar,1128
982,D,aten.ge.Scalar,1128
982,D,aten.bitwise_and.Tensor,1128
982,D,aten.pow.Tensor_Scalar,3712
982,D,aten.where.self,1128
982,H,aten.add.Tensor,50
982,H,aten.full_like.default,90
982,H,aten.nextafter.default,90
982,H,aten.clone.default,136
982,H,aten.view.default,72
982,H,aten.isnan.default,68
982,H,aten.any.default,102
982,H,aten._local_scalar_dense.default,198
982,H,aten.gt.Tensor,34
982,H,aten.sub.Tensor,30
982,H,aten.detach.default,96
982,H,aten.lift_fresh.default,48
982,H,aten.abs.default,44
982,H,aten.ne.Scalar,44
982,H,aten.eq.Tensor,44
982,H,aten.mul.Tensor,68
982,F,aten.detach.default,168
982,F,aten._local_scalar_dense.default,184
982,G,aten.lift_fresh.default,29
982,G,aten.abs.default,158
982,G,aten.ne.Scalar,158
982,G,aten.eq.Tensor,158
982,G,aten.mul.Tensor,194
982,G,aten._local_scalar_dense.default,35599
982,G,aten.all.default,180
982,G,aten.view.default,66806
982,G,aten.stack.default,7900
982,G,aten.sub.Tensor,33
982,G,aten.full_like.default,2025
982,G,aten.nextafter.default,2025
982,G,aten.le.Tensor,27
982,G,aten.ge.Tensor,12
982,G,aten.bitwise_and.Tensor,12
982,E,aten.detach.default,376
982,E,aten._local_scalar_dense.default,5311
982,G,aten.clone.default,15776
982,G,aten.isnan.default,7888
982,G,aten.any.default,11834
982,G,aten.gt.Tensor,3944
982,G,aten.min.dim,6
982,G,aten.max.dim,6
982,G,aten.zeros_like.default,4
982,G,aten.select.int,25530
982,G,aten.slice.Tensor,24
982,G,aten.amin.default,4
982,G,aten.amax.default,4
982,G,aten.add.Tensor,1976
982,G,aten.zeros.default,2
982,G,aten.detach.default,47156
982,E,aten.zeros_like.default,968
982,E,aten.add.Tensor,1564
982,E,aten.clone.default,6038
982,E,aten.view.default,2906
982,E,aten.eq.Scalar,12
982,E,aten.all.default,421
982,E,aten.zeros.default,464
982,E,aten.isnan.default,2876
982,E,aten.any.default,4314
982,E,aten.gt.Tensor,1438
982,E,aten.mul.Tensor,2114
982,E,aten.lift_fresh.default,414
982,E,aten.abs.default,815
982,E,aten.le.Tensor,409
982,E,aten.stack.default,202
982,E,aten.min.dim,202
982,E,aten.full_like.default,1508
982,E,aten.nextafter.default,1508
982,E,aten.max.dim,202
982,E,aten.sub.Tensor,508
982,E,aten.ne.Scalar,386
982,E,aten.eq.Tensor,386
982,E,aten.equal.default,24
982,D,aten.lift_fresh.default,348
982,H,aten.div.Tensor,2
982,F,aten.lift_fresh.default,92
982,F,aten.clone.default,20
982,F,aten.view.default,16
982,F,aten.eq.Scalar,8
982,F,aten.all.default,8
982,F,aten.neg.default,2
982,F,aten.abs.default,134
982,F,aten.ne.Scalar,80
982,F,aten.eq.Tensor,78
982,F,aten.mul.Tensor,78
982,F,aten.sub.Tensor,66
982,F,aten.full_like.default,6
982,F,aten.nextafter.default,6
982,F,aten.zeros.default,6
982,F,aten.max.default,56
982,G,aten.le.Scalar,2
982,G,aten.ge.Scalar,2
982,G,aten.reciprocal.default,4
982,F,aten.isnan.default,8
982,F,aten.any.default,14
982,F,aten.gt.Tensor,4
982,F,aten.ones.default,2
982,H,aten.eq.Scalar,4
982,H,aten.all.default,4
982,H,aten.zeros.default,8
982,H,aten.stack.default,6
982,H,aten.min.dim,6
982,H,aten.max.dim,6
983,outside_boundary,aten.lift_fresh.default,552
983,outside_boundary,aten.clone.default,11673
983,outside_boundary,aten.view.default,1388
983,outside_boundary,aten.isnan.default,422
983,outside_boundary,aten.any.default,1146
983,outside_boundary,aten._local_scalar_dense.default,12289
983,outside_boundary,aten.gt.Tensor,526
983,outside_boundary,aten.eq.Scalar,313
983,outside_boundary,aten.all.default,6481
983,outside_boundary,aten.zeros_like.default,2017
983,outside_boundary,aten.add.Tensor,2152
983,outside_boundary,aten.ne.Scalar,1110
983,outside_boundary,aten.ones.default,317
983,outside_boundary,aten.mul.Tensor,7695
983,outside_boundary,aten.zeros.default,133
983,A,aten.zeros.default,1
983,A,aten.empty.memory_format,1
983,A,aten.empty_like.default,1
983,A,aten.select.int,34
983,A,aten.copy_.default,8
983,A,aten.stack.default,2
983,A,aten.view.default,1446
983,A,aten.clone.default,1538
983,A,aten.le.Tensor,3
983,A,aten.all.default,2871
983,A,aten._local_scalar_dense.default,3054
983,outside_boundary,aten.slice.Tensor,5855
983,outside_boundary,aten.select.int,7464
983,outside_boundary,aten.allclose.default,486
983,outside_boundary,aten.full_like.default,5772
983,outside_boundary,aten.le.Tensor,5721
983,outside_boundary,aten.index_select.default,1740
983,outside_boundary,aten.expand.default,168
983,outside_boundary,aten.scatter_add_.default,93
983,outside_boundary,aten.ones_like.default,756
983,outside_boundary,aten.max.default,756
983,outside_boundary,aten.detach.default,3034
983,outside_boundary,aten.abs.default,3853
983,outside_boundary,aten.minimum.default,723
983,outside_boundary,aten.maximum.default,941
983,outside_boundary,aten.le.Scalar,605
983,outside_boundary,aten.ge.Scalar,971
983,outside_boundary,aten.bitwise_and.Tensor,987
983,outside_boundary,aten.pow.Tensor_Scalar,9882
983,outside_boundary,aten.stack.default,4806
983,outside_boundary,aten.min.dim,3546
983,outside_boundary,aten.max.dim,3546
983,outside_boundary,aten.where.self,3007
983,outside_boundary,aten.nextafter.default,5759
983,outside_boundary,aten.unsqueeze.default,614
983,outside_boundary,aten.sum.dim_IntList,735
983,outside_boundary,aten.sub.Tensor,800
983,outside_boundary,aten.eq.Tensor,1150
983,outside_boundary,aten.arange.default,147
983,outside_boundary,aten.min.default,189
983,outside_boundary,aten.nonzero.default,189
983,outside_boundary,aten.lt.Tensor,315
983,outside_boundary,aten.unbind.int,1556
983,outside_boundary,aten.cat.default,632
983,outside_boundary,aten.ge.Tensor,326
983,outside_boundary,aten.all.dim,337
983,outside_boundary,aten.count_nonzero.default,315
983,outside_boundary,aten.clamp.default,126
983,outside_boundary,aten.pow.Tensor_Tensor,378
983,outside_boundary,aten._to_copy.default,126
983,outside_boundary,aten.copy_.default,331
983,outside_boundary,aten.full.default,84
983,outside_boundary,aten.scatter_reduce_.two,84
983,outside_boundary,aten.empty.memory_format,92
983,outside_boundary,aten.set_.source_Storage,92
983,outside_boundary,aten.new_empty.default,46
983,outside_boundary,aten.set_.source_Storage_storage_offset,46
983,outside_boundary,aten.div.Tensor,9
983,outside_boundary,aten.bitwise_not.default,9
983,C,aten.abs.default,153
983,C,aten.ne.Scalar,153
983,C,aten.eq.Tensor,159
983,C,aten.mul.Tensor,393
983,C,aten.all.default,159
983,C,aten._local_scalar_dense.default,231
983,B,aten.lift_fresh.default,4
983,B,aten.expand.default,2
983,B,aten.slice.Tensor,5
983,B,aten.select.int,1
983,B,aten.unsqueeze.default,3
983,B,aten.pow.Tensor_Tensor,1
983,B,aten.mul.Tensor,75
983,B,aten.detach.default,2
983,B,aten.view.default,3
983,B,aten.zeros.default,1
983,B,aten.scatter_add_.default,1
983,C,aten.lift_fresh.default,129
983,C,aten.expand.default,1
983,C,aten.detach.default,4
983,C,aten.gt.Tensor,28
983,C,aten.any.default,72
983,C,aten.slice.Tensor,68
983,C,aten.select.int,230
983,C,aten.lt.Tensor,3
983,C,aten.bitwise_or.Tensor,63
983,C,aten.unsqueeze.default,24
983,C,aten.ones_like.default,18
983,C,aten.stack.default,68
983,C,aten.amin.default,60
983,C,aten.full_like.default,270
983,C,aten.nextafter.default,270
983,C,aten.amax.default,60
983,C,aten.eq.Scalar,768
983,C,aten.bitwise_and.Tensor,387
983,C,aten.where.self,654
983,C,aten.zeros_like.default,231
983,C,aten.index.Tensor,84
983,C,aten.add.Tensor,150
983,C,aten.view.default,96
983,C,aten.index_put_.default,42
983,C,aten.neg.default,6
983,C,aten.cat.default,14
983,C,aten.zeros.default,3
983,C,aten.clone.default,94
983,C,aten.le.Tensor,5
983,C,aten.ge.Tensor,1
983,A,aten.detach.default,162
983,A,aten.unbind.int,4
983,A,aten.isnan.default,10
983,A,aten.any.default,15
983,A,aten.gt.Tensor,5
983,A,aten.ne.Scalar,168
983,A,aten.eq.Scalar,2868
983,A,aten.zeros_like.default,1434
983,A,aten.add.Tensor,1434
983,B,aten.ones_like.default,4
983,B,aten.zeros_like.default,74
983,B,aten.add.Tensor,74
983,B,aten.pow.Tensor_Scalar,70
983,C,aten.isnan.default,44
983,D,aten.zeros.default,284
983,D,aten.clone.default,34456
983,D,aten.view.default,17230
983,D,aten.isnan.default,17228
983,D,aten.any.default,25842
983,D,aten._local_scalar_dense.default,25842
983,D,aten.gt.Tensor,8614
983,D,aten.add.Tensor,3784
983,D,aten.full_like.default,13128
983,D,aten.nextafter.default,13128
983,D,aten.mul.Tensor,11248
983,D,aten.stack.default,3540
983,D,aten.min.dim,3540
983,D,aten.max.dim,3540
983,D,aten.zeros_like.default,1132
983,D,aten.abs.default,4528
983,D,aten.minimum.default,1132
983,D,aten.maximum.default,1132
983,D,aten.le.Scalar,1132
983,D,aten.ge.Scalar,1132
983,D,aten.bitwise_and.Tensor,1132
983,D,aten.pow.Tensor_Scalar,3720
983,D,aten.where.self,1132
983,H,aten.add.Tensor,50
983,H,aten.full_like.default,90
983,H,aten.nextafter.default,90
983,H,aten.clone.default,136
983,H,aten.view.default,72
983,H,aten.isnan.default,68
983,H,aten.any.default,102
983,H,aten._local_scalar_dense.default,198
983,H,aten.gt.Tensor,34
983,H,aten.sub.Tensor,30
983,H,aten.detach.default,96
983,H,aten.lift_fresh.default,48
983,H,aten.abs.default,44
983,H,aten.ne.Scalar,44
983,H,aten.eq.Tensor,44
983,H,aten.mul.Tensor,68
983,F,aten.detach.default,168
983,F,aten._local_scalar_dense.default,184
983,G,aten.lift_fresh.default,29
983,G,aten.abs.default,158
983,G,aten.ne.Scalar,158
983,G,aten.eq.Tensor,158
983,G,aten.mul.Tensor,194
983,G,aten._local_scalar_dense.default,35635
983,G,aten.all.default,180
983,G,aten.view.default,66874
983,G,aten.stack.default,7908
983,G,aten.sub.Tensor,33
983,G,aten.full_like.default,2027
983,G,aten.nextafter.default,2027
983,G,aten.le.Tensor,27
983,G,aten.ge.Tensor,12
983,G,aten.bitwise_and.Tensor,12
983,E,aten.detach.default,376
983,E,aten._local_scalar_dense.default,5312
983,G,aten.clone.default,15792
983,G,aten.isnan.default,7896
983,G,aten.any.default,11846
983,G,aten.gt.Tensor,3948
983,G,aten.min.dim,6
983,G,aten.max.dim,6
983,G,aten.zeros_like.default,4
983,G,aten.select.int,25556
983,G,aten.slice.Tensor,24
983,G,aten.amin.default,4
983,G,aten.amax.default,4
983,G,aten.add.Tensor,1978
983,G,aten.zeros.default,2
983,G,aten.detach.default,47204
983,E,aten.zeros_like.default,968
983,E,aten.add.Tensor,1564
983,E,aten.clone.default,6040
983,E,aten.view.default,2906
983,E,aten.eq.Scalar,12
983,E,aten.all.default,422
983,E,aten.zeros.default,464
983,E,aten.isnan.default,2876
983,E,aten.any.default,4314
983,E,aten.gt.Tensor,1438
983,E,aten.mul.Tensor,2114
983,E,aten.lift_fresh.default,414
983,E,aten.abs.default,816
983,E,aten.le.Tensor,410
983,E,aten.stack.default,202
983,E,aten.min.dim,202
983,E,aten.full_like.default,1508
983,E,aten.nextafter.default,1508
983,E,aten.max.dim,202
983,E,aten.sub.Tensor,508
983,E,aten.ne.Scalar,386
983,E,aten.eq.Tensor,386
983,E,aten.equal.default,24
983,D,aten.lift_fresh.default,354
983,H,aten.div.Tensor,2
983,F,aten.lift_fresh.default,92
983,F,aten.clone.default,20
983,F,aten.view.default,16
983,F,aten.eq.Scalar,8
983,F,aten.all.default,8
983,F,aten.neg.default,2
983,F,aten.abs.default,134
983,F,aten.ne.Scalar,80
983,F,aten.eq.Tensor,78
983,F,aten.mul.Tensor,78
983,F,aten.sub.Tensor,66
983,F,aten.full_like.default,6
983,F,aten.nextafter.default,6
983,F,aten.zeros.default,6
983,F,aten.max.default,56
983,G,aten.le.Scalar,2
983,G,aten.ge.Scalar,2
983,G,aten.reciprocal.default,4
983,F,aten.isnan.default,8
983,F,aten.any.default,14
983,F,aten.gt.Tensor,4
983,F,aten.ones.default,2
983,H,aten.eq.Scalar,4
983,H,aten.all.default,4
983,H,aten.zeros.default,8
983,H,aten.stack.default,6
983,H,aten.min.dim,6
983,H,aten.max.dim,6
984,outside_boundary,aten.lift_fresh.default,552
984,outside_boundary,aten.clone.default,11673
984,outside_boundary,aten.view.default,1388
984,outside_boundary,aten.isnan.default,422
984,outside_boundary,aten.any.default,1148
984,outside_boundary,aten._local_scalar_dense.default,12291
984,outside_boundary,aten.gt.Tensor,526
984,outside_boundary,aten.eq.Scalar,313
984,outside_boundary,aten.all.default,6481
984,outside_boundary,aten.zeros_like.default,2017
984,outside_boundary,aten.add.Tensor,2152
984,outside_boundary,aten.ne.Scalar,1110
984,outside_boundary,aten.ones.default,317
984,outside_boundary,aten.mul.Tensor,7695
984,outside_boundary,aten.zeros.default,133
984,A,aten.zeros.default,1
984,A,aten.empty.memory_format,1
984,A,aten.empty_like.default,1
984,A,aten.select.int,34
